,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_elalfa,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_greenscreen,hash_parati,hash_rd,hash_tiktok,hash_viral
6,US,7101299270271159598,1653400081,Seafood #tiktokfood #foryou,6940811124900824070,Food maker,Food videos for you,0,False,https://www.tiktok.com/@foodmaker168/video/7101299270271159598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101299270271159598&source=h5_m,10883849,1387,5346,615,155018,7101299203879717678,7101299203879717678,72,7101299203879717678,original sound - foodmaker168,Food maker,6.940811124900824e+18,Food maker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101299259332512558.mp3,,False,False,,,,,[],0,0,Dominican Republic,#tiktokfood #foryou,0,1,0,0,0,0,0,0,0,0
7,US,7075683981601246510,1647436062,Tout gason pa menm 😂😂😂,6914105885002449925,🍎❣🌷🍭🍒këišhã❤🌻🍌🍍🍒🍓,"(kwè nan tèt ou💯❤)
(birthday/10/12🍷🍾🎂)
(Fanm chè🧊)
(koulè prefere vèr💚)",0,False,https://www.tiktok.com/@key_keisha_654/video/7075683981601246510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075683981601246510&source=h5_m,330008,1390,2672,3307,14770,7074157492732922670,7074157492732922670,72,7074157492732922670,original sound - slimmyrynn,Slimmy Rynn,6.800185382530729e+18,Slimmy Rynn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074157589361117994.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/bc0432a084920e72adbb74b4540f0882.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
0,DO,7088352990326803718,1650385790,😂😂#fypシ #parati #rd🇩🇴,6987211381645394949,Chrismer🤴🏽🇩🇴,"Cuenta de Duo: chris.duo📌
🇩🇴",0,False,https://m.tiktok.com/v/7088352990326803718.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088352990326803718&source=h5_m,714416,227,41,498,58742,7065361590693939973,7065361590693939973,72,7065361590693939973,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",7.008565845694727e+18,™️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065361598096886534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c573635d51670e7038d7f5b83e4781a.json,False,False,Mattinthecut,ROVER,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",[],0,0,Dominican Republic,#fypシ #parati #rd🇩🇴,0,0,0,0,1,0,1,1,0,0
1,DO,7102935252326206726,1653780989,Si me sigues en Instagram paso por tu perfil❤️ #escuelapublica #comedia #humor #foryou #parati #destacame #foryoupage #viral #maribelzamy #mujereshembras,7091778264884544518,Mujeres hembras,SIGUEME EN INSTAGRAM❤ PELEAS DE MAYIMBU Y PIPILITO EN MI CANAL DE YOUTUBE🏃,0,False,https://m.tiktok.com/v/7102935252326206726.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102935252326206726&source=h5_m,84650,28,15,156,6267,7102935222375713541,7102935222375713541,72,7102935222375713541,original sound - mujereshembras,Mujeres hembras,7.091778264884545e+18,Mujeres hembras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102935238431771397.mp3,,False,False,,,,,[],0,0,Dominican Republic,#escuelapublica #comedia #humor #foryou #parati #destacame #foryoupage #viral #maribelzamy #mujereshembras,0,1,1,0,0,0,1,0,0,1
2,GT,7088839725171166470,1650499118, ,6779688759064724485,elsy_mo,,0,False,https://m.tiktok.com/v/7088839725171166470.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088839725171166470&source=h5_m,16498084,3384,12728,25194,889315,7088839751612402438,7088839751612402438,72,7088839751612402438,original sound - elsy_mo,elsy_mo,6.779688759064724e+18,elsy_mo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088839739679918853.mp3,,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
3,DO,7099205964141694214,1652912696,Por qué no haz venido a la barbería ?,7027237510703662085,biianfi,Sígueme en Instagram @bianfii 👇👇,0,False,https://m.tiktok.com/v/7099205964141694214.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099205964141694214&source=h5_m,428536,84,63,310,20853,7099205940880100101,7099205940880100101,72,7099205940880100101,original sound - biianfi,biianfi,7.027237510703662e+18,biianfi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099205946266372870.mp3,,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
4,US,7086101488887401770,1649861572,#unboxing the #realme9proplus #freefire #realme #foryou #foryoupage #freefiregame,6761977750771647493,booredatwork,"Tech YouTuber, gamer, comic book head & anime fan.",0,False,https://m.tiktok.com/v/7086101488887401770.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086101488887401770&source=h5_m,18259194,25870,45907,82890,1755760,6899777357209405442,6899777357209405442,10033,6899777357209405442,BOOKER T,Bad Bunny,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/242d38cb5e784f6884a08e71b64f03b4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c7602a43218e411d85126343c724d1ed,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1542103608', 'external_song_key': 'apple_song_id'}]",0,0,Dominican Republic,#unboxing #realme9proplus #freefire #realme #foryou #foryoupage #freefiregame,0,1,1,0,0,0,0,0,0,0
5,DO,7098860034389478662,1652832153,Yo soy del 27🔥 pero baje con @BULIN 47 😛 sigueme en instagram 🙏@Braulio Fogón #bulin47  #bulin47 #bulin47 #bulin47 #bulin47 #bulin47 #brauliofogon #brauliofogon #brauliofogon #familiafogon #brauliofogon #los_morenitho_rulin #alofokeradioshowtiktok #capricorniotv #capricornio #greenscreen #greenscreen #greenscreen #siguemeeninstagram,7072501086822122502,isaias_francotirador,Sígueme en Instagram y suscríbete☝️ah mi canal de YouTube👇quiero ser artista 🙏,0,False,https://m.tiktok.com/v/7098860034389478662.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098860034389478662&source=h5_m,1341325,1090,820,4235,115821,7098860013418629893,7098860013418629893,72,7098860013418629893,original sound - isaias_francotirador,isaias_francotirador,7.072501086822122e+18,isaias_francotirador,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098860035891006213.mp3,,False,False,,,,,[],0,0,Dominican Republic,#bulin47 #bulin47 #bulin47 #bulin47 #bulin47 #bulin47 #brauliofogon #brauliofogon #brauliofogon #familiafogon #brauliofogon #los_morenitho_rulin #alofokeradioshowtiktok #capricorniotv #capricornio #greenscreen #greenscreen #greenscreen #siguemeeninstagram,0,0,0,0,0,3,0,0,0,0
6,DO,7077971029263453483,1647968552,On set wearing @dollskill,6778215077265277957,leidynbernardez,"Daily reminder: you’re a fckn goddess✨

💌 Leidynmarieb@gmail.com",0,False,https://m.tiktok.com/v/7077971029263453483.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077971029263453483&source=h5_m,117402,78,111,159,11446,7068338924993431553,7068338924993431553,10033,7068338924993431553,CHICKEN TERIYAKI,ROSALÍA,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b679187a5a4a4dfeb018c52fbddea560,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4adcb948af464859a1f698fed880d4e5,True,True,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
7,DO,7102074350186040581,1653580544,Tenía mucho sin usar gorras🥺✨#nicolgutierrez #fypシ゚viral🖤video,6674550139279770629,Nicol Gutiérrez,"Nueva cuenta💔
Hablemos por Instagram //nicolgutierrez16_",0,False,https://m.tiktok.com/v/7102074350186040581.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102074350186040581&source=h5_m,344203,82,50,791,35667,7083707036365605637,7083707036365605637,72,7083707036365605637,omg im so popular (Contains music from: Double Tech - Leiner),"Contains music from: ""Double Tech""",7.063241828124411e+18,tsu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083707065755077381.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fbcb84c7f20a0e4cdc261892d32ea60e.json,False,False,Leiner,Double Tech,omg im so popular (Contains music from: Double Tech - Leiner),"Contains music from: ""Double Tech""",[],0,0,Dominican Republic,#nicolgutierrez #fypシ゚viral🖤video,0,0,0,0,1,0,0,0,0,1
0,DO,7092885106284662022,1651441006,"Y así es que son menores,,, pero será solo para que uno no se lo m*ta,,, pero mira como Ta esa ahí descalabrada,,,,, Ay mi madre pero y qué es lo que está pasando🤦🏾‍♂️#party #pary  #djmariposa #policia #amet #okasord",6712124152160388102,Okasord,🇩🇴artista🇩🇴TE REGALO MIS CANCIONES EN YOUTUBE🇩🇴Un Año Nuevo con 100K?,0,False,https://www.tiktok.com/@okasord/video/7092885106284662022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092885106284662022&source=h5_m,2802855,401,1319,2237,31452,7092885106532109062,7092885106532109062,72,7092885106532109062,original sound - okasord,Okasord,6.712124152160388e+18,Okasord,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092885122310998790.mp3,,False,False,,,,,[],0,0,Dominican Republic,#party #pary #djmariposa #policia #amet #okasord,0,0,0,0,0,0,0,0,0,0
1,DO,7094384373276921093,1651790082,Encuentra el fallo!! 👀 @La Tukiti RD @robinsongutierrez9 @EL CROK OFFICIAL #soylu✨ #lujelysm #viral  #lujelysttf #fypシ #isleña,175934617005342720,✨ Soy Lu ʚïɞ,"Isleña🇩🇴
Instagram: @SoyLuML
Segunda cuenta: @SoyLuML",0,False,https://www.tiktok.com/@soyluml/video/7094384373276921093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094384373276921093&source=h5_m,3449117,432,706,7962,173483,6882068535317628930,6882068535317628930,10033,6882068535317628930,Tukiti Fuakiti,La Tukiti,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4235821d5a26418499ba9e24661bfa3d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fb6a2d5dc1954354a4b0848b6dd891ae,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1533870073', 'external_song_key': 'apple_song_id'}]",0,0,Dominican Republic,#soylu✨ #lujelysm #viral #lujelysttf #fypシ #isleña,0,0,0,0,1,0,0,0,0,1
2,US,7070976658806689067,1646340048,Casual or Fancy date night fit?🤎 #datenightoutfitideas #ootn #styletok #losangeles #lainfluencer #brownoutfits,6737008777431958533,Melody Chen,"Fashion + Lifestyle
semi-wedding tok
—
💌: melody@flairmgmt.com",0,False,https://www.tiktok.com/@xomelrous/video/7070976658806689067?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070976658806689067&source=h5_m,8230395,1621,866,13403,609722,7020876099198388226,7020876099198388226,10033,7020876099198388226,figured u out,thuy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/cb1a6dc4e4b64326bd841ecdc9602c6d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/df076bc1511e42fea066fbd70f96465d,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1589110835', 'external_song_key': 'apple_song_id'}]",0,0,Dominican Republic,#datenightoutfitideas #ootn #styletok #losangeles #lainfluencer #brownoutfits,0,0,0,0,0,0,0,0,0,0
3,GB,7094743726140017925,1651873751,She had a gift of a lifetime for him #pregnancy #babyreveal #baby #veterancominghome #foryou #fyp,7023413588640138245,No_Way_Original,"Pranks, comedy drama, couple relationships and friendship bonds here 😜",0,False,https://www.tiktok.com/@no_way_original/video/7094743726140017925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094743726140017925&source=h5_m,23051628,1219,4114,22474,414435,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Dominican Republic,#pregnancy #babyreveal #baby #veterancominghome #foryou #fyp,0,1,0,1,0,0,0,0,0,0
4,CA,7085906202659523846,1649816104,"“Je Deviens” (I Become)Original artwork by Callen SchaubDimensions: 84"" x 144""Subject: Abstract Period: Fake ArtMedia: acrylic on canvasPrice: $75,000.00 CAD includes exclusive extended process footage on a 1/1 custom painted USB, a COA (certificate of authenticity) and signed and dated on reverse #bucketartist #oddlysatisfying #bucketart #fakeart #spinart",6658309478972243974,Callen Schaub,,0,False,https://www.tiktok.com/@callenschaub/video/7085906202659523846?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085906202659523846&source=h5_m,45146907,13575,6063,23642,2131707,7085906155804969734,7085906155804969734,72,7085906155804969734,original sound - callenschaub,Callen Schaub,6.658309478972244e+18,Callen Schaub,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085906189397019397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b518cde4805ac1592a982f7f8767e820.json,False,False,,,,,[],0,0,Dominican Republic,#bucketartist #oddlysatisfying #bucketart #fakeart #spinart,0,0,0,0,0,0,0,0,0,0
5,DO,7102214074372508934,1653613077,#rd #metro #viral,6819789158124078086,Alexander Aybar,,0,False,https://www.tiktok.com/@alexanderaybar0/video/7102214074372508934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102214074372508934&source=h5_m,238958,276,727,1755,13824,6924337013931920134,6924337013931920134,72,6924337013931920134,original sound - franco1_lyrics,🇩🇴💎FRANCO1 LYRICS💎🇩🇴,6.901441343932712e+18,🇩🇴💎FRANCO1 LYRICS💎🇩🇴,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6924337021477489413.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5e12c9b7312b0e63b22beb2fec5acd3d.json,False,False,,,,,[],0,0,Dominican Republic,#rd #metro #viral,0,0,0,0,0,0,0,1,0,1
6,ES,7102502711928638725,1653680280,Donald trump no quiere negros? Sáquenme de esa duda 😂😂😂😂 respondo comentarios ❤️❤️ #el_haitianitord #yakimete #elhaitiano #parati,6938066322799608838,El_HaitianitoRD,"Sígueme en Instagram para vídeos exclusivos 
• Activen Las Notificaciones 👀
🔥",0,False,https://www.tiktok.com/@el_haitianitord3/video/7102502711928638725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102502711928638725&source=h5_m,438427,164,997,7502,36373,7102502694895553285,7102502694895553285,72,7102502694895553285,original sound - el_haitianitord3,El_HaitianitoRD,6.938066322799609e+18,El_HaitianitoRD,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102502701409340165.mp3,,False,False,,,,,[],0,0,Dominican Republic,#el_haitianitord #yakimete #elhaitiano #parati,0,0,0,0,0,0,1,0,0,0
7,BR,7074455400933788933,1647150007,Se não tiver mais forças mete a Nilce Fran né @luarabombom  ahhhh kakakakaa 🤣🤣🤣,6808548569714033670,Rainha Thai Rodrigues,"Rainha do carnaval 2022
Insta: Thai.rodrigues28",0,False,https://www.tiktok.com/@rodrigues.thai/video/7074455400933788933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074455400933788933&source=h5_m,6483772,383,281,1266,287792,7065689382498044677,7065689382498044677,72,7065689382498044677,original sound - lowf08 (Contains music from: Sentadona (Ai Calica) - Davi Kneip & MC Frog & Dj Gabriel do Borel),"Contains music from: ""Sentadona (Ai Calica)""",6.852396534152447e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065689405331081990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/25ebc80317cb04757f3a9a890424f29d.json,False,False,Davi Kneip & MC Frog & Dj Gabriel do Borel,Sentadona (Ai Calica),original sound - lowf08 (Contains music from: Sentadona (Ai Calica) - Davi Kneip & MC Frog & Dj Gabriel do Borel),"Contains music from: ""Sentadona (Ai Calica)""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
0,DO,7074629597773499653,1647190564,Responder a @cristianpaz1188,6987366874367607814,chivila RD,pide tu video en👇Instagram👆@chivilard2,0,False,https://www.tiktok.com/@chivilard6/video/7074629597773499653?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074629597773499653&source=h5_m,9228014,11290,52435,159053,162626,7074629571764603654,7074629571764603654,72,7074629571764603654,original sound - chivilard6,chivila RD,6.987366874367608e+18,chivila RD,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074629594820676357.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7112625281076c57c763124da7b7bb5a.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
1,DO,7097444738298612998,1652502633,#parati #viral #foryou #foryou #fyp,6944924571904541701,Lovely__skinny,Solo sé tu mismo 🥰❤️,0,False,https://www.tiktok.com/@lovely.x__18/video/7097444738298612998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097444738298612998&source=h5_m,472744,7,708,39,56030,7083178067576752130,7083178067576752130,10033,7083178067576752130,Parra Sin Doncon,El Alfa,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3ddaaffcd0014f2eada6ea5d6b2e289b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/19da2529dfad4d259867be56846f0a21,False,True,,,,,[],0,0,Dominican Republic,#parati #viral #foryou #foryou #fyp,0,2,0,1,0,0,1,0,0,1
2,DO,7070560732424834310,1646243207,Suscríbete en YouTube jean carlo M T B ❤️🙌❤️🙌,6848442373526242310,Jean carlo M T B,Cuento con todo su apoyo en mi Instagram sigan viendo 59,0,False,https://www.tiktok.com/@siganviendo69/video/7070560732424834310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070560732424834310&source=h5_m,11439971,5713,5033,12487,1009286,7070560704889146118,7070560704889146118,72,7070560704889146118,original sound - siganviendo69,Jean carlo M T B,6.848442373526242e+18,Jean carlo M T B,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070560735751277317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3fdd48180844def4979cf8aaf8cb303b.json,False,False,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
3,DO,7077926845462646022,1647958264,😨👨‍🍳Un borrador ❤️🥰#viral #parati #tiktok #delicious#cocina #gourmet #comida,7043902768311010309,源橱💯源橱,"✨P R I M E R O  D I O S❤️
  🛐S I G U E M E  E N  I G 👆
👇N E W  C U E N T A 💯",0,False,https://www.tiktok.com/@el..kilo/video/7077926845462646022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077926845462646022&source=h5_m,1317890,156,255,754,46788,7077926805851671301,7077926805851671301,72,7077926805851671301,original sound - el..kilo,源橱💯源橱,7.04390276831101e+18,源橱💯源橱,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077926799606434565.mp3,,False,False,,,,,[],0,0,Dominican Republic,#viral #parati #tiktok #delicious#cocina #gourmet #comida,0,0,0,0,0,0,1,0,1,1
4,DE,7102344551834078469,1653643457,Reply to @asapdaddy124 la la la🎶 #keychain #woodburning #satisfying #asmr #foryou,6863614104370037765,Alpine Woodburning,🔥burn baby burn🔥,0,False,https://www.tiktok.com/@alpinewoodburning/video/7102344551834078469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102344551834078469&source=h5_m,9132450,19250,7324,753,230923,7102344505717836550,7102344505717836550,72,7102344505717836550,original sound - alpinewoodburning,Alpine Woodburning,6.863614104370038e+18,Alpine Woodburning,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102344515792423686.mp3,,False,False,,,,,[],0,0,Dominican Republic,#keychain #woodburning #satisfying #asmr #foryou,0,1,0,0,0,0,0,0,0,0
5,VN,7103058357602405678,1653809653,hết hồn,7093370624329663534,Hoa Tiêu,hoatieu,0,False,https://www.tiktok.com/@hoatieuv3/video/7103058357602405678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103058357602405678&source=h5_m,3294139,783,292,1410,137767,7103058216459979566,7103058216459979566,24,7103058216459979566,original sound - hoatieuv3 (Contains music from: Mejores Tendencias Tik Tok 2021 - Dj Tik Tok Mix),"Contains music from: ""Mejores Tendencias Tik Tok 2021""",7.093370624329663e+18,Hoa Tiêu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103058325205453610.mp3,,False,False,Dj Tik Tok Mix,Mejores Tendencias Tik Tok 2021,original sound - hoatieuv3 (Contains music from: Mejores Tendencias Tik Tok 2021 - Dj Tik Tok Mix),"Contains music from: ""Mejores Tendencias Tik Tok 2021""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
6,DO,7096969460833193221,1652391970,Se cambiaron los papeles😟 @chrisrvideos_ #foryourpage #fyp #parati #viral #foryou #vacalocard #mojonazo,6772383775869174790,vacalocard,"Hay una vacaloca suelta🐄
Mas videos de risa👇🏻
INSTAGRAM: @iamvacaloca",0,False,https://www.tiktok.com/@vacalocard/video/7096969460833193221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096969460833193221&source=h5_m,1008053,324,368,2895,109850,7096969454357187334,7096969454357187334,72,7096969454357187334,original sound - vacalocard (Contains music from: Ojala Me Lleve El Diablo - Kingpuntocom beats),"Contains music from: ""Ojala Me Lleve El Diablo""",6.772383775869175e+18,vacalocard,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096969465933433605.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/766050b6c54abd28aa7272c64e66f48f.json,False,False,Kingpuntocom beats,Ojala Me Lleve El Diablo,original sound - vacalocard (Contains music from: Ojala Me Lleve El Diablo - Kingpuntocom beats),"Contains music from: ""Ojala Me Lleve El Diablo""",[],0,0,Dominican Republic,#foryourpage #fyp #parati #viral #foryou #vacalocard #mojonazo,0,1,0,1,0,0,1,0,0,1
7,DO,7098212451069529349,1652681381,en paz descanse manito 🕊️😞😔😭,6839517661597860869,Jordany06,,0,False,https://www.tiktok.com/@jordany198/video/7098212451069529349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098212451069529349&source=h5_m,485136,888,68,240,43643,6871765273595218694,6871765273595218694,72,6871765273595218694,original sound - lanatii_ (Contains music from: La Despedida - Cheniel Capone),"Contains music from: ""La Despedida""",1.079804175588352e+17,Natiana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6871765171682003717.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cd4c237908b21cc24b8824e323762766.json,False,False,Cheniel Capone,La Despedida,original sound - lanatii_ (Contains music from: La Despedida - Cheniel Capone),"Contains music from: ""La Despedida""",[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
0,DO,7085762605142330630,1649782669,😎#bro #couples #dominicanpie🌴🥃 #fyp @camipil1,304445584625860608,Jhon👽🔥,"DOMI🇩🇴
Solo diviértanse😇
30K⁉️",0,False,https://www.tiktok.com/@trompi64/video/7085762605142330630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085762605142330630&source=h5_m,692822,586,2325,5606,79691,7078431039269391110,7078431039269391110,72,7078431039269391110,original sound - kstchnk__ (Contains music from: J's on My Feet - Instrumental - Metrixx),"Contains music from: ""J's on My Feet - Instrumental""",6.997107079853393e+18,саша,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078431040863341317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ff77ed058a33194de351ca411e513226.json,False,False,Metrixx,J's on My Feet - Instrumental,original sound - kstchnk__ (Contains music from: J's on My Feet - Instrumental - Metrixx),"Contains music from: ""J's on My Feet - Instrumental""",[],0,0,Dominican Republic,#bro #couples #dominicanpie🌴🥃 #fyp,0,0,0,1,0,0,0,0,0,0
1,DO,7090998681331191046,1651001789,la única que puede oler a conten soy yo. 🥵 Las mocas lo confirman 😍 insta: allbanniaa #foryoupage #humor #parati #crzgf #albanniaquezada,6938157255000491013,nadieescomotuyeseestupoder,"Sto Dgo 🏝 BLM 
Ok, pero sígueme en insta 🎰",0,False,https://www.tiktok.com/@albanniaquezada/video/7090998681331191046?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090998681331191046&source=h5_m,698606,210,539,2912,106143,7061333915696663302,7061333915696663302,10036,7061333915696663302,Lorito,Elilluminari,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/43933c4b14fc4d86afe7d91c325fa4a5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/259b1da6de4a45ddb9d9d36c13b51c4f,False,True,,,,,[],0,0,Dominican Republic,#foryoupage #humor #parati #crzgf #albanniaquezada,0,0,1,0,0,0,1,0,0,0
2,VE,7095893350691147013,1652141418,Te bailo,7058471493022286853,Chichi vzla,"1M 🥺 
Sígueme en Ig :@chichi_vzla ⬆️",0,False,https://www.tiktok.com/@genesismuneton.oficial/video/7095893350691147013?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095893350691147013&source=h5_m,7402792,4946,13487,48207,424989,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Dominican Republic,,0,0,0,0,0,0,0,0,0,0
