,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,fyp_location,hashtags,hash_fiji,hash_fijitiktok,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
6,CH,7103139117420088582,1653828455,Goddamn i feel so bad i didn’t knew that its really that bad there and i ordered some clothes some days ago. Damn i feel so bad for this i swear i will never buy smth from shein again. #stopshein #fyp #theyneedhelp,7097253797865571333,Mei/Mika,Im so fucking tried.,0,False,https://www.tiktok.com/@c1garette.after.sex/video/7103139117420088582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103139117420088582&source=h5_m,6565146,14333,22033,12382,482359,7101245779142003461,7101245779142003461,72,7101245779142003461,original sound - speed1sounds_,ᥫ᭡,7.03787274686913e+18,ᥫ᭡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101245737178761990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7cc477f3959f41ab97d4392e326f1807.json,False,False,[],0,0,,,,,Fiji,#stopshein #fyp #theyneedhelp,0,0,0,0,0,1,0,0,0,0
7,US,7083165788051442990,1649178051,Sharp edge cheater hack 🎂 🍰 #cake #cakehack #cakedecorating #buttercream #cakelife #bakers #icing #diytool,6725959505571742725,avaloncakes,Next-level cake decorating. Avalon Cakes Online School & Cake and Cookie Planner,0,False,https://www.tiktok.com/@avaloncakes/video/7083165788051442990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083165788051442990&source=h5_m,45675607,1296,6723,8180,2028884,6807984440287955717,6807984440287955717,72,6807984440287955717,how would they know bad girls club (Contains music from: THEY ARE GONNA KNOW - Heliqs),"Contains music from: ""THEY ARE GONNA KNOW""",6.76145035543362e+18,Chris Gleason,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1662107053367333.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9b53bc588c4d8ef5a51f11d257a6db88.json,False,False,[],0,0,Heliqs,THEY ARE GONNA KNOW,how would they know bad girls club (Contains music from: THEY ARE GONNA KNOW - Heliqs),"Contains music from: ""THEY ARE GONNA KNOW""",Fiji,#cake #cakehack #cakedecorating #buttercream #cakelife #bakers #icing #diytool,0,0,0,0,0,0,0,0,0,0
0,FJ,7090667227204144385,1650924617,jokes tuga 😝😚,24018722,Adi Filomena,just another teenager killing time on tiktok,0,False,https://www.tiktok.com/@fido.ski/video/7090667227204144385?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090667227204144385&source=h5_m,47390,71,15,241,4865,7075543886168394497,7075543886168394497,72,7075543886168394497,original sound - spici.mami (Contains music from: Burn (Radio Mix) - Usher),"Contains music from: ""Burn (Radio Mix)""",22281316.0,Talei Tamanalevu,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7075576327826426626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/52980722f88ec3882cfdbfa6eaa6134e.json,False,False,[],0,0,Usher,Burn (Radio Mix),original sound - spici.mami (Contains music from: Burn (Radio Mix) - Usher),"Contains music from: ""Burn (Radio Mix)""",Fiji,,0,0,0,0,0,0,0,0,0,0
1,FJ,7088495504723594498,1650418974,Try not to react challenge 😅 Those 3 remain undefeated. Duet and see how long you can last ☺️#xyzbca #trending,6771867538815386629,2dayFM Fiji,"2dayFM Fiji 🇫🇯 
Listen to us on 95.4fm, 95.2fm, 95.6fm, 95.8fm❤️",0,False,https://www.tiktok.com/@2dayfmfiji/video/7088495504723594498?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088495504723594498&source=h5_m,53736529,16842,62592,99298,1920931,7088495537883728642,7088495537883728642,72,7088495537883728642,original sound - 2dayfmfiji,2dayFM Fiji,6.771867538815387e+18,2dayFM Fiji,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088495473690675970.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f1664f3d7286bc26b87648bcf1ae7b3a.json,False,False,[],0,0,,,,,Fiji,#xyzbca #trending,0,0,0,0,0,0,0,1,0,1
2,JP,7073778042581110017,1646992296,🌸 Subscribe to YouTube → Bayashi TV #tiktokfood #roastbeef #sandwich #asmr,6742459250268832769,バヤシ🥑Bayashi,"‼️More video on YouTube‼️
Subscribe to my channel ⬇️",0,False,https://www.tiktok.com/@bayashi.tiktok/video/7073778042581110017?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073778042581110017&source=h5_m,204353265,55000,68680,180151,14791015,7073778045185837826,7073778045185837826,24,7073778045185837826,original sound - bayashi.tiktok,バヤシ🥑Bayashi,6.742459250268833e+18,バヤシ🥑Bayashi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073778043906509569.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5fb21104665a36c96a1d761de4ab94aa.json,False,False,[],0,0,,,,,Fiji,#tiktokfood #roastbeef #sandwich #asmr,0,0,0,0,0,0,0,0,0,0
3,AU,7079709096772914433,1648373227,Scary hospital prank 😂💀#run,6680118760651981829,Jalals,"3 bros from Melb with crazy ideas🔥
30M FB Followers 💣
4M YT Subscribers 💥",0,False,https://www.tiktok.com/@jalals/video/7079709096772914433?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079709096772914433&source=h5_m,224160685,89941,629517,746797,12230574,7079709102867254018,7079709102867254018,72,7079709102867254018,original sound - jalals (Contains music from: Run - AWOLNATION),"Contains music from: ""Run""",6.680118760651982e+18,Jalals,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079709099356687106.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec06825d934ebbfc8da766092bc09207.json,False,False,[],0,0,AWOLNATION,Run,original sound - jalals (Contains music from: Run - AWOLNATION),"Contains music from: ""Run""",Fiji,#run,0,0,0,0,0,0,0,0,0,0
4,US,7072652814576635137,1646730309,Grandpa learned some life tips after studying at Harvard University for 200 years#lifetips#fy,6915292698372178946,Lifetips,"The following link has unexpected surprises
👇👇👇",0,False,https://www.tiktok.com/@lifetipsli/video/7072652814576635137?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072652814576635137&source=h5_m,18953041,1902,86878,101756,832691,7072652868167191298,7072652868167191298,24,7072652868167191298,original sound - lifetipsli,Lifetips,6.915292698372179e+18,Lifetips,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072652858348276482.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/599b019425e112269a4bf62150e28750.json,False,False,[],0,0,,,,,Fiji,#lifetips#fy,0,0,0,0,0,0,0,0,0,0
5,BR,7102234496237407494,1653617832,#queimadosrj #viral #encaixe #queimadoderua,7087861401638126598,021queimadocg,"Queimado todas sexta feira, em Campo Grande, rua Dora doralina n175 brotem todxs",0,False,https://www.tiktok.com/@021queimadocg/video/7102234496237407494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102234496237407494&source=h5_m,15577425,29882,58299,64685,1773928,7102234471583255301,7102234471583255301,72,7102234471583255301,original sound - 021queimadocg,021queimadocg,7.087861401638127e+18,021queimadocg,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102234464499108614.mp3,,False,False,[],0,0,,,,,Fiji,#queimadosrj #viral #encaixe #queimadoderua,0,0,0,0,0,0,0,0,1,0
6,US,7096376766729784622,1652253989,MARRIED LATINA WOMEN BE THIRSTAAAY👀,6668025465947799557,Tayo Ricci,"Best artist in the world 💋❄️
I basically live shirtless 
All SOCIALS on IG😳",0,False,https://www.tiktok.com/@tayoricci/video/7096376766729784622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096376766729784622&source=h5_m,5847847,1313,3234,2419,192803,7096376715039001387,7096376715039001387,72,7096376715039001387,original sound - tayoricci,Tayo Ricci,6.6680254659478e+18,Tayo Ricci,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096376779297245998.mp3,,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
7,US,7075820082521328942,1647467745,ready for a beach day 👙 #1000lbBestFriends #TLC,6761127162433012741,tlc,Official account for all things TLC,2,False,https://www.tiktok.com/@tlctv/video/7075820082521328942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075820082521328942&source=h5_m,41024469,63459,599818,153557,2296653,7075820055296248622,7075820055296248622,72,7075820055296248622,original sound - tlctv,tlc,6.761127162433013e+18,tlc,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075820083691457322.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/114acecbaf096a4f53f035869f353a2c.json,False,False,[],0,0,,,,,Fiji,#1000lbBestFriends #TLC,0,0,0,0,0,0,0,0,0,0
0,FJ,7103302407580306690,1653866476,Best Female Owned #NotEvo #N8MARE  😇 #fyp #jdm #femaleowned #tatevochick 🖤😈,6716986041154159621,Monisha Singh,"Mitsubishi Evochick 😎
IV673 😇🌎🖤",0,False,https://www.tiktok.com/@tatevochick/video/7103302407580306690?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103302407580306690&source=h5_m,45386,36,35,48,3454,6638575371838622469,6638575371838622469,72,6638575371838622469,original sound - ireniicoo,IRENE,2.5484781075419136e+17,IRENE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1620753522694149,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1700d8675fa34046017a3eeda52f3495.json,False,False,[],0,0,,,,,Fiji,#NotEvo #N8MARE #fyp #jdm #femaleowned #tatevochick,0,0,0,0,0,1,0,0,0,0
1,FJ,7090002003673222401,1650769732,#Avengers Legend❤,6877024081532847110,💝Raituvulaki,"Be positive✊🥀 about yourself 💃
&🪴live life 2 the fullest 🌴
   🐌#slowbutsure",0,False,https://www.tiktok.com/@brooksratu/video/7090002003673222401?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090002003673222401&source=h5_m,136781,6,196,32,12754,6719633650863851522,6719633650863851522,10033,6719633650863851522,Raude,Black Rose,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e483b8fc88294fbabf5649e893510123,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d6ea92edaf4e4149beda943aecc8df81,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297635134', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,#Avengers,0,0,0,0,0,0,0,0,0,0
2,BE,7077470034016193798,1647851907,What men want,7040855982972503046,Late Flash Cine,"Follow, like & share 4 doses of iconic  scenes movies & music 🎞🍿📽🎤🎧",0,False,https://www.tiktok.com/@lateflashcine/video/7077470034016193798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077470034016193798&source=h5_m,14005055,2389,1636,11253,1473206,6763798984403208193,6763798984403208193,10033,6763798984403208193,Epic Emotional,AShamaluevMusic,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1c5448fc6d944a5a142f399ebdf3d96,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0cb85d5c80c84f46800e52dd6de7fc8e,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1434832726', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
3,GB,7097954700657560838,1652621363,#goodgirls #fyp #goodgirl #foryou,7068826666768286725,queenliests,"I’m a Editor 🎬
❤️Follow me❤️
Love 💕 U
Editing…",0,False,https://www.tiktok.com/@queenliests/video/7097954700657560838?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097954700657560838&source=h5_m,15159721,8873,1526,6483,2054791,7082682689384696581,7082682689384696581,72,7082682689384696581,original sound - queenliests,queenliests,7.068826666768287e+18,queenliests,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082682683989494533.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36686c33bf237ceed73507b4e6d5187f.json,False,False,[],0,0,,,,,Fiji,#goodgirls #fyp #goodgirl #foryou,0,0,1,0,0,1,0,0,0,0
4,GB,7078696914044112134,1648137560,Creepy😳#fyp #foryou #fypシ #moviescenes #filmclips #films,7040077718365373445,Anna love films,🌟Follow for more🌟,0,False,https://www.tiktok.com/@annafilm666/video/7078696914044112134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078696914044112134&source=h5_m,50483594,12989,22239,29805,3819528,6852760839473072142,6852760839473072142,25,6852760839473072142,MySunset（Original Mix）,苏铭RyeNG,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ef13fd5d4db245439ecff068bdf82e7d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9ef7e9987620462686d40b5835205e76,True,True,[],0,0,,,,,Fiji,#fyp #foryou #fypシ #moviescenes #filmclips #films,0,0,1,0,0,1,1,0,0,0
5,US,7101185276122303746,1653373540, ,6629371292004024325,5cent,"Having a bad day, don’t worry 
I gotcha 😎",0,False,https://www.tiktok.com/@5c_mahi/video/7101185276122303746?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101185276122303746&source=h5_m,111938,95,38,695,9798,7090030825017838337,7090030825017838337,72,7090030825017838337,original sound - i.k.g_trackz,🇫🇯Islandkidgetto😎,6.928502210683848e+18,🇫🇯Islandkidgetto😎,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090030791299812097.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fbaceedb3c5072874704015a00c97019.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
6,BR,7090599326463872261,1650908807,@ninamianoo ile #ekleme,7082106727986037766,BikiniTopModel,"Follow and Like pls
Best Bikini TikTokers Fan Page",0,False,https://www.tiktok.com/@bikinitopmodel/video/7090599326463872261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090599326463872261&source=h5_m,27283564,6639,67776,70245,2112155,7090599320197860101,7090599320197860101,72,7090599320197860101,original sound - bikinitopmodel,BikiniTopModel,7.082106727986038e+18,BikiniTopModel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090599312291334917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b6ed7cffe98ae90188cdc82355d8134.json,False,False,[],0,0,,,,,Fiji,#ekleme,0,0,0,0,0,0,0,0,0,0
7,CA,7082955787949067526,1649129157,Hehe #smilingqueen #fyp #tiktokfiji🇫🇯 #surrey #fijiindian #befree #livefree,6596421817031802886,Pooja Chand,"Spread the Love ❤️
 
EMAIL: 
smilingqueentiktok@gmail.com",0,False,https://www.tiktok.com/@poojachand75/video/7082955787949067526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082955787949067526&source=h5_m,428225,342,49,156,24582,7082955752226261766,7082955752226261766,72,7082955752226261766,original sound - poojachand75,Pooja Chand,6.596421817031803e+18,Pooja Chand,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082955754138766085.mp3,,False,False,[],0,0,,,,,Fiji,#smilingqueen #fyp #tiktokfiji🇫🇯 #surrey #fijiindian #befree #livefree,0,0,0,0,0,1,0,0,0,0
0,FJ,7096406429774531841,1652260879,tasi pori 👨🏾‍🦲😩#fijitiktok #fijian #fiji,6693825819053409286,@tukaii_meli,,0,False,https://www.tiktok.com/@boymainakoro/video/7096406429774531841?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096406429774531841&source=h5_m,109954,125,153,410,4828,6642168923733101314,6642168923733101314,140,6642168923733101314,Funny Laugh no no no,Sound Effect,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c93f2e38c2d04b50be1e683d7c77a9be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/977cae6b18b74a3685035d98ada79060,False,True,[],0,0,,,,,Fiji,#fijitiktok #fijian #fiji,1,1,0,0,0,0,0,0,0,0
1,FJ,7070360898505870594,1646196681,😘🦄,6678467725821887493,🦁,"Malo Bula🇫🇯 
Proud OG💙💛
NO HATE COMMENT
AU MAI STRESS FREE GA",0,False,https://www.tiktok.com/@mommyleii_/video/7070360898505870594?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070360898505870594&source=h5_m,116703,147,47,148,7495,7065867758109592322,7065867758109592322,72,7065867758109592322,original sound - gz.filimoehala,🎱☝🏽,7.012437293152191e+18,🎱☝🏽,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7065867700542769922.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2bdf94bec1eb2f3ea462787ad003008b.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
2,US,7097665678324403461,1652554070,@tonylopez @ONDREAZ @KOOLKIDNELLY⚡️,6754153240060036102,SJ,"21
IG: sj.bleau
Business inquiries: Sj@a3artistsagency.com",0,False,https://www.tiktok.com/@sjbleau/video/7097665678324403461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097665678324403461&source=h5_m,14148584,6769,2023,9851,1589435,6990766058684664581,6990766058684664581,10036,6990766058684664581,Armadilha,Guélcio Smith,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/35440ce1dd0a4ab4a203a68152c5fe9d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81545c4a0de84d91b3886b25cdf4aa2b,False,True,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
3,KE,7078955955546868997,1648197875,Salmon is my son’s favorite meal and he enjoys his veggies too 💙❤️ #foodtiktok #foodporn #yummmy #food #tiktokfoodies #instafood #delicious #tasty #delicious #homemade #salmon #fyp #tahini,6805297890194736134,dennis ombachi,"OLYMPIAN 🇰🇪 
SELF TAUGHT CHEF
PROFESSIONAL SPORTSMAN",0,False,https://www.tiktok.com/@theroamingchef/video/7078955955546868997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078955955546868997&source=h5_m,16490671,12069,35485,39605,2519710,7078955894272314118,7078955894272314118,72,7078955894272314118,original sound - theroamingchef,dennis ombachi,6.805297890194736e+18,dennis ombachi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078955918288866054.mp3,,False,False,[],0,0,,,,,Fiji,#foodtiktok #foodporn #yummmy #food #tiktokfoodies #instafood #delicious #tasty #delicious #homemade #salmon #fyp #tahini,0,0,0,0,0,1,0,0,0,0
4,US,7078082865119890734,1647994591, ,6758851624377222149,Baby Storme,"✉️: babystormemgmt@gmail.com
‘2022’👇🏾🌈🌦",0,False,https://www.tiktok.com/@babystorme/video/7078082865119890734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078082865119890734&source=h5_m,44267003,155367,96189,18200,9492078,7078082888356383531,7078082888356383531,72,7078082888356383531,original sound - babystorme,Baby Storme,6.758851624377222e+18,Baby Storme,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078082894480100139.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4b638c43c686b0696c8e91f22d3ca518.json,False,False,[],0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
5,US,7080633208018292014,1648588388,#asmr #oddlysatisfying #shaveroutine #shaving #girlfriend #spa #showertok,6752887346621023238,Truly Beauty,"☆ not your average clean beauty ☆

10% off: TIKTOK",2,False,https://www.tiktok.com/@trulybeauty/video/7080633208018292014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080633208018292014&source=h5_m,38407561,27089,66480,40147,1257189,7080633178733562667,7080633178733562667,72,7080633178733562667,original sound - trulybeauty,Truly Beauty,6.752887346621023e+18,Truly Beauty,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080633206294268715.mp3,,False,False,[],0,0,,,,,Fiji,#asmr #oddlysatisfying #shaveroutine #shaving #girlfriend #spa #showertok,0,0,0,0,0,0,0,0,0,0
6,RO,7096163123194776837,1652204229,#5pasidebine #funny #fyp,6911837209830654982,adrianpop2001,,0,False,https://www.tiktok.com/@demnicat/video/7096163123194776837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096163123194776837&source=h5_m,37616531,34903,164453,116308,3907391,7096163108766403334,7096163108766403334,72,7096163108766403334,original sound - demnicat,adrianpop2001,6.911837209830655e+18,adrianpop2001,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096163109089381125.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/624c0beb01a9208f2b2ffe6da1567b94.json,False,False,[],0,0,,,,,Fiji,#5pasidebine #funny #fyp,0,0,0,0,1,1,0,0,0,0
7,LV,7094905568837602565,1651911434,He’s so done with her,6913477361707615237,Johnny Depp,"Justice for Johnny Depp✊
F*ck Amber 
#johnnyisinnocent
Depphead",0,False,https://www.tiktok.com/@_..johnny._.depp.._/video/7094905568837602565?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094905568837602565&source=h5_m,16450738,8143,5375,161,677781,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Fiji,,0,0,0,0,0,0,0,0,0,0
0,FJ,7087423685988027649,1650169421,WILL ALWAYS BE LYK THIS🥰😇#tiktokfjislands🇫🇯fyp#nqloddy🤤😎🥵,6869693718401074182,Nelly ft loddy🥰🤤,STARE HATERS!!👊❤🥵,0,False,https://m.tiktok.com/v/7087423685988027649.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087423685988027649&source=h5_m,136176,303,18,18,2895,7082972918765865730,7082972918765865730,72,7082972918765865730,Choose meee,Boombaclat,6.90529039154181e+18,Boombaclat,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082972914479336194.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/77c9d3c82a0aa7e85dd125d87711b3b1.json,False,False,[],0,0,,,,,Fiji,#tiktokfjislands🇫🇯fyp#nqloddy🤤😎🥵,0,0,0,0,0,1,0,0,0,0
1,FJ,7072182531784838402,1646620816,My mom just had to interrupt 🙄 plus I've never walked a ramp 😆,6807989786907001862,Shaheel Shermont Flair,"Entertainer 😇
Fiji 🇫🇯 
Follow me on instagram : shermont_22 
FB link 👇",0,False,https://m.tiktok.com/v/7072182531784838402.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072182531784838402&source=h5_m,123024,67,9,1,7107,6941986827163142913,6941986827163142913,24,6941986827163142913,Touch X Dougie Remix Challenge (Contains music from: Touch - Little Mix),"Contains music from: ""Touch""",6.794102846188275e+18,Joshua Mijares,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6941986782519053057.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1763110b2a1677ed11ccb7bd59f773b5.json,False,False,[],0,0,Little Mix,Touch,Touch X Dougie Remix Challenge (Contains music from: Touch - Little Mix),"Contains music from: ""Touch""",Fiji,,0,0,0,0,0,0,0,0,0,0
2,DE,7094175433511472390,1651741437,Advice that changed my life.. 😳 #fyp #inspirational #advice,7074294299069121541,we succeed,"For exclusive value 💎 
Follow us on Instagram NOW ⤴️",0,False,https://m.tiktok.com/v/7094175433511472390.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094175433511472390&source=h5_m,5290736,2451,21953,2231,930045,6890731375092173573,6890731375092173573,72,6890731375092173573,Hometown,Dumplings,6.890637585225516e+18,Dumplings,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6890731264261769989.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d1237f02a62638ffdb2f02642d772692.json,False,False,[],0,0,,,,,Fiji,#fyp #inspirational #advice,0,0,0,0,0,1,0,0,0,0
3,US,7093726748130463018,1651636966,#grammarteacher #tiktokteacher #teachersoftiktok #grammarlesson #socialmediagrammarmistakes #LearnOnTikTok #tiktokteachers,6900943491141698566,MsJames,"NBCT Award winning educator 
imthatenglishteacher@gmail.com
$ThatEnglishteacher",0,False,https://m.tiktok.com/v/7093726748130463018.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093726748130463018&source=h5_m,14760465,1961,8009,49739,575368,6769046027488987137,6769046027488987137,10036,6769046027488987137,FEEL THE GROOVE,"Queens Road, Fabian Graetz",,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/728c6089a88144adac2e7a4bfb8c9e05,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/524d6c6ad91744c8918cdb7ea04e3adc,False,True,[],1683439005981702,0,,,,,Fiji,#grammarteacher #tiktokteacher #teachersoftiktok #grammarlesson #socialmediagrammarmistakes #LearnOnTikTok #tiktokteachers,0,0,0,0,0,0,0,0,0,0
