,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypage,hash_fypシ,hash_protebe,hash_trend,hash_viral
2,TW,7078226648289643802,1648028067,Ouch!!! 原來我看起來長這樣🤪 #fyp,6581127816682209282,泥泥Janie🇹🇼🇯🇵ˣ🇲🇾,"☺︎TWITTER  ☺︎IG  ☺︎YT ᐕ)ﾉ
𝗟𝗶𝗳𝗲=𝗠𝗘𝗠𝗘&𝗔𝗡𝗜𝗠𝗘︎
Art Ins: 4whobadbad
👇🫶",0,False,https://www.tiktok.com/@janie.lin/video/7078226648289643802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078226648289643802&source=h5_m,52879321,29026,32294,1863,5131432,7051147442649238318,7051147442649238318,72,7051147442649238318,original sound - xiaorouseeu1231 (Contains music from: Sex Machine - Little Big),"Contains music from: ""Sex Machine""",7.008021616677455e+18,小柔SeeU,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7051147466053471023.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54122f5dc714245b5a41ffcb98e96e64.json,False,False,Little Big,Sex Machine,original sound - xiaorouseeu1231 (Contains music from: Sex Machine - Little Big),"Contains music from: ""Sex Machine""",[],0,0,Czech Republic,#fyp,0,0,0,0,1,0,0,0,0,0
3,CZ,7097546021915348225,1652526210,"Byli jsme na snídani, já ještě v polospánku AND THEN THIS HAPPENED🤩❤️ #eurovision @eurovision a dneska je uslyšíme na finále Eurovize aaaa🤩",93258198995836928,Anna Šulcová,"Still just a tiktok. Nothing serious.
Follow me on instagram @anasulcova 💋",0,False,https://www.tiktok.com/@annasulc/video/7097546021915348225?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097546021915348225&source=h5_m,705121,826,286,447,90834,5000000001320781379,5000000001320781379,71,5000000001320781379,Beggin',Måneskin,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d6400ddd4c554b0a93ba73b0b991728e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6091f831d241415591b96cab5dcf6acf,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1320781379', 'external_song_key': 'apple_song_id'}]",0,0,Czech Republic,#eurovision,0,0,0,0,0,0,0,0,0,0
4,CZ,7071284142134021381,1646411639,@xdxkx 🤯,25020260,Adam Kajumi 🇨🇿,"Currently in 🇨🇿
adkajumi@gmail.com 📩
Come live and get 1000 followers🙏🏽",0,False,https://www.tiktok.com/@adamkajumi/video/7071284142134021381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071284142134021381&source=h5_m,278528,164,92,181,27734,6918162278554667782,6918162278554667782,72,6918162278554667782,original sound - mr_kobeedm,Kobe Francis,6.836780900744578e+18,Kobe Francis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6918162303762434822.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f7cc29ad7ec60fb6e6c44331ccaebce.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7103233316597271814,1653850386,#fyp #foryoupage #genius,6834200546858927110,Silhyjebeti,"Vole nic tady zajímavýho není proste úplný hovna, který jsou vtipný jak debil",0,False,https://www.tiktok.com/@silhythekunde/video/7103233316597271814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103233316597271814&source=h5_m,185919,361,111,330,33457,7079023090973280258,7079023090973280258,10033,7079023090973280258,Hannah Montana VIP,Calin,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4b8f681e68234e07bc0c2b48dc9b0fc5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/10e29757ca3a402787754396cc930799,False,True,,,,,[],0,0,Czech Republic,#fyp #foryoupage #genius,0,1,0,0,1,0,0,0,0,0
6,CZ,7100620478720511237,1653242038, ,7090127256433296390,HonzaSheriff,Má přezdívka je SHERIFF !!,0,False,https://www.tiktok.com/@honzasheriff/video/7100620478720511237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100620478720511237&source=h5_m,480862,1273,2177,2963,37740,7100620584484113157,7100620584484113157,72,7100620584484113157,original sound - honzasheriff,HonzaSheriff,7.090127256433296e+18,HonzaSheriff,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100620583221742342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eb957cab53134c68dfbc341257e64404.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
7,IT,7087920755341593861,1650285154,fail😂,97159771153158144,Sara Incani,"From Sardinia🇮🇹
📍Hradec Kralove 🇨🇿

📩contact@saraincani.com",0,False,https://www.tiktok.com/@incanisara/video/7087920755341593861?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087920755341593861&source=h5_m,674883,470,68,274,71882,7079069854686497541,7079069854686497541,72,7079069854686497541,original sound - elian__lyrics (Contains music from: X (feat. Maluma & Ozuna) (Remix) - Nicky Jam & J Balvin),"Contains music from: ""X (feat. Maluma & Ozuna) (Remix)""",6.941742336960218e+18,є ℓ ι α η🕷🕸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079069853986179845.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/524aea97d34d6c97cd7118dcf9fb2d75.json,False,False,Nicky Jam & J Balvin,X (feat. Maluma & Ozuna) (Remix),original sound - elian__lyrics (Contains music from: X (feat. Maluma & Ozuna) (Remix) - Nicky Jam & J Balvin),"Contains music from: ""X (feat. Maluma & Ozuna) (Remix)""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,US,7102604134758731054,1653703893,You guy should try it 💕,4555263,Kien,"I’m just chaotic 
💕I’m always in a silly goofy mood 💕
🌴|🇻🇳",0,False,https://www.tiktok.com/@kien8kien/video/7102604134758731054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102604134758731054&source=h5_m,1059314,9206,5893,5574,106563,7071965207509109510,7071965207509109510,72,7071965207509109510,Gulp Gulp Gulp Gulp by CupcakKe,🥂,6.976620820898825e+18,🥂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071965213980887814.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8e028e862d44f6469a9eac174795209.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,CZ,7087607666368941317,1650212256,Ig anitagroowe #foryou,6644229655912972294,Anita Groowe,"Im Trans Anita 😍💕 
IG anitagroowe 👍
Dancer 💃 
Spain🇪🇸 EN 🇬🇧 CZ 🇨🇿",0,False,https://www.tiktok.com/@anitagroowe/video/7087607666368941317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087607666368941317&source=h5_m,3524243,15280,10905,10150,488449,6969279985966238466,6969279985966238466,72,6969279985966238466,lmao benji used my sound,robin💌,6.969209515851023e+18,robin💌,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6969279803673332482.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aed7ff1654faf1801d83c4c4e62c45e7.json,False,False,,,,,[],0,0,Czech Republic,#foryou,1,0,0,0,0,0,0,0,0,0
2,US,7091721076723485994,1651169988, ,6783784607486821381,lionfield,"🟦Emiliano⬜️Matteo 
Pasta protectors/Musicians🇮🇹
info@isoladegliartisti.it",0,False,https://www.tiktok.com/@lionfieldmusic/video/7091721076723485994?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091721076723485994&source=h5_m,12099374,2452,4633,5083,894458,6761380970370189314,6761380970370189314,10033,6761380970370189314,Italian Dinner Party,Italian Restaurant Music of Italy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e99eb4fae2e34a9dae5b61752e2cebba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b4c9dcf9446147fa8cbe05af29524259,False,True,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
3,NL,7102682490841681158,1653722142,Follow for more!,7073201368891458566,Music Plaza,Hello! I'm making song complications Just to make u guys happy,0,False,https://www.tiktok.com/@music_compilations/video/7102682490841681158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102682490841681158&source=h5_m,5670358,3312,5309,27164,794826,7102682469417126661,7102682469417126661,24,7102682469417126661,original sound - music_compilations (Contains music from: Baby Stop - BB Music),"Contains music from: ""Baby Stop""",7.073201368891459e+18,Music Plaza,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102682431953603334.mp3,,False,False,BB Music,Baby Stop,original sound - music_compilations (Contains music from: Baby Stop - BB Music),"Contains music from: ""Baby Stop""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,GB,7095836774701747462,1652128245,ASMR spit paint 🎨  stream ➡️ #asmr #asmrspitpainting #simkabanditoasmr #mouthsoundsasmr,7053168030583456774,Anastasia Simka,No bio yet,0,False,https://www.tiktok.com/@simkabanditoasmr/video/7095836774701747462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095836774701747462&source=h5_m,1379960,3204,905,1247,62629,7095836756834781958,7095836756834781958,72,7095836756834781958,original sound - simkabanditoasmr,Anastasia Simka,7.053168030583457e+18,Anastasia Simka,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095836759728098054.mp3,,False,False,,,,,[],0,0,Czech Republic,#asmr #asmrspitpainting #simkabanditoasmr #mouthsoundsasmr,0,0,0,0,0,0,0,0,0,0
5,CZ,7088037231612415238,1650312272,🤣🤣❤️,6990573430949807109,melissa Dirdová,,0,False,https://www.tiktok.com/@melisadirdova11/video/7088037231612415238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088037231612415238&source=h5_m,306224,328,46,160,16832,7055576493233146650,7055576493233146650,24,7055576493233146650,original sound - djseyparker (Contains music from: Family Affair - Mary J. Blige),"Contains music from: ""Family Affair""",6.806190479093941e+18,♡🆂🅴🆈 Y-THR3E♡,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7055576499734219546.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed38b24bb516fc7ca2d72dd0197cb9c9.json,False,False,Mary J. Blige,Family Affair,original sound - djseyparker (Contains music from: Family Affair - Mary J. Blige),"Contains music from: ""Family Affair""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,US,7103022115611397422,1653801212,Reply to @i_love_chelsey92 Behind the scenes of my last TikTok!!❤️ #bts #tutorial ib: @𝐹𝑎𝑏𝑖𝑜𝑙𝑎,16903301,McKenzi Brooke,"Yeah I’m the girl who wrote a song about being 17😅
LISTEN TO MY SONG!!⬇️",0,False,https://www.tiktok.com/@mckenzibrooke/video/7103022115611397422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103022115611397422&source=h5_m,1247270,572,42,141,149749,7095881487107377925,7095881487107377925,72,7095881487107377925,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",6.751045764854072e+18,daizy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095881481117092614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/76125d3c01abcea4ff10f5353cee6278.json,False,False,Superfruit,GUY.exe,GUY.exe (Remix) (Contains music from: GUY.exe - Superfruit),"Contains music from: ""GUY.exe""",[],0,0,Czech Republic,#bts #tutorial,0,0,0,0,0,0,0,0,0,0
7,CZ,7092574626525596934,1651368718,#foryoupag #fyp,53002817510055936,natálkaaa,,0,False,https://www.tiktok.com/@natynkamezzeiov/video/7092574626525596934?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092574626525596934&source=h5_m,362181,428,320,0,37397,7086375627615439621,7086375627615439621,72,7086375627615439621,original sound - trenqovak,Kup aj banany mame🤩,7.07346705290363e+18,Kup aj banany mame🤩,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086375636310543109.mp3,,False,False,,,,,[],0,0,Czech Republic,#foryoupag #fyp,0,0,0,0,1,0,0,0,0,0
0,CZ,7100544225980288262,1653224291,#fypdongggggggg #foryoupage #xyzbca #fyp #fypage #fypシ #fypシ #foryoupage #fypdongggggggg #foryoupage #fyp #foryoupage #fyp #foryoupage #fypage,7090828835079406597,spicy_mamca_3,"smazali mi účet s 6k
adelavystrcilova",0,False,https://www.tiktok.com/@spicy_mamca_3/video/7100544225980288262?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100544225980288262&source=h5_m,277068,469,2092,2402,23709,7035600229063838470,7035600229063838470,72,7035600229063838470,original sound - jonildoramos19gmail.com,barbeiro dançarino,6.822452586840507e+18,barbeiro dançarino,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7035600233224620806.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c246383fdbef3b05691894f75a04131d.json,False,False,,,,,[],0,0,Czech Republic,#fypdongggggggg #foryoupage #xyzbca #fyp #fypage #fypシ #fypシ #foryoupage #fypdongggggggg #foryoupage #fyp #foryoupage #fyp #foryoupage #fypage,0,5,0,0,3,2,2,0,0,0
1,PL,7099017119244799238,1652868728,To jest film dla @tvd._.Marcel.14 i dla @laa.ur.aaa i korus_ i to jest film z przejściami przed wakacjami i mam nadzieje że ten film wam się spodoba.,6952437854484333573,kwaterGirl,To ja i  bardzo lubie tańczyć i śpiewać po innym języku bo jestem  ciekawa.,0,False,https://www.tiktok.com/@kwatergirl/video/7099017119244799238?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099017119244799238&source=h5_m,706648,3356,7193,5375,58316,6817342538312058881,6817342538312058881,10036,6817342538312058881,Company background music,TimTaj,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d907cff1108f4909bb9029f6ea443a59,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5b42e3e772e541cda9354ed35aee93a1,False,True,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
2,IT,7101286482157014277,1653397106,Heeeelp😂🛏 #anime #recommendations #4you #trend,280483223279755264,your anime girl👑,"IG: @fesch6 
Cooperation: feschenko090@gmail.com
YELLOW MUKBANG🤤🍜👇🏻",0,False,https://www.tiktok.com/@fesch6/video/7101286482157014277?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101286482157014277&source=h5_m,2177158,2839,1349,3333,264853,6842063010173930246,6842063010173930246,72,6842063010173930246,what is this,ella / finn,6.554513295548618e+18,ella / finn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6903233517786811141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e08ac30b822e581eca15bdd1ba6056d8.json,False,False,,,,,[],0,0,Czech Republic,#anime #recommendations #4you #trend,0,0,0,0,0,0,0,0,1,0
3,US,7098506715003374894,1652749888,BLOOPER: my mom bringing me biz supplies & author copies that I left in the other room… while I was trying to film a tiktok haha,6866844911598420997,Haley,"Etsy: PetalsAndPagesByHBD !💓
Insta: @haleyb.designs !! 🦋",0,False,https://www.tiktok.com/@haleyb.designs/video/7098506715003374894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098506715003374894&source=h5_m,7671337,2158,741,3269,1110253,7091368204311743238,7091368204311743238,72,7091368204311743238,sweetest Pie with wink (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",7.058341389461325e+18,blair,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091369626029787909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2ed5372f1c7f6cf02c7e835c2674dd7.json,False,False,Megan Thee Stallion & Dua Lipa,Sweetest Pie,sweetest Pie with wink (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,US,7087417238042529066,1650167918,Okay I should’ve posted the last one with sound😂,63241802937319424,Austynn💕,"Mama💕
|19|",0,False,https://www.tiktok.com/@_.austynnn._/video/7087417238042529066?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087417238042529066&source=h5_m,61424941,43375,171220,114857,7952986,7087417218899643182,7087417218899643182,72,7087417218899643182,original sound - _.austynnn._,Austynn💕,6.324180293731942e+16,Austynn💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087417231562476334.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/97cb215d7845aa9798e08f93e04e5813.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
5,CZ,7088678018553515269,1650461468,"Co Čech, to právník…vždycky mě udiví kolik lidí má svyho pravnika 🤔",6894220587658740738,Tomáš Soukup,"Herec z Policie v akci…Neslouží jako ukázka práce policie…
INSTAGRAM - tomczerm",0,False,https://www.tiktok.com/@tomczerm696/video/7088678018553515269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088678018553515269&source=h5_m,250126,242,164,240,19331,7088678000136325893,7088678000136325893,72,7088678000136325893,original sound - tomczerm696,Tomáš Soukup,6.894220587658741e+18,Tomáš Soukup,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088677989864491781.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,US,7103239344835579182,1653851789,Reply to @pete_dadog ABCDEFU #piano #ABCDEFU #Pianomusic,6637493927275200517,The Ruby Piano,Easy Piano Tutorials Follow ↖️ RubyPiano@sunandskyentertainment.com,0,False,https://www.tiktok.com/@therubypiano/video/7103239344835579182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103239344835579182&source=h5_m,800282,1533,598,579,43141,7103239317660715818,7103239317660715818,72,7103239317660715818,original sound - therubypiano,The Ruby Piano,6.6374939272752e+18,The Ruby Piano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103239334458952494.mp3,,False,False,,,,,[],0,0,Czech Republic,#piano #ABCDEFU #Pianomusic,0,0,0,0,0,0,0,0,0,0
7,RU,7073115579653065985,1646838054,trim.76E97843-0FDD-4EBE-816E-4340836FD312,7028174272960431106,fadei_888,"Пока ТТ заблокирован 😭
Переходи в мой ТЕЛЕГРАММ,там каждый день выходят видео👇",0,False,https://www.tiktok.com/@fadei_888/video/7073115579653065985?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073115579653065985&source=h5_m,63820156,63249,64320,90816,3924850,7073115578239699714,7073115578239699714,24,7073115578239699714,original sound - fadei_888,fadei_888,7.028174272960431e+18,fadei_888,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073115576906205953.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7009158e14e7b6aafb8fff8592035c1b.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
0,CZ,7090278026373647622,1650833999,@yngsimoni,70336374331060224,tadeas,⚔️💗KRÁLOVSTVÍ TADEÁŠ VSTUPENKY💗⚔️,0,False,https://m.tiktok.com/v/7090278026373647622.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090278026373647622&source=h5_m,358019,215,43,349,62525,7090277978638224133,7090277978638224133,72,7090277978638224133,original sound - tadeaskubenka,tadeas,7.033637433106022e+16,tadeas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090277986028718853.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
1,CZ,7070842736148024582,1646308868,"Ten kdo ví, ví😁#fyp #foryou #foryoupage",6528439098762335232,Verrru_,,0,False,https://m.tiktok.com/v/7070842736148024582.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070842736148024582&source=h5_m,690955,1041,107,369,89919,7063068224027380485,7063068224027380485,72,7063068224027380485,Big And Chunky (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",6.750625227921081e+18,Juan Torres 🤠,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063068247666854662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5891fae9f00875871162dbb7d5032a2.json,False,False,will.i.am,Big And Chunky,Big And Chunky (Contains music from: Big And Chunky - will.i.am),"Contains music from: ""Big And Chunky""",[],0,0,Czech Republic,#fyp #foryou #foryoupage,1,1,0,0,1,0,0,0,0,0
2,GB,7086138665528921350,1649870227,"i'm aware this has been done many times before, but i had to edit this scene",7047183092683932677,luke,"tysm for 90k 🫶🏻
i use after effects
don’t spam like",0,False,https://m.tiktok.com/v/7086138665528921350.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086138665528921350&source=h5_m,13229068,7637,5254,18486,2187479,7086138654845848326,7086138654845848326,72,7086138654845848326,original sound - jawillux,luke,7.047183092683933e+18,luke,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086138659565210373.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
3,JM,7103243501298650373,1653852759,omg 😱,6873608766824645634,☀️,No bio yet,0,False,https://m.tiktok.com/v/7103243501298650373.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103243501298650373&source=h5_m,2260806,496,128,597,193803,7103243495808617221,7103243495808617221,72,7103243495808617221,original sound - kiwiiorlando,☀️,6.873608766824646e+18,☀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103243500796349189.mp3,,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
4,CZ,7073046478268157190,1646821966,#CapCut #foryourpage #fypシ #fyp #foryou,6687193992558560262,Domi,Naruto je nejlepší anime,0,False,https://m.tiktok.com/v/7073046478268157190.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073046478268157190&source=h5_m,548611,535,1840,1,52164,7073046421926087429,7073046421926087429,72,7073046421926087429,original sound - domi186,Domi,6.68719399255856e+18,Domi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073046369954564870.mp3,,False,False,,,,,[],0,0,Czech Republic,#CapCut #foryourpage #fypシ #fyp #foryou,1,0,0,0,1,0,1,0,0,0
5,CZ,7092704214849277189,1651398890,Holky děláte to svým klukům ?😂 Sleduj ig HonziMichalek ❤️❤️,61712284686753792,Honza Michálek,"SLEDUJ IG @honzimichalek♥️ máš follow
📩Honza.michalek22@seznam.cz📩
  NEW VIDEO",0,False,https://m.tiktok.com/v/7092704214849277189.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092704214849277189&source=h5_m,244842,209,486,494,30406,7086786107588840197,7086786107588840197,72,7086786107588840197,original sound - jenna.byrs9,jenn,6.7938579963904e+16,jenn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086786123132898053.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d781cea2ebfbeb13678d49b6b704a902.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
6,CZ,7085410597881302277,1649700711,Neda se nic,6734301095395001350,Vladasik,VĚTŠINA JE JEN JOKE,0,False,https://m.tiktok.com/v/7085410597881302277.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085410597881302277&source=h5_m,527,1,0,0,41,7056531238894881537,7056531238894881537,72,7056531238894881537,original sound - vxhacker__,What the,6.757436245397538e+18,What the,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7056531228459338498.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e2c40281c909509aae64256d8d11857e.json,False,False,,,,,[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
7,IL,7102388523994467585,1653653693,Cinema vibe 🍿🎞@maks.chernovv,6591825745399873541,Bad Barbie 🙎🏼‍♀️🍼✨🕊,"@xoteam in my🫀
cooperation : badbarbie@xoagency.co
My new song 👇🏻",0,False,https://m.tiktok.com/v/7102388523994467585.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102388523994467585&source=h5_m,312631,116,50,189,44293,7086064670603594497,7086064670603594497,24,7086064670603594497,original sound - 10382aaaabc (Contains music from: Sub Urban Cradles Special - Relaxing Music),"Contains music from: ""Sub Urban Cradles Special""",6.918414589655107e+18,연서,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086064665909840642.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/72d144f2b8ccb3419756d70cefaf6270.json,False,False,Relaxing Music,Sub Urban Cradles Special,original sound - 10382aaaabc (Contains music from: Sub Urban Cradles Special - Relaxing Music),"Contains music from: ""Sub Urban Cradles Special""",[],0,0,Czech Republic,,0,0,0,0,0,0,0,0,0,0
