,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_satisfying,hash_tiktok,hash_viral
3,IT,7073920408071818502,1647025443,I ravioli della nonna🤩 #nonna #ravioli,6806949138279089158,lucamercati03,Seguiteci su Instagram @merca_003 ❤️,0,False,https://m.tiktok.com/v/7073920408071818502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073920408071818502&source=h5_m,47812772,31144,100284,17797,3873328,7059917351680002049,7059917351680002049,10033,7059917351680002049,Apri tutte le porte,Gianni Morandi,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fc1e778e088f495aa9d87c748fb858ff,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d3019930e9dc4511b3172afe131ff90a,False,True,,,,,[],0,0,French Guiana,#nonna #ravioli,0,0,0,0,0,0,0,0,0,0
4,FR,7086032448831720709,1649845498,#foryou,7070573857380582405,🎺MOZAR🎹,"🎹N'HÉSITE PAS A ME SUIVRE🏆. OBJECTIF ABBO  100K/100K🔓✅ 102,3k/110k 🔒",0,False,https://m.tiktok.com/v/7086032448831720709.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086032448831720709&source=h5_m,3167990,1894,1159,139,195385,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#foryou,1,0,0,0,0,0,0,0,0,0
5,SE,7070255169878920453,1646172063, ,6776753414736774149,Min Granne dog,,0,False,https://m.tiktok.com/v/7070255169878920453.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070255169878920453&source=h5_m,3481740,6261,16435,69,402076,7070255138639809285,7070255138639809285,72,7070255138639809285,original sound - karinabillsgranne,Min Granne dog,6.776753414736774e+18,Min Granne dog,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070255153487596294.mp3,,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
6,US,7101083060409535786,1653349740,#FrunktheBeat￼ #fyp #Funny,213111857245487104,Vibesswithalee,Follow me <3,0,False,https://m.tiktok.com/v/7101083060409535786.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101083060409535786&source=h5_m,3380469,3857,10597,11057,609267,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,French Guiana,#FrunktheBeat￼ #fyp #Funny,0,0,1,1,0,0,0,0,0,0
7,US,7086138469403184426,1649870182,car phone holder. #car #cars #foryou,6942230852244407302,World,Car paint repair👇👇,0,False,https://m.tiktok.com/v/7086138469403184426.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086138469403184426&source=h5_m,33252302,3321,38707,27727,481589,7031905146435111686,7031905146435111686,72,7031905146435111686,Bananza (Belly Dancer) (Contains music from: Bananza (Belly Dancer) - Akon),"Contains music from: ""Bananza (Belly Dancer)""",6.976324324438656e+18,stella💜,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7031905280933776134.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d500d9eef6523630de8a8af554ff5fa6.json,False,False,Akon,Bananza (Belly Dancer),Bananza (Belly Dancer) (Contains music from: Bananza (Belly Dancer) - Akon),"Contains music from: ""Bananza (Belly Dancer)""",[],0,0,French Guiana,#car #cars #foryou,1,0,0,0,0,0,0,0,0,0
0,NG,7100275390270213382,1653161691,Or is it this children that passed by? 😬🥺 please that cam is not the owner that owns it 😭 … #pureartcomedy,6865219991743169541,pure art comedy,Cc Content creator @dm for promotion let work together💪 +234 7064982881 active✅,0,False,https://www.tiktok.com/@pureartcomedy/video/7100275390270213382?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100275390270213382&source=h5_m,3161525,932,4600,31296,73852,7100277560503831302,7100277560503831302,72,7100277560503831302,original sound - pureartcomedy,pure art comedy,6.86521999174317e+18,pure art comedy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100277587808717574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/84f20242db835cff92dedb377a1b3a7c.json,False,False,,,,,[],0,0,French Guiana,#pureartcomedy,0,0,0,0,0,0,0,0,0,0
1,FR,7102107831658204422,1653588339,Le Baby-Sitter 21 « Faites des gosses 🥲 » Direction le Zoo ! 🦓🦒🌳 @remydavid_ #LumiereSur #BabySitter #Humour,6565014326859333637,Rémy,🙋🏻Je détourne les vidéos les plus drôles du Web Merci pour vos ♥️ ✍🏼 📤,0,False,https://www.tiktok.com/@remydavid_/video/7102107831658204422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102107831658204422&source=h5_m,940746,1165,656,62,78063,7102107831079340805,7102107831079340805,72,7102107831079340805,original sound - remydavid_,Rémy,6.565014326859334e+18,Rémy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102107826139089669.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/643a7bfe638e8bb3ca6192ff12187604.json,False,False,,,,,[],0,0,French Guiana,#LumiereSur #BabySitter #Humour,0,0,0,0,0,1,0,0,0,0
2,FR,7098513445473094918,1652751458,#pourtoi #pourtoii #magie #kimlamagicienne #foot #feet #soin #soindespieds #pieds #transformation #foryou #foryoupage #avantapres,7000683527789413382,Kim.la.magicienne,Kim la Magicienne rend possible l’impossible… 💫,0,False,https://www.tiktok.com/@kim.la.magicienne/video/7098513445473094918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098513445473094918&source=h5_m,591538,1043,1370,98,29683,6757275695950333953,6757275695950333953,10033,6757275695950333953,Ballin’,Mustard & Roddy Ricch,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d64a8312099248659754ea54cdc36bdd,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6bb46d2753c943e6b8f8cc4018c565ba,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1469500935', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#pourtoi #pourtoii #magie #kimlamagicienne #foot #feet #soin #soindespieds #pieds #transformation #foryou #foryoupage #avantapres,1,1,0,0,0,0,1,0,0,0
3,ZA,7085041247332683014,1649614715,Watch her correct herself,6901473983264424961,Lethukuthula,"2 years old
Toddler Education
Email npbhengu93@gmail.com 
Managed by mom",0,False,https://www.tiktok.com/@lethu_nanas/video/7085041247332683014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085041247332683014&source=h5_m,28472158,36455,57749,80039,3729042,7085041269415627525,7085041269415627525,72,7085041269415627525,original sound - lethu_nanas,Lethukuthula,6.901473983264425e+18,Lethukuthula,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085041254123277061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6015bf798aca2139b1fc8471c7049094.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
4,FR,7099034755265596678,1652872834,#devinelapersonne,6632314828830736390,Alexia15,🤲,0,False,https://www.tiktok.com/@alexouche15/video/7099034755265596678?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099034755265596678&source=h5_m,835516,3,799,7,189606,7085677337282464517,7085677337282464517,72,7085677337282464517,original sound - ellalouisespam08x,ella-louise x,6.960728248113399e+18,ella-louise x,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085677341497690885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0467244de1ac86dc6a420da2e239599b.json,False,False,,,,,[],0,0,French Guiana,#devinelapersonne,0,0,0,0,0,0,0,0,0,0
5,DE,7101313846056373509,1653403476,#glidin #viral #foryou #fyp #kinghezzy #germany #poland,6789060918698968069,driptona.hezzy,"CEO of Being Goofy
🇬🇾GA🍑
Germany 🇩🇪‼️
Chapter 21😈😮‍💨",0,False,https://www.tiktok.com/@kinghezzy/video/7101313846056373509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101313846056373509&source=h5_m,414530,164,118,31,20308,7036527535228193542,7036527535228193542,72,7036527535228193542,Jersey anniversary (Contains music from: Jersey Anniversary - KiaBHN),"Contains music from: ""Jersey Anniversary""",6.738838031895971e+18,Malcolm B,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7036527470014663430.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e93c8caf30315d8a0967ac18e7408083.json,False,False,KiaBHN,Jersey Anniversary,Jersey anniversary (Contains music from: Jersey Anniversary - KiaBHN),"Contains music from: ""Jersey Anniversary""",[],0,0,French Guiana,#glidin #viral #foryou #fyp #kinghezzy #germany #poland,1,0,0,1,0,0,0,0,0,1
6,CA,7082381954401848582,1648995550,I’m so good tho 😏 #lgndtok #fypシ,6921743047236436998,𝕃𝕘𝕟𝕕𝕥𝕠𝕜 ✌️,"Hi 👋 

Spam account @notlgndtok😁
Insta: @lgndtok
Biz: info.superbros@gmail.com",0,False,https://www.tiktok.com/@lgndtok/video/7082381954401848582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082381954401848582&source=h5_m,1788888,4986,409,5549,118820,6832620596652788486,6832620596652788486,72,6832620596652788486,Amber199816 (Contains music from: 震耳撩音（DJ版） - 王雨笙),"Contains music from: ""震耳撩音（DJ版）""",6.587387685680955e+18,Amber Vermette,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6842171169550895877.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/030831da7ffb70f97d1a2767e9d57278.json,False,False,王雨笙,震耳撩音（DJ版）,Amber199816 (Contains music from: 震耳撩音（DJ版） - 王雨笙),"Contains music from: ""震耳撩音（DJ版）""",[],0,0,French Guiana,#lgndtok #fypシ,0,0,0,0,1,0,0,0,0,0
0,US,7075854571268066606,1647475774,the shawn mendes one was a stretch lol 😭 #singer #impressions #fyp #comedy #cover #musictok #dojacat,6644646928707485702,marley,"✨📀🌞🎙🫐💙
an introverted alto 
original music coming soon 🤩!!",0,False,https://www.tiktok.com/@marleybleu/video/7075854571268066606?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075854571268066606&source=h5_m,14685978,20279,33177,55266,2938900,7075854563953216302,7075854563953216302,72,7075854563953216302,original sound - marleybleu,marley,6.644646928707486e+18,marley,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075854568583744299.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/9dcf6128bb649f7d467df7b3ba7994be.json,False,False,,,,,[],0,0,French Guiana,#singer #impressions #fyp #comedy #cover #musictok #dojacat,0,0,0,1,0,0,0,0,0,0
1,US,7070660633385078059,1646266467,kindergarten feels like it was yesterday😭 @queenmamadrama,106265555199795200,Peet Montzingo,"ginger with a soul 🤷🏻‍♂️
singer🎙
peet@28thave.com
ALL THE LINKS👇🏻",0,False,https://www.tiktok.com/@peetmontzingo/video/7070660633385078059?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070660633385078059&source=h5_m,41570808,11206,5838,25794,7165490,6906611612870920965,6906611612870920965,72,6906611612870920965,wake me up..,J-TREBLE,6.738211357781411e+18,J-TREBLE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6906611691144940294.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8c47f80d49ca058e4f9eb88141b42c54.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
2,US,7075612683839474987,1647419458, ,6944253428819035142,timeciunt,❤️welcome to Ian Somerhalder fans home❤️,0,False,https://www.tiktok.com/@timeciunt/video/7075612683839474987?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075612683839474987&source=h5_m,7793255,117,96,383,67697,7075612569989581614,7075612569989581614,72,7075612569989581614,original sound - timeciunt,timeciunt,6.944253428819035e+18,timeciunt,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075612665090984747.mp3,,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
3,BE,7076069122987003142,1647525729,ادا بدك النتيجة اكتب تم 😘 #ترند #foryoupage,6733879514981762053,محمد لبد,"Filmaker📽️
Photographer
🇵🇸🇧🇪belguim
جلسات التصوير التواصل عالانستغرام",0,False,https://www.tiktok.com/@mohammedloubad/video/7076069122987003142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076069122987003142&source=h5_m,1182775,175,77,1059,68167,7070512570909739802,7070512570909739802,24,7070512570909739802,JOVYNN Suave sound edit (Contains music from: Suave - Remix - El Alfa),"Contains music from: ""Suave - Remix""",6.63376732857847e+18,jovynn,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7070512561212459803.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/27597e2c262d45cc63c1b4325688c10d.json,False,False,El Alfa,Suave - Remix,JOVYNN Suave sound edit (Contains music from: Suave - Remix - El Alfa),"Contains music from: ""Suave - Remix""",[],0,0,French Guiana,#ترند #foryoupage,0,1,0,0,0,0,0,0,0,0
4,US,7072042029944950018,1646588098,MOM EXPOSES MY MAGIC 😱😡 #selfcaresunday #justababy,6874207451051754498,Milaadk,"18 year old magician 🎩 
🇦🇪 
Following back on Instagram for 24 hours 😱",0,False,https://www.tiktok.com/@milaadkmagic/video/7072042029944950018?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072042029944950018&source=h5_m,13410920,11844,4453,6129,1290319,7052913207468132354,7052913207468132354,10033,7052913207468132354,No edit!!,M2DK,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/06c9ff8da7a14db3b148911aafc22d0c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2616c0b2daef43efa2948ba10209653c,False,True,,,,,[],0,0,French Guiana,#selfcaresunday #justababy,0,0,0,0,0,0,0,0,0,0
5,FR,7083825915901250821,1649331748, ,6807227852028019717,Jonathan Mahoto,"DoubleDutch 7x World champion
World Kizomba professional artist",0,False,https://www.tiktok.com/@jonathanmahoto/video/7083825915901250821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083825915901250821&source=h5_m,686735,127,431,426,25886,7083825886109141765,7083825886109141765,72,7083825886109141765,original sound - jonathanmahoto (Contains music from: Finesse - Pheelz & BNXN),"Contains music from: ""Finesse""",6.80722785202802e+18,Jonathan Mahoto,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083825853062187781.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ca0cfcaff1e2a99fc4ccd16464c43a3e.json,False,False,Pheelz & BNXN,Finesse,original sound - jonathanmahoto (Contains music from: Finesse - Pheelz & BNXN),"Contains music from: ""Finesse""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
6,FR,7080236416013323526,1648496003,Pire sensation ça 🤧 #svpernova #goodvibes #tiktokindia #malaise #classroom #humour #funnyvideos,6795989207687152645,🪐 Sᴠᴘᴇʀɴᴏᴠᴀ 🪐,"🇭🇹🇨🇺🇬🇫
📥 svpernovapro@gmail.com
Road to 5K ❤️🌟
𓅓",0,False,https://www.tiktok.com/@svpernova99/video/7080236416013323526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080236416013323526&source=h5_m,302922,810,638,3,60347,7076638559550049030,7076638559550049030,72,7076638559550049030,guy screaming (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",6.781485713391224e+18,e,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076638565094017797.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d7447d651a6cad6114abd1b181999401.json,False,False,Miracle,Ozmodiar,guy screaming (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",[],0,0,French Guiana,#svpernova #goodvibes #tiktokindia #malaise #classroom #humour #funnyvideos,0,0,0,0,0,1,0,0,0,0
7,DE,7102344551834078469,1653643457,Reply to @asapdaddy124 la la la🎶 #keychain #woodburning #satisfying #asmr #foryou,6863614104370037765,Alpine Woodburning,🔥burn baby burn🔥,0,False,https://www.tiktok.com/@alpinewoodburning/video/7102344551834078469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102344551834078469&source=h5_m,9295900,19563,7460,768,233977,7102344505717836550,7102344505717836550,72,7102344505717836550,original sound - alpinewoodburning,Alpine Woodburning,6.863614104370038e+18,Alpine Woodburning,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102344515792423686.mp3,,False,False,,,,,[],0,0,French Guiana,#keychain #woodburning #satisfying #asmr #foryou,1,0,0,0,0,0,0,1,0,0
0,US,7082787975712492842,1649090084,Glitches in real life #glitch #matrixglitch#glitchinthematrix #glitcheffect #mystery#mysterious #misterio #fallasenlarealidad#flaws #creepy #scary #horror #ghost#scared #mystery #creepy #scaryvideos,7049490685813113902,PARANORMAL GHOST STORIES,Like & Follow- Full Videos in Youtube⬆️,0,False,https://m.tiktok.com/v/7082787975712492842.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082787975712492842&source=h5_m,137448961,30465,31041,65511,3914440,6997838557607888898,6997838557607888898,10036,6997838557607888898,Creepy and simple horror background music(1070744),howlingindicator,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/496c6344ff3248129c3a6f8a47d427aa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9c5fc0a7bb0748fca2f01c3c6b5019ce,False,True,,,,,[],0,0,French Guiana,#glitch #matrixglitch#glitchinthematrix #glitcheffect #mystery#mysterious #misterio #fallasenlarealidad#flaws #creepy #scary #horror #ghost#scared #mystery #creepy #scaryvideos,0,0,0,0,0,0,0,0,0,0
1,BR,7079185921639271686,1648251416,Coquinho em Shih Tzu #penteadosimples #penteadosfaceis #penteadoshihtzu #penteadopet,6787187955426477061,Moana,Pente para penteado ⬇️,0,False,https://m.tiktok.com/v/7079185921639271686.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079185921639271686&source=h5_m,74408682,37360,139283,171449,7588503,7028498814554130433,7028498814554130433,10033,7028498814554130433,Envolver,Anitta,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9da595ac92742758a78fa7efd992747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64d77a1ed52b41a39d8a5009811e2209,True,True,,,,,[],0,0,French Guiana,#penteadosimples #penteadosfaceis #penteadoshihtzu #penteadopet,0,0,0,0,0,0,0,0,0,0
2,IT,7080892940268096774,1648648862,Rispondi a @meg._s09 🥤❤️💙🤍 #spray #murals #asmr #satisfying #colors #tiktokart #pepsi,6919934559263212545,Drew Nori,"DREW NORI
No Rules Inside
📍Based in Modena 🇮🇹

Follow me on insta 🔥",0,False,https://m.tiktok.com/v/7080892940268096774.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080892940268096774&source=h5_m,60247729,48968,21092,2492,3724444,7080892966784518918,7080892966784518918,72,7080892966784518918,original sound - drew.nori,Drew Nori,6.919934559263213e+18,Drew Nori,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080892964121152262.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ae31c08474b7b3ea7a07132463ae65e1.json,False,False,,,,,[],0,0,French Guiana,#spray #murals #asmr #satisfying #colors #tiktokart #pepsi,0,0,0,0,0,0,0,1,0,0
3,FR,7082379499395927297,1648994979,What’s happend at the end?,6918982827703026689,SASHA,"👑SASHA Challange🌙✨
🌠My Dream - 4.0m ♥️
✨Inst: sasha_challange ✨🧡",0,False,https://m.tiktok.com/v/7082379499395927297.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082379499395927297&source=h5_m,73267518,22020,13855,12723,3423131,7082379500004150017,7082379500004150017,72,7082379500004150017,original sound - sasha_challange,SASHA,6.918982827703027e+18,SASHA,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082379489715505922.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4fd6697a0cde0517f4e6b86974f55c4f.json,False,False,,,,,[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
4,US,7072928094654401835,1646794401,byeeee 🚶‍♀️💨,6931578347311334406,Bigfoot Bae 🎀,"🥰 you found her
🌲 Pacific Northwest, USA
💌 bigfootbae@hamiltonsaintpierre.com",0,False,https://m.tiktok.com/v/7072928094654401835.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072928094654401835&source=h5_m,2972799,2610,10529,35839,196701,7007003401980545794,7007003401980545794,72,7007003401980545794,original sound - fhdkpkp (Contains music from: Pandemia - SIRO),"Contains music from: ""Pandemia""",6.963696746041476e+18,فهد ابن الموصل,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7007003416094345985.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dedbf9cd2840bc75e948079776eb444a.json,False,False,SIRO,Pandemia,original sound - fhdkpkp (Contains music from: Pandemia - SIRO),"Contains music from: ""Pandemia""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
5,CA,7101103718866717957,1653354553,"Matching my lips to my eyes, lipstick mixing 💄 Pick my next colors 👄 #makeuphacks #makeup #beauty",6771062014879007750,GlamWithSuzan 🧿,"💌 glamwithsuzan@dulcedo.com
You are loved, thank you for being here🤗",0,False,https://m.tiktok.com/v/7101103718866717957.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101103718866717957&source=h5_m,8710667,884,9116,43449,304315,7094054072742972165,7094054072742972165,72,7094054072742972165,original sound - djdarzu (Contains music from: Son Un Bombón X Abusadamente Trend Viral - WZ Beat),"Contains music from: ""Son Un Bombón X Abusadamente Trend Viral""",6.794658921953904e+18,djdarzu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094054054426462982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4e8d7801ead3e08e71abb0441ab41a14.json,False,False,WZ Beat,Son Un Bombón X Abusadamente Trend Viral,original sound - djdarzu (Contains music from: Son Un Bombón X Abusadamente Trend Viral - WZ Beat),"Contains music from: ""Son Un Bombón X Abusadamente Trend Viral""",[],0,0,French Guiana,#makeuphacks #makeup #beauty,0,0,0,0,0,0,0,0,0,0
6,US,7101702778749340974,1653494030, ,7026163214410351663,Food tiktok,Help me get 500k follow pls 🥺🙏,0,False,https://m.tiktok.com/v/7101702778749340974.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101702778749340974&source=h5_m,2871458,106,3763,3330,46751,7075534292511689498,7075534292511689498,72,7075534292511689498,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075534269686369050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d652b7d2c3a023db6f701ec06bf98baa.json,False,False,Ginuwine,Pony,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0,0,French Guiana,,0,0,0,0,0,0,0,0,0,0
0,JP,7100521664458296577,1653219030,#tiktokfood,6742459250268832769,バヤシ🥑Bayashi,"‼️More video on YouTube‼️
Subscribe to my channel ⬇️",0,False,https://www.tiktok.com/@bayashi.tiktok/video/7100521664458296577?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100521664458296577&source=h5_m,8299279,4988,10521,25234,898674,6943901692224899074,6943901692224899074,10033,6943901692224899074,Young Girl A,siinamota,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/256e406845fe4ba198f5dca57fcfe759,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9454a3b28d81469ea21e3fbbc58b60d0,False,True,,,,,[],0,0,French Guiana,#tiktokfood,0,0,0,0,0,0,0,0,0,0
1,DE,7083982685768535301,1649368249,#sportingdog #pitbull #highjump #foryou #fürdich #fyp,6897240295189332994,TBD🐕,Love Dogs ❤️,0,False,https://www.tiktok.com/@dogelite1/video/7083982685768535301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083982685768535301&source=h5_m,397887,28,95,288,21445,6816221930044016642,6816221930044016642,10033,6816221930044016642,Like A Boss,NOES,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ef035218115243f79c3c50ec451debfb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cbed2e23979346feb045b73c9136bd4a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1508902297', 'external_song_key': 'apple_song_id'}]",0,0,French Guiana,#sportingdog #pitbull #highjump #foryou #fürdich #fyp,1,0,0,1,0,0,0,0,0,0
