,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedia,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_guatemala,hash_humor,hash_parati,hash_viral
3,MX,7102636094058925317,1653711337,Nadie vence a Millie Bobby Brown 😎 #StrangerThings #MillieBobbyBrown #fyp #parati,6807459283509314565,SensaCine México,"¿Alguien dijo cine? 👀
🍿Instagram: sensacinemx 🎬",0,False,https://www.tiktok.com/@sensacinemx/video/7102636094058925317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102636094058925317&source=h5_m,3635708,1911,508,1850,382289,7102636054435384069,7102636054435384069,72,7102636054435384069,original sound - sensacinemx,SensaCine México,6.807459283509315e+18,SensaCine México,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102636069505551109.mp3,,False,False,,,,,[],0,0,Guatemala,#StrangerThings #MillieBobbyBrown #fyp #parati,0,0,0,0,1,0,0,0,1,0
4,PE,7103617905606085893,1653939932,Si no respondes correcto me das un💋/ig:chrispizarrope ♥️ #fmcqj #fyp #besoocachetada #parati #chrispizarro,7037533019658273798,Chris👑,"Bienvenido al canal de los besos💋 
         Mi canal de Youtube👇👇",0,False,https://www.tiktok.com/@chrispizarrotv/video/7103617905606085893?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103617905606085893&source=h5_m,654827,347,117,713,44286,7103617927202605830,7103617927202605830,72,7103617927202605830,original sound - chrispizarrotv,Chris👑,7.037533019658274e+18,Chris👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103617932466998022.mp3,,False,False,,,,,[],0,0,Guatemala,#fmcqj #fyp #besoocachetada #parati #chrispizarro,0,0,0,0,1,0,0,0,1,0
5,GT,7078431991573581061,1648075877,La Guereja #SelloVivoStudio,6932181944654939142,Sello Vivo,studio,0,False,https://www.tiktok.com/@sello_vivo/video/7078431991573581061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078431991573581061&source=h5_m,10104631,1632,39924,198205,620495,6979643883252747014,6979643883252747014,72,6979643883252747014,original sound - raphiphopoficial (Contains music from: Prefiero el Futbol - El Morro),"Contains music from: ""Prefiero el Futbol""",6.976732610702902e+18,Music and more Music,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6979644006330338054.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4187111784a888b89cb236d3dc6ec178.json,False,False,El Morro,Prefiero el Futbol,original sound - raphiphopoficial (Contains music from: Prefiero el Futbol - El Morro),"Contains music from: ""Prefiero el Futbol""",[],0,0,Guatemala,#SelloVivoStudio,0,0,0,0,0,0,0,0,0,0
6,GT,7070662491516275974,1646266902,💡: @iamdavidrs #parati #fyp #foryoupage,134418614400561152,Sofía,"Guatemala 🇬🇹🔥❤️
Insta: sofi_orantes",0,False,https://www.tiktok.com/@souf_oh/video/7070662491516275974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070662491516275974&source=h5_m,1619710,850,4080,11512,210108,7037240073016183557,7037240073016183557,10036,7037240073016183557,Mi Gata,Standly & El Barto,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fb516f0ebf6e4724bdcb1f5781257057,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/33690591f1264e72890b2604f765797f,False,True,,,,,[],0,0,Guatemala,#parati #fyp #foryoupage,0,0,1,0,1,0,0,0,1,0
7,US,7096898047996628270,1652375342,the rats are evolving! 🐀 #horror,6957597538883142661,LIGHTS ARE OFF,"LIGHTS ARE OFF
I bring nightmares to life 💀
3D Animator ↓  YOUTUBE ↓",0,False,https://www.tiktok.com/@lights.are.off/video/7096898047996628270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096898047996628270&source=h5_m,6563917,4929,3206,661,613732,7096897974772534062,7096897974772534062,72,7096897974772534062,original sound - lights.are.off,LIGHTS ARE OFF,6.957597538883143e+18,LIGHTS ARE OFF,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096898038681078574.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/95dd1b79fac345fd73c62848926e706d.json,False,False,,,,,[],0,0,Guatemala,#horror,0,0,0,0,0,0,0,0,0,0
0,MX,7101859614077046021,1653530548,Danna berrinches be like,216902970226110464,Danna Paola,Small town girl...,0,False,https://www.tiktok.com/@dannapaola/video/7101859614077046021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101859614077046021&source=h5_m,18004677,9072,6745,9049,2281950,6985179435246881541,6985179435246881541,10036,6985179435246881541,"La Niña Está Triste (En Vivo) (feat. Jesús ""Tuti"" Martínez)",Leo Dan,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3c90776eccfc499db3ac2e46c07b589f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/79202cd1b8ba4a8089401438e785e5a9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1360200914', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
1,US,7094170581343456558,1651740309,🤩🤩#foryoupage #eyelashes #beautiful #eyes,6863696549563499525,gigi,"......instagram 👆🏻👆🏻
Quantum eyelashes are linked to the store below
👇👇👇",0,False,https://www.tiktok.com/@gigi77881/video/7094170581343456558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094170581343456558&source=h5_m,14247008,1243,10639,4041,262614,7063788943510145798,7063788943510145798,72,7063788943510145798,Eye dance trend by simonacoppola (Contains music from: Keep on - Totty),"Contains music from: ""Keep on""",16503509.0,Simona Coppola,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063788936170113798.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bbed9803c15e65e923e7088985d7c0ab.json,False,False,Totty,Keep on,Eye dance trend by simonacoppola (Contains music from: Keep on - Totty),"Contains music from: ""Keep on""",[],0,0,Guatemala,#foryoupage #eyelashes #beautiful #eyes,0,0,1,0,0,0,0,0,0,0
2,US,7093952112626879786,1651689438,El woof woof🐶💯🔥🔥😂😂😂#mexican#mexicano#mexicantiktok#mexicanmom#latino#latinostiktok#parati#chistoso#chiste#comedia#pendejo#takuache#noquemacuh#hispanic#perro#mexicanlife#latinoamerica,6760178432926417925,antonioslimgovea,"#justiciaparaantonioslimgovea 
CEO of VOUCHERS
CEO of LOS PITONERO",0,False,https://www.tiktok.com/@antonioslimgovea/video/7093952112626879786?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093952112626879786&source=h5_m,1231906,529,2703,1475,186817,7093952054686878510,7093952054686878510,72,7093952054686878510,original sound - antonioslimgovea,antonioslimgovea,6.760178432926418e+18,antonioslimgovea,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093952114065558318.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/444a3ea27da83056ace0c529046ac7c6.json,False,False,,,,,[],0,0,Guatemala,#mexican#mexicano#mexicantiktok#mexicanmom#latino#latinostiktok#parati#chistoso#chiste#comedia#pendejo#takuache#noquemacuh#hispanic#perro#mexicanlife#latinoamerica,1,0,0,0,0,0,0,0,1,0
3,MX,7098816089190124805,1652821921,#maquillaje #teibolera #laura#laurabozzo  #teibol #pole #taffycaballero #fannycaballero #stephaniecaballero,7091220071703380998,Stephanie caballero,"Facebook: Stephanie C
Nueva cuenta ✨
Bailarina exótica 💕",0,False,https://www.tiktok.com/@taffy.caballero/video/7098816089190124805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098816089190124805&source=h5_m,12324782,5277,7113,11476,1319737,7098816104864942854,7098816104864942854,72,7098816104864942854,original sound - taffy.caballero,Stephanie caballero,7.091220071703381e+18,Stephanie caballero,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098816114172365574.mp3,,False,False,,,,,[],0,0,Guatemala,#maquillaje #teibolera #laura#laurabozzo #teibol #pole #taffycaballero #fannycaballero #stephaniecaballero,0,0,0,0,0,0,0,0,0,0
4,US,7103594634470804782,1653934512,Jamas vas a tener novio mija #elcharroylamayrita #elcharro #elcharrito #novio #hija,6754890886273074182,El Charro y La Mayrita,"Instagram ✔️
Facebook ✔️
Amor y paz ❤️",0,False,https://www.tiktok.com/@elcharroylamayrita/video/7103594634470804782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103594634470804782&source=h5_m,237865,195,111,11,17570,7103594582440610606,7103594582440610606,72,7103594582440610606,original sound - elcharroylamayrita,El Charro y La Mayrita,6.754890886273074e+18,El Charro y La Mayrita,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103594629446126382.mp3,,False,False,,,,,[],0,0,Guatemala,#elcharroylamayrita #elcharro #elcharrito #novio #hija,0,0,0,0,0,0,0,0,0,0
5,GT,7075010502258101509,1647279250, ,6828727487255479302,Oliver Gal,reír es gratis aprovecha 🤩😁,0,False,https://www.tiktok.com/@olivergal2/video/7075010502258101509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075010502258101509&source=h5_m,2441746,1233,11102,12664,101584,7021157619075222277,7021157619075222277,72,7021157619075222277,original sound - lancellzonareyna1,Lancell Zona Reyna,6.905116012942394e+18,Lancell Zona Reyna,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7021157729041386245.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d6fdd58b9e6bd0feb304183ac7349ae9.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
6,GT,7089215919284587781,1650586708,Miau,6539572066798059525,Celeste Ignazio,"Al q quiera azul celeste, q me busque  en la página celeste como @celesteignz💙",0,False,https://www.tiktok.com/@celesteignz/video/7089215919284587781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089215919284587781&source=h5_m,94300,14,26,250,4008,6815707132504148741,6815707132504148741,72,6815707132504148741,original sound - mechyfissolo,Mechy Love ❤,6.754721054545282e+18,Mechy Love ❤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1663991739172885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b3fab68b6e17157776cc56730269b7e.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
7,US,7086845487072038146,1650034798,He did not forgive her,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7086845487072038146?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086845487072038146&source=h5_m,9850735,3423,1569,29210,652150,7056753440957303553,7056753440957303553,72,7056753440957303553,original sound - servllr_official,Дорамы❤️💕,7.011226503828571e+18,Дорамы❤️💕,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7056753416587971330.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1f459a6649c9603c0e514e11e54290e5.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
0,MX,7071905747134713094,1646556369,Responder a @gg_llor La llorona👹          #anormal #miedo #paranormal #tendencia #virall #terror #videosdeterror,7068064096968999941,666Activity,"3:00 Am👹 Colaboraciones ⬇️ 
armusic20222@gmail.com
Facebook Página ⬇️",0,False,https://www.tiktok.com/@666activity/video/7071905747134713094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071905747134713094&source=h5_m,15686075,11324,47069,60774,1011127,6818759832800086017,6818759832800086017,10033,6818759832800086017,Club Terror,Tele Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/792cba2f4fba4f42abe718e3a0b8e9b1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f6edff1c581649ca8f536f6c550c26c1,False,True,,,,,[],0,0,Guatemala,#anormal #miedo #paranormal #tendencia #virall #terror #videosdeterror,0,0,0,0,0,0,0,0,0,0
1,ES,7079871704142564614,1648411087,#microscope #microscopio #ciencia #biology #cienciaentiktok #AprendeEnTikTok #micro,7015959951785706502,Mundo Biologia,"Microscopio, ciencia, y más🔬🌿🦋",0,False,https://www.tiktok.com/@mundo_biologia/video/7079871704142564614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079871704142564614&source=h5_m,34298083,19515,78139,49387,2785350,7019714357059881733,7019714357059881733,10036,7019714357059881733,Cornfield Chase,Dorian Marko,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ef06dadaafdf4ebda4ff453f6f400696,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b4e216688fcf45cb85d82adf0e19ee54,True,True,,,,,[],0,0,Guatemala,#microscope #microscopio #ciencia #biology #cienciaentiktok #AprendeEnTikTok #micro,0,0,0,0,0,0,0,0,0,0
2,IL,7086209231963147521,1649886659,Episode 6 - #pov: she got what she wanted…,6591825745399873541,Bad Barbie 🙎🏼‍♀️🍼✨🕊,"@xoteam in my🫀
cooperation : badbarbie@xoagency.co
My new song 👇🏻",0,False,https://www.tiktok.com/@badbaarbie/video/7086209231963147521?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086209231963147521&source=h5_m,20331759,5792,1737,14256,2892557,7057712105365408517,7057712105365408517,72,7057712105365408517,original sound - sintrz,say,7.013842449643292e+18,say,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057712160524602118.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/74bb9aeeaf2d6f8bae2a2ddcead0eb15.json,False,False,,,,,[],0,0,Guatemala,#pov:,0,0,0,0,0,0,0,0,0,0
3,US,7084343745876970794,1649452315,Camp is almost here! Don’t miss out #Summercamp #blob #BigComfy #LifeAdvice #summer #adventurevibes,6742168087577576453,Camp Winnamocka,"Summer Camp. Retreat Center.
📍AR
⬇️ Sign up today ⬇️",0,False,https://www.tiktok.com/@camp_winnamocka/video/7084343745876970794?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084343745876970794&source=h5_m,26777376,21350,13805,14735,2539361,7081404214387148802,7081404214387148802,10033,7081404214387148802,As It Was,Harry Styles,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e699783897654046896f169cb2309b7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/616d44d29c8948ee81c935f5ad1ae371,False,True,,,,,[],0,0,Guatemala,#Summercamp #blob #BigComfy #LifeAdvice #summer #adventurevibes,0,0,0,0,0,0,0,0,0,0
4,CO,7102485493308247302,1653676271,🥺 Esos amigos no me gustan @mafevasqueztv 😡.                               #fyp #foryou #parati #viral #comedia,6605284885761851398,Juansehdk,SOLO DALE LIKE AQUÍ 👇🏻,0,False,https://www.tiktok.com/@juanselhdk/video/7102485493308247302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102485493308247302&source=h5_m,9941804,2233,1612,10375,871281,7005021836828429061,7005021836828429061,10036,7005021836828429061,La Canelera,Los Capos De Mexico,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/756349ff96bf4b5a96fe4e8dd6c6ecb0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2b2ba442503b4b2d931d6994c4cf017e,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '576093309', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#fyp #foryou #parati #viral #comedia,1,1,0,0,1,0,0,0,1,1
5,GT,7102278791313100037,1653628152, ,290418038712094720,🍒Alex🍒,"De Guatemala🇬🇹
🍒Te quiero🍒",0,False,https://www.tiktok.com/@alexmidiaz/video/7102278791313100037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102278791313100037&source=h5_m,163448,125,28,371,24390,6973540363915102978,6973540363915102978,72,6973540363915102978,original sound - loren_lora0 (Contains music from: Metallic - High Jinx),"Contains music from: ""Metallic""",6.692356228277175e+18,Маха 🗿🌿,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6973540316607564545.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b33ab6b02b2ba11b58f7a2eea4f19116.json,False,False,High Jinx,Metallic,original sound - loren_lora0 (Contains music from: Metallic - High Jinx),"Contains music from: ""Metallic""",[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
6,GT,7072532216173153541,1646702230,¿Quién es el colado en este video? Seguiré al comentario que no tenga lides 🥰 #sayitright #nellyfurtado @nellyfurtadoofficial,6590089379707437062,Gaby_Asturias 💋,Ganadora a Influencer Latina del Año en Los E! People’s Choice Awards 2021👸🏽💋,0,False,https://www.tiktok.com/@gabyasturias/video/7072532216173153541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072532216173153541&source=h5_m,6915286,706,957,295,491722,7041921629911304962,7041921629911304962,10036,7041921629911304962,Say It Right - Sped Up Remix,Nelly Furtado & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5e01190004ee45df92edbc4935bec747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0c167e45ed64462ba4294a53ca608b24,False,True,,,,,[],0,0,Guatemala,#sayitright #nellyfurtado,0,0,0,0,0,0,0,0,0,0
7,KZ,7085630811642285314,1649751984, ,6517183233778521103,ХОМЯК,"💌For business and collabs: homa@jks.kz 💌
⬇️ BRAND «MY HOMMIES»⬇️",0,False,https://www.tiktok.com/@homm9k/video/7085630811642285314?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085630811642285314&source=h5_m,62261884,58181,20371,85029,6778665,7049764707628075781,7049764707628075781,72,7049764707628075781,original sound - kkay488 (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",6.80948342934633e+18,Katie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049764738091191045.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75e0414198f7e1ecf18145a6b6f5dabe.json,False,False,Vektor,Happy Friends,original sound - kkay488 (Contains music from: Happy Friends - Vektor),"Contains music from: ""Happy Friends""",[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
0,GT,7076286321240673541,1647576301,🥰🥰 #zacapa #guatemala,6789422910891443206,Katy Vargas,"Zacapa 🌵 Guatemala 🇬🇹 
Instagram: @Katyvargas22",0,False,https://m.tiktok.com/v/7076286321240673541.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076286321240673541&source=h5_m,307087,496,35,137,29904,7068308339876383494,7068308339876383494,72,7068308339876383494,Maryori Mejía (Contains music from: After Party Mix - Fabrizzio Delgado),"Contains music from: ""After Party Mix""",7.03495747015531e+18,Billie Eilish 🤍✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068308333249301253.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/53087cf32acded3ec6bc1dcbf83113d9.json,False,False,Fabrizzio Delgado,After Party Mix,Maryori Mejía (Contains music from: After Party Mix - Fabrizzio Delgado),"Contains music from: ""After Party Mix""",[],0,0,Guatemala,#zacapa #guatemala,0,0,0,0,0,0,1,0,0,0
1,US,7103595579002866950,1653934733,⚠️ FAKE BODY ⚠️ FAKE SITUATION,6666866281516728325,Kira Simurina lips baby🦋,👇🏼Subscribe please 👇🏼,0,False,https://m.tiktok.com/v/7103595579002866950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103595579002866950&source=h5_m,113342,166,28,188,17304,7075534292511689498,7075534292511689498,72,7075534292511689498,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075534269686369050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d652b7d2c3a023db6f701ec06bf98baa.json,False,False,Ginuwine,Pony,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
2,GB,7100900625658973446,1653307267, ,7027175770234340358,qualityexcellencebutche,Award winning family butchers,0,False,https://m.tiktok.com/v/7100900625658973446.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100900625658973446&source=h5_m,23494190,39818,22617,20177,1462148,7100900605639559941,7100900605639559941,72,7100900605639559941,original sound - qualityexcellencebutche1,qualityexcellencebutche,7.02717577023434e+18,qualityexcellencebutche,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100900615618448133.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f4e94338686b93893bcd3619973625a.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
3,DE,7103567007429299461,1653928081,They were shocked😂😭#fyp #fürdich #fy,6770280819560711174,noelgoescrazy,"Dancer🇳🇬🇩🇪
God first
Instagram: noelmoves 
📩: noel@labs.management",0,False,https://m.tiktok.com/v/7103567007429299461.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103567007429299461&source=h5_m,284222,112,34,22,28453,6990766058684664581,6990766058684664581,10036,6990766058684664581,Armadilha,Guélcio Smith,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/35440ce1dd0a4ab4a203a68152c5fe9d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81545c4a0de84d91b3886b25cdf4aa2b,False,True,,,,,[],0,0,Guatemala,#fyp #fürdich #fy,0,0,0,0,1,0,0,0,0,0
4,GB,7100314628609150214,1653170827,#birmi #center,7030899647388582917,Zorbaj Official,My job online  💷💷💷,0,False,https://m.tiktok.com/v/7100314628609150214.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100314628609150214&source=h5_m,41072294,6037,2702,1773,1791748,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#birmi #center,0,0,0,0,0,0,0,0,0,0
5,US,7100003693742836993,1653098433,Which color do you like? I’m black,6642278666289135622,zavali,"team@wow-media.ru
Cooperation
TRANSITION QUEEN 
I’m here
⬇️⬇️⬇️",0,False,https://m.tiktok.com/v/7100003693742836993.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100003693742836993&source=h5_m,1517658,496,792,2236,173871,7100003675313163010,7100003675313163010,72,7100003675313163010,original sound - za_vali (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.642278666289136e+18,zavali,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100003608434985729.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3700c9b4cb802c667c661666bd727c45.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - za_vali (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
6,GT,7094070470672239877,1651716996,Si pasa 😅,7010408426859152390,Romea 💋,CEO en decir y hacer muladas 🤠,0,False,https://m.tiktok.com/v/7094070470672239877.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094070470672239877&source=h5_m,645293,570,2906,4684,34075,7094070442075474693,7094070442075474693,72,7094070442075474693,original sound - yosely2.0,Romea 💋,7.010408426859152e+18,Romea 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094070472576453381.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b34cd0f556bdbcce516373917216bbf9.json,False,False,,,,,[],0,0,Guatemala,,0,0,0,0,0,0,0,0,0,0
7,DE,7101721160005487877,1653498311,"source: Viral Hog on YouTube - if you know this guy, please let me know his @ ! • #gym #gymtok #Fitness #workout #bodybuilding #bodybuilder #disability #disabled #lifting",7068364132769219590,embrace discipline,"strive for greatness 🏋🏻
insta: embrace_discipline
YouTube: Embrace Discipline",0,False,https://m.tiktok.com/v/7101721160005487877.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101721160005487877&source=h5_m,8293118,10034,18029,488,1255196,6941989322941794306,6941989322941794306,10033,6941989322941794306,Home,Dionysus,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5a80b5986a794b1e84a4258ea6b5d411,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/dcdd202541044727a6514a4fc5e8e12b,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1559409436', 'external_song_key': 'apple_song_id'}]",0,0,Guatemala,#gym #gymtok #Fitness #workout #bodybuilding #bodybuilder #disability #disabled #lifting,0,0,0,0,0,0,0,0,0,0
