,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_honduras,hash_humor,hash_parati,hash_tiktok,hash_viral,hash_xyzbca
2,US,7103205010036788526,1653843795, ,6809316472080565254,Tocoeño solidario - Yelvis D.,WhatsApp Yelvis Delcid / 01150433711979,0,False,https://www.tiktok.com/@yelvisdelcidtocoa/video/7103205010036788526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103205010036788526&source=h5_m,335191,324,393,361,8493,7.103204993074761e+18,7.103204993074761e+18,72.0,7.103204993074761e+18,original sound - yelvisdelcidtocoa,Tocoeño solidario - Yelvis D.,6.809316472080565e+18,Tocoeño solidario - Yelvis D.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103205020505574190.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
3,GT,7102628814525566213,1653709643, ,7042872896579044358,Josesito,video,0,False,https://www.tiktok.com/@jesesito004/video/7102628814525566213?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102628814525566213&source=h5_m,3438583,2627,5016,1320,99011,6.716031638268054e+18,6.716031638268054e+18,10033.0,6.716031638268054e+18,La Chona,Los Tucanes De Tijuana,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4a6a8ddea4a143e99ed91876bf008c3d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7cb44478444147d4a3622fbf8bd28e02,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1301513530', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
4,EC,7097970156395187461,1652624962,Nunca subí nuestro 14/02💞 #hyp #hype #latino #ecuador #viral #parati,176560466796666880,Majo fierro,,0,False,https://www.tiktok.com/@majofierro/video/7097970156395187461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097970156395187461&source=h5_m,41477176,17518,39360,59867,3746381,6.762092669565963e+18,6.762092669565963e+18,72.0,6.762092669565963e+18,Celebrate the Good Times,Mason,6.618548489873228e+18,Mason,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1650920311654405.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c1b3bbd2a40bf63daa09efc2ee0e664e.json,False,False,,,,,[],0.0,0,Honduras,#hyp #hype #latino #ecuador #viral #parati,0,0,0,0,0,0,1,0,1,0
5,HN,7073638128111668485,1646959720,Responder a @arilouw_15,6992239073847100422,Nayrobi 👑,🐰👑,0,False,https://www.tiktok.com/@lisilara6/video/7073638128111668485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073638128111668485&source=h5_m,10711816,10135,57863,335157,1691291,6.997224786799758e+18,6.997224786799758e+18,72.0,6.997224786799758e+18,original sound - trappking_oficial (Contains music from: Si Estuviésemos Juntos - Bad Bunny),"Contains music from: ""Si Estuviésemos Juntos""",6.84212534729987e+18,Trapp king / Carlos Ssj,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6997224941091408646.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2b5855f87c1ce739c38bdf3cecafd94c.json,False,False,Bad Bunny,Si Estuviésemos Juntos,original sound - trappking_oficial (Contains music from: Si Estuviésemos Juntos - Bad Bunny),"Contains music from: ""Si Estuviésemos Juntos""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,HN,7102209903195983109,1653612111, ,7083997010906678277,Yeison Murillo Su Fans 🥰,Cuenta oficial nenes,0,False,https://www.tiktok.com/@yeisonmurillosufans/video/7102209903195983109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102209903195983109&source=h5_m,479639,34,84,303,8330,7.102209912423468e+18,7.102209912423468e+18,72.0,7.102209912423468e+18,original sound - yeisonmurillosufans,Yeison Murillo Su Fans 🥰,7.083997010906678e+18,Yeison Murillo Su Fans 🥰,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102209922477394694.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
7,PY,7102319388925103366,1653637600, ,7100958265626297349,alissana_guy,"CLICK HERE 😘
⤵️⤵️",0,False,https://www.tiktok.com/@alissana_guy/video/7102319388925103366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102319388925103366&source=h5_m,1038329,130,284,286,21088,7.099195650521222e+18,7.099195650521222e+18,72.0,7.099195650521222e+18,LÒÒK МŶ þÒŖŅÒ VldEO LlŃK МŶ βlÒ.,sonjadonnely,7.0991899789419e+18,sonjadonnely,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099195667284871941.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/55f1bcf22d6997e33f17b5394ec721e7.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
0,HN,7089633540714941702,1650683944,@yonuelito 🙊 #paratihn #fyp #viral #majoramirez #novios #pareja,6916695636255851526,Majoramireztok2,Me segunda cuenta🥰,0,False,https://www.tiktok.com/@majoramirezztok2/video/7089633540714941702?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089633540714941702&source=h5_m,1002269,107,51,377,50552,7.063261924095577e+18,7.063261924095577e+18,10036.0,7.063261924095577e+18,Socadona (feat. Mariah Angeliq e Mr. Vegas) [Funk Remix],LUDMILLA & DJ Will22 & Topo La Maskara,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9c7363f2e1a9411d948eff7b2c697c41,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8a88a8f731d94a5094afac42c725010c,False,True,,,,,[],0.0,0,Honduras,#paratihn #fyp #viral #majoramirez #novios #pareja,0,0,1,0,0,0,0,0,1,0
1,US,7103621965168069930,1653940875,Reply to @jufrm57  even the 🐐 misses,676286,SwagBoyQ on IG,❗️❗️PART 2 ON IG: SwagBoyQ ❗️❗️,0,False,https://www.tiktok.com/@swagboyq/video/7103621965168069930?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103621965168069930&source=h5_m,151178,251,25,46,16698,7.103621927444434e+18,7.103621927444434e+18,72.0,7.103621927444434e+18,original sound - swagboyq,SwagBoyQ on IG,676286.0,SwagBoyQ on IG,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103621957052042027.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
2,DE,7103134301285256454,1653827334,Nudeln ♥️ #kanisrezepte,6910282876065039365,Kani’s Rezepte,"Einfache&Leckere Rezepte✨
📧: kanisrezepte@gmx.de
⬇️INSTAGRAM⬇️",0,False,https://www.tiktok.com/@kanisrezepte/video/7103134301285256454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103134301285256454&source=h5_m,1719541,118,5725,276,77851,7.057270407434407e+18,7.057270407434407e+18,10036.0,7.057270407434407e+18,Ela Já Tá Louca,Anderson Neiff & John Johnis,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/731d965d34c8427eb02320385fa6e841,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b4f6974d31d04c6ab4d92d9cb87c8bee,False,True,,,,,[],0.0,0,Honduras,#kanisrezepte,0,0,0,0,0,0,0,0,0,0
3,US,7086101488887401770,1649861572,#unboxing the #realme9proplus #freefire #realme #foryou #foryoupage #freefiregame,6761977750771647493,booredatwork,"Tech YouTuber, gamer, comic book head & anime fan.",0,False,https://www.tiktok.com/@booredatwork/video/7086101488887401770?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086101488887401770&source=h5_m,18261932,25869,45911,82906,1755944,6.899777357209405e+18,6.899777357209405e+18,10033.0,6.899777357209405e+18,BOOKER T,Bad Bunny,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/242d38cb5e784f6884a08e71b64f03b4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c7602a43218e411d85126343c724d1ed,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1542103608', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,#unboxing #realme9proplus #freefire #realme #foryou #foryoupage #freefiregame,1,1,0,0,0,0,0,0,0,0
4,GB,7089090243441298694,1650557446,One good kick is all he needs🔥 #sherco #twostroke #trials #kickstart #coldstart #coldkick #twosmoke #offroad #motorsport #motorbikes #biker #bikergirl #bikerbabe #girlswhoride #motogirl,6546446700217635840,Carrie#31,"♌Trials Rider|Factory 250✊🏼💨Pistonhead🏍Travel lover✈️
Socials & Patreon👇🏼",0,False,https://www.tiktok.com/@carrie_the_prophet/video/7089090243441298694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089090243441298694&source=h5_m,21582024,2480,5070,954,679391,7.089090234226396e+18,7.089090234226396e+18,72.0,7.089090234226396e+18,original sound - carrie_the_prophet,Carrie#31,6.546446700217636e+18,Carrie#31,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089090244225682181.mp3,,False,False,,,,,[],0.0,0,Honduras,#sherco #twostroke #trials #kickstart #coldstart #coldkick #twosmoke #offroad #motorsport #motorbikes #biker #bikergirl #bikerbabe #girlswhoride #motogirl,0,0,0,0,0,0,0,0,0,0
5,US,7071672545300270378,1646502073, ,7007878163371967494,-,transparent dandelion,0,False,https://www.tiktok.com/@jdominates/video/7071672545300270378?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071672545300270378&source=h5_m,12962832,3353,36311,15975,699508,6.897847645717482e+18,6.897847645717482e+18,72.0,6.897847645717482e+18,my audio yellow,𝒷♡,6.841220961741325e+18,𝒷♡,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6897847551626611457.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3a13719ff6fb16de66ee3efcc333ec67.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,HN,7102926255393082629,1653778894,¡Una cheesy bacon te caería ESPECTACULAR! 🧀🥓🥰 #DominosHN #mejorconDominos,7022303176650195974,Domino’s Honduras,🇭🇳 #MejorconDominos 🍕,0,False,https://www.tiktok.com/@dominos_hn/video/7102926255393082629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102926255393082629&source=h5_m,139480,83,116,128,9016,6.793381656334961e+18,6.793381656334961e+18,10033.0,6.793381656334961e+18,Yummy,Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2084515bfb73418ea16073deb963c25c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c80da6f3fa74062b25c218670c0c3a7,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1496639598', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,#DominosHN #mejorconDominos,0,0,0,0,0,0,0,0,0,0
7,XK,7092501220367060229,1651351626,Doja Scott😱 #dojacat #doja #dojacatedit #lollapalooza #brazil #travisscott #foryou,7072573220955882502,Doja Cat Fan Account,"For promotions DM on Instagram @tvdoja
THIS IS A FAN ACCOUNT
THIS IS NOT DOJACAT",0,False,https://www.tiktok.com/@tvdoja/video/7092501220367060229?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092501220367060229&source=h5_m,3580956,985,377,3461,499987,7.092501209847795e+18,7.092501209847795e+18,72.0,7.092501209847795e+18,original sound - tvdoja,Doja Cat Fan Account,7.072573220955882e+18,Doja Cat Fan Account,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092501217423313670.mp3,,False,False,,,,,[],0.0,0,Honduras,#dojacat #doja #dojacatedit #lollapalooza #brazil #travisscott #foryou,1,0,0,0,0,0,0,0,0,0
0,US,7101073042243357998,1653347409,Nolan almost fell into the chocolate river lol,6614519312189947909,MrBeast,Hacked at 100m followers,0,False,https://www.tiktok.com/@mrbeast/video/7101073042243357998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101073042243357998&source=h5_m,16406267,41588,18987,12681,3057623,7.10107302657737e+18,7.10107302657737e+18,72.0,7.10107302657737e+18,original sound - mrbeast,MrBeast,6.614519312189948e+18,MrBeast,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101073038707510062.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dfcc674c9f5386e2e18ffbb98aed88cd.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,US,7100996810709175595,1653329659,para los fiesteros no es nada 🤤🤣😬🤣🤣🤣🤣🤣🤣#⛺️🏖👍💯🙏🔥✈️🐝🎯🇨🇦🇯🇲💥☂️🌟🎶🐕🦮🐕🦮 #⛺️🏖👍💯🙏🔥✈️🐝🎯🇨🇦🇯🇲💥☂️🌟🎶,7003179064559780870,vasquezhenrry721,,0,False,https://www.tiktok.com/@vasquezhenrry721/video/7100996810709175595?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100996810709175595&source=h5_m,9991113,3044,17913,423,486530,7.08571247133203e+18,7.08571247133203e+18,10033.0,7.08571247133203e+18,Ay Miguel,DJ FLAJ,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/53a406aa6b454367b1fae3b5e126c8fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5d35c540d8a342ae94a0ea94f28ac5e3,False,True,,,,,[],0.0,0,Honduras,#⛺️🏖👍💯🙏🔥✈️🐝🎯🇨🇦🇯🇲💥☂️🌟🎶🐕🦮🐕🦮 #⛺️🏖👍💯🙏🔥✈️🐝🎯🇨🇦🇯🇲💥☂️🌟🎶,0,0,0,0,0,0,0,0,0,0
2,MX,7072110810687917317,1646604113,Joyitas de #shein #foryou 😅,6940439403761632261,Jaqueline Jimenez,"🇲🇽MEXICANA🇲🇽 
      ✨GDL✨",0,False,https://www.tiktok.com/@jaquelinejimenez23/video/7072110810687917317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072110810687917317&source=h5_m,13754905,11487,34030,44768,2125644,6.99242044403283e+18,6.99242044403283e+18,72.0,6.99242044403283e+18,if u used this sound you like children (Contains music from: Risa Loca TikTok Drill - CaviarFlow),"Contains music from: ""Risa Loca TikTok Drill""",6.831971148860163e+18,Travis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6992420553831369478.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a78c2b794232f19c540e7f70f9904fe2.json,False,False,CaviarFlow,Risa Loca TikTok Drill,if u used this sound you like children (Contains music from: Risa Loca TikTok Drill - CaviarFlow),"Contains music from: ""Risa Loca TikTok Drill""",[],0.0,0,Honduras,#shein #foryou,1,0,0,0,0,0,0,0,0,0
3,CO,7100955022778699014,1653319930, ,6935431532391924741,Adriana Arcano,,0,False,https://www.tiktok.com/@adrianaarcano1/video/7100955022778699014?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100955022778699014&source=h5_m,2502302,5185,9341,10574,36834,7.082488567867379e+18,7.082488567867379e+18,72.0,7.082488567867379e+18,original sound - play_music_good (Contains music from: BOMBÓN - Daddy Yankee & El Alfa & Lil Jon),"Contains music from: ""BOMBÓN""",6.998331553903576e+18,play_music_good,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082488585944894214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b6992c7bb9700a6ba3e9d4c1b9e1f03.json,False,False,Daddy Yankee & El Alfa & Lil Jon,BOMBÓN,original sound - play_music_good (Contains music from: BOMBÓN - Daddy Yankee & El Alfa & Lil Jon),"Contains music from: ""BOMBÓN""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
4,US,7090935624491912494,1650987111,🥰,6768047543265707014,Albina Mart,,0,False,https://www.tiktok.com/@albinamart/video/7090935624491912494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090935624491912494&source=h5_m,35730336,286,1561,2051,423578,7.028654445344853e+18,7.028654445344853e+18,72.0,7.028654445344853e+18,paramore still into you DISCO LINES REMIX,discolines,6.758640884709443e+18,discolines,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7028654595907947311.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed5e578be1b4b88b690b624bdc052ba6.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
5,HN,7088127784790265093,1650333357,Responder a @wtxdxmz00 Listo ✅ @🌜Pérez🌛....bailarina💃 @skinny_flores Uno más ❤️🔥 Nos seguimos en Instagram darwinsuazo_oficial👈🏻❤️,6980058712506467333,darwinsuazo_oficial,"Sígueme en Instagram 👆👆
60k?? 🥺
 Ig + 60k ❤️
Face Darwin Suazo
Licenciado📚",0,False,https://www.tiktok.com/@elprof_suazo/video/7088127784790265093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088127784790265093&source=h5_m,937501,73,44,391,29203,7.088127760522399e+18,7.088127760522399e+18,72.0,7.088127760522399e+18,original sound - elprof_suazo,darwinsuazo_oficial,6.980058712506467e+18,darwinsuazo_oficial,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088127755870587653.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
6,HN,7089999158626553093,1650769071, ,6705474144064259077,Alberto Nuñez267,,0,False,https://www.tiktok.com/@daniobed3/video/7089999158626553093?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089999158626553093&source=h5_m,222281,132,770,1442,9971,7.089999120227978e+18,7.089999120227978e+18,72.0,7.089999120227978e+18,original sound - daniobed3,Alberto Nuñez267,6.705474144064259e+18,Alberto Nuñez267,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089999133159115525.mp3,,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
7,FR,7092073943565143301,1651252142,Where we do next time ?                      📍Lyon 🇫🇷,6801110891158569990,SUPERBOUMJ,"🕺🏾 GOOD VIBES 🕺🏾
ROAD TO 4,5 MILLIONS",0,False,https://www.tiktok.com/@superboumj/video/7092073943565143301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092073943565143301&source=h5_m,149041157,117398,139478,10225,18027906,6.696416708585851e+18,6.696416708585851e+18,10033.0,6.696416708585851e+18,Macarena,Los Del Rio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/910aab9e96c64702b886dcb75653572e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/01e063cf66da4dfeb85f0711a4a80355,False,True,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
0,US,7102981717312671022,1653791806,Trapped in the Upside Down! Any Stranger Things fans? 😱,99017789314609152,Merrick,"🤖 Merrick Hanna 🤖
Biz: 4mhbiz@gmail.com
Twitter.com/itsMerrickHanna",0,False,https://m.tiktok.com/v/7102981717312671022.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102981717312671022&source=h5_m,1575211,2552,409,1307,180725,7.082370286401703e+18,7.082370286401703e+18,24.0,7.082370286401703e+18,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",6.508494589473112e+18,Duckhead Dj Kasur,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7082370305552829210.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/241863689ab47c011269273c5f206d17.json,False,False,WILLOW,Wait a Minute!,Wait A Minute! (Duckhead Edit) (Contains music from: Wait a Minute! - WILLOW),"Contains music from: ""Wait a Minute!""",[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
1,SV,7100741170757684485,1653270141, ,6969910642858247174,Mía Feet,En mi insta hay patas 😍 🖤,0,False,https://m.tiktok.com/v/7100741170757684485.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100741170757684485&source=h5_m,1300685,118,512,2714,48707,2.4263559247449293e+17,2.4263559247449293e+17,71.0,2.4263559247449293e+17,Rompe,Reggaeton Latino Band,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/597a05b12e554cf69165e5c75d4eb62e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/baccde39ed984dadbcd48028c416a123,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '286759926', 'external_song_key': 'apple_song_id'}]",0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
2,HN,7102571787132914950,1653696365,Viva #los #pueblos #garfuna,6975518768437658629,KLV~GZM2012,nuestro ritmo punta,0,False,https://m.tiktok.com/v/7102571787132914950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102571787132914950&source=h5_m,72056,69,65,186,7140,7.102571772952088e+18,7.102571772952088e+18,72.0,7.102571772952088e+18,original sound - klv_fgra23,KLV~GZM2012,6.975518768437659e+18,KLV~GZM2012,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102571777641007878.mp3,,False,False,,,,,[],0.0,0,Honduras,#los #pueblos #garfuna,0,0,0,0,0,0,0,0,0,0
3,US,7075728036917923118,1647446315,Reply to @rix547 🥺🥺🥺🥺🥺🥺🥺instagram: rival_salazar,6635318683601354757,Rival😏,"instagram👆🏽
📩rivaldosalazar41@gmail.com
GUATEMALA 🇬🇹 
 Dios
Facebook👇🏽",0,False,https://m.tiktok.com/v/7075728036917923118.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075728036917923118&source=h5_m,1058360,63,57,16,12011,6.837920780328783e+18,6.837920780328783e+18,72.0,6.837920780328783e+18,original sound - urego,jacknon,6.834182348620924e+18,jacknon,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6837920778973907717.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/407e52304c9943f71b6b25df485fa3b6.json,False,False,,,,,[],0.0,0,Honduras,,0,0,0,0,0,0,0,0,0,0
4,HN,7077987538375298310,1647972395,#fypシ #sandybay #roatan #honduras🇭🇳504 #catracha #wedontcare #parati,6798340925841294342,All_NATURAL,"live, love ,laugh. life is a gift.  Caribbean women, island gyal. 🏖🏝",0,False,https://m.tiktok.com/v/7077987538375298310.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077987538375298310&source=h5_m,343661,241,67,517,23977,7.074025410438139e+18,7.074025410438139e+18,72.0,7.074025410438139e+18,original sound - michelleargueta5 (Contains music from: Ninfomana - Big Nango),"Contains music from: ""Ninfomana""",6.700625092920051e+18,Michelle🐝,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074025412833446661.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a4ab4f5a1abb7b2a1878089c2447a015.json,False,False,Big Nango,Ninfomana,original sound - michelleargueta5 (Contains music from: Ninfomana - Big Nango),"Contains music from: ""Ninfomana""",[],0.0,0,Honduras,#fypシ #sandybay #roatan #honduras🇭🇳504 #catracha #wedontcare #parati,0,0,0,1,1,0,1,0,0,0
5,HN,7074111235960229125,1647069876,Repetir #fypシ #viral #destacame,6907046802547508229,🌸Bria Wood🌸,🤫 Twitter:briwoods4,0,False,https://m.tiktok.com/v/7074111235960229125.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074111235960229125&source=h5_m,214985,117,107,709,16512,6.67164799451908e+18,6.67164799451908e+18,72.0,6.67164799451908e+18,original sound - kurmitsam (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",6.58178057520708e+18,KurmitSam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1628947876016150.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fc9dc64b554b3afb0a025b4e0d3c0d98.json,False,False,Jonny McGovern,Man Areas,original sound - kurmitsam (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",[],0.0,0,Honduras,#fypシ #viral #destacame,0,0,0,1,0,0,0,0,1,0
6,CR,7102403964011875589,1653657294,#tiktok#tik_tok,7028512599738631173,JLRV72,"From Costa Rica, follow us on our YouTube channel, and we will show you the natu",0,False,https://m.tiktok.com/v/7102403964011875589.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102403964011875589&source=h5_m,8367708,1014,16339,21925,120508,7.10240396158339e+18,7.10240396158339e+18,72.0,7.10240396158339e+18,original sound - jlrv72,JLRV72,7.028512599738631e+18,JLRV72,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102403963609254661.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9320133a4d55419d53f458275a4523a9.json,False,False,,,,,[],0.0,0,Honduras,#tiktok#tik_tok,0,0,0,0,0,0,0,1,0,0
