,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_0324mytest,hash_bhutanesemuser,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_xyzbca
3,US,7101371480763551022,1653416893, ,6926420186318078981,Life Hacks,"Thank you following 💕💕💕
Daily sharing of life hacks🔨🔨🔨",0,False,https://www.tiktok.com/@lifehacks.ho/video/7101371480763551022?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101371480763551022&source=h5_m,11201769,443,507,3010,305064,7078357138325736234,7078357138325736234,72,7078357138325736234,original sound - zack.axewell,Zack max,7.067730012935095e+18,Zack max,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078357161369144110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea0fc00e775eb952828396d25d740ca2.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
4,VN,7073398753993985307,1646903985,giấy siêu mịn,7005930088127005722,Huyendangdibuon,Ủng hộ mình tại link 👎,0,False,https://www.tiktok.com/@huyendangdibuon/video/7073398753993985307?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073398753993985307&source=h5_m,49676917,2135,2459,17679,660281,6874246460179744776,6874246460179744776,10036,6874246460179744776,P.I.M.P. (NethMG Remix),50 Cent,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b7bd897d962845be9233729a7b06f250,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/df26ae7da5ff44c2ab6efabf32b0e386,False,True,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
5,PH,7072581893031611674,1646713795,Glow up ba? #fyp #trend #glowup,186148935978323968,ambisyosaa,"⬇️for Sponsorship and Collaboration ⬇️
      📸 YT Name : Queenie Arcenas 📸",0,False,https://www.tiktok.com/@ambisyosaa/video/7072581893031611674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072581893031611674&source=h5_m,982786,396,228,454,63635,6981649547009264410,6981649547009264410,24,6981649547009264410,original sound - fong3811 (Contains music from: La La La - Naughty Boy),"Contains music from: ""La La La""",6.576014621593092e+18,Fong dy🇰🇭,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6981649471088216858.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c15d495e392fb07d4e8a3bda8bdb33f.json,False,False,Naughty Boy,La La La,original sound - fong3811 (Contains music from: La La La - Naughty Boy),"Contains music from: ""La La La""",[],0,0,Bhutan,#fyp #trend #glowup,0,0,0,0,0,1,0,0,0,0
6,KR,7085142288241921281,1649638242,#너무귀여워죄송합니다 #hellohouse,7076655704233657346,𝗛𝗲𝗹𝗹𝗼 𝗛𝗼𝘂𝘀𝗲,"ʜᴇʟʟᴏ🙋🏼‍♀️
📧 contact : soonent@soon-ent.co.kr",0,False,https://www.tiktok.com/@hellohouse_official/video/7085142288241921281?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085142288241921281&source=h5_m,4178062,1333,636,3923,350870,6925154621585541894,6925154621585541894,72,6925154621585541894,original sound - andiebahm (Contains music from: User16122021chacha - Bytes),"Contains music from: ""User16122021chacha""",6.761596281788122e+18,andie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6925150340866116358.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a4e0476b8e4f0454765a6cc61d572d5b.json,False,False,Bytes,User16122021chacha,original sound - andiebahm (Contains music from: User16122021chacha - Bytes),"Contains music from: ""User16122021chacha""",[],0,0,Bhutan,#너무귀여워죄송합니다 #hellohouse,0,0,0,0,0,0,0,0,0,0
7,US,7073666996130385198,1646966440,#hairideas2022 #hairstyle #haircut #hairstyle #hairs,6985077325466567685,cindyhair,"Follow my Instagram
Hair Accessories 
   ⬇️Links",0,False,https://www.tiktok.com/@cindyhair/video/7073666996130385198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073666996130385198&source=h5_m,100726401,12672,491193,1441958,5157739,6966228648828110849,6966228648828110849,10033,6966228648828110849,You And Me,Lyus,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/08f4e417288e45398032692b6d8bb908,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d75e713ca11a40b6acdcb7ba98e3e922,True,True,,,,,[],0,0,Bhutan,#hairideas2022 #hairstyle #haircut #hairstyle #hairs,0,0,0,0,0,0,0,0,0,0
0,US,7084970709952433454,1649598293,#clean#laundry#home#fyp#foryou,7073358952944452651,painting05204,"Sharing goodthings .if you love it,please follow me",0,False,https://www.tiktok.com/@painting05204/video/7084970709952433454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084970709952433454&source=h5_m,59225959,7831,6471,34117,1508373,6896221138586699778,6896221138586699778,10033,6896221138586699778,My Name Is,D Billions,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a049073a52b94c868fa9ab9152c600ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0774abed07a545729418455962f68371,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1540589086', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#clean#laundry#home#fyp#foryou,0,0,1,0,0,1,0,0,0,0
1,FR,7090202049475808517,1650816309,Y’a un gagnant à la fin 🎉😍 #km flashh,6763388517281170437,km flashh 🦣,"Abonne-toi y’a l’émotion😂 
Go follow mon Insta stp⤴️
Pat📥: kmflashh4@gmail.com",0,False,https://www.tiktok.com/@km_flashh/video/7090202049475808517?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090202049475808517&source=h5_m,4220034,35,107,869,90012,6985865873705682945,6985865873705682945,10033,6985865873705682945,Ça Flingue,Genjutsu Beats,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9a9ebf399634184a5f588de809bf15a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/546e91558d1741948de6aeb33c54a425,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1576997894', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#km,0,0,0,0,0,0,0,0,0,0
2,GB,7094203716747791622,1651748022,#foryou #movie #fyp,7023825595109458949,Movie 🎥,"👆🏻👆🏻👆🏻👆🏻👆🏻
Thank you for your attention.",0,False,https://www.tiktok.com/@creddstzhk57/video/7094203716747791622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094203716747791622&source=h5_m,1601585,1140,646,3135,73051,6754855767905421314,6754855767905421314,10033,6754855767905421314,Silence 1 Minute,"Silent Meditation, No Sound Pause Breaks",,,False,True,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/367983515686405fbbca3610609173ef?x-expires=1653913418&x-signature=6kHLSaSip5NLvL9b2FJ8HGU5SoM%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '478202864', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#foryou #movie #fyp,0,0,1,0,0,1,0,0,0,0
3,US,7076539782142414126,1647635313,#satisfying #foryou #fyp #foryourpage #tiktokindia #viral #flooring #trend #fypg #trending #foryoupage #tiktok #fy,6808978467288990725,picassosflooringdesi,"Instagram: Picasso’s Flooring Designer
Email: Picassosflooringdesigner@gmail.com",0,False,https://www.tiktok.com/@picassosflooringdesigner/video/7076539782142414126?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076539782142414126&source=h5_m,15015663,414,2374,9713,102581,6777580252097939457,6777580252097939457,10036,6777580252097939457,Yummy,Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/90b12085b49446d086b2b46e9abca1b2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a5e908e249bd42368bb4b07d42a38b24,False,True,,,,,[],0,0,Bhutan,#satisfying #foryou #fyp #foryourpage #tiktokindia #viral #flooring #trend #fypg #trending #foryoupage #tiktok #fy,0,0,1,1,0,1,0,1,1,0
4,US,7072518395794672938,1646699011,"If your #wax girl don’t pull out your #ingrowns, you NEED a new one! 💯🙌🏼 #fyp #waxingvideos #foryou #waxing @marlisadavis",7067632767170708527,justbreathewaxstudiollc,"Woman Owned Small Business in Baltimore, MD
Waxing / Vajacials / Skincare",0,False,https://www.tiktok.com/@justbreathewaxstudiollc/video/7072518395794672938?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072518395794672938&source=h5_m,31315211,11204,29996,17250,648905,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,"#wax #ingrowns, #fyp #waxingvideos #foryou #waxing",0,0,1,0,0,1,0,0,0,0
5,DE,7102079934222388485,1653581849,@cavmdking antworten  🙃🙂 | In sta: @casuphil,6807385568914457605,phil,"Hola ❤️‍🔥 Insta: @casuphil
philipp@enkime.de",0,False,https://www.tiktok.com/@casuphil/video/7102079934222388485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102079934222388485&source=h5_m,3631807,6769,461,38,508080,7091368204311743238,7091368204311743238,72,7091368204311743238,sweetest Pie with wink (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",7.058341389461325e+18,blair,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091369626029787909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2ed5372f1c7f6cf02c7e835c2674dd7.json,False,False,Megan Thee Stallion & Dua Lipa,Sweetest Pie,sweetest Pie with wink (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
6,BT,7084882261392231682,1649577699,#duet with @givememilka 😂😂#0324mytest #foryoupage #fypシ #tiktokgrowth #xyzbca #foryou #adap,224333446003978240,Rigzin Lhamo,Follow me up on insta 👉 adap_Rigzin,0,False,https://www.tiktok.com/@adap_lhamo/video/7084882261392231682?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084882261392231682&source=h5_m,63446,16,4,4,3086,7070651624158530305,7070651624158530305,72,7070651624158530305,original sound - givememilka,Milos,6.834679551676073e+18,Milos,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7070651628839734018.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7d9ab1acf5259d07b1ea25610dd8d57c.json,False,False,,,,,[],0,0,Bhutan,#duet #0324mytest #foryoupage #fypシ #tiktokgrowth #xyzbca #foryou #adap,1,0,1,1,0,0,1,0,0,1
7,PH,7099373224798063899,1652951638,😘,6820800007269155842,Nammieee✨,,0,False,https://www.tiktok.com/@nam_4724/video/7099373224798063899?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099373224798063899&source=h5_m,546295,335,200,5,61953,6990864060506016538,6990864060506016538,24,6990864060506016538,original sound - bbitch021,Rô Sê,6.934447525752554e+18,Rô Sê,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6990863976380779291.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/722b60e4e9905e140ee25081e344a026.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
0,JP,7101733287193873665,1653501133,#フローラメイク,6760274830854423557,Karyna || カリナ 💕,"177 cm of beauty
Instagram: imkov_ka
日本 📍🇯🇵",0,False,https://www.tiktok.com/@imkovka/video/7101733287193873665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101733287193873665&source=h5_m,1352929,796,666,3358,114483,7087407862762326811,7087407862762326811,24,7087407862762326811,Bobo (Contains music from: Bobo - Aya Nakamura),"Contains music from: ""Bobo""",6.913387746111423e+18,XVX,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087407870127491866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36fcaf5305c7dc544ea6c4e01caf1dbf.json,False,False,Aya Nakamura,Bobo,Bobo (Contains music from: Bobo - Aya Nakamura),"Contains music from: ""Bobo""",[],0,0,Bhutan,#フローラメイク,0,0,0,0,0,0,0,0,0,0
1,US,7074198814952787246,1647090266, ,7054241693990601775,Lixoam,"hiii friend 👋
follow me to see daily videos 👀
IG : lixomia",0,False,https://www.tiktok.com/@liixomia/video/7074198814952787246?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074198814952787246&source=h5_m,16242881,3731,6302,9833,1119818,7074198749152578347,7074198749152578347,24,7074198749152578347,original sound - liixomia (Contains music from: Spongebob Tomfoolery - Dante9k Remix - David Snell),"Contains music from: ""Spongebob Tomfoolery - Dante9k Remix""",7.054241693990602e+18,Lixoam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074198798440090414.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f2b7736e813c4cff2e697c718c78e7fd.json,False,False,David Snell,Spongebob Tomfoolery - Dante9k Remix,original sound - liixomia (Contains music from: Spongebob Tomfoolery - Dante9k Remix - David Snell),"Contains music from: ""Spongebob Tomfoolery - Dante9k Remix""",[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
2,DE,7082314071650946309,1648979746,"#ad Ein ganzes Ramadan-Menü mit @gazi_de 😋 Gefüllte Kartoffel-Boote, Kartoffel-Mantı, Yayla Suppe, Helva & mehr 😍 #Ramadan2022 #food #cooking #dolma #mantı #Pide #lecker #yummy #kochen #yemek #tasty #yum #brot #foodie",6620172343053860869,Ümit Memisoglu,"Original Cooking-Vlogs jeden Sonntag 🍳
hi@umihito.de ✉️
Blog und Impressum ⬇️",0,False,https://www.tiktok.com/@umihito/video/7082314071650946309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082314071650946309&source=h5_m,35321329,21938,157019,5690,2978497,7082314068644203270,7082314068644203270,72,7082314068644203270,original sound - umihito,Ümit Memisoglu,6.620172343053861e+18,Ümit Memisoglu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082314063136475910.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b7d8d618ef1a7cfc844c1f23e303be64.json,False,False,,,,,[],0,0,Bhutan,#ad #Ramadan2022 #food #cooking #dolma #mantı #Pide #lecker #yummy #kochen #yemek #tasty #yum #brot #foodie,0,0,0,0,0,0,0,0,0,0
3,IT,7088649652098174214,1650454864,Tutorial Best Rubber Band Magic #tutorial #magic #foryou,6603799604104986629,dumenicus,For business email➡️ dumenicus@gmail.com  If you want support me ♥️⬇️,0,False,https://www.tiktok.com/@dumenicus/video/7088649652098174214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088649652098174214&source=h5_m,60822636,2462,37297,505123,2629779,7088649622532459270,7088649622532459270,72,7088649622532459270,original sound - dumenicus (Contains music from: INDUSTRY BABY - Lil Nas X & Jack Harlow),"Contains music from: ""INDUSTRY BABY""",6.603799604104987e+18,dumenicus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088649635505392390.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5fba53cd3fd9f4accc546d6a3222a8ae.json,False,False,Lil Nas X & Jack Harlow,INDUSTRY BABY,original sound - dumenicus (Contains music from: INDUSTRY BABY - Lil Nas X & Jack Harlow),"Contains music from: ""INDUSTRY BABY""",[],0,0,Bhutan,#tutorial #magic #foryou,0,0,1,0,0,0,0,0,0,0
4,US,7071744624880045358,1646518853,THIS WAS CRAZY 😂,8133246,Lucas and Marcus,"hi
Biz : dobretwinsbusiness@gmail.com",0,False,https://www.tiktok.com/@dobretwins/video/7071744624880045358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071744624880045358&source=h5_m,165603481,41312,33996,58732,8362842,7071744630047427370,7071744630047427370,72,7071744630047427370,original sound - dobretwins,Lucas and Marcus,8133246.0,Lucas and Marcus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071744651702782766.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2a505fde65e75e322bb52ae24ca217c6.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
5,US,7101003564276780334,1653331232,Reply to @andieexx_  so kinda helped ? Haha #fyp #fypシ #labor #birthtiktok #laboranddelivery #delivery #labornurse,6780059250808865798,Maritza Martinez,"Next goal 100k💞🥺 
Mom of ✌🏽
Mexicana 🇲🇽
Idaho Livin🥔",0,False,https://www.tiktok.com/@maritzamartinez10/video/7101003564276780334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101003564276780334&source=h5_m,4242038,324,427,861,68223,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Bhutan,#fyp #fypシ #labor #birthtiktok #laboranddelivery #delivery #labornurse,0,0,0,0,0,1,1,0,0,0
6,US,7097858495348739371,1652598964,#10MillionAdoptions #LENOVOJUSTBEYOU #fyp #cat #catlitter #smilecat,7090812514855257131,Cat smile,"Share the daily life of cat smile every day
Thanks for tiktok platform",0,False,https://www.tiktok.com/@catsmile001/video/7097858495348739371?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097858495348739371&source=h5_m,42486698,23483,31300,9428,1710510,7097858368358009646,7097858368358009646,72,7097858368358009646,original sound - catsmile001 (Contains music from: You've Got A Friend In Me - Cody Canada & Dierks Canada),"Contains music from: ""You've Got A Friend In Me""",7.090812514855257e+18,Cat smile,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097858447047183147.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c4578ffec5e3f515edf10a2e7eaedf2a.json,False,False,Cody Canada & Dierks Canada,You've Got A Friend In Me,original sound - catsmile001 (Contains music from: You've Got A Friend In Me - Cody Canada & Dierks Canada),"Contains music from: ""You've Got A Friend In Me""",[],0,0,Bhutan,#10MillionAdoptions #LENOVOJUSTBEYOU #fyp #cat #catlitter #smilecat,0,0,0,0,0,1,0,0,0,0
7,US,7086258442708536578,1649898116,#tiktokmademebuyit #tiktok #goodthing #goodthings #fyp #household #foryou,6833966849681753089,liuyfmm,Thanks for your following all you want 👇Click here 👇,0,False,https://www.tiktok.com/@linda001lind/video/7086258442708536578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086258442708536578&source=h5_m,2638375,566,936,1528,23522,7086258422131297025,7086258422131297025,24,7086258422131297025,original sound - linda001lind,liuyfmm,6.833966849681753e+18,liuyfmm,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086258365793307394.mp3,,False,False,,,,,[],0,0,Bhutan,#tiktokmademebuyit #tiktok #goodthing #goodthings #fyp #household #foryou,0,0,1,0,0,1,0,1,0,0
0,BT,7095704963577367809,1652097556, ,6579160235317936129,yeshi  choden,Keeping it simple and living life with zero regrets.Thank you all for your 💜,0,False,https://m.tiktok.com/v/7095704963577367809.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095704963577367809&source=h5_m,90944,61,56,5,3554,7083284835074181889,7083284835074181889,72,7083284835074181889,original sound - aslamnizam31,aslamnizam31,6.698919924931298e+18,aslamnizam31,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083284829239790337.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9650680a24eebb177b291568305b0a97.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
1,BT,7087554835146411266,1650199956,Movie TsaWaSum. Soon in theatres!,6171987,lhadorje,"Artist from Bhutan 🇧🇹 🧿 
I hope my videos make you smile✨
Active on Instagram",0,False,https://m.tiktok.com/v/7087554835146411266.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087554835146411266&source=h5_m,140790,77,37,479,11197,7073703151613889282,7073703151613889282,72,7073703151613889282,original sound - bhutanjamyang1,Bhutan Jamyang,6.532280117119418e+18,Bhutan Jamyang,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7073703162539936514.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b9daa9d2fe378aa8709b4f1a0f11bbb1.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
2,AU,7092091692320443650,1651256276,I can’t he did that 😱😂 #fyp #vrial #prank #funny,6905769774745601026,Oxlee,"Listen to my new song it
 just came out today 🥺😱
⬇️",0,False,https://m.tiktok.com/v/7092091692320443650.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092091692320443650&source=h5_m,3034381,542,983,14835,144008,7092091694887324418,7092091694887324418,72,7092091694887324418,original sound - oxlee (Contains music from: Milou - Milou),"Contains music from: ""Milou""",6.905769774745601e+18,Oxlee,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092091676839774978.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c778023b3e8afb6cf8967fe7efb6bacc.json,False,False,Milou,Milou,original sound - oxlee (Contains music from: Milou - Milou),"Contains music from: ""Milou""",[],0,0,Bhutan,#fyp #vrial #prank #funny,0,0,0,0,1,1,0,0,0,0
3,US,7073102443126639918,1646834996,😂😂😂 Cr:@khaby.lame #khabylame #fyp #tiktok #respect #viral,7049989204742636550,khabyyVlog,"I'm Khaby fan
I will do vlog about Khaby.lame❤️❤️
Follow me😎😎",0,False,https://m.tiktok.com/v/7073102443126639918.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073102443126639918&source=h5_m,29584688,1267,2262,14748,323049,6704854531001289474,6704854531001289474,141,6704854531001289474,Señorita,Shawn Mendes & Camila Cabello,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/47c14137f86347fcbd8581a096a8cd86,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cc29fa49998148d183c9b3d6a4e9ad67,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1474313941', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#khabylame #fyp #tiktok #respect #viral,0,0,0,0,0,1,0,1,1,0
4,AU,7087021627271023914,1650075807,➡️Follow @lazythings ⬅️ Magic tricks revealed with @roman_magic_nn 😳#fyp #foryou #magic #tricks,6689825897858483205,GLOSS,"Featuring the best of culture🎨🍕🎶
Now bringing @LazyThings into the Metaverse✨",0,False,https://m.tiktok.com/v/7087021627271023914.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087021627271023914&source=h5_m,1619623,27,203,805,28936,7087021611966008106,7087021611966008106,72,7087021611966008106,original sound - gloss,GLOSS,6.689825897858483e+18,GLOSS,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087021619947866923.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4a8c66be3828befccc5f34792882c052.json,False,False,,,,,[],0,0,Bhutan,#fyp #foryou #magic #tricks,0,0,1,0,0,1,0,0,0,0
5,GB,7099740371759975685,1653037126,"Come on, show.",7072665413981258758,guoyue,"The daily life of uncle and I.

The only official account of Guoyue couple.",0,False,https://m.tiktok.com/v/7099740371759975685.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099740371759975685&source=h5_m,1422601,193,197,1609,75241,7099740323508783878,7099740323508783878,72,7099740323508783878,original sound - guoyuecouple,guoyue,7.072665413981259e+18,guoyue,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099740326339857157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fabccd3860130998c98d6b3101986de5.json,False,False,,,,,[],0,0,Bhutan,,0,0,0,0,0,0,0,0,0,0
6,US,7084283279964212523,1649438239,TALKING PLANTS EXIST!🌱😟#fyp #tiktok #discovery #mystery #scary #caughtoncamera #viral #creature #plants #nature #weirdfacts #real #fake,6726089841887282182,TOXIC 𝕂ℕ𝕀𝔾ℍ𝕋,THIS GAME IS AMAZING!🎮,0,False,https://m.tiktok.com/v/7084283279964212523.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084283279964212523&source=h5_m,8240811,12338,3082,17804,468896,6715993796921788417,6715993796921788417,10033,6715993796921788417,Suspense Horror Movie Music,Bobby Cole,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/40cf7af93bb646c89c45af84d696afed,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e6e390af21b64e82b835dde245b4a084,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1455158200', 'external_song_key': 'apple_song_id'}]",0,0,Bhutan,#fyp #tiktok #discovery #mystery #scary #caughtoncamera #viral #creature #plants #nature #weirdfacts #real #fake,0,0,0,0,0,1,0,1,1,0
