,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bajantiktok,hash_barbados,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_trending,hash_viral,hash_xyzbca
6,NL,7084216381641673989,1649422661,The correct way to apply your skincare ✨ AM ✨ According to dermatologist 💆🏼‍♀️ #skincare #asmr #skincareroutine #asmrskincare,6936910921525806085,GenoaSkin,"🐉 Traditional Chinese Medicine 
🚚 Worldwide FREE shipping
👇🏼 Up to 20% off",0,False,https://m.tiktok.com/v/7084216381641673989.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084216381641673989&source=h5_m,52105769,17358,48802,220136,5186091,6988211769437178630,6988211769437178630,72,6988211769437178630,original sound - youngcouture,Youngcouture,6.563633005897253e+18,Youngcouture,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6990442424388602651.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/59fcc4a7c7b4f17e4a2c1e2f34246470.json,False,False,,,,,[],0,0,Barbados,#skincare #asmr #skincareroutine #asmrskincare,0,0,0,0,0,0,0,0,0,0
7,ZA,7080537917189311750,1648566202,"If you don’t know this pain, you’re privileged 🥲 #mzanzimemes #mzanzicomedy #bontjies #fyp",6764067300892574726,Marlon Patrick,"🙏🏽Instagram: marlonpatrick14⤴️
But
🤪If you smiled, I’m happy😊",0,False,https://m.tiktok.com/v/7080537917189311750.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080537917189311750&source=h5_m,1763265,2853,4292,28287,174994,7078807571817057029,7078807571817057029,72,7078807571817057029,original sound - respect__boss13 (Contains music from: Cat Saw - Legacy Hits),"Contains music from: ""Cat Saw""",7.018607551294948e+18,Khubaib_alhamad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078807579115932421.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1c8d1328813c468f2a72bfff253488da.json,False,False,Legacy Hits,Cat Saw,original sound - respect__boss13 (Contains music from: Cat Saw - Legacy Hits),"Contains music from: ""Cat Saw""",[],0,0,Barbados,#mzanzimemes #mzanzicomedy #bontjies #fyp,0,0,0,0,0,1,0,0,0,0
0,BB,7088841132678909189,1650499445,Yes you do need a tourist visa,5678189,Deena,"Island gyal 
Barbados 🇧🇧 
📧: Deena.g.fares@gmail.com",0,False,https://www.tiktok.com/@iamafreshavocado/video/7088841132678909189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088841132678909189&source=h5_m,120024,384,216,317,38469,7088841104099281669,7088841104099281669,72,7088841104099281669,original sound - iamafreshavocado,Deena,5678189.0,Deena,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088841133287033605.mp3,,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
1,BB,7070279779622112518,1646177793,Reply to @good_fuk  here’s the rest😂#fypシ #viral #oldsounds #foryoupage #emanuelhudson #emmanuelhudson #wildnout #wildstyle #loveandhiphop #hilarious,6785682408416052229,ᛕꪮꪻꪖꪖ ❤️,𝘉𝘪𝘱𝘰𝘭𝘢𝘳 𝘱𝘰𝘴𝘵𝘦𝘳 🗣,0,False,https://www.tiktok.com/@happinessoveranything/video/7070279779622112518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070279779622112518&source=h5_m,85950,204,653,603,19693,7070279793291758342,7070279793291758342,72,7070279793291758342,original sound - happinessoveranything,ᛕꪮꪻꪖꪖ ❤️,6.785682408416052e+18,ᛕꪮꪻꪖꪖ ❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070279797037894406.mp3,,False,False,,,,,[],0,0,Barbados,#fypシ #viral #oldsounds #foryoupage #emanuelhudson #emmanuelhudson #wildnout #wildstyle #loveandhiphop #hilarious,0,0,0,1,0,0,1,0,1,0
2,GB,7102075067718241541,1653580711,Love means they can do what they want and we will love them. #sadhguru #Love #relationshipadvice #unconditionallove,6738376001737458694,Goalcast,✨Daily Inspiration From The 🌎‘s Most Beautiful People!,0,False,https://www.tiktok.com/@goal.cast/video/7102075067718241541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102075067718241541&source=h5_m,965861,215,4353,17357,59948,7102075044767664902,7102075044767664902,72,7102075044767664902,original sound - goal.cast,Goalcast,6.738376001737459e+18,Goalcast,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102075066808142598.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/496514f9a0944481fe91dd507aa2f964.json,False,False,,,,,[],0,0,Barbados,#sadhguru #Love #relationshipadvice #unconditionallove,0,0,0,0,0,0,0,0,0,0
3,GB,7087538825978760453,1650196228,Charge Card? 😱🔋,6528356980162040847,Arshdeep Soni,"Magical Moments ✨
London📍
📨 Arshdeep@connectmgt.com",0,False,https://www.tiktok.com/@arshsoni/video/7087538825978760453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087538825978760453&source=h5_m,13887812,11890,12544,24264,946938,7087538797151374085,7087538797151374085,72,7087538797151374085,original sound - arshsoni,Arshdeep Soni,6.528356980162041e+18,Arshdeep Soni,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087538810564987654.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ea03ae2ae8c220a55c6ac8d15d9fd326.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
4,PH,7098521468857748762,1652753323,#pyschologyfacts #facts #foryou #fyp,7014434372981359643,P•O•V,"🇵🇭
NO SPAM LIKE PLEASE
SPAM=BLOCK
FOR ORDER CLICK THIS LINK
SHOPEE LINK👇",0,False,https://www.tiktok.com/@ppoovvvvv/video/7098521468857748762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098521468857748762&source=h5_m,10239273,26208,31757,75191,1625315,6881433360019770117,6881433360019770117,72,6881433360019770117,heart attack,bright.audios,2.7338015739703706e+17,bright.audios,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6881433240704404229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a0d8943854284bbe8b5043762b561933.json,False,False,,,,,[],0,0,Barbados,#pyschologyfacts #facts #foryou #fyp,0,0,1,0,0,1,0,0,0,0
5,CA,7101746379910909189,1653504183,sometimes i like to pretend i'm a comedian,16357127,🐝,personality info:  infj,0,False,https://www.tiktok.com/@honeymakaveli/video/7101746379910909189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101746379910909189&source=h5_m,6648274,8671,32774,22042,1380884,7053264878286621487,7053264878286621487,72,7053264878286621487,I Love You by Young Slo Be,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,6.793509460452738e+18,ʚ❤︎ɞNanami's Wifeʚ❤︎ɞ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7053264900658924335.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b24fc05b8cc6027db2215d724efbec55.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
6,CA,7084690212990766341,1649532983,Reply to @mcatella Karen lives her live with intention.,6778879188986643462,Useless Farm,"No useful animals. 
🧡🧡🧡🧡",0,False,https://www.tiktok.com/@useless_farm/video/7084690212990766341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084690212990766341&source=h5_m,26318927,8252,16395,6279,3804447,7084690197656406790,7084690197656406790,72,7084690197656406790,original sound - useless_farm,Useless Farm,6.778879188986643e+18,Useless Farm,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084690193122462470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/23fc2c6462492c817249601e48fd7365.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
7,GB,7098434066927684870,1652732974,@shamyyy1,6917640548460528641,Mudy,"Joint tiktok - @mudyandshamy

Email: mudyandshamy@gmail.com",0,False,https://www.tiktok.com/@mudy1a/video/7098434066927684870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098434066927684870&source=h5_m,1868198,292,592,2498,316284,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
0,BB,7078726886347623686,1648144538,Reply to @adwoapapabi01 @christian_vibes_gh,6811531898469630982,Evangelist Williams,,0,False,https://www.tiktok.com/@g.williams2112/video/7078726886347623686?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078726886347623686&source=h5_m,258499,408,2048,6914,6157,7078726928907258630,7078726928907258630,72,7078726928907258630,original sound - g.williams2112,Evangelist Williams,6.811531898469631e+18,Evangelist Williams,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078726942136044293.mp3,,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
1,BB,7093627449551916293,1651613847,// #michaeljacksonedit #mikejacksonvsp #billiejeanlive #yokohama #mjinnocent #mikeedits #4up #fypp #4u #fyp #trending #viral #foryou #getthisonthefyp #tiktok #fypツ #LIKEABOMBSHELL #foryoupage #cashapp13plus .,7042822955609523205,~ 𝒌𝒊𝒎 🧿‼️,"ఌ︎ she/her 👩🏾 .
~ MJ editor .
{ mj is innocent ‼️}
~spam like = block 🙂 .",0,False,https://www.tiktok.com/@mikejackson.vsp/video/7093627449551916293?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093627449551916293&source=h5_m,1652,2,2,0,258,7093627440609692421,7093627440609692421,72,7093627440609692421,original sound - mikejackson.vsp,~ 𝒌𝒊𝒎 🧿‼️,7.042822955609523e+18,~ 𝒌𝒊𝒎 🧿‼️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093626687878908678.mp3,,False,False,,,,,[],0,0,Barbados,#michaeljacksonedit #mikejacksonvsp #billiejeanlive #yokohama #mjinnocent #mikeedits #4up #fypp #4u #fyp #trending #viral #foryou #getthisonthefyp #tiktok #fypツ #LIKEABOMBSHELL #foryoupage #cashapp13plus,0,0,1,1,0,1,0,1,1,0
2,US,7078763169778388267,1648152986,😂😂😂😂Clap your hands #couplelove #couple #watlowgang,6784571727915582469,Jasmine,"Follow me on IG 🙃
YouTube 300K
Dm about Promo 
Email📧 @batts.jasmine@yahoo.com",0,False,https://www.tiktok.com/@_therealjazz/video/7078763169778388267?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078763169778388267&source=h5_m,1176138,196,2045,1973,67111,7078763156784319275,7078763156784319275,72,7078763156784319275,original sound - _therealjazz,Jasmine,6.784571727915582e+18,Jasmine,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078763164703230763.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a9938d40a8a6a0526bf1765f5bc11922.json,False,False,,,,,[],0,0,Barbados,#couplelove #couple #watlowgang,0,0,0,0,0,0,0,0,0,0
3,US,7083256002379828523,1649199055,Story time✨ Follow me on IG: _derickaunique & LaceMeUp513 🤎 #lacemeup513 #frontalinstall #frontalwiginstall #frontalwig #clientstorytime #fyp,6814263914961093637,Dericka Unique,"📍 Cincinnati, Oh 
dericka_tucker@yahoo.com",0,False,https://www.tiktok.com/@dericka.unique/video/7083256002379828523?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083256002379828523&source=h5_m,2734854,923,1620,3948,257624,7083255998525360939,7083255998525360939,72,7083255998525360939,original sound - dericka.unique,Dericka Unique,6.814263914961094e+18,Dericka Unique,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7083256015000521518.mp3,,False,False,,,,,[],0,0,Barbados,#lacemeup513 #frontalinstall #frontalwiginstall #frontalwig #clientstorytime #fyp,0,0,0,0,0,1,0,0,0,0
4,US,7079972143131381038,1648434471,#fyp #foryou #Jesus,6727043171773744133,Timothy Bruce,"@thejesusclubs
Psalms 25:14",0,False,https://www.tiktok.com/@timothy.brucee/video/7079972143131381038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079972143131381038&source=h5_m,4076992,37303,62485,54586,936363,6790110441508047622,6790110441508047622,72,6790110441508047622,original sound - urboygutii,Guti,6.664971739452342e+18,Guti,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1657743239690246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/38dfcd08ac6b45ebc6504aedb4e643ee.json,False,False,,,,,[],0,0,Barbados,#fyp #foryou #Jesus,0,0,1,0,0,1,0,0,0,0
5,GB,7101057619682446598,1653343818,He owns the ceremony 😭 #graduation #graduate #dance #fyp,6667193803299241989,pubity,"Memes • Funny videos • Fails
➡️ Make sure you follow us on Instagram ⬅️",0,False,https://www.tiktok.com/@pubity/video/7101057619682446598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101057619682446598&source=h5_m,2454276,2617,1771,7679,353782,7101057614116637445,7101057614116637445,72,7101057614116637445,original sound - pubity (Contains music from: What They Gon Say - Ron Suno & Zay Munna),"Contains music from: ""What They Gon Say""",6.667193803299242e+18,pubity,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101057587818285830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a96da1595c3349cec4a6fc51bffbefae.json,False,False,Ron Suno & Zay Munna,What They Gon Say,original sound - pubity (Contains music from: What They Gon Say - Ron Suno & Zay Munna),"Contains music from: ""What They Gon Say""",[],0,0,Barbados,#graduation #graduate #dance #fyp,0,0,0,0,0,1,0,0,0,0
6,AU,7098980469517077761,1652860193,#fyp#basketball #NBA #viral#blowthisup#basketballedits,7071814388223476738,Basketball Edits 🔥🏀,🏀 Daily Basketball Highlights And Edits 🏀,0,False,https://www.tiktok.com/@balleditz._/video/7098980469517077761?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098980469517077761&source=h5_m,1963061,162,254,28,192252,7098980449799703297,7098980449799703297,72,7098980449799703297,original sound - balleditz._ (Contains music from: Am I Wrong - Nico & Vinz),"Contains music from: ""Am I Wrong""",7.071814388223477e+18,Basketball Edits 🔥🏀,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098980363401267970.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eea0787dc4fde8e290b0b9d6a4199a8d.json,False,False,Nico & Vinz,Am I Wrong,original sound - balleditz._ (Contains music from: Am I Wrong - Nico & Vinz),"Contains music from: ""Am I Wrong""",[],0,0,Barbados,#fyp#basketball #NBA #viral#blowthisup#basketballedits,0,0,0,0,0,1,0,0,1,0
7,US,7094280135091785003,1651765811,My Face Breakin Out🙄 #fyp This Was A Slight Vid #trending,6882427042039612421,DOMO,FOLLOW MY INSTAGRAM ✨ Domodannybooking@gmail.com,0,False,https://www.tiktok.com/@domothetwinn/video/7094280135091785003?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094280135091785003&source=h5_m,121699,79,29,202,15927,7084242536273103618,7084242536273103618,72,7084242536273103618,Leoauf (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",6.765520916803945e+18,𝑳𝑬𝑶𝑨𝑼𝑭,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084242464118606593.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f416540eb48884ce22770de2926b425d.json,False,False,S1mba,Rover (feat. DTG),Leoauf (Contains music from: Rover (feat. DTG) - S1mba),"Contains music from: ""Rover (feat. DTG)""",[],0,0,Barbados,#fyp #trending,0,0,0,0,0,1,0,1,0,0
0,BB,7093467765998210310,1651576669,"""we come in peace 👽"" #fyp #foryoupage #viral #PUGMOBILE #ComeDanceWithMe #anime #jojo #jojosbizarreadventure #goldenwind #diamonisunbreakable #josuke #jotaro #okuyasu #mikitaka #rohansolos",6940640279108387845,marz 🦭,"• she/they
🥀🌺🌴🌼
• minor || black
 ⚠️dsmp fans dni⚠️",0,False,https://m.tiktok.com/v/7093467765998210310.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093467765998210310&source=h5_m,37486,259,127,296,9545,6824513729380616965,6824513729380616965,72,6824513729380616965,OiNgo BoInGO bRuzzAs,Mikasa's wife ❤️,6.738100510283171e+18,Mikasa's wife ❤️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/65bda3c23ab8cc4e5e2ff0f4a8f2eb40.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b548a941d47174cda8341f1444e48ea.json,False,False,,,,,[],0,0,Barbados,#fyp #foryoupage #viral #PUGMOBILE #ComeDanceWithMe #anime #jojo #jojosbizarreadventure #goldenwind #diamonisunbreakable #josuke #jotaro #okuyasu #mikitaka #rohansolos,0,0,0,1,0,1,0,0,1,0
1,BB,7082530563541781806,1649030150,don't judge me😅 #tencent #SeeHerGreatness #scammers #animeedits_fyp #viral #DIY #pubgmobile #tiktokviral #verifyme #fyp #weeb #viralvideo #internet #oscars #anime #trending #socialexperiment #mobilegaming #keepmywifesnameoutyourmouth,6978147096570758150,๛VENÖM,"🇧🇧🇧🇧
{CONTENT🤓PLAYER}
дßö๛VENÖM
#1 Worse player in Barbados😎
ID:588490275",0,False,https://m.tiktok.com/v/7082530563541781806.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082530563541781806&source=h5_m,3539,9,2,13,183,7038227614213032751,7038227614213032751,72,7038227614213032751,That Brotha Goneeee (Contains music from: That brother floating - ZeOri),"Contains music from: ""That brother floating""",6.905258334565549e+18,🛏BLZD Vxrt?🛏,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7038227634672864047.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8998fdf78f2e0f153fce07653ca0876b.json,False,False,ZeOri,That brother floating,That Brotha Goneeee (Contains music from: That brother floating - ZeOri),"Contains music from: ""That brother floating""",[],0,0,Barbados,#tencent #SeeHerGreatness #scammers #animeedits_fyp #viral #DIY #pubgmobile #tiktokviral #verifyme #fyp #weeb #viralvideo #internet #oscars #anime #trending #socialexperiment #mobilegaming #keepmywifesnameoutyourmouth,0,0,0,0,0,1,0,1,1,0
2,NG,7098984613145513222,1652861162,The new girl with long skirt 😅 #teen #africa #entertainment #drama #series,7096395579547681797,100AFRO,"𝐄𝐧𝐭𝐞𝐫𝐭𝐚𝐢𝐧𝐦𝐞𝐧𝐭 𝐢𝐧 𝐀𝐟𝐫𝐢𝐜𝐚
 ᴍᴏᴠɪᴇꜱ | ꜱʜᴏᴡꜱ
Subscribe plz 👇",0,False,https://m.tiktok.com/v/7098984613145513222.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098984613145513222&source=h5_m,1597769,344,254,2820,103520,7098984596448054022,7098984596448054022,24,7098984596448054022,original sound - 100afro_,100AFRO,7.096395579547682e+18,100AFRO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098984558523108101.mp3,,False,False,,,,,[],0,0,Barbados,#teen #africa #entertainment #drama #series,0,0,0,0,0,0,0,0,0,0
3,US,7102914525036465454,1653776162,YES!!! Lord we open our Heart to you to live inside us. ((( AMEN ))) God1st #jesus #Love #christian #faith #ibelieve #praise #worship #notashamed #hallelujah #bible #amen,6684514487868343301,Rich,"God 1st | Husband l  👋🏾 my name is Rich 
Live Bible Study Tuesdays 12-12:30",0,False,https://m.tiktok.com/v/7102914525036465454.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102914525036465454&source=h5_m,262862,437,3963,8483,20601,7018211551698078466,7018211551698078466,72,7018211551698078466,original sound - kabogoschatz (Contains music from: Sanctuary & Holy Spirit (Wedding Version) [Live] - Brian Nhira),"Contains music from: ""Sanctuary & Holy Spirit (Wedding Version) [Live]""",6.900415279098725e+18,Kabogo Schatz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7018211533654215426.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9b8fc2a9d4e70d6528f0bab89ab09e90.json,False,False,Brian Nhira,Sanctuary & Holy Spirit (Wedding Version) [Live],original sound - kabogoschatz (Contains music from: Sanctuary & Holy Spirit (Wedding Version) [Live] - Brian Nhira),"Contains music from: ""Sanctuary & Holy Spirit (Wedding Version) [Live]""",[],0,0,Barbados,#jesus #Love #christian #faith #ibelieve #praise #worship #notashamed #hallelujah #bible #amen,0,0,0,0,0,0,0,0,0,0
4,KR,7102693912971676929,1653724797,"🔥+lyrics, -Music @sia #unstoppable #singing #cover #DabinCha #fyp #viral",6972468558283719682,차다빈 Dabin Cha,"I Sing🎤
YouTube - Dabin cha",0,False,https://m.tiktok.com/v/7102693912971676929.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102693912971676929&source=h5_m,6745771,4448,11979,68754,591555,7102693888938281730,7102693888938281730,24,7102693888938281730,original sound - chada6in,차다빈 Dabin Cha,6.97246855828372e+18,차다빈 Dabin Cha,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102693857128680193.mp3,,False,False,,,,,[],0,0,Barbados,#unstoppable #singing #cover #DabinCha #fyp #viral,0,0,0,0,0,1,0,0,1,0
5,US,7099876283353435435,1653068768,fun fact : when I was a kid I used to get hit because I tend  to stare( widen my eyes) when I danced  I couldn’t control my facial expressions and the aunties would pinch me saying “ataftechiii”,6857621561113887750,H€r🧚🏽✨,"✨
I am allergic to humans
6’2
Mom of 7✨",0,False,https://m.tiktok.com/v/7099876283353435435.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099876283353435435&source=h5_m,1043560,1336,680,1629,313324,6904411590544739077,6904411590544739077,72,6904411590544739077,original sound - amhara__,🤎,6.844985283865265e+18,🤎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6933948497959963397.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7e9cf52ebdecc25be52cb43eacc8b34b.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
6,US,7083527647535369518,1649262303,#soldiercominghome #cominghomesurprise #militaryfamily #deploymenthomecoming #militarywife #militaryhomecoming #militarywifelife #soldierlife #militaryhomecomingsoldierhappylife,7070922917999150122,TheTouchingMoments,"Mother, father, sister, brother - no family is complete when someone is away!",0,False,https://m.tiktok.com/v/7083527647535369518.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083527647535369518&source=h5_m,46871499,13799,23319,116673,3908810,6655492047723563778,6655492047723563778,25,6655492047723563778,Perfect,Ed Sheeran,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c71165dc54a8495ebb8799dc4384e5ae,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/39b94b3400ce411ca2c1a1667ade8958,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1545612268', 'external_song_key': 'apple_song_id'}]",0,0,Barbados,#soldiercominghome #cominghomesurprise #militaryfamily #deploymenthomecoming #militarywife #militaryhomecoming #militarywifelife #soldierlife #militaryhomecomingsoldierhappylife,0,0,0,0,0,0,0,0,0,0
7,US,7098087487146347818,1652652279, ,1110451,Azaire,💌 azairerobertson@yahoo.com,0,False,https://m.tiktok.com/v/7098087487146347818.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098087487146347818&source=h5_m,5712455,1254,861,11052,428821,7010730833929636614,7010730833929636614,72,7010730833929636614,POV,K bye for now💘,6.874901196446189e+18,K bye for now💘,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7010730985423751941.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f058bbe2730bdbeea0b4dacc54020b56.json,False,False,,,,,[],0,0,Barbados,,0,0,0,0,0,0,0,0,0,0
0,BB,7083882902018067717,1649345017,"Reply to @rehanna_fox thanks families, celebratory Jones @imkamal04 #SetSailBarbados #Promo",6808628320147653638,Phil,"Barbadian Opportunist 
Recording Artist #Brawling #SweetGirl
@fatherphilis.chair",0,False,https://m.tiktok.com/v/7083882902018067717.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083882902018067717&source=h5_m,103257,49,4,13,4081,7083882858170944262,7083882858170944262,72,7083882858170944262,Lil Rick x Jones and Wukkup,Phil,6.808628320147654e+18,Phil,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083882882523089670.mp3,,False,False,,,,,[],0,0,Barbados,#SetSailBarbados #Promo,0,0,0,0,0,0,0,0,0,0
1,BB,7089215520381160709,1650586614,😂😂😂😂#tiktokbarbados🇧🇧 #caribbean #barbados #trending #bajan #toktokbarbados #funnyvideos #david #foryoupage,6825774751831950342,K_ THREE3,I'm funny as hell😂🇧🇧🇧🇧,0,False,https://m.tiktok.com/v/7089215520381160709.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089215520381160709&source=h5_m,27432,6,170,621,1565,7089215504677669637,7089215504677669637,72,7089215504677669637,original sound - x._k_three3_.x,K_ THREE3,6.82577475183195e+18,K_ THREE3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089215494682610438.mp3,,False,False,,,,,[],0,0,Barbados,#tiktokbarbados🇧🇧 #caribbean #barbados #trending #bajan #toktokbarbados #funnyvideos #david #foryoupage,0,1,0,1,0,0,0,1,0,0
