,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_balkan,hash_croatia,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_hrvatska,hash_srbija,hash_viral
0,US,7103204104662519082,1653843584,Goodmorning #n64 #asmr #asmrvideo #satisfying,7018192562080105478,LadiezMan,"YouTube YouTube ⬆️
P.O. Box 7432
Moreno Valley CA 92552
Ladiezman2one7@gmail.com",0,False,https://www.tiktok.com/@ladiiezman/video/7103204104662519082?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103204104662519082&source=h5_m,2710993,219,92,33,110544,6878744350931634950,6878744350931634950,10036,6878744350931634950,Mayonaka no Door / Stay With Me,Miki Matsubara,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0f70bd30651741dab1c62f3df0d73913,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/56d3ce56ab1d404f9e3356c4b82baee0,False,True,,,,,[],0,0,Croatia,#n64 #asmr #asmrvideo #satisfying,0,0,0,0,0,0,0,0,0,0
1,HR,7090271305408253189,1650832438,@dennzorofficial biram tebe ❤️ #fyp #foryou,147768818415595520,Natalia,ig- nataliaturcinovic,0,False,https://www.tiktok.com/@turcinovicnatalia/video/7090271305408253189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090271305408253189&source=h5_m,228582,284,115,571,22523,7087652380577106693,7087652380577106693,72,7087652380577106693,original sound - _likeudo_,ℓσѕт,6.947735247220753e+18,ℓσѕт,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087652394359638790.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ef673bf40fc8552367d3d4797036f044.json,False,False,,,,,[],0,0,Croatia,#fyp #foryou,0,0,1,0,0,1,0,0,0,0
2,DE,7100276022276410630,1653161838,#meme #funnyvideos #foryou,6995634285936657414,Masriluk,"Low quality Memes 💯 
Daily Upload 👑 
Thanks for 700K 🙏",0,False,https://www.tiktok.com/@masriluk/video/7100276022276410630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100276022276410630&source=h5_m,3043182,2543,5155,71,372297,7100276307841321733,7100276307841321733,72,7100276307841321733,original sound - masriluk,Masriluk,6.995634285936657e+18,Masriluk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100276327877544710.mp3,,False,False,,,,,[],0,0,Croatia,#meme #funnyvideos #foryou,0,0,1,0,0,0,0,0,0,0
3,RS,7103230733233196293,1653849785, ,6927946910482170885,NOTE LOVE GRAFFITI🫠,tag:Note,0,False,https://www.tiktok.com/@note_graffiti/video/7103230733233196293?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103230733233196293&source=h5_m,115710,53,31,232,4582,6735757810719541250,6735757810719541250,10033,6735757810719541250,San Andreas (Radio Edit),Groove Delight,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b686c50977c84fb7932e04880a412ceb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a3c2547e23de4cab9ad42874d2808d1d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1167943164', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
4,US,7095902376699399470,1652143518,Such a cool website! #googletricks #websites #lifehacks,7095878459999224878,Dani Shaykho,"daily life hacks 💯
contactlordmango@gmail.com ✉️",0,False,https://www.tiktok.com/@lordmango/video/7095902376699399470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095902376699399470&source=h5_m,3399637,964,2955,38979,378255,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#googletricks #websites #lifehacks,0,0,0,0,0,0,0,0,0,0
5,US,7101373419731619118,1653417345,Sex Fact🍑 Follow the IG @heyitslitaf #facts #trending #deepthoughts #fyp #quotes #randomfacts #foryoupage #bingbong #greenscreen #oneslicechallenge,7052663065867650095,SexFacts,"📧 BIZ: HeyItsLitAf@gmail.com
Checkout the link below!",0,False,https://www.tiktok.com/@heyitslitaf/video/7101373419731619118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101373419731619118&source=h5_m,7535304,5606,30757,21538,630337,7083178065446045698,7083178065446045698,10033,7083178065446045698,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4b3c5e3f160e4e65b438c55eecf9c5ed,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6302af0aec1f4b06ab20656a3f19c2db,False,True,,,,,[],0,0,Croatia,#facts #trending #deepthoughts #fyp #quotes #randomfacts #foryoupage #bingbong #greenscreen #oneslicechallenge,0,0,0,1,0,1,0,0,0,0
6,HR,7100475031725133061,1653208176,🕊🤍 #fyp #fyp #fyp #fyp #fyp #fyp #fyp #fyp #fyp,7038670966285861894,a jbg,15 | 🇧🇦🇭🇷,0,False,https://www.tiktok.com/@neejlaaaa6/video/7100475031725133061?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100475031725133061&source=h5_m,61073,50,10,1,4669,7086854514803870469,7086854514803870469,72,7086854514803870469,original sound - bosnian.propaganda (Contains music from: Snovi od stakla - Nedeljko Bajic Baja),"Contains music from: ""Snovi od stakla""",7.031304101070194e+18,bosnian.propaganda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086854536447675142.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d22d868d90d43992877db9985412a212.json,False,False,Nedeljko Bajic Baja,Snovi od stakla,original sound - bosnian.propaganda (Contains music from: Snovi od stakla - Nedeljko Bajic Baja),"Contains music from: ""Snovi od stakla""",[],0,0,Croatia,#fyp #fyp #fyp #fyp #fyp #fyp #fyp #fyp #fyp,0,0,0,0,0,9,0,0,0,0
7,US,7100323165506784555,1653172816, ,6727772044313117701,Snowwolf_jku,Sc lonewolf123   Insta _snowwolf_jku,0,False,https://www.tiktok.com/@snowwolf_jku/video/7100323165506784555?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100323165506784555&source=h5_m,6353702,3027,16313,7915,353848,7100323150797998891,7100323150797998891,72,7100323150797998891,original sound - snowwolf_jku,Snowwolf_jku,6.727772044313118e+18,Snowwolf_jku,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100323167729748782.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f2dd1b0a62a32eb0c70348d09fa2df63.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
0,HR,7101637043482004741,1653478726,#survivor #fyp #viral #nika,7097509405248750598,Azua💙,"Sok sak bađun🇭🇷💙💪🏻
Survivor💗💸
Nika, Gogo, Rubi, Neve <3
Uzv survivor fp❤",0,False,https://www.tiktok.com/@survivor.qzua/video/7101637043482004741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101637043482004741&source=h5_m,307104,49,62,166,27037,7101637008921086726,7101637008921086726,72,7101637008921086726,original sound - survivor.qzua,Azua💙,7.097509405248751e+18,Azua💙,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101637034607610629.mp3,,False,False,,,,,[],0,0,Croatia,#survivor #fyp #viral #nika,0,0,0,0,0,1,0,0,0,1
1,GB,7079500096634735878,1648324565, ,7066478994024006661,confidentlywomen,How to make 💸 online 👇🏼,0,False,https://www.tiktok.com/@confidently.women/video/7079500096634735878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079500096634735878&source=h5_m,7490618,2178,889,4966,1432919,7079500077642959622,7079500077642959622,72,7079500077642959622,original sound - confidently.women,confidentlywomen,7.066478994024007e+18,confidentlywomen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079500093665086214.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
2,US,7082964244135742762,1649131125,the end 🤣🤣 #fyp #foryou #foryoupage,6623877059624714246,Tik Toker,"Follow my Instagram?
Management: adam@undercurrent.net
NEW VIDEO ⬇️⬇️⬇️",0,False,https://www.tiktok.com/@mattator_mattada/video/7082964244135742762?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082964244135742762&source=h5_m,6926883,2494,571,2082,1098753,7082964184090118955,7082964184090118955,72,7082964184090118955,original sound - mattator_mattada,Tik Toker,6.623877059624714e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082964225433340714.mp3,,False,False,,,,,[],0,0,Croatia,#fyp #foryou #foryoupage,0,0,1,1,0,1,0,0,0,0
3,US,7077901203492883755,1647952295,If you are watching I’m sorry I posted this 😬 #fyp #askingstrangerstheirbodycount,7074715346561893419,littlepolishangelxo,"Just making people uncomfortable 😂 Follow my ig 💋
Snap: Lilpolishangel",0,False,https://www.tiktok.com/@littlepolishangelxo/video/7077901203492883755?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077901203492883755&source=h5_m,13784481,9907,6108,2060,859261,6859153853636413441,6859153853636413441,10033,6859153853636413441,Zou Bisou Bisou,Gillian Hills,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a25dbc8544a4005809f2ef12c305401,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cb18559f2e0b4feeb8823efd8ce590bb,False,True,,,,,[],0,0,Croatia,#fyp #askingstrangerstheirbodycount,0,0,0,0,0,1,0,0,0,0
4,CA,7090252398584663301,1650828032,🤕🤕🤕 #puppy #fail,6630935293036609541,Rosa_ninja,,0,False,https://www.tiktok.com/@rosa_ninja/video/7090252398584663301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090252398584663301&source=h5_m,28450917,28464,81938,60284,3845358,7090252369723689733,7090252369723689733,72,7090252369723689733,original sound - rosa_ninja,Rosa_ninja,6.63093529303661e+18,Rosa_ninja,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090252372684933894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/744c3e7c717c22d1f1c2dbfff37b5f2d.json,False,False,,,,,[],0,0,Croatia,#puppy #fail,0,0,0,0,0,0,0,0,0,0
5,FI,7103118517993524485,1653823659,Cigarettes 🚭 #stopsmoking,6821809913397412870,turbosqueezer,• CEO of Squeezing •,0,False,https://www.tiktok.com/@turbosqueezer/video/7103118517993524485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103118517993524485&source=h5_m,2598511,4541,4548,5700,172908,7103118477074631429,7103118477074631429,72,7103118477074631429,original sound - turbosqueezer,turbosqueezer,6.821809913397413e+18,turbosqueezer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103118495864769286.mp3,,False,False,,,,,[],0,0,Croatia,#stopsmoking,0,0,0,0,0,0,0,0,0,0
6,HR,7090422023456918790,1650867530,Big tattoos look better #fyp #balkan #tattoo #tattoos,6775987342072316933,Marin,Business mail 📧 ronch.tattoos@gmail.com,0,False,https://www.tiktok.com/@ronch.marin/video/7090422023456918790?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090422023456918790&source=h5_m,2268898,493,1058,1781,231508,6968346828379015942,6968346828379015942,10036,6968346828379015942,All Eyes On Me,Bo Burnham,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea0f4ab66acc48c8aa215b996625ac1e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c1db8650786f4e6e92d323220f0ee916,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1571419375', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#fyp #balkan #tattoo #tattoos,1,0,0,0,0,1,0,0,0,0
7,SI,7101892820247612677,1653538283,#blowthisup #tiktokslovenia🇸🇮 #slotiktok #foryoupage #fyp #😂 #tiktokslo #tiktokslovenia #smesno,6841126213869863942,Nejc Fabjan,"neki clouk
GOALS =
10k Folowers
150k Likes",0,False,https://www.tiktok.com/@nejc2098/video/7101892820247612677?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101892820247612677&source=h5_m,820891,1100,4578,26,87077,7101892748323703557,7101892748323703557,72,7101892748323703557,original sound - nejc2098,Nejc Fabjan,6.841126213869864e+18,Nejc Fabjan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101892789406862085.mp3,,False,False,,,,,[],0,0,Croatia,#blowthisup #tiktokslovenia🇸🇮 #slotiktok #foryoupage #fyp #😂 #tiktokslo #tiktokslovenia #smesno,0,0,0,1,0,1,0,0,0,0
0,AU,7100533388330765570,1653221761,Who wants a part 2? 📸 #fyp #photoshop #editing #photography,6741195148380963845,Rachel Canale 📸 Photographer,"🌎🌴I travel the world taking photos 🧳✈️

⬇️ DOWNLOAD my Editing App ⬇️",0,False,https://www.tiktok.com/@rachel.canale/video/7100533388330765570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100533388330765570&source=h5_m,6095948,712,539,3203,1353574,7099535056695446278,7099535056695446278,72,7099535056695446278,BOMBON X BUM BUM TAM TAM BY ALTEGO (Contains music from: Joga O Bum Bum Tam Tam - MC Fioti),"Contains music from: ""Joga O Bum Bum Tam Tam""",6.925393143870342e+18,ALTÉGO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099535085669468933.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4889944e0638951b37d350e0a2f2def8.json,False,False,MC Fioti,Joga O Bum Bum Tam Tam,BOMBON X BUM BUM TAM TAM BY ALTEGO (Contains music from: Joga O Bum Bum Tam Tam - MC Fioti),"Contains music from: ""Joga O Bum Bum Tam Tam""",[],0,0,Croatia,#fyp #photoshop #editing #photography,0,0,0,0,0,1,0,0,0,0
1,US,7084333494997978410,1649449928,Never drink cop water! It’s a trap! 🚔💦 #law #lawyer #coptrick #police #legal #dirtytrick #fingerprints #dna,6896160685219169286,Lawyer Mike Mandell,"#1 Lawyer on Social Media🥇
Biz/collab📧 lawbymike@a3artistsagency.com
⬇️More?⬇️",0,False,https://www.tiktok.com/@lawbymike/video/7084333494997978410?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084333494997978410&source=h5_m,18437053,15425,20657,20460,1956110,6419178670270712577,6419178670270712577,22,6419178670270712577,DNA.,Kendrick Lamar,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c98087d4ac47416f9d355e34dce55ba3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7607d8a6278e464b9555fd6b546051ef,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1223592492', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#law #lawyer #coptrick #police #legal #dirtytrick #fingerprints #dna,0,0,0,0,0,0,0,0,0,0
2,PL,7102346081819757830,1653643814,Monke do monke things 🦧🙄 #monkee #fyp #monkey #fun,6773587782793528325,Mike,"We have to encourage and laugh with one another!❤️
❤️⬇️GET UR MONKE HERE⬇️❤️",0,False,https://www.tiktok.com/@mike9.9.9/video/7102346081819757830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102346081819757830&source=h5_m,6991648,954,1355,9,386357,6993080813474547713,6993080813474547713,10033,6993080813474547713,Monki (Doesn't Wear Any Pants),Sposato,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd6b4575507144eebc5b51a2086bfc90,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8e744ae13fe34f389c217c2bebced09a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1494592152', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#monkee #fyp #monkey #fun,0,0,0,0,0,1,0,0,0,0
3,GB,7101211104591826181,1653379557,#fyp,7095290585637487621,unexecrated,"donating £5 to ukraine for every 1k 
dono to ukr counter : £90
sc: yt maldeley",0,False,https://www.tiktok.com/@unexecrated/video/7101211104591826181?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101211104591826181&source=h5_m,2673589,476,249,909,144628,6870706500101212161,6870706500101212161,10033,6870706500101212161,Come & Get It,Selena Gomez,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fd879eddc0cd4dce93a8f145b50e273a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/96a1e9aeda1145c7bfb54c18e5dd5daa,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1444865505', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,#fyp,0,0,0,0,0,1,0,0,0,0
4,AU,7103129818451037441,1653826289,The dogs were howling for a wash 🧼 #fyp #foryoupage #foryou #xyzbca #thedogs,7004340303150826501,Fanta pantz,"@bradythelander ❤️
@chasedonohoe ❤️",0,False,https://www.tiktok.com/@fanta_pantzz/video/7103129818451037441?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103129818451037441&source=h5_m,3016651,5151,6120,7771,300919,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0,0,Croatia,#fyp #foryoupage #foryou #xyzbca #thedogs,0,0,1,1,0,1,0,0,0,0
5,HR,7071927969861700870,1646561543,Krenulo je 😂😂😂 @dome.nica.official #fyp #psz,6805889003754177541,Albina,"23, IG: albina.music
“NOĆU” OUT NOW",0,False,https://www.tiktok.com/@albina.music62/video/7071927969861700870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071927969861700870&source=h5_m,621728,192,543,413,37629,6726375562752903942,6726375562752903942,72,6726375562752903942,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",6.682785956758685e+18,Кирилл,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1642181963988022.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/59ad7caae3718fcd8a11731c5634baa5.json,False,False,Miracle,Ozmodiar,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",[],0,0,Croatia,#fyp #psz,0,0,0,0,0,1,0,0,0,0
6,HR,7098657903204207877,1652785092,Hoće li Ursa moći pratiti? 😎 #ursa #streetworkout  @scrbaksaurus #scrbaksaurus,6883089131246617601,ALIJATOVOLIM,"MMA spektakl! 🔥 
FNC 6 u Karlovcu - 17. lipnja u 19:00! 💪💪",2,False,https://www.tiktok.com/@24sata/video/7098657903204207877?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098657903204207877&source=h5_m,1233094,134,246,445,57393,7098657859277261573,7098657859277261573,72,7098657859277261573,original sound - 24sata,ALIJATOVOLIM,6.883089131246618e+18,ALIJATOVOLIM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098657865082243846.mp3,,False,False,,,,,[],0,0,Croatia,#ursa #streetworkout #scrbaksaurus,0,0,0,0,0,0,0,0,0,0
7,UA,7103170521839226117,1653835767,🦋🦋🦋,6755680369733026821,🦊Лиса&Стас🐺,"Inst: 🦊alice.de.ze⬆️😏 
📨 Cooperation: lattetiktok@gmail.com",0,False,https://www.tiktok.com/@two.latte/video/7103170521839226117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103170521839226117&source=h5_m,1046188,354,2276,1826,138099,6730889941238171650,6730889941238171650,10033,6730889941238171650,Jungle,Emma Louise,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8ae190df4ac463f9e6844d58a1e9797,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b235a0e7cf104432b0f7d40ab005de32,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1471730248', 'external_song_key': 'apple_song_id'}]",0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
0,US,7076174168663854382,1647550187,How much money is your bank account?,6623830667057332230,Cody Premer,"Hit me for business:
📧 Prulo@thecultureclub.us
Follow my Insta😎",0,False,https://m.tiktok.com/v/7076174168663854382.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076174168663854382&source=h5_m,4301707,988,268,1204,199303,7076174144823462699,7076174144823462699,72,7076174144823462699,original sound - codypremer,Cody Premer,6.623830667057332e+18,Cody Premer,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076174170836454190.mp3,,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
1,RS,7103320077277072646,1653870588,Koliko su smršali😯 #fy #fyp #foryou #foryoupage #viralvideo #viraltiktok #survivor #survivor #survivor2022 #survivor2022 #survivorbalkan #survivorserbia,6837619659316888582,surviivorserbia,"Survivor 2022.
Zapratite me da zajedno komentarišemo🙌🏻",0,False,https://m.tiktok.com/v/7103320077277072646.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103320077277072646&source=h5_m,157102,46,55,56,7481,7078318842200492806,7078318842200492806,72,7078318842200492806,original sound - tom.editzzzz (Contains music from: Get Lucky (feat. Pharrell Williams & Nile Rodgers) (Radio Edit) - Daft Punk),"Contains music from: ""Get Lucky (feat. Pharrell Williams & Nile Rodgers) (Radio Edit)""",7.037577608414266e+18,𝓣𝓸𝓶.𝓮𝓭𝓲𝓽𝔃𝔃𝔃𝔃,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078318874651724549.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b6b0182367e33ac981ebbc67cce58860.json,False,False,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) (Radio Edit),original sound - tom.editzzzz (Contains music from: Get Lucky (feat. Pharrell Williams & Nile Rodgers) (Radio Edit) - Daft Punk),"Contains music from: ""Get Lucky (feat. Pharrell Williams & Nile Rodgers) (Radio Edit)""",[],0,0,Croatia,#fy #fyp #foryou #foryoupage #viralvideo #viraltiktok #survivor #survivor #survivor2022 #survivor2022 #survivorbalkan #survivorserbia,0,0,1,1,1,1,0,0,0,0
2,NO,7076864878585056518,1647711005, ,7057119841609991173,aesthetic_user251,❤️aesthetic user❤️,0,False,https://m.tiktok.com/v/7076864878585056518.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076864878585056518&source=h5_m,4193354,1142,125,485,214758,6842702933876951814,6842702933876951814,72,6842702933876951814,classic,audiobear,2.3225757178343424e+17,audiobear,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6842702877769648902.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5d3d3b4316404d69e96ac85f5203e255.json,False,False,,,,,[],0,0,Croatia,,0,0,0,0,0,0,0,0,0,0
3,HR,7081333275117047046,1648751385,👁🤏 ig: rafthechild #fyp #croatia #balkan,6734784576915309573,raf🌻,"croatia🇭🇷 | 22
📧business: dario.bristol@gmail.com",0,False,https://m.tiktok.com/v/7081333275117047046.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081333275117047046&source=h5_m,699783,409,1940,2491,104145,7081333262265617158,7081333262265617158,72,7081333262265617158,original sound - rafthechild,raf🌻,6.73478457691531e+18,raf🌻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081333254359468805.mp3,,False,False,,,,,[],0,0,Croatia,#fyp #croatia #balkan,1,1,0,0,0,1,0,0,0,0
4,US,7074762157069487406,1647221427,#greenscreen #doctor #er #hand #blue #help #fyp #foryou #viral,6846912708877927430,Nate Snyder,"16
michigan
snap/nate.snyd
ITS PFO NOT DYE :/
carlson",0,False,https://m.tiktok.com/v/7074762157069487406.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074762157069487406&source=h5_m,11837366,7224,2309,43,1438844,7051003495536790319,7051003495536790319,72,7051003495536790319,last friday night by katy perry,{•},7.049902574511261e+18,{•},False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7051003519452678959.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fcb999ca79c047f593c09bba12379680.json,False,False,,,,,[],0,0,Croatia,#greenscreen #doctor #er #hand #blue #help #fyp #foryou #viral,0,0,1,0,0,1,0,0,0,1
5,RS,7103217622614805765,1653846733,znamo ko je mbappé !! #mbappe #foryourpage #viral #fpy #lenkasmeker #nadjagazz #kylianmbappé,250416167507652608,🪱,,0,False,https://m.tiktok.com/v/7103217622614805765.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103217622614805765&source=h5_m,155616,85,66,2,12847,7088268954606619393,7088268954606619393,72,7088268954606619393,original sound - halass.fav,💋,7.072416242620007e+18,💋,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7088268965575346945.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e23e0c46123cd879fc9788dcad3025b6.json,False,False,,,,,[],0,0,Croatia,#mbappe #foryourpage #viral #fpy #lenkasmeker #nadjagazz #kylianmbappé,0,0,0,0,0,0,0,0,0,1
