,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_comedy,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_pov,hash_trending,hash_viral,hash_xyzbca
4,GB,7079108030838656261,1648233280,Building my own swimming pool part 10 #render #swimmingpoolbuild #renovationseries #pool #DIY #fyp,6828337900678513670,Alex Dodman,"Doing it my bloody self
Watch me build stupid stuff 🔨
Building a pool 🏊‍♀️",0,False,https://www.tiktok.com/@alexdodman/video/7079108030838656261?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079108030838656261&source=h5_m,1884340,171,47,97,79969,7079108019702860549,7079108019702860549,72,7079108019702860549,original sound - alexdodman,Alex Dodman,6.828337900678514e+18,Alex Dodman,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079108038736530182.mp3,,False,False,,,,,[],0,0,Jersey,#render #swimmingpoolbuild #renovationseries #pool #DIY #fyp,0,0,0,0,1,0,0,0,0,0
5,GB,7096877010189880582,1652370444,Why does everyone look like this tho #funnyfiltertrend #blurfilter #blurtrend #suggested #trending,6895524709401904130,Jason Davenport,"3M PENDING… 👀
Business Enquiries: Josh@connectmgt.com",0,False,https://www.tiktok.com/@itsjasondavenport/video/7096877010189880582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096877010189880582&source=h5_m,108475,78,10,14,10167,7080960633952373510,7080960633952373510,72,7080960633952373510,AARYAN SHAH RENEGADE SLOWED BY LUCZYFER (Contains music from: Renegade - Aaryan Shah),"Contains music from: ""Renegade""",6.856971798837724e+18,ᴢ ᴇ ʟ ᴀ ʟ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080960638717610757.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/888b4db7b082ce85d33da0c32783d45c.json,False,False,Aaryan Shah,Renegade,AARYAN SHAH RENEGADE SLOWED BY LUCZYFER (Contains music from: Renegade - Aaryan Shah),"Contains music from: ""Renegade""",[],0,0,Jersey,#funnyfiltertrend #blurfilter #blurtrend #suggested #trending,0,0,0,0,0,0,0,1,0,0
6,US,7103134228732300586,1653827318,Toad was feeling very hoppy #cats #catsoftiktok #PetsOfTikTok #bestcats #animals #fyp #foryoupage #gato #neko #meow #katze,6976044601023316998,Ivartheblindcatandfamily,"Ivar Merch 
⬇️",0,False,https://www.tiktok.com/@ivartheblindcatandfamily/video/7103134228732300586?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103134228732300586&source=h5_m,644167,548,1161,693,158316,7103134124214438702,7103134124214438702,72,7103134124214438702,original sound - ivartheblindcatandfamily,Ivartheblindcatandfamily,6.976044601023317e+18,Ivartheblindcatandfamily,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103134191344208682.mp3,,False,False,,,,,[],0,0,Jersey,#cats #catsoftiktok #PetsOfTikTok #bestcats #animals #fyp #foryoupage #gato #neko #meow #katze,0,0,1,0,1,0,0,0,0,0
7,GB,7094660969976122629,1651854482,hate getting calls from random scammers💀 @ollieh28 #fyp #viral #foryoupage #funny #xyzcba #prankcall #uk #ukcomedy,6880952794129695745,Ginty 2.0,"hi, that’s my insta ⬆️
business: ginty01inquiries@gmail.com
download Dice Dreams",0,False,https://www.tiktok.com/@itsnotginty1/video/7094660969976122629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094660969976122629&source=h5_m,312796,139,69,282,39991,7094660958743743238,7094660958743743238,72,7094660958743743238,original sound - itsnotginty1,Ginty 2.0,6.880952794129696e+18,Ginty 2.0,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094660952783604486.mp3,,False,False,,,,,[],0,0,Jersey,#fyp #viral #foryoupage #funny #xyzcba #prankcall #uk #ukcomedy,0,0,1,1,1,0,0,0,1,0
0,AU,7102014287257931009,1653566559,Did it work? 😗,6896067169823654913,Beccy,Hello… it is I,0,False,https://www.tiktok.com/@kandiesz/video/7102014287257931009?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102014287257931009&source=h5_m,2862146,2914,864,39,452127,6921423996810545926,6921423996810545926,72,6921423996810545926,original sound - entertaintheelk,Entertain The Elk,6.881333216000591e+18,Entertain The Elk,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6921423957832911621.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/baf9c5c9c723ce72bc8c643bd7892beb.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
1,US,7101776646746737966,1653511229,WHY WONT IT WORK😭 ITS BEEN 4 DAYS,4338138,nick bencivengo,how we deal with our breakup…⬇️⬇️,0,False,https://www.tiktok.com/@nickbencivengo/video/7101776646746737966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101776646746737966&source=h5_m,551020,128,13,28,60982,7096492424406567685,7096492424406567685,72,7096492424406567685,Barbecue Bacon Burger Rock,Kyoshi Sad,6.807330869055325e+18,Kyoshi Sad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096492437305330438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0e1d8fbef74c11760b9cf3be9af06e60.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
2,GB,7082770743720709381,1649086072,When you try and bunk off school as a kid🙄🙄 #johnnycarey #skit #ukcomedy #viral #fyp #britishhumour #secondaryschool,6762740163338601478,Johnny Carey,Enquires - johnnycareybusiness@gmail.com,0,False,https://www.tiktok.com/@johnny_carey_/video/7082770743720709381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082770743720709381&source=h5_m,940820,1226,437,1954,252698,7082770770111318790,7082770770111318790,72,7082770770111318790,original sound - johnny_carey_,Johnny Carey,6.762740163338601e+18,Johnny Carey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082770767687076614.mp3,,False,False,,,,,[],0,0,Jersey,#johnnycarey #skit #ukcomedy #viral #fyp #britishhumour #secondaryschool,0,0,0,0,1,0,0,0,1,0
3,US,7079826305264536875,1648400516,#movietheateremployee #customerservice #bronies #brony #mlp #mylittlepony,6805343393687454726,Movie Daddy,"Follow Insta/YT ↗️
Twitter: @movie_daddy_1
Support Me Through Patreon ⬇️",0,False,https://www.tiktok.com/@movie_daddy/video/7079826305264536875?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079826305264536875&source=h5_m,6038192,8567,3194,3180,1488915,6817189999427979265,6817189999427979265,10036,6817189999427979265,Lol BGM that matches the large moss scene,motofuji,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2884e69ffd614f9c9954d61825aac678,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d7b2782c236f4546b23cb2452ebb9448,False,True,,,,,[],0,0,Jersey,#movietheateremployee #customerservice #bronies #brony #mlp #mylittlepony,0,0,0,0,0,0,0,0,0,0
4,GB,7102483133760605445,1653675721,#pov: you have the power to choose what job everyone will have in life… #samevansx,75879163001180160,sam,"🍄🦋
snap: sam.evansx
email: nick@grail-talent.com",0,False,https://www.tiktok.com/@samevansx/video/7102483133760605445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102483133760605445&source=h5_m,113460,54,11,33,17693,6877876353656523522,6877876353656523522,72,6877876353656523522,original sound - fran.vasilic,Fran Vasilić,7.508230915406234e+16,Fran Vasilić,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6877876309054245633.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/67778e455a0638e5a7c307dd5c7666a3.json,False,False,,,,,[],0,0,Jersey,#pov: #samevansx,0,0,0,0,0,0,1,0,0,0
5,GB,7103269738733686021,1653858867,#fypシ #trending #foryoupage #foryou,6573746394987806726,Rita🪐,"Follow my insta👆🏼
💌: retaj.a2@icloud.com
ッ⋆˙𝘙𝘰𝘢𝘥 𝘵𝘰 𝟓𝟓𝟎𝐤 ☼⋆˙♡",0,False,https://www.tiktok.com/@candyinmybelly/video/7103269738733686021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103269738733686021&source=h5_m,1136972,3120,130,210,125201,7073555203593210629,7073555203593210629,72,7073555203593210629,original sound - speedhubs,speed songs,7.046514593506526e+18,speed songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073555199973018373.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0c1c949c531dc99ed74da3942208d82a.json,False,False,,,,,[],0,0,Jersey,#fypシ #trending #foryoupage #foryou,0,1,1,0,0,1,0,1,0,0
6,DE,7103303522757725445,1653866734,1:25 #manipulation #selfdestrxyed,7086984622366229510,Enzo,"what's the point of life?
only content, I'm fine.
100k <3",0,False,https://www.tiktok.com/@selfdestrxyed/video/7103303522757725445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103303522757725445&source=h5_m,969778,699,333,17,222817,7095309009246292741,7095309009246292741,72,7095309009246292741,original sound - theuglybrunetten,ash,6.962842943893095e+18,ash,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095309005408553733.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0a6a4eba3640c0ada369faab0cd2e405.json,False,False,,,,,[],0,0,Jersey,#manipulation #selfdestrxyed,0,0,0,0,0,0,0,0,0,0
7,ES,7092166763735043333,1651273755,meow,54086091175112704,Benji Krol,"hi :D
insta: @benjikrol
business email - biz@krolbenji.com",0,False,https://www.tiktok.com/@benjikrol/video/7092166763735043333?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092166763735043333&source=h5_m,1690681,2292,442,1410,203157,7083148175143996165,7083148175143996165,72,7083148175143996165,original sound - speed.songxsss,geovanna😁,7.04618319904406e+18,geovanna😁,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083148190840670982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9802ee835fcaea55c47b26a5730933b3.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
0,GB,7077297738534194437,1647811789,Oh Jessie you did 🥰,6929914283124196358,✨Jessie fan club✨,Get to know the Ross family🙃,0,False,https://m.tiktok.com/v/7077297738534194437.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077297738534194437&source=h5_m,3292938,1952,866,1722,525428,6992700797972646661,6992700797972646661,72,6992700797972646661,original sound - dreamybladell,𝚒𝚗𝚜𝚊𝚝𝚒𝚊𝚋𝚕𝚎,6.917227981358876e+18,𝚒𝚗𝚜𝚊𝚝𝚒𝚊𝚋𝚕𝚎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6992700913689414406.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a74621cb8dcdfbc81fa6ee1cf776454.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
1,NL,7077230714910952710,1647796183,A little throwback to when I was still living at home 🥰 Sorry mom #relatable #meme #jk #joke,6769121005567984646,Swaggypants,"""Ok I'm just gonna upload this one tiktok...""
Never had a corndog in my life...",0,False,https://m.tiktok.com/v/7077230714910952710.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077230714910952710&source=h5_m,18767567,18541,151808,42072,2709680,7077230711467510534,7077230711467510534,72,7077230711467510534,original sound - swaggypants97 (Contains music from: Sweet Dreams (Are Made of This) (Remastered) - Eurythmics & Annie Lennox & Dave Stewart),"Contains music from: ""Sweet Dreams (Are Made of This) (Remastered)""",6.769121005567985e+18,Swaggypants,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077230720946621190.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c6ed2c5c1e21f84adf9f6fded2ec64c5.json,False,False,Eurythmics & Annie Lennox & Dave Stewart,Sweet Dreams (Are Made of This) (Remastered),original sound - swaggypants97 (Contains music from: Sweet Dreams (Are Made of This) (Remastered) - Eurythmics & Annie Lennox & Dave Stewart),"Contains music from: ""Sweet Dreams (Are Made of This) (Remastered)""",[],0,0,Jersey,#relatable #meme #jk #joke,0,0,0,0,0,0,0,0,0,0
2,GB,7085837383274482949,1649800080,#growingupbritish,6902007580814722053,Courtney Bates215,Courtslilly2@gmail.com,0,False,https://m.tiktok.com/v/7085837383274482949.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085837383274482949&source=h5_m,2082868,3456,826,2665,390447,7085837376567839494,7085837376567839494,72,7085837376567839494,original sound - courtneybates18,Courtney Bates215,6.902007580814722e+18,Courtney Bates215,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085837391340014342.mp3,,False,False,,,,,[],0,0,Jersey,#growingupbritish,0,0,0,0,0,0,0,0,0,0
3,GB,7095780486806506757,1652115140,They always walkie-talkie for backup 😭 #pov #highschool #relatable #fyp,6796348118020506629,Charley Beck,"Music Artist 
My new song ‘22’ is available everywhere ❤️",0,False,https://m.tiktok.com/v/7095780486806506757.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095780486806506757&source=h5_m,423254,2482,550,1502,83984,7095780471640165126,7095780471640165126,72,7095780471640165126,original sound - charley_beck,Charley Beck,6.796348118020507e+18,Charley Beck,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095780486059969285.mp3,,False,False,,,,,[],0,0,Jersey,#pov #highschool #relatable #fyp,0,0,0,0,1,0,1,0,0,0
4,GB,7101370414525369605,1653416646,#POV: You get a fancy mark every time you see someone you fancy… #warrenrobie #foryou,6911329301002781701,Warren Robie,"📩 warren.robie@outreachagency.co.uk 📩
-
⬇️ NEW YOUTUBE VIDEO ⬇️",0,False,https://m.tiktok.com/v/7101370414525369605.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101370414525369605&source=h5_m,627477,802,29,112,67911,6808998078226368513,6808998078226368513,10033,6808998078226368513,LEMONS - Demo,Brye,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/76c733455f8d45ba85cbe1941da5fafa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cf4d9ebcc875449a8af17bb27a2e2370,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1503424077', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#POV: #warrenrobie #foryou,0,1,0,0,0,0,1,0,0,0
5,GB,7086534926832585990,1649962489,Which one you choosing😂❤️ #repnicktv #trend #tiktok #funny #fyp,6732860800316228613,RepNickTV,"Promo: nick42116@gmail.com
I love you all❤️ 
Ukraine we stand with you🇺🇦",0,False,https://m.tiktok.com/v/7086534926832585990.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086534926832585990&source=h5_m,186443,151,12,23,14839,6754513980556872450,6754513980556872450,24,6754513980556872450,original sound - oh__wo (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",6.752827045313299e+18,Oh,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1649054595330049.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8767350a92dc6ba1e2acb9863e1019a5.json,False,False,MattyBRaps,Little Bit,original sound - oh__wo (Contains music from: Little Bit - MattyBRaps),"Contains music from: ""Little Bit""",[],0,0,Jersey,#repnicktv #trend #tiktok #funny #fyp,0,0,0,1,1,0,0,0,0,0
6,GB,7096514127991966981,1652288401,police officer rang me to try and convince me to snitch 😂❌,6617549278967693318,Ally Law,"3.4M On YouTube
Business: mrallylaw@gmail.com
NEW YOUTUBE VIDEO 👇",0,False,https://m.tiktok.com/v/7096514127991966981.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096514127991966981&source=h5_m,681485,119,20,92,59721,7096524631091333893,7096524631091333893,72,7096524631091333893,original sound - theallylaw,Ally Law,6.617549278967693e+18,Ally Law,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096524617975712518.mp3,,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
7,GB,7102506714741755142,1653681212,Reply to @jamie_legend10 #foryoupage #foryou #fyp #lukeleprevost,6689112670489478149,Luke Le Prevost,"Follow my instagram here 👆🏼
Business: lukeleprevostbusiness@gmail.com 📧",0,False,https://m.tiktok.com/v/7102506714741755142.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102506714741755142&source=h5_m,303092,1106,441,845,19983,7102506712317315846,7102506712317315846,72,7102506712317315846,original sound - imtherealluke,Luke Le Prevost,6.689112670489478e+18,Luke Le Prevost,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102506707884313349.mp3,,False,False,,,,,[],0,0,Jersey,#foryoupage #foryou #fyp #lukeleprevost,0,1,1,0,1,0,0,0,0,0
0,US,7074598831299562798,1647183400,He loves Adele so much #adele #easyonme #autism #autismawareness #autismacceptance #nonverbalautism @AdeleOfficial,6972675890920981510,nicolegottesmann,"Mom to my beautiful son, Gabe who lives with nonspeaking autism! 🏳️‍🌈♾",0,False,https://www.tiktok.com/@nicolegottesmann1/video/7074598831299562798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074598831299562798&source=h5_m,12691719,14050,7150,3718,1757733,7074598778980207403,7074598778980207403,72,7074598778980207403,original sound - nicolegottesmann1,nicolegottesmann,6.972675890920982e+18,nicolegottesmann,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074598835380603691.mp3,,False,False,,,,,[],0,0,Jersey,#adele #easyonme #autism #autismawareness #autismacceptance #nonverbalautism,0,0,0,0,0,0,0,0,0,0
1,US,7075397009154329898,1647369241,#everybodysgonnadie #original #singersongwriter,6896557437479732229,Zia Victoria,if you love taylor swift and if ur not an asshole I might love you.,0,False,https://www.tiktok.com/@ziavictoria18/video/7075397009154329898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075397009154329898&source=h5_m,2404893,2920,1797,3366,612499,7075396987868203819,7075396987868203819,72,7075396987868203819,original sound - ziavictoria18,Zia Victoria,6.896557437479732e+18,Zia Victoria,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075397013747026730.mp3,,False,False,,,,,[],0,0,Jersey,#everybodysgonnadie #original #singersongwriter,0,0,0,0,0,0,0,0,0,0
2,GB,7081682765200002309,1648832757,Finish the lyrics wait the end!🤣💀 @oliviavelosa4 #fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #viral #nnamdianunobi,6645996991422480390,Nnamdi Anunobi,"Insta: @nnamdianunobi buisness enquiries

fawaz@connectmgt.com

⬇️YOUTUBE⬇️",0,False,https://www.tiktok.com/@nnamdianunobi/video/7081682765200002309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081682765200002309&source=h5_m,1729878,1411,974,2796,215419,7081682767381433094,7081682767381433094,72,7081682767381433094,original sound - nnamdianunobi (Contains music from: Glad U Came (feat. ZieZie) - Liilz),"Contains music from: ""Glad U Came (feat. ZieZie)""",6.64599699142248e+18,Nnamdi Anunobi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081682785328515846.mp3,,False,False,Liilz,Glad U Came (feat. ZieZie),original sound - nnamdianunobi (Contains music from: Glad U Came (feat. ZieZie) - Liilz),"Contains music from: ""Glad U Came (feat. ZieZie)""",[],0,0,Jersey,#fyp #africanmom #momprank #prankvideos #nigeria #foryou #prank #family #funnyprankvideos #viral #nnamdianunobi,0,1,0,0,1,0,0,0,1,0
3,US,7078518594467908906,1648096043,#pov When you turn 18 the first person you smell is your soulmate… @nick_kratka,6715738999438296069,Devin Caherly,"Go follow my insta: Devincaherly
Devincaherly@gmail.com
Snap: devinc9
Click👇🏼",0,False,https://www.tiktok.com/@devincaherly/video/7078518594467908906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078518594467908906&source=h5_m,7866726,1098,310,616,941383,6938134070723463942,6938134070723463942,72,6938134070723463942,original sound - baileyspinn,Bailey,2347629.0,Bailey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6999746445192596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/10027e07b975bb00756c5ff341cfa7e2.json,False,False,,,,,[],0,0,Jersey,#pov,0,0,0,0,0,0,1,0,0,0
4,US,7076586523164183854,1647646196,Let’s see what dogs are going home during my lunch break today! #dogdaycare #dogdaycarelife,6964204311753720837,Bryan of Omaha,"I’m just a photographer that works part time at a dog daycare, man. 🐶📸",0,False,https://www.tiktok.com/@bryanofomaha/video/7076586523164183854?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076586523164183854&source=h5_m,809560,478,289,348,127903,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#dogdaycare #dogdaycarelife,0,0,0,0,0,0,0,0,0,0
5,GB,7099460883440471301,1652972049,Should I? #jonnydepp #laramason #cakeanything,53939102294753280,Lara Cake Anything,No bio yet,0,False,https://www.tiktok.com/@lara_cakeanything/video/7099460883440471301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099460883440471301&source=h5_m,325645,686,54,22,40539,7099460867707652869,7099460867707652869,72,7099460867707652869,original sound - lara_cakeanything,Lara Cake Anything,5.393910229475328e+16,Lara Cake Anything,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099460879514651398.mp3,,False,False,,,,,[],0,0,Jersey,#jonnydepp #laramason #cakeanything,0,0,0,0,0,0,0,0,0,0
6,GB,7082427877588798725,1649006242,#fyp #ikea #ikeamirrorhack #ikeamirror #diy,6808584736849363974,Lauren Olphert,"Home, DIY projects and Crafts 🎨
FB/Insta: Fresh Vintage Crafts",0,False,https://www.tiktok.com/@laurenolphert2/video/7082427877588798725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082427877588798725&source=h5_m,9214390,2080,21217,18337,650179,6930851916243011586,6930851916243011586,10033,6930851916243011586,Hip To Be Square,Huey Lewis & The News,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/45ed3e6834cc440eae66786b01b40fa4,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2348a1c330de4edf9a516ccf9200eff6,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '724210880', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#fyp #ikea #ikeamirrorhack #ikeamirror #diy,0,0,0,0,1,0,0,0,0,0
7,GB,7078772254921723142,1648155101,I make the spring rolls in the morning so they’re not too cold come lunchtime #packedlunch #nurserypackedlunch #packedlunchideas #fyp #whatmytoddlereats #pickyeater #foryou #trending #fypage #whatmy3yearoldeats #toddlertok #momlife,6806694702516765702,Faiza,"🧕🏼🏠👶🏼👧🏻🍳🧼

For more of my life follow me on instagram: @faizargh.home",0,False,https://www.tiktok.com/@faizargh/video/7078772254921723142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078772254921723142&source=h5_m,1053213,224,46,78,89007,6759290709599062017,6759290709599062017,10033,6759290709599062017,Send Me on My Way,Guy Meets Girl,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/488ca5789a9743259d748c1155c4fd74,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fb96fc255e79487293265ca2547eb546,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1488019663', 'external_song_key': 'apple_song_id'}]",0,0,Jersey,#packedlunch #nurserypackedlunch #packedlunchideas #fyp #whatmytoddlereats #pickyeater #foryou #trending #fypage #whatmy3yearoldeats #toddlertok #momlife,0,1,0,0,1,0,0,1,0,0
0,US,7073600278259338542,1646950908,nuthin,6764843990800286726,Milad,At 10M I’ll do a flip,0,False,https://www.tiktok.com/@miladmirg/video/7073600278259338542?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073600278259338542&source=h5_m,7004188,1583,276,300,505325,7073600248454810414,7073600248454810414,72,7073600248454810414,original sound - miladmirg,Milad,6.764843990800287e+18,Milad,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073600278985034539.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7e1e9610b1f352e96bcf8cf10843dd8c.json,False,False,,,,,[],0,0,Jersey,,0,0,0,0,0,0,0,0,0,0
1,GB,7094622346543222021,1651845490,#stitch with @nicoleelizabetha you might regret that #darkcomedy #warning⚠️  #funny #sorry #tiktok #notforkids,6810345669191042054,George Ball,"Live love and take the piss
Email- weareleeds31@hotmail.co.uk",0,False,https://www.tiktok.com/@weareleeds31/video/7094622346543222021?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094622346543222021&source=h5_m,4030061,9094,19129,24931,666479,7094622324154043141,7094622324154043141,72,7094622324154043141,original sound - weareleeds31,George Ball,6.810345669191042e+18,George Ball,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094622326951660294.mp3,,False,False,,,,,[],0,0,Jersey,#stitch #darkcomedy #warning⚠️ #funny #sorry #tiktok #notforkids,0,0,0,1,0,0,0,0,0,0
