,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_bdtiktokofficial,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_unfrezzmyaccount,hash_video,hash_viral
3,BD,7087563144918633755,1650201889,#সবাই_এই_ভিডিও_টা_শেয়ার_করেন,7064189625191662598,ZISAN.MAHDI,#_I_want to _be_with_everyone,0,False,https://www.tiktok.com/@zisanmahdi/video/7087563144918633755?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087563144918633755&source=h5_m,1153939,22,1048,1009,54498,7087563698709072667,7087563698709072667,72,7087563698709072667,original sound - zisanmahdi (Contains music from: O Bondhu Re - Jubin Garg),"Contains music from: ""O Bondhu Re""",7.064189625191663e+18,ZISAN.MAHDI,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7087563703972793115.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/146276fd913bfc583607386ae6356c2f.json,False,False,Jubin Garg,O Bondhu Re,original sound - zisanmahdi (Contains music from: O Bondhu Re - Jubin Garg),"Contains music from: ""O Bondhu Re""",[],0,0,Bangladesh,#সবাই_এই_ভিডিও_টা_শেয়ার_করেন,0,0,0,0,0,0,0,0,0,0
4,BD,7102828709958143259,1653756181,#foryou #foryoupage #fyp #bdtiktokofficial,7090550637478020122,Nitu_💫💫💫,"Cuteness Girl🧚‍♀️
            Nita💫
   Suprise ❤️👇",0,False,https://www.tiktok.com/@nita_shilimkar555/video/7102828709958143259?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102828709958143259&source=h5_m,793984,712,930,77,97536,7098052514834123546,7098052514834123546,72,7098052514834123546,original sound - anoosheh_rania01,Anooshehrania Khan Official,6.779434711502161e+18,Anooshehrania Khan Official,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7098052522111142683.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/01d9bb4f0b6ecac6c813343b1a49274e.json,False,False,,,,,[],0,0,Bangladesh,#foryou #foryoupage #fyp #bdtiktokofficial,1,1,1,1,0,0,0,0,0,0
5,BD,7095078218910240027,1651951630, ,7023643737612469254,🌹মায়াবি রাজকন্যা 🌹,,0,False,https://www.tiktok.com/@mimakter7273/video/7095078218910240027?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095078218910240027&source=h5_m,140758,108,585,5637,10061,6814306835894422274,6814306835894422274,24,6814306835894422274,original sound - dhiraj_jakhar0,Dhiraj_jakhar-RJ-13,6.715760193483572e+18,Dhiraj_jakhar-RJ-13,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1663649445851169.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2b3d7eec52438ad36c1d871ed4197036.json,False,False,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
6,BD,7077940302031424795,1647961397,#toufika700,6954316782196245510,Nakib Toufika,"সকল কিছুর জন্য মহান আল্লাহর কাছে শুকরিয়া🤲বাগেরহাটের মেয়ে, ঢাকার বাসিন্দা",0,False,https://www.tiktok.com/@toufika700/video/7077940302031424795?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077940302031424795&source=h5_m,3906206,1251,504,189,73329,7077024498201234202,7077024498201234202,24,7077024498201234202,original sound - crush_queen13 (Contains music from: Seeing - Lil Kello),"Contains music from: ""Seeing""",6.988123251986646e+18,👑আরিয়া সুলতানা আইরিন👑,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7077024498336221979.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/54073cce2eab4b3cecca59e9200c1dce.json,False,False,Lil Kello,Seeing,original sound - crush_queen13 (Contains music from: Seeing - Lil Kello),"Contains music from: ""Seeing""",[],0,0,Bangladesh,#toufika700,0,0,0,0,0,0,0,0,0,0
7,UG,7098972783488535813,1652858406, ,6997253504926548997,Certified Tattoist/Piercer,"Professional Tattoist/Piercer 
Kampala,Uganda
| +256758719144 or +256775129752 |",0,False,https://www.tiktok.com/@bodyiink256/video/7098972783488535813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098972783488535813&source=h5_m,873587,87,169,2316,15991,7081205964560501510,7081205964560501510,10036,7081205964560501510,Kwaku the Traveller,Black Sherif,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a5dd74d2a6b484fa2bc480d6312f92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c59526bb39c941fab5656a50a2f49593,False,True,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
0,BD,7100891390422420762,1653305113,#কেউ কি জীবন সঙ্গী হবা আমার 😅😅,7029985905155752965,Mim Sarker111,"Ami Army and Police lover ,🥰🥰🥰 
💕আমি সকল সৈনিক আর পুলিশকে ভালোবাসি💕",0,False,https://m.tiktok.com/v/7100891390422420762.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100891390422420762&source=h5_m,50056,1535,35,34,6780,6826646485778664193,6826646485778664193,72,6826646485778664193,original sound - shubhamsardar20,♛ S H U B H ♛,2.275010669787996e+17,♛ S H U B H ♛,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1ecb071a8acf3286ce0c01888479ac0b.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0a13f27a5bcea1628185e8f701ab8289.json,False,False,,,,,[],0,0,Bangladesh,#কেউ,0,0,0,0,0,0,0,0,0,0
1,BD,7101693957213572379,1653491975,Times Moment 🥰🥰#foryou #foryoupage #Funny59 #viralvideos #friends #bdtiktokofficial @bdtiktokofficial #Lovefriends #love #cute #cuteboy #cutegirl #inlove #joss #fypシ #fyp #romantic #trend #new #viral #friendship #wow,6833786063732196358,🙁Funny59🙁,"😶Creativity Boy😶
😔আমারে কেউ সার্পোট করে না😔
🙃Why🙃",0,False,https://m.tiktok.com/v/7101693957213572379.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101693957213572379&source=h5_m,172286,85,90,732,20931,7083502261900659461,7083502261900659461,72,7083502261900659461,original sound - pachai_maddai,🌴🔥பனைமரம்🔥🌴,6.570001109825929e+18,🌴🔥பனைமரம்🔥🌴,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083502271937727237.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/55de2c7a20a87d40b510a71e6017287b.json,False,False,,,,,[],0,0,Bangladesh,#foryou #foryoupage #Funny59 #viralvideos #friends #bdtiktokofficial #Lovefriends #love #cute #cuteboy #cutegirl #inlove #joss #fypシ #fyp #romantic #trend #new #viral #friendship #wow,1,1,1,1,1,0,0,0,0,1
2,US,7080201429209845038,1648487857, ,7042225110383739909,Lola,No bio yet.,0,False,https://m.tiktok.com/v/7080201429209845038.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080201429209845038&source=h5_m,23316635,3977,9773,126039,354450,6955575855984708354,6955575855984708354,72,6955575855984708354,Myuzgaza (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",6.864944409013831e+18,الكابتن ميوز ( 7M ) دعم حسبات,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6955575784828357377.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f2dad67b71722138b8c0f6dc41acc8a.json,False,False,Enya,Only Time,Myuzgaza (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
3,NP,7102235925400259866,1653618162,kasri nikalni hola bicharalai😥😥#foryoupage #sasmu_magar,6898551119682241537,Śas-mù Magarni,❤️❤️S.A.S.M.U❤️❤️,0,False,https://m.tiktok.com/v/7102235925400259866.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102235925400259866&source=h5_m,8043251,1971,2229,1055,73387,7093132758628748058,7093132758628748058,72,7093132758628748058,original sound - doranobi7000 (Contains music from: Mere Humsafar (Original Score) [Female Version] - Yashal Shahid),"Contains music from: ""Mere Humsafar (Original Score) [Female Version]""",7.077555148155799e+18,Dora Nobi700,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7093132767483005722.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5246bc508f9d1c3642b2252331e36da6.json,False,False,Yashal Shahid,Mere Humsafar (Original Score) [Female Version],original sound - doranobi7000 (Contains music from: Mere Humsafar (Original Score) [Female Version] - Yashal Shahid),"Contains music from: ""Mere Humsafar (Original Score) [Female Version]""",[],0,0,Bangladesh,#foryoupage #sasmu_magar,0,0,1,0,0,0,0,0,0,0
4,PK,7103051198583868698,1653807983,don't under review my video #foryou #foryoupage,7102093376614974491,trending_foryou_786.,"💯 𝙁𝙤𝙧𝙔𝙤𝙪 💯 
🔥 𝙏𝙧𝙞𝙘𝙠 𝘼𝙫𝙖𝙞𝙡𝙖𝙗𝙡𝙚 🔥 
👇 Join Karen 👇",0,False,https://m.tiktok.com/v/7103051198583868698.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103051198583868698&source=h5_m,3188255,15,80,283,18104,7011807607639837467,7011807607639837467,72,7011807607639837467,original sound - yas_writes (Contains music from: Dil Galti kar betha he - Shakib Hassan),"Contains music from: ""Dil Galti kar betha he""",6.629893895050281e+18,Yas_Write (Urdu Poetry Status),False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7011807536781200154.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/535d143fa84250ddb6ef18a9ce6f7087.json,False,False,Shakib Hassan,Dil Galti kar betha he,original sound - yas_writes (Contains music from: Dil Galti kar betha he - Shakib Hassan),"Contains music from: ""Dil Galti kar betha he""",[],0,0,Bangladesh,#foryou #foryoupage,0,1,1,0,0,0,0,0,0,0
5,BD,7084458910463167771,1649479129,#vrial_video #newtiktoker #tiktokofficialbangladesh,6893069459755533314,❤️❤️BRISTY❤️❤️,model actor,0,False,https://m.tiktok.com/v/7084458910463167771.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084458910463167771&source=h5_m,969578,528,291,508,85126,7057739817069267759,7057739817069267759,72,7057739817069267759,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",6.822375090220434e+18,key 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057739848668678958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0142754e7b4a77df46fa045fc39c0298.json,False,False,Standly & El Barto,Mi Gata,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",[],0,0,Bangladesh,#vrial_video #newtiktoker #tiktokofficialbangladesh,0,0,0,0,0,0,0,0,0,0
6,BD,7101554167927295258,1653459428,এখনো বসবো 🤣 #foryoupage #fypシ #vairal #funny #rruhan250 #unfrezzmyaccount @bdtiktokofficial,7059413531066631194,Rruhan260,You Tube Channel : Rruhan250 Link 👇👇👇,0,False,https://m.tiktok.com/v/7101554167927295258.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101554167927295258&source=h5_m,1838358,206,188,2572,37517,7073812474545326875,7073812474545326875,72,7073812474545326875,original sound - sharminshila185,Tik Toker,6.97024282481112e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073812467268307739.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b1e58be995129eb364e5005c7880b089.json,False,False,,,,,[],0,0,Bangladesh,#foryoupage #fypシ #vairal #funny #rruhan250 #unfrezzmyaccount,0,0,1,0,1,0,0,1,0,0
7,GB,7094669256188611846,1651856411,Come dance with me,1598258,jordyn,"💜Follow insta, I’ll marry you💜
Management:
jazz@grail-talent.com",0,False,https://m.tiktok.com/v/7094669256188611846.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094669256188611846&source=h5_m,26537124,12616,32664,15598,1568675,7038982678271544069,7038982678271544069,10036,7038982678271544069,Sway (Sped Up Version),Michael Bublé,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8d38123e3caf473081c33fe9eb11d06b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f97f2b3227bb4a0eb8dd03c8e1e5c693,False,True,,,,,[],0,0,Bangladesh,,0,0,0,0,0,0,0,0,0,0
0,BD,7103028657102376219,1653802735,So cute romantic scene ।#hridoybormon #romantic #foryou #tiktokforyoupage #unfrezzmyaccount #tiktok #tiktokindia #trinding #viralvideo @tiktok @bdtiktokofficale @bdtiktokofficial @tiktok_india @tiktok_malaysia,6958629321339945990,Hridoy,"--**সৌন্দর্য দিয়ে কি হবে**--?
   ~~যদি মনটাই কালো হয়~~",0,False,https://www.tiktok.com/@hridoy.bormon.hindu/video/7103028657102376219?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103028657102376219&source=h5_m,1781627,864,4870,327,128813,7098052514834123546,7098052514834123546,72,7098052514834123546,original sound - anoosheh_rania01,Anooshehrania Khan Official,6.779434711502161e+18,Anooshehrania Khan Official,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7098052522111142683.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/01d9bb4f0b6ecac6c813343b1a49274e.json,False,False,,,,,[],0,0,Bangladesh,#hridoybormon #romantic #foryou #tiktokforyoupage #unfrezzmyaccount #tiktok #tiktokindia #trinding #viralvideo,0,1,0,0,0,1,0,1,0,0
1,BD,7084798129568075035,1649558109,#MaheRamadan #videoviral #mdjitu #😍🥰😍🥰😍🥰😍🥰🥰🥰🥰 #foryou #viral #Welcome2022,7015474877764256773,mdjitu7358,My Facebook ID.    Md jitu,0,False,https://www.tiktok.com/@mdjitu7358/video/7084798129568075035?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084798129568075035&source=h5_m,2513675,120,189,139,72274,6790668013327616002,6790668013327616002,10033,6790668013327616002,Gari Chole Na,Tridib Parui,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/90ddf3e06056458ab5a2e661739dc2ef,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2f2bd83140af4b9cbea8ba7dbf7e8333,False,True,,,,,[],0,0,Bangladesh,#MaheRamadan #videoviral #mdjitu #😍🥰😍🥰😍🥰😍🥰🥰🥰🥰 #foryou #viral #Welcome2022,0,1,0,0,0,0,0,0,0,1
2,GB,7099360919909682437,1652948778,#emmawatson #pregnant🤰,7091278525009953797,Emma Watson,All I can do is follow my instincts becasue I'll never please everyone.,0,False,https://www.tiktok.com/@emma.watson415/video/7099360919909682437?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099360919909682437&source=h5_m,9091423,898,932,1772,197272,7099360862187686661,7099360862187686661,72,7099360862187686661,original sound - emma.watson415 (Contains music from: Pop - Jungleboy),"Contains music from: ""Pop""",7.091278525009954e+18,Emma Watson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099360881137470214.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a830358e71b9a736391a5dfa926f880b.json,False,False,Jungleboy,Pop,original sound - emma.watson415 (Contains music from: Pop - Jungleboy),"Contains music from: ""Pop""",[],0,0,Bangladesh,#emmawatson #pregnant🤰,0,0,0,0,0,0,0,0,0,0
3,BD,7100615994808241435,1653240993,#alizasella #unfreezemyaccoununt #fyp #foryou #trending #foryoupage,6866658484441515013,♥️Jannat♥️Aliza♥️,"Instagram👆
Facebook link👇Sobai fake I’d theke dure thakben doya kore🙏🙏",0,False,https://www.tiktok.com/@elizastella2/video/7100615994808241435?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100615994808241435&source=h5_m,1096722,0,115,172,49166,7083667992814357275,7083667992814357275,72,7083667992814357275,original sound - mdnahidhossen121,Md Nahid Hossen121,7.041402040052418e+18,Md Nahid Hossen121,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7083668015753251611.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2613d8480a231b2058f0ea9e67d8cee.json,False,False,,,,,[],0,0,Bangladesh,#alizasella #unfreezemyaccoununt #fyp #foryou #trending #foryoupage,0,1,1,1,0,0,1,0,0,0
4,BD,7095735906228800794,1652104759,😈🥀#@_rakibmahmud_ #gazipur❤️ #foryou❤️🔥,7061637076475839493,Siam Hossen,Kharap Manush...😄,0,False,https://www.tiktok.com/@siamhossen022/video/7095735906228800794?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095735906228800794&source=h5_m,395888,161,3096,1272,34822,7095735916320410394,7095735916320410394,72,7095735916320410394,original sound - siamhossen022,Siam Hossen,7.061637076475839e+18,Siam Hossen,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7095735935505156890.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1a57b5643f9b1bbdcc4ef2e6fa3a054e.json,False,False,,,,,[],0,0,Bangladesh,#@_rakibmahmud_ #gazipur❤️ #foryou❤️🔥,0,1,0,0,0,0,0,0,0,0
5,BD,7092306697120681243,1651306334,😂😂😂#সবাই_একটু_সাপোর্ট_করবেন_প্লিজ #খুলনার___মেয়ে💞 #viraltiktok #তিন_বার_কপি_লিঙ্ক_করুন_প্লিজ🙏,7046988028556805147,🥰দুষ্ট পাগলিরা❤️🥰,(hindu🛕🛕)🇧🇩Bangladesh 🇧🇩from Khulna... all my friend🥰🥰🥰,0,False,https://www.tiktok.com/@shantana42/video/7092306697120681243?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092306697120681243&source=h5_m,9654276,8456,13649,1939,605775,7084918591262362395,7084918591262362395,72,7084918591262362395,original sound - roysuraj20,Tik Toker,6.974407009236911e+18,Tik Toker,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7084918609973136155.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7a61d430c7b6899319f9733280a89a33.json,False,False,,,,,[],0,0,Bangladesh,#সবাই_একটু_সাপোর্ট_করবেন_প্লিজ #খুলনার___মেয়ে💞 #viraltiktok #তিন_বার_কপি_লিঙ্ক_করুন_প্লিজ🙏,0,0,0,0,0,0,0,0,0,0
6,BD,7098694509843827994,1652793612,First meet ta asholei onk special hoy right ? 💞 #foryou #foryoupage #fyp #itsmahu #mahukafam #tiktok @tiktok,272861532580196352,⚡️👦🏻??The_Brown_Boy?? 👦🏻⚡️,"🔥 Your Dream Boy 🔥
❤️ Instagram: Ariyan__Samir_00 ❤️
 ✨💕 Keep Supporting 💕✨",0,False,https://www.tiktok.com/@ariyan__samir/video/7098694509843827994?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098694509843827994&source=h5_m,60069,86,111,678,8455,7098693732150414107,7098693732150414107,24,7098693732150414107,original sound - ariyan__samir,⚡️👦🏻??The_Brown_Boy?? 👦🏻⚡️,2.7286153258019635e+17,⚡️👦🏻??The_Brown_Boy?? 👦🏻⚡️,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7098693888453430043.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ec9246dc2b139ba9001696173202965.json,False,False,,,,,[],0,0,Bangladesh,#foryou #foryoupage #fyp #itsmahu #mahukafam #tiktok,0,1,1,1,0,1,0,0,0,0
