,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_couples,hash_cyprus,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_greece,hash_viral
0,US,7102285762556677422,1653629767,🤭💕💕💕 #foryou #bikini,7087151221718402090,summer.smithy,No bio yet,0,False,https://www.tiktok.com/@summer.smithy/video/7102285762556677422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102285762556677422&source=h5_m,791577,305,408,1794,85511,6968844110040009477,6968844110040009477,72,6968844110040009477,original sound - zina_bee,ZiNa,6.569251561213297e+18,ZiNa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990641612556684038.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ac888a76f199802617201fd46fcf2e33.json,False,False,,,,,[],0,0,Cyprus,#foryou #bikini,0,0,1,0,0,0,0,0,0,0
1,CY,7095691649162038529,1652094455,Imagine that ... 😰 #couple #foryou #fyp,6822213842459247621,N&G Official,"🇬🇷 Greek - Romanian 🇷🇴 couple !
Our Quote : "" Savor it, nothing lasts ! """,0,False,https://www.tiktok.com/@neo_and_geo.tv/video/7095691649162038529?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095691649162038529&source=h5_m,103699,61,148,225,11762,6624471649424575238,6624471649424575238,72,6624471649424575238,original sound - aadelhonty,عادل محمد,6.592518292496941e+18,عادل محمد,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1617302889544774,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c08ae0fb67fe75357d50cde030fbef7a.json,False,False,,,,,[],0,0,Cyprus,#couple #foryou #fyp,0,0,1,0,0,0,1,0,0,0
2,IT,7103560816913288454,1653926639,👀 SUPERMODEL Official Video out tomorrow - May 31st at 6PM CEST,6936880237864518661,Måneskin,SUPERMODEL OUT NOW,0,False,https://www.tiktok.com/@therealmaneskin/video/7103560816913288454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103560816913288454&source=h5_m,1631742,972,609,989,220384,7096135178740877314,7096135178740877314,10033,7096135178740877314,SUPERMODEL,Måneskin,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3dea853712494545aecfd55208cd5b12,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/72c2ff66c2284e9ea8e809e2798646a0,False,True,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
3,CY,7099757102721289473,1653041018,#duet with @lifehacks.top 😅 #cyprustiktok #tiktokgr #tiktokviral #trend #comedy #badbitch #lgbtq #mpesfypgamw #foryoupage #fypage #fypシ #foryou #4u #fyp #fy #4youu,6810339234131739654,Foxy Fox,"I'm the reason your mom didn't 
let you play with dolls. 💅🏼",0,False,https://www.tiktok.com/@thatfoxyfox/video/7099757102721289473?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099757102721289473&source=h5_m,127124,58,134,52,3208,6884412140296341506,6884412140296341506,10033,6884412140296341506,Hide and Seek,Lizz Robinett,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d60916f3b54244dda8aa70ce995ab92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a3e16eeed06247adaae01cb8de6816ca,False,True,,,,,[],0,0,Cyprus,#duet #cyprustiktok #tiktokgr #tiktokviral #trend #comedy #badbitch #lgbtq #mpesfypgamw #foryoupage #fypage #fypシ #foryou #4u #fyp #fy #4youu,0,0,1,1,0,1,1,1,0,0
4,GR,7094962819841412358,1651924762,"Supercars in Nicosia,Cyprus                                                         #foryou #foryoupage #fyp #supercar #cyprus",6846489117086368773,Carspotting.gr,Follow me on instagram —> carspotting.gr,0,False,https://www.tiktok.com/@carspotting.gr/video/7094962819841412358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094962819841412358&source=h5_m,38656,80,40,0,2649,7069811885473876737,7069811885473876737,72,7069811885473876737,original sound - callmeterezik (Contains music from: Drip or Drown Remix (feat. Lil Yachty) - Gunna),"Contains music from: ""Drip or Drown Remix (feat. Lil Yachty)""",6.699365308698559e+18,terezik 🫠,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7069811881611299585.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b4c85b540806c59197d7ff8003f1777c.json,False,False,Gunna,Drip or Drown Remix (feat. Lil Yachty),original sound - callmeterezik (Contains music from: Drip or Drown Remix (feat. Lil Yachty) - Gunna),"Contains music from: ""Drip or Drown Remix (feat. Lil Yachty)""",[],0,0,Cyprus,#foryou #foryoupage #fyp #supercar #cyprus,0,1,1,1,0,0,1,0,0,0
5,CY,7093943816654163202,1651687505,yeYyY (drafttt),7049457256790508545,bakabaka>.<,eat your veggies <3,0,False,https://www.tiktok.com/@user2726162910/video/7093943816654163202?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093943816654163202&source=h5_m,75400,79,35,251,11126,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
6,US,7103305189611998510,1653867120,Cacio E Pepe,6703550784929793030,Addison Rae,OBSESSED out on all platforms.,0,False,https://www.tiktok.com/@addisonre/video/7103305189611998510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103305189611998510&source=h5_m,3478919,4665,861,2751,531978,7085414174343433002,7085414174343433002,72,7085414174343433002,COME BACK AS ONE (Contains music from: Gito Nachi Ei Paro - Hino),"Contains music from: ""Gito Nachi Ei Paro""",6.981824038637307e+18,HAIRZILLA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085414188872469291.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/18a2a9a8c21daed4bf1948dc41bb6d08.json,False,False,Hino,Gito Nachi Ei Paro,COME BACK AS ONE (Contains music from: Gito Nachi Ei Paro - Hino),"Contains music from: ""Gito Nachi Ei Paro""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
7,CY,7096896902720965890,1652375075,i really wanted to do this omg😂 #fyp #prank #feidias,100678957666091008,Feidias,"hope I get the hype too
Insta: feidiass
YouTube: Feidias",0,False,https://www.tiktok.com/@feidiass/video/7096896902720965890?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096896902720965890&source=h5_m,257016,145,26,69,36462,7089828122854197249,7089828122854197249,10033,7089828122854197249,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/62d497a35bcf407598da8ac1d741359b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/38418ae73d084e45a86fb6cbbd0149fe,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#fyp #prank #feidias,0,0,0,0,0,0,1,0,0,0
0,CY,7100992093576776962,1653328561,Το περιμένατε?😂😂 #foryou #funny #humor #funnyvideos,6853689426363843590,Giorgos Michael,"""Live your life,babe""
""Γαμώ τη κκελλέ μου""",0,False,https://www.tiktok.com/@gamotikkellemu/video/7100992093576776962?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100992093576776962&source=h5_m,38225,79,72,49,1305,7100992090691226369,7100992090691226369,72,7100992090691226369,original sound - gamotikkellemu,Giorgos Michael,6.853689426363844e+18,Giorgos Michael,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100992089118231298.mp3,,False,False,,,,,[],0,0,Cyprus,#foryou #funny #humor #funnyvideos,0,0,1,0,1,0,0,0,0,0
1,ME,7101806190627278085,1653518109,#foryoupage #blinddate #foru #foryou #pourtoi #parati #foru #foryou #blinddate  #couples #foryou #foru #foryoupage #couples #foryoupage #parati #page   #neiperte #blinddate #foryou #foryou  #foryou #blinddate #blowthisup #foryou #nyc #viral #couples #foru #foryou,6963980839190807558,💙,,0,False,https://www.tiktok.com/@_lyricsgirl._/video/7101806190627278085?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101806190627278085&source=h5_m,7900568,769,3466,8897,193769,6662299805999500037,6662299805999500037,10036,6662299805999500037,Into Your Arms (feat. Ava Max),Witt Lowry,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b5d3abfa345541429fc9233724ffd7d1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cd6bc16b4a674899b260f4f1c87cb8c6,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390134105', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#foryoupage #blinddate #foru #foryou #pourtoi #parati #foru #foryou #blinddate #couples #foryou #foru #foryoupage #couples #foryoupage #parati #page #neiperte #blinddate #foryou #foryou #foryou #blinddate #blowthisup #foryou #nyc #viral #couples #foru #foryou,3,0,8,3,0,0,0,0,0,1
2,DE,7099375616054627589,1652952198,part 4 🖤 exactly! camille was so direct and well spoken. she tried so good to expose amber. i just love this woman so much #camillevasquez #amberheard #johnnydepptrial #crossexamination,7096046836029867013,camille_vasquez,"Fan Account for Camille Vasquez
and Johnny Depp ♡
I‘m not impersonating anyone",0,False,https://www.tiktok.com/@camille_vasquez/video/7099375616054627589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099375616054627589&source=h5_m,12564238,3891,2281,120,1354088,6921490873293211649,6921490873293211649,10033,6921490873293211649,She Knows,J. Cole,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/972ca2e197e24f8a9abe630560de2bda,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c3c471c38c2847f494712dbe3b52df63,False,True,,,,,[],0,0,Cyprus,#camillevasquez #amberheard #johnnydepptrial #crossexamination,0,0,0,0,0,0,0,0,0,0
3,CY,7088045965847874822,1650314306,Do you? #fyp #gay #hi #lgbtq #gayboy,6933583250645337093,Romeo,"he/him 
All the links on Insta😜",0,False,https://www.tiktok.com/@romeo_twi/video/7088045965847874822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088045965847874822&source=h5_m,236651,818,97,216,25683,6959624112625339141,6959624112625339141,72,6959624112625339141,Hi watermelon sugar (Contains music from: seaside_demo - SEB),"Contains music from: ""seaside_demo""",6.644484320570376e+18,Alisa 👼🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6959624194095188741.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/955cdf12e3e9d8869a07bb5bb04a8a7b.json,False,False,SEB,seaside_demo,Hi watermelon sugar (Contains music from: seaside_demo - SEB),"Contains music from: ""seaside_demo""",[],0,0,Cyprus,#fyp #gay #hi #lgbtq #gayboy,0,0,0,0,0,0,1,0,0,0
4,CY,7094634271054318849,1651848265, ,192501813475119104,Pan Dragomir,Pretending to be normal on Instagram.. 🤪,0,False,https://www.tiktok.com/@pan.dragomir/video/7094634271054318849?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094634271054318849&source=h5_m,258946,223,677,437,28513,7094634284534778625,7094634284534778625,72,7094634284534778625,original sound - pan.dragomir,Pan Dragomir,1.925018134751191e+17,Pan Dragomir,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094634270446127873.mp3,,False,False,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,US,7095507299854355758,1652051532,Reply to @dillonfrancis Who’s eyebrow is stronger though? 🤨 #DwayneJohnson #TheRock,6745191554350760966,The Rock,CEO of #RockTok,0,False,https://www.tiktok.com/@therock/video/7095507299854355758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095507299854355758&source=h5_m,12130907,39489,8134,12217,1660922,6715195986316101634,6715195986316101634,10033,6715195986316101634,Back In Black,AC/DC,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fc9a30f320bc4adf971f4f85c8f90211,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/afe6284688f948fc8225f7b60b866ee4,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '575998660', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,#DwayneJohnson #TheRock,0,0,0,0,0,0,0,0,0,0
6,IE,7071262111623630086,1646406510,🤣🇮🇪🍀 #foryoupage #MomsofTikTok #irish #ireland #kids #birthday,6822382847107040261,Donna Jacobs Mammy ☘️,"🇮🇪☘️ My funny little old soul ☘️🇮🇪
Follow us on Instagram 📷 jacobs_mammy",0,False,https://www.tiktok.com/@keepupwithjacob/video/7071262111623630086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071262111623630086&source=h5_m,86405366,85761,353838,354917,11311249,7071262095039318789,7071262095039318789,72,7071262095039318789,original sound - keepupwithjacob,Donna Jacobs Mammy ☘️,6.82238284710704e+18,Donna Jacobs Mammy ☘️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071262116766452485.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42ab9598121f37db944afaf8a3127df8.json,False,False,,,,,[],0,0,Cyprus,#foryoupage #MomsofTikTok #irish #ireland #kids #birthday,0,0,0,1,0,0,0,0,0,0
7,NO,7096437481473690886,1652268110,Take my heart ❤️ Thanku for all the support and love!!!! Seeee you in the final on saturday!!! #eurovision2022 #eurovision #dietogether #takemyheart #handdance,6999311447625008133,Amanda Georgiadis Tenfjord,"Representing Greece in Eurovison 2022🇬🇷🇳🇴
Check out my new song ‘plans’:::",0,False,https://www.tiktok.com/@amandageorgiadistenfjord/video/7096437481473690886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096437481473690886&source=h5_m,886499,356,194,207,64612,7096437438289070854,7096437438289070854,72,7096437438289070854,original sound - amandageorgiadistenfjord,Amanda Georgiadis Tenfjord,6.999311447625008e+18,Amanda Georgiadis Tenfjord,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096437448984578822.mp3,,False,False,,,,,[],0,0,Cyprus,#eurovision2022 #eurovision #dietogether #takemyheart #handdance,0,0,0,0,0,0,0,0,0,0
0,CY,7099065489896328450,1652879989,🥲 #μεμασιεσαι #fyp #viral #couplegoals,57330654228545536,evelinaxxz,"21
🇨🇾
✨Find all my links below✨
#ΜΕμασιεσαι",0,False,https://www.tiktok.com/@evelinaxxz/video/7099065489896328450?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099065489896328450&source=h5_m,182692,28,136,67,12317,7099065495437069058,7099065495437069058,72,7099065495437069058,original sound - evelinaxxz,evelinaxxz,5.733065422854554e+16,evelinaxxz,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099065497651596034.mp3,,False,False,,,,,[],0,0,Cyprus,#μεμασιεσαι #fyp #viral #couplegoals,0,0,0,0,0,0,1,0,0,1
1,GR,7098663546304613638,1652786406,#usa #vs #russia #fyp #foryoupage #usavsrussia11 #usavsrussia10 #usavsrussia14 #usavsrussia6 #viral #trending #girls,7067837800562115590,usavsrussia14,hi there ✌💙,0,False,https://www.tiktok.com/@usavsrussia14/video/7098663546304613638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098663546304613638&source=h5_m,2599423,1158,729,1946,147706,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",[],0,0,Cyprus,#usa #vs #russia #fyp #foryoupage #usavsrussia11 #usavsrussia10 #usavsrussia14 #usavsrussia6 #viral #trending #girls,0,0,0,1,0,0,1,0,0,1
2,US,7071402024277003563,1646439085,I just had to🤣🤣 #alexandjessicaa #relationships #comedy #latino #latinotiktok #latinx #reaction #couple #postergirldress #couple #trending #fyp,6865730687686525958,Alex&Jessica,"🇩🇴🇸🇻
Youtube: Alex and Jessica
📩: Alexjessica0320@gmail.com 
NEW VIDEO ⬇️",0,False,https://www.tiktok.com/@alexandjessicaa/video/7071402024277003563?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071402024277003563&source=h5_m,28860636,15594,26605,20392,3584496,7071401996477139754,7071401996477139754,72,7071401996477139754,original sound - alexandjessicaa,Alex&Jessica,6.865730687686526e+18,Alex&Jessica,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071402021336910638.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d2379aa74f73ad65595ef53e339ce64a.json,False,False,,,,,[],0,0,Cyprus,#alexandjessicaa #relationships #comedy #latino #latinotiktok #latinx #reaction #couple #postergirldress #couple #trending #fyp,0,0,0,0,0,0,1,0,0,0
3,CY,7087155493759618306,1650106976,#συρραφή με @mynameisandreas #fy #fyp,125425216855371776,NANA,lamne rwta🤣🤣🤣🤣❤❤❤,0,False,https://www.tiktok.com/@nana.el3/video/7087155493759618306?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087155493759618306&source=h5_m,51174,74,94,59,3107,7087155490597128961,7087155490597128961,72,7087155490597128961,original sound - nana.el3,NANA,1.2542521685537178e+17,NANA,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7087155483139738370.mp3,,False,False,,,,,[],0,0,Cyprus,#συρραφή #fy #fyp,0,0,0,0,0,1,1,0,0,0
4,US,7101754160483454254,1653505993,something’s not right..😬,106265555199795200,Peet Montzingo,"ginger with a soul 🤷🏻‍♂️
singer🎙
peet@28thave.com
ALL THE LINKS👇🏻",0,False,https://www.tiktok.com/@peetmontzingo/video/7101754160483454254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101754160483454254&source=h5_m,6124209,7397,9050,1794,514475,6817208513685620738,6817208513685620738,10036,6817208513685620738,"Spooky, quiet, scary atmosphere piano songs",Skittlegirl Sound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d44020564b964ece8fc7d53a8b75ea5b,True,True,,,,,[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
5,CY,7073815404098915585,1647000994,Summer?😭🥺 #fyp #foryoupage #summerwhereuat #sister @sofia_christodoulou04,65465180758769664,Andrea Tomorrowland,•Ig: andrewwchr,0,False,https://www.tiktok.com/@andrewwchr/video/7073815404098915585?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073815404098915585&source=h5_m,83744,27,56,70,3792,6987145229656804101,6987145229656804101,72,6987145229656804101,original sound - bryanguchi,bryanguchi,6.832770958777042e+18,bryanguchi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6987145336858970885.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2d690ab149b3e046b269c88125df42c4.json,False,False,,,,,[],0,0,Cyprus,#fyp #foryoupage #summerwhereuat #sister,0,0,0,1,0,0,1,0,0,0
6,US,7101762453419101483,1653507924,Link in bio yo #amazonfinds #fingeprintdoorlock #targetfinds #tiktokmademebuyit #everlock,7082035053111198766,EverLockCo,"Everlockco.com
Free shipping
Buy Here⬇️",0,False,https://www.tiktok.com/@everlockco/video/7101762453419101483?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101762453419101483&source=h5_m,2167840,872,2301,1613,75114,7081975634817272582,7081975634817272582,72,7081975634817272582,original sound - ourlyricss (Contains music from: House of Memories - Panic! At The Disco),"Contains music from: ""House of Memories""",7.069585332726957e+18,bbm,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081975636109101830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0f03483f634d175c87c9e798a52a874a.json,False,False,Panic! At The Disco,House of Memories,original sound - ourlyricss (Contains music from: House of Memories - Panic! At The Disco),"Contains music from: ""House of Memories""",[],0,0,Cyprus,#amazonfinds #fingeprintdoorlock #targetfinds #tiktokmademebuyit #everlock,0,0,0,0,0,0,0,0,0,0
7,CY,7096480683492756738,1652278167,#viral #fyp #fy #viral #fyp #fy #viral #fyp #fy #viral #fyp #fy,6997450903894131718,<3,NOT IMPERSONATING,0,False,https://www.tiktok.com/@a.simple.girl.x/video/7096480683492756738?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096480683492756738&source=h5_m,43315,43,48,67,2404,7096480680565115649,7096480680565115649,72,7096480680565115649,original sound - a.simple.girl.x (Contains music from: Kompilat - Aurora Creation),"Contains music from: ""Kompilat""",6.997450903894132e+18,<3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096480671178574594.mp3,,False,False,Aurora Creation,Kompilat,original sound - a.simple.girl.x (Contains music from: Kompilat - Aurora Creation),"Contains music from: ""Kompilat""",[],0,0,Cyprus,#viral #fyp #fy #viral #fyp #fy #viral #fyp #fy #viral #fyp #fy,0,0,0,0,0,4,4,0,0,4
0,US,7099906987777051950,1653075915,Bro idk.. need those once a month viral toks .. expired Jen,81176631930732544,Jen Selter,"Fitness-Health-Recipes 💪🏼 Follow me on IG 13.3
Million Followers",0,False,https://www.tiktok.com/@jenselter/video/7099906987777051950?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099906987777051950&source=h5_m,6107016,1859,6921,5561,366485,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
1,CY,7077171693994659073,1647782442,Dance rehearsal like this tho😍@mcdonalds_cyprus X @beyonddancecenter,253810407021387776,Stephh💠,"Keep this smile,u shine baby!❤️
BeFreeBeYou💎
CroesFam💠
✨insta:stephani.p_✨",0,False,https://www.tiktok.com/@stephani.p/video/7077171693994659073?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077171693994659073&source=h5_m,158260,106,35,77,22572,7071447592227457797,7071447592227457797,72,7071447592227457797,BSB Reza Jackson Series (Contains music from: Everybody (Backstreet's Back) (Radio Edit) - Backstreet Boys),"Contains music from: ""Everybody (Backstreet's Back) (Radio Edit)""",27496739.0,Reza Jackson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7071448437354498821.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/21f99b2c29f836af336341f02011207b.json,False,False,Backstreet Boys,Everybody (Backstreet's Back) (Radio Edit),BSB Reza Jackson Series (Contains music from: Everybody (Backstreet's Back) (Radio Edit) - Backstreet Boys),"Contains music from: ""Everybody (Backstreet's Back) (Radio Edit)""",[],0,0,Cyprus,,0,0,0,0,0,0,0,0,0,0
2,US,7093602212882025770,1651607970,Reason #2364 🙄#goingtohell #boblegend #foryou,6827193179390313477,boblegend96,"God 1st 🙏🏾
Content creator🎥
26, Bigtok 🦍
Cash app: BobLegend96
18+ pl",0,False,https://www.tiktok.com/@boblegend96/video/7093602212882025770?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093602212882025770&source=h5_m,19106454,26370,181612,82093,2258271,7093602186529114923,7093602186529114923,72,7093602186529114923,original sound - boblegend96,boblegend96,6.827193179390313e+18,boblegend96,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093602207953668907.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2c70eecac6899f901adbc64450bf84d8.json,False,False,,,,,[],0,0,Cyprus,#2364 #goingtohell #boblegend #foryou,0,0,1,0,0,0,0,0,0,0
