,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_duet,hash_explore,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
5,EG,7099643654893014278,1653014638, ,6790524184234722306,.,,0,False,https://www.tiktok.com/@itshabobaa/video/7099643654893014278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099643654893014278&source=h5_m,975843,347,644,6059,47300,7099643760363031302,7099643760363031302,72,7099643760363031302,original sound - itshabobaa,.,6.790524184234722e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099643559120685829.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad4dc34846530bf8ba2bbb937a79d156.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
6,EG,7074014047036869894,1647047245,استنو الجزء التاني ..! #deadzone #beverlyhills #escaperoom #october #entertainment #new_trending #egypt #newaccount #fyp,7066410537608807429,DeadZone Escape,"The Ultimate Horror Escape Room Experience 💯
📍Beverly Hills
☎️ 01030930009",0,False,https://www.tiktok.com/@deadzone.escape/video/7074014047036869894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074014047036869894&source=h5_m,8719460,1108,2022,1153,245689,7054284302406060805,7054284302406060805,72,7054284302406060805,original sound - 7l2olo (Contains music from: مهرجان اخرس عمك جالك ( مالك يا صاحبي احكيلي - خلوني ابقي شيطان ) - حلقولو),"Contains music from: ""مهرجان اخرس عمك جالك ( مالك يا صاحبي احكيلي - خلوني ابقي شيطان )""",6.715193290591995e+18,حلقولو,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7054284326019566342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/63bac99e086d97a29b678b772d83e7b7.json,False,False,حلقولو,مهرجان اخرس عمك جالك ( مالك يا صاحبي احكيلي - خلوني ابقي شيطان ),original sound - 7l2olo (Contains music from: مهرجان اخرس عمك جالك ( مالك يا صاحبي احكيلي - خلوني ابقي شيطان ) - حلقولو),"Contains music from: ""مهرجان اخرس عمك جالك ( مالك يا صاحبي احكيلي - خلوني ابقي شيطان )""",[],0,0,Egypt,#deadzone #beverlyhills #escaperoom #october #entertainment #new_trending #egypt #newaccount #fyp,0,0,0,0,1,0,0,0,0,0
7,QA,7075202167367404801,1647323876,#1m #foryou #satisfying #foryoupage #foreyou,7037890740832502810,Nazdej,,0,False,https://www.tiktok.com/@_naz.dej/video/7075202167367404801?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075202167367404801&source=h5_m,6108874,164,529,7423,133889,7074946952382745350,7074946952382745350,72,7074946952382745350,original sound - dream.store.1,Dream Store,7.074141318637962e+18,Dream Store,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074946906887097094.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0f325d532c2a937ce6284d375598d69f.json,False,False,,,,,[],0,0,Egypt,#1m #foryou #satisfying #foryoupage #foreyou,0,0,1,1,0,0,0,0,0,0
0,EG,7100581098148613381,1653232869,هو المفروض ده التريند😂🤦🏾‍♀️@samayasser601 #السمراهـ #اسوان #التوينز,6813683501638190086,Salma Yasser,"السمراهـ🤎
🇪🇬🤎
اعملولي فولو انستا فوق اهو😍☝🏽",0,False,https://www.tiktok.com/@salma_yasserrr/video/7100581098148613381?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100581098148613381&source=h5_m,4946216,1832,1697,11630,259916,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Egypt,#السمراهـ #اسوان #التوينز,0,0,0,0,0,0,0,0,0,0
1,AE,7083109519164853505,1649164950,معلومة علي السريع,6630850798363181062,سما بينونة- للهواتف,"سما بينونة 👆
للهواتف المتحركة
العين عواد التوبة
Snap chat. 👉M2M055
 للتواصل👇",0,False,https://www.tiktok.com/@mohamed.shawky3/video/7083109519164853505?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083109519164853505&source=h5_m,12263228,3022,33608,146290,364437,7083109523623365378,7083109523623365378,72,7083109523623365378,original sound - mohamed.shawky3,سما بينونة- للهواتف,6.630850798363181e+18,سما بينونة- للهواتف,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083109512533920514.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
2,GB,7101300331027369221,1653400329,#popcorn #tiktok #foodtiktok,7001749045715731461,Popcorn 🍿,🤢Share all kinds of popcorn making 🤔,0,False,https://www.tiktok.com/@dingding852/video/7101300331027369221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101300331027369221&source=h5_m,7773150,4007,5341,15395,418787,7101300326329797382,7101300326329797382,72,7101300326329797382,original sound - dingding852,Popcorn 🍿,7.001749045715731e+18,Popcorn 🍿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101300332726127365.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/52d00a9fff49548e8592c571192de024.json,False,False,,,,,[],0,0,Egypt,#popcorn #tiktok #foodtiktok,0,0,0,0,0,0,1,0,0,0
3,EG,7079890238759275781,1648415402,الأم🥺♥️#لايكك #foryou #viral #حالات_واتس2021 #حالات_واتس #حالات_واتس2020 ##i_love_tiktok #dancewithpubgm #foryou #حالات_واتس2021,7079734094422541317,حــالات واتـــس🔥🖤.!,"🖤صـلــي عــلــي الــنــبــي🖤
🖤الــحـــمـد الله 🖤
تـعـالـو واتـــس⬇️🔥",0,False,https://www.tiktok.com/@youssef__eg/video/7079890238759275781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079890238759275781&source=h5_m,3918404,678,1033,171,240078,7079890235802274566,7079890235802274566,72,7079890235802274566,original sound - youssef__eg,حــالات واتـــس🔥🖤.!,7.079734094422541e+18,حــالات واتـــس🔥🖤.!,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079890229020134150.mp3,,False,False,,,,,[],0,0,Egypt,#لايكك #foryou #viral #حالات_واتس2021 #حالات_واتس #حالات_واتس2020 ##i_love_tiktok #dancewithpubgm #foryou #حالات_واتس2021,0,0,2,0,0,0,0,0,1,0
4,EG,7096580539775323398,1652301417,كل دا ميكب محبوس تحت المسام,6813415093901771781,كيكاتي,"فرعنا الوحيد امام مترو حدائق المعادي عماره ٨ شارع الاشراف
للحجز دوسي على انستا",0,False,https://www.tiktok.com/@sasotherapist/video/7096580539775323398?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096580539775323398&source=h5_m,6428570,417,742,3346,91761,7096580522750593797,7096580522750593797,72,7096580522750593797,original sound - sasotherapist,كيكاتي,6.813415093901772e+18,كيكاتي,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096580534150679302.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
5,SE,7100557683660492037,1653227418,اولكن شو صار بعماد بعد الفيديو😈#بحب #عماد_وليزا #زوجوهم_يعقلون #سوريين_احلا_عالم #foryou #tiktokchallege,6814981003472389125,Lizza&emad,"❤التواصل عالانستغرام ❤
❤ᚹᒪⴹᗅⵢⴹ ᖴ⌷ᒪᒪ⌷Ⱎ ⵡⵢ❤
🇸🇾ℰℳᗅⅅ ♡ ℒⅈℤℤᗅ🇸🇾",0,False,https://www.tiktok.com/@emad_lizza/video/7100557683660492037?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100557683660492037&source=h5_m,7885210,1007,2938,7417,121557,7099499068627405570,7099499068627405570,72,7099499068627405570,original sound - theyassines,Salim&Nour,6.5652631415702e+18,Salim&Nour,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099499046804523778.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/278480e5000b47ce8d337db3dcc456cf.json,False,False,,,,,[],0,0,Egypt,#بحب #عماد_وليزا #زوجوهم_يعقلون #سوريين_احلا_عالم #foryou #tiktokchallege,0,0,1,0,0,0,0,0,0,0
6,SD,7101771810886159622,1653510104,#denimyourwa #viralvideos #foryou #اكسبلور وهدعيلك الدعم عندي واقع #فولو😭😭😭😭😭😭😭,6874534604990022658,تنق تونق 😂,"🥺30kقبل العيد
🔥😭شكرا علي الدعم في الفيدو الأخير",0,False,https://www.tiktok.com/@tingtong18/video/7101771810886159622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101771810886159622&source=h5_m,9523230,5379,59890,106076,391866,7101771790053100294,7101771790053100294,72,7101771790053100294,original sound - tingtong18,تنق تونق 😂,6.874534604990023e+18,تنق تونق 😂,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101771795275909894.mp3,,False,False,,,,,[],0,0,Egypt,#denimyourwa #viralvideos #foryou #اكسبلور #فولو😭😭😭😭😭😭😭,0,0,1,0,0,0,0,0,0,1
7,EG,7090958751552802054,1650992492,#ali_kabo #kabooo_o #fypシ,6899335203426026497,سنتقابل ولو بعد حين ..,قفلت الانستجرام القديم ودا الجديد لكل الي هيكمل معايا من بعد معتزل سوشيال ميديا,0,False,https://www.tiktok.com/@kabo00o/video/7090958751552802054?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090958751552802054&source=h5_m,2347167,11103,34392,2675,476314,7017014378792897282,7017014378792897282,72,7017014378792897282,original sound - crcyi,.,6.597691149115703e+18,.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7017014390868527874.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0f5e6be8fb0e18b5efdb72c51a445cc9.json,False,False,,,,,[],0,0,Egypt,#ali_kabo #kabooo_o #fypシ,0,0,0,0,0,1,0,0,0,0
0,JO,7097694824161103105,1652560856,#ريهام_حجاج #يوتيرن #يوترن #اكسبلورر #اكسبلور #فور_يو #فوريوبيج #فوريوربيج #فوريور #bli_bla_blou_insta #foryou #fyp #explorer #explore #viral #dangewithpubgm #fouryou #فوريو #فوريووو,6920204783678145538,3𝑀_𝐼𝐼𝐵..📹,"و سأبقى لوحدي ابني نفسي بنفسي و لا احتاج احد  🙂💗✨

𝐸𝐴𝐺𝐿𝐸 🦅",0,False,https://www.tiktok.com/@3m_iib/video/7097694824161103105?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097694824161103105&source=h5_m,3648259,281,3594,44698,126995,7097694799973206785,7097694799973206785,72,7097694799973206785,original sound - 3m_iib (Contains music from: Konvoy - Orheyn),"Contains music from: ""Konvoy""",6.920204783678146e+18,3𝑀_𝐼𝐼𝐵..📹,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097694791295306498.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7638e5181287491f04bb15fd602a3e54.json,False,False,Orheyn,Konvoy,original sound - 3m_iib (Contains music from: Konvoy - Orheyn),"Contains music from: ""Konvoy""",[],0,0,Egypt,#ريهام_حجاج #يوتيرن #يوترن #اكسبلورر #اكسبلور #فور_يو #فوريوبيج #فوريوربيج #فوريور #bli_bla_blou_insta #foryou #fyp #explorer #explore #viral #dangewithpubgm #fouryou #فوريو #فوريووو,0,1,1,0,1,0,0,0,1,1
1,EG,7102217177830264070,1653613800,#بيج_ياسمين https://m.facebook.com/story.php?story_fbid=709342323723019&id=100006439616527,6958594694361252869,Tik Toker,متبصليش علشان بتكسف,0,False,https://www.tiktok.com/@usersys85g511x/video/7102217177830264070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102217177830264070&source=h5_m,1803987,842,640,1602,21448,7102217129692990214,7102217129692990214,72,7102217129692990214,original sound - usersys85g511x,Tik Toker,6.958594694361253e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102217154639989509.mp3,,False,False,,,,,[],0,0,Egypt,#بيج_ياسمين,0,0,0,0,0,0,0,0,0,0
2,FR,7095323285814004997,1652008690,Le porte-clés qui protège ton verre ! 🥰 #mysafecup #pourtoi #fyp #boitedenuit #viral #foryoupage #decouvrir #amazing #safecup #girls #safetytips #change,6962508762872513542,Protection anti drogue,"MySafeCup, le chouchou de Prévention & de Dissuasion
Visitez notre boutique🥰👇",0,False,https://www.tiktok.com/@mysafecup/video/7095323285814004997?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095323285814004997&source=h5_m,4365407,133,344,139,37631,7095323255611198213,7095323255611198213,72,7095323255611198213,original sound - mysafecup,Protection anti drogue,6.962508762872514e+18,Protection anti drogue,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095323268332129029.mp3,,False,False,,,,,[],0,0,Egypt,#mysafecup #pourtoi #fyp #boitedenuit #viral #foryoupage #decouvrir #amazing #safecup #girls #safetytips #change,0,0,0,1,1,0,0,0,1,0
3,US,7081697498762382634,1648836188,#turtles #snappers #nightdoneright #whatwouldpoptartsdo #foryou #fypシ #viral #river,7069626632378123270,kayleann,,0,False,https://www.tiktok.com/@kayleann31/video/7081697498762382634?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081697498762382634&source=h5_m,68430538,2249,1111,6484,607731,7081697447277480750,7081697447277480750,72,7081697447277480750,original sound - kayleann31,kayleann,7.069626632378123e+18,kayleann,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081697487724333870.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aa5043c4618c6b663617ee700dc9b337.json,False,False,,,,,[],0,0,Egypt,#turtles #snappers #nightdoneright #whatwouldpoptartsdo #foryou #fypシ #viral #river,0,0,1,0,0,1,0,0,1,0
4,EG,7102800591847476485,1653749635,بتاكله بقشره 🤣🤣🐟#kijooandtanya,6556893872643080198,Kijoo & Tanya,"❤️كوميديا الزواج المبكر❤️
Soon 250k",0,False,https://www.tiktok.com/@kijooandtanya/video/7102800591847476485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102800591847476485&source=h5_m,1044095,243,191,571,22181,7102800577058720517,7102800577058720517,72,7102800577058720517,original sound - kijooandtanya,Kijoo & Tanya,6.55689387264308e+18,Kijoo & Tanya,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102800586630417158.mp3,,False,False,,,,,[],0,0,Egypt,#kijooandtanya,0,0,0,0,0,0,0,0,0,0
5,EG,7082164214596373765,1648944853,@monicagamal7,6560490594433892357,Asmaa Gamal,Live a life you will remember 💭,0,False,https://www.tiktok.com/@asmaagamal0/video/7082164214596373765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082164214596373765&source=h5_m,2971462,2586,4040,9709,160336,7082164160359926533,7082164160359926533,72,7082164160359926533,original sound - asmaagamal0,Asmaa Gamal,6.560490594433892e+18,Asmaa Gamal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082164196971924229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/41aa27c23d28f730b468a62dc84f1fae.json,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
6,TR,7100109026012253441,1653122956,#direksiyoneğitmeni #manavgat #direksiyoneğitimi #keşfetteyizzz #keşfett #keşfetbeniöneçıkar #keşfetbeni,7092283368616412161,Ekrem yılmaz,"İyi bir sürücü karar verir ve uygular.
Manavgat
@driving_instructor_ekremyilmaz",0,False,https://www.tiktok.com/@dir.egt.ekrm/video/7100109026012253441?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100109026012253441&source=h5_m,16624993,1,1258,1297,116503,7070105828002401030,7070105828002401030,72,7070105828002401030,original sound - weemadshazy13 (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",6.787058272253232e+18,Wee Mad Shazy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7070105826198817541.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f8152c07c14fd6a8dd8eed8941a436e.json,False,False,Sunashi Rom,Unstoppable Next,original sound - weemadshazy13 (Contains music from: Unstoppable Next - Sunashi Rom),"Contains music from: ""Unstoppable Next""",[],0,0,Egypt,#direksiyoneğitmeni #manavgat #direksiyoneğitimi #keşfetteyizzz #keşfett #keşfetbeniöneçıkar #keşfetbeni,0,0,0,0,0,0,0,0,0,0
7,GB,7081353905560358149,1648756188,That Has To Be The Juciest Sweetest Strawberry I've Eaten In A Long Time 🍓🍓🍓 #strawberry #fruit #satisfyinglips #eatingsounds,6868584960540263430,Satisfying Lips 💋,Want Longer Videos? Watch On My ☝️ YouTube Satisfying Lips You're Doing Great 💜,0,False,https://www.tiktok.com/@satisfying..x..lips/video/7081353905560358149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081353905560358149&source=h5_m,1464382,541,290,1981,27945,7081353881162173190,7081353881162173190,72,7081353881162173190,original sound - satisfying..x..lips,Satisfying Lips 💋,6.868584960540263e+18,Satisfying Lips 💋,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081353877123074822.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4532f6d75d8290b2fc4d585601dcb28f.json,False,False,,,,,[],0,0,Egypt,#strawberry #fruit #satisfyinglips #eatingsounds,0,0,0,0,0,0,0,0,0,0
0,EG,7101764705995345158,1653508449, ,7084696617694118918,🥂Koky Nasser♥️,"من تواضع لله رفعه ❤️🫀
الدنيا حظووظ ولو حظك حلو هتقبلني ♥️
🥂♥️",0,False,https://www.tiktok.com/@010zikra/video/7101764705995345158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101764705995345158&source=h5_m,1457059,18,667,139,33528,6833972887548971781,6833972887548971781,10036,6833972887548971781,Marry Me (feat. Toya Wright),Rasheeda,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6451d37d7406466694e79d004d0fd20e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d318fd9f56e84133a521c965d9628b59,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '536632335', 'external_song_key': 'apple_song_id'}]",0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
1,JO,7097985706642918658,1652628582, ,6762567462552044549,Tahhan,20 || 🇯🇴🇵🇸,0,False,https://www.tiktok.com/@tahhan/video/7097985706642918658?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097985706642918658&source=h5_m,4875533,1907,578,3028,256757,7097985705984428802,7097985705984428802,72,7097985705984428802,original sound - tahhan,Tahhan,6.762567462552045e+18,Tahhan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097985686942354177.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
2,TN,7103586265404017925,1653932564,شحن هاتفك هي عدد صدماتك بعد الزواج🤪 اضيفوني ليصلكم الجديد❤️❤️❤️,6823545339812201478,riomadon,"↗️تابعوني على الانستغرام
riomadon.contact@gmail.com
🔻 اضيفوني على اليوتيوب 🔻",0,False,https://www.tiktok.com/@riomadon/video/7103586265404017925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103586265404017925&source=h5_m,115037,65,88,23,12735,7103586260426033925,7103586260426033925,72,7103586260426033925,original sound - riomadon,riomadon,6.823545339812201e+18,riomadon,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103586246068423430.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
3,GB,7101181856539856133,1653372748,Guardian shoes#steeltoe #fyp,7075587319507747846,safety shoes,"🎉Honey pls🎉
fast global logistics 
WhatsApp:+86 13599171315",0,False,https://www.tiktok.com/@mens_shoes/video/7101181856539856133?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101181856539856133&source=h5_m,5909253,459,233,998,55768,7066095670221933317,7066095670221933317,72,7066095670221933317,Dr. Dre dance challenge,Fraser Freeze,6.809737058261779e+18,Fraser Freeze,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066095680485329670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad80be34b37cdafb9dae3002162bbf25.json,False,False,,,,,[],0,0,Egypt,#steeltoe #fyp,0,0,0,0,1,0,0,0,0,0
4,EG,7099892328889896197,1653072502,الرد على @nemoahmed315 تسلميلي,6633508354939600902,big_yasmen,بيج ياسمين..الصفحة الرسمية والوحيدة وبلغو عن غيرها...وللتأكد شوفو فديوهات الصفحة,0,False,https://www.tiktok.com/@coach_yasmen/video/7099892328889896197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099892328889896197&source=h5_m,5751609,4498,3544,6217,225477,7099892322535492357,7099892322535492357,72,7099892322535492357,original sound - coach_yasmen,big_yasmen,6.633508354939601e+18,big_yasmen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099892325098228486.mp3,,False,False,,,,,[],0,0,Egypt,,0,0,0,0,0,0,0,0,0,0
5,LB,7080190266497404161,1648485258,من وين شفتو الفيديو 😂😂#دويتو #3zoz #عزت #سوريا #fy #السعودية #fyp #fyp ##اكسبلورexplore #na3em @naeem_salah @3zoz.izzet,7000739445373780994,3zoz.izzet,"للتواصل انستغرام👆🏻
لايف يوميا الساعه 11بتوقيت🇸🇦
نمبر ون بتنفيذ الاحكام😂",0,False,https://www.tiktok.com/@3zoz.izzet/video/7080190266497404161?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080190266497404161&source=h5_m,9943147,7819,11987,47839,656758,7046273796663249670,7046273796663249670,72,7046273796663249670,original sound - 5_0_95,Tik Toker,6.967852966679578e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7046273851881245446.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c122678f23c3a89652e729b09c1a8212.json,False,False,,,,,[],0,0,Egypt,#دويتو #3zoz #عزت #سوريا #fy #السعودية #fyp #fyp ##اكسبلورexplore #na3em,0,0,0,0,2,0,0,0,0,0
6,FI,7103210624330599685,1653845105,#اسو  قصة حزينة,213074754516455424,Asoo🌸,"I love makeup, anime and you💞
SC : asoothesizzler
فديو جديد عالقناة😱🔥",0,False,https://www.tiktok.com/@asoothesizzler/video/7103210624330599685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103210624330599685&source=h5_m,3315421,1829,1580,3150,223443,7097943126861564673,7097943126861564673,72,7097943126861564673,original sound - elzbda,🧈,7.027535334557812e+18,🧈,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097943130233670402.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/020bba1583465021a62200976c46909d.json,False,False,,,,,[],0,0,Egypt,#اسو,0,0,0,0,0,0,0,0,0,0
7,DZ,7092200257232129286,1651281554,#محمد_صلاح #🇩🇿🇵🇸🇲🇦🇹🇳🇪🇬🇸🇦🇱🇧🇦🇪🇴🇲🇶🇦🇸🇾🇮🇶,7044975336384627714,Fawaz Fawaz,"يَرحًمً وٌآلَدٍيَکْ يَآطِيَبً آلَقُلَبً 
آبًوٌنيَ 
آکْسِبًلَوٌر",0,False,https://www.tiktok.com/@fawazfawaz848/video/7092200257232129286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092200257232129286&source=h5_m,5230318,494,1278,11169,117970,7092200233509161733,7092200233509161733,72,7092200233509161733,original sound - fawazfawaz848 (Contains music from: Sad Turkish Music - Masr Online Band),"Contains music from: ""Sad Turkish Music""",7.044975336384628e+18,Fawaz Fawaz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092200242724014853.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1e4f14641e5db5e3efa33a6da429e6f8.json,False,False,Masr Online Band,Sad Turkish Music,original sound - fawazfawaz848 (Contains music from: Sad Turkish Music - Masr Online Band),"Contains music from: ""Sad Turkish Music""",[],0,0,Egypt,#محمد_صلاح #🇩🇿🇵🇸🇲🇦🇹🇳🇪🇬🇸🇦🇱🇧🇦🇪🇴🇲🇶🇦🇸🇾🇮🇶,0,0,0,0,0,0,0,0,0,0
0,EG,7097348100343287045,1652480129,#foryoupage #CapCut #fypシ #fryyyyyy @salmaahmed425 @mennaelfr3ony15 😡,307717895059390464,سَهَوَه,Ana meen elgabni hena !!,0,False,https://www.tiktok.com/@sohaahmed12/video/7097348100343287045?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097348100343287045&source=h5_m,437095,92,357,1155,21128,7024955087533492994,7024955087533492994,72,7024955087533492994,original sound - soso.love.9 (Contains music from: الزمن زمني - محمد رزق),"Contains music from: ""الزمن زمني""",6.907063407254652e+18,༊෴✿الُامبرٍاطُۆرٍة✿〄࿐,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7024955114813508353.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/88b2f4c44c589b5f5f6932269087499a.json,False,False,محمد رزق,الزمن زمني,original sound - soso.love.9 (Contains music from: الزمن زمني - محمد رزق),"Contains music from: ""الزمن زمني""",[],0,0,Egypt,#foryoupage #CapCut #fypシ #fryyyyyy,0,0,0,1,0,1,0,0,0,0
