,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_colombia,hash_elecciones2022,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_tiktok,hash_viral
5,ES,7103559413000162562,1653926312,Love ❤️ Kirill  is very funny😂😂 #rek #fup #on #Love #boyfriend,216991084038782976,Lady Bunny 🐰🤍,"I'm Diana🐰
18 Y.o 🤍
I love you 🐰
Ukrainian girl🇺🇦
t.me/ladydiankax11",0,False,https://www.tiktok.com/@ladydianka/video/7103559413000162562?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103559413000162562&source=h5_m,325725,541,157,308,58968,7077608798868736774,7077608798868736774,72,7077608798868736774,original sound - bestspedup (Contains music from: Can't Stop Singing - Ross Lynch & Maia Mitchell),"Contains music from: ""Can't Stop Singing""",7.057104042099181e+18,sped up songs ❤️‍🩹,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077608815172078342.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2dccd38fa4639cbef5776599295630bf.json,False,False,Ross Lynch & Maia Mitchell,Can't Stop Singing,original sound - bestspedup (Contains music from: Can't Stop Singing - Ross Lynch & Maia Mitchell),"Contains music from: ""Can't Stop Singing""",[],0,0,Colombia,#rek #fup #on #Love #boyfriend,0,0,0,0,0,0,0,0,0,0
6,CO,7098029813948026118,1652638852,Blooper JAJAJAJAJAJAJAJ que hermosa se ve mi bebé JAJAJAA ya díganle que sea seria #fyp #🏳️‍🌈 #parati @dimealvarito,6984411548018476037,Nicole Vásquez,"🏳️‍🌈
Non-binary 
IG: nicki_0117
📩 nicki0117vasquez@gmail.com",0,False,https://www.tiktok.com/@nicki_1701/video/7098029813948026118?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098029813948026118&source=h5_m,1290375,388,370,3121,252981,7065361590693939973,7065361590693939973,72,7065361590693939973,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",7.008565845694727e+18,™️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7065361598096886534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6c573635d51670e7038d7f5b83e4781a.json,False,False,Mattinthecut,ROVER,Rover (Contains music from: ROVER - Mattinthecut),"Contains music from: ""ROVER""",[],0,0,Colombia,#fyp #🏳️‍🌈 #parati,0,0,0,0,1,0,0,1,0,0
7,FR,7093798374557666566,1651653646, ,6861266353005888518,La tictokeuse 869,latiktokeuse869🦄,0,False,https://www.tiktok.com/@latiktokeuse869/video/7093798374557666566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093798374557666566&source=h5_m,16312847,5550,61347,3244,339277,6970435904393546502,6970435904393546502,72,6970435904393546502,original sound - yanuelleington (Contains music from: I Got You (I Feel Good) - James Brown & The Famous Flames),"Contains music from: ""I Got You (I Feel Good)""",6.809839132912731e+18,Yanuelle Castano,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6970436017807788806.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/910c443dcbe15ad008d185a3c8ec5969.json,False,False,James Brown & The Famous Flames,I Got You (I Feel Good),original sound - yanuelleington (Contains music from: I Got You (I Feel Good) - James Brown & The Famous Flames),"Contains music from: ""I Got You (I Feel Good)""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
0,CO,7094057703068192006,1651714023,Yo me transjormo 🤣 ! Audio @anarkity,222960807289180160,Lina Tejeiro,"👑  
Actriz Colombiana 🇨🇴",0,False,https://www.tiktok.com/@linatejeiro8/video/7094057703068192006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094057703068192006&source=h5_m,9485718,6846,24982,29511,731754,7091088682823797509,7091088682823797509,72,7091088682823797509,original sound - anarkity (Contains music from: Re Locos Papi - Kei Linch),"Contains music from: ""Re Locos Papi""",24148502.0,anarkity,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091088707108817670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5606e1142542c33e182d54e585a9aa68.json,False,False,Kei Linch,Re Locos Papi,original sound - anarkity (Contains music from: Re Locos Papi - Kei Linch),"Contains music from: ""Re Locos Papi""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
1,ES,7103575702800223493,1653930105,Alitas de pollo empanadas sin empanar 😏 #cocinaconcoqui #recetasfaciles #alitas #alitasdepollo #AprendeEnTikTok #AprendeConTikTok #recetascheck,7008198316224676869,cocinaconcoqui,"Colab: contacto@cocinaconcoqui.com
Más recetas en YT
Recetas paso a paso: WEB ⬇️",0,False,https://www.tiktok.com/@cocinaconcoqui/video/7103575702800223493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103575702800223493&source=h5_m,345373,144,454,1177,83358,7103575698287201029,7103575698287201029,72,7103575698287201029,original sound - cocinaconcoqui,cocinaconcoqui,7.008198316224677e+18,cocinaconcoqui,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103575692746558213.mp3,,False,False,,,,,[],0,0,Colombia,#cocinaconcoqui #recetasfaciles #alitas #alitasdepollo #AprendeEnTikTok #AprendeConTikTok #recetascheck,0,0,0,0,0,0,0,0,0,0
2,AU,7079333321649474821,1648285736,I felt that last one lmaooo #science #scienceismagic #scienceexperiments,6682520324499080198,Angel,twitter @angelalektra,0,False,https://www.tiktok.com/@professormilkies/video/7079333321649474821?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079333321649474821&source=h5_m,14002942,2714,1088,7997,1030406,6936143790793296642,6936143790793296642,72,6936143790793296642,original sound - _marvel.crash_ (Contains music from: Ritmo Vocal Zocoleo - DJ Beatbox),"Contains music from: ""Ritmo Vocal Zocoleo""",6.557238859020304e+18,I'm the god Loki,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6985831062383414017.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a331f76114625acd49dcd2d82a59303d.json,False,False,DJ Beatbox,Ritmo Vocal Zocoleo,original sound - _marvel.crash_ (Contains music from: Ritmo Vocal Zocoleo - DJ Beatbox),"Contains music from: ""Ritmo Vocal Zocoleo""",[],0,0,Colombia,#science #scienceismagic #scienceexperiments,0,0,0,0,0,0,0,0,0,0
3,GB,7094362334096788742,1651784950,PART 62!! ASMR UNDERWATER GOLD MINING ⚒🔱💦🤩 #fyp #foryoupage #ceoofmining #gold #asmr #soundup #satisfying #water #pour #mineit #mining #goldmining #carving #toy #mineitgold #viral,6671356499821330437,Craig Jones,"22& can’t stop scrolling 🇬🇧
CEO of Mining⛏🔱
Hello@TheGoldStudios.com📨",0,False,https://www.tiktok.com/@craigjones221/video/7094362334096788742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094362334096788742&source=h5_m,14573716,815,815,2775,383659,7094362324319865606,7094362324319865606,72,7094362324319865606,original sound - craigjones221,Craig Jones,6.67135649982133e+18,Craig Jones,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094362323858639621.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/079c35ad632aac5cdedbbb3718838079.json,False,False,,,,,[],0,0,Colombia,#fyp #foryoupage #ceoofmining #gold #asmr #soundup #satisfying #water #pour #mineit #mining #goldmining #carving #toy #mineitgold #viral,0,0,0,1,1,0,0,0,0,1
4,CL,7086895855415872774,1650046525,Casi me sale #fyp,6544126463451337728,Brahiron Chávez,"BRAY ON 🇨🇱Rompiendo prejuicio🔥
Sígueme en instaaaa📷:
Bray.onn
Escucha #BEBA",0,False,https://www.tiktok.com/@bray.onn/video/7086895855415872774?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086895855415872774&source=h5_m,36270652,44530,32783,103366,6520720,7086895850458270469,7086895850458270469,72,7086895850458270469,original sound - bray.onn,Brahiron Chávez,6.544126463451338e+18,Brahiron Chávez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086895846700206854.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d1bb97e9410ab7430fa8b4390639d4f0.json,False,False,,,,,[],0,0,Colombia,#fyp,0,0,0,0,1,0,0,0,0,0
5,CO,7102167504168029445,1653602234,mi 26 🖤,266003088296325120,Yurielkys Ojeda,sígueme en insta: @yurielkys.ojeda 👀,0,False,https://www.tiktok.com/@yurielkysojeda/video/7102167504168029445?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102167504168029445&source=h5_m,3472822,2464,1426,7613,611279,7094523520125864710,7094523520125864710,72,7094523520125864710,original sound - tobylyrics (Contains music from: Ojitos Lindos - Bad Bunny & Bomba Estéreo),"Contains music from: ""Ojitos Lindos""",6.848078758240765e+18,𝙏𝙊𝘽𝙔𝙇𝙔𝙍𝙄𝘾𝙎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094523570201611013.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0f8a8ed59221b8e5cf6fe50701553e47.json,False,False,Bad Bunny & Bomba Estéreo,Ojitos Lindos,original sound - tobylyrics (Contains music from: Ojitos Lindos - Bad Bunny & Bomba Estéreo),"Contains music from: ""Ojitos Lindos""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
6,GE,7084328153040162049,1649448685, ,6789593119525946374,Klim,PR: sonn1c@orosdigital.agency,0,False,https://www.tiktok.com/@sonn1c/video/7084328153040162049?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084328153040162049&source=h5_m,27903883,8354,1571,4662,1607309,7073766044170487809,7073766044170487809,10033,7073766044170487809,Modern Art,Annika Wells,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b673b8eccc4a44759238b80a86c8e47f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e5e4b720ef5d482fa7347d4a4f5f9d6b,True,True,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
7,CO,7095776394797518081,1652114187,Trying honeycomb dipped in honey 🍯😱 #mukbang,6811201630936269830,snega,"she/her 🧖‍♀️ 📍NY
 📩 skincarebysnega@gmail.com
New YouTube video ⤵️",0,False,https://www.tiktok.com/@skincarebysnega/video/7095776394797518081?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095776394797518081&source=h5_m,12568849,9819,1842,8246,1150492,7095776390980569858,7095776390980569858,72,7095776390980569858,original sound - skincarebysnega,snega,6.81120163093627e+18,snega,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095776329873869570.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8391014d4435b806f9e4fee31610f89.json,False,False,,,,,[],0,0,Colombia,#mukbang,0,0,0,0,0,0,0,0,0,0
0,KR,7102196554093628674,1653609005,Okay... #fyp #trend #yukasungfamily,82635728445,YUKA유카,"Insta:@bjyuka 
YT: YUKACHANNEL 
🤰➡️🤱 
JAPANESE lives in 🇰🇷
A new YT video⏬",0,False,https://www.tiktok.com/@yukachannel/video/7102196554093628674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102196554093628674&source=h5_m,21523905,5313,5854,17851,2340202,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Colombia,#fyp #trend #yukasungfamily,0,0,0,0,1,0,0,0,0,0
1,BR,7101280244681755910,1653395653,Aí aí aí #fy,6761221051780416517,Marjorye,"Oie abençoados 💖
20 aninhos / 🇧🇷 
Clica aí no link 👇🏼🫶🏼",0,False,https://www.tiktok.com/@marjoryevieira/video/7101280244681755910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101280244681755910&source=h5_m,2565974,1851,7435,7091,193118,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Colombia,#fy,0,0,0,0,0,0,0,0,0,0
2,IT,7077947253612121349,1647963015,@catalina.rusu #fyp #asmrsounds #asmrvideo #asmr #viral,7072387854114636806,octavian.asmr,ASMR🎧,0,False,https://www.tiktok.com/@octavian.asmr/video/7077947253612121349?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077947253612121349&source=h5_m,13114241,1107,789,2266,461371,7077947235669953286,7077947235669953286,72,7077947235669953286,original sound - octavian.asmr,octavian.asmr,7.072387854114637e+18,octavian.asmr,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077947230006676229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b509551ef1cb5b05badfcd03ea000779.json,False,False,,,,,[],0,0,Colombia,#fyp #asmrsounds #asmrvideo #asmr #viral,0,0,0,0,1,0,0,0,0,1
3,GB,7102498485559184646,1653679295,"Barbie, Bratz or Monster High makeup! 💀what should I do next?!",127290296282984448,Holly Murray Makeup,"IG: hollymurraymakeup 
MAKEUP 🖤
📧 elisha@connectmgt.com",0,False,https://www.tiktok.com/@hollymurraymakeup/video/7102498485559184646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102498485559184646&source=h5_m,4380879,1448,724,1574,448315,6867261288968391430,6867261288968391430,72,6867261288968391430,Monster high theme song (Contains music from: Monster High Fright Song - Monster High),"Contains music from: ""Monster High Fright Song""",24264313.0,Lorenza🥰,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6867261261332237061.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2949a902748e839e2f4af2def6384d84.json,False,False,Monster High,Monster High Fright Song,Monster high theme song (Contains music from: Monster High Fright Song - Monster High),"Contains music from: ""Monster High Fright Song""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
4,CO,7095846402537917701,1652130487,Lo más lindo que tenemos es la familia  🇨🇴 #RodolfoHernandez #RodolfoPresidente #elecciones2022,6881834351354168321,Ing Rodolfo Hernández,Futuro presidente de Colombia 🇨🇴 / Empresario / Viejito pero sabroso 😎 / ⤵️👀,0,False,https://www.tiktok.com/@ingrodolfohernandez/video/7095846402537917701?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095846402537917701&source=h5_m,813265,1794,2958,2978,61093,7095846403351579397,7095846403351579397,72,7095846403351579397,original sound - ingrodolfohernandez,Ing Rodolfo Hernández,6.881834351354168e+18,Ing Rodolfo Hernández,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095846418534927109.mp3,,False,False,,,,,[],0,0,Colombia,#RodolfoHernandez #RodolfoPresidente #elecciones2022,0,1,0,0,0,0,0,0,0,0
5,AU,7101419421276605698,1653428056,#justiceforjohnnydepp follow for more! #licepopping,6713307532104877058,Rach,"3.5 you guys blow me away ! Thank you 🎉
Spread love not lice",0,False,https://www.tiktok.com/@trashywashyy/video/7101419421276605698?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101419421276605698&source=h5_m,7317287,3412,5294,3987,393222,6891415567417231361,6891415567417231361,10033,6891415567417231361,Pirates Of The Caribbean - Main Theme - He's A Pirate,Geek Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd9c18943c4046f2a2a37db0e5244dc0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a9204ae9dc8e4e7fb921f5153b7a8fc7,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1171882302', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,#justiceforjohnnydepp #licepopping,0,0,0,0,0,0,0,0,0,0
6,CO,7098363763912494342,1652716606,visita mi perfil ✅ #viral #tiktok #xyzbca #fypシ #foryou,7091657291188208646,knva8,"¿MAS INFORMACIÓN?
solo +17 Años
👇MANDAME UN DM?",0,False,https://www.tiktok.com/@knva8/video/7098363763912494342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098363763912494342&source=h5_m,913812,139,407,1037,13819,7087744357444471557,7087744357444471557,10036,7087744357444471557,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6877039427674a0699970fc9520959ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81ec85a194e74eb28259e0335a98b13f,False,True,,,,,[],0,0,Colombia,#viral #tiktok #xyzbca #fypシ #foryou,0,0,1,0,0,1,0,0,1,1
7,IT,7096185447055133958,1652209427,Biennale 2022 #venezia #venice #biennaledivenezia #biennale2022 #danimarca #denmark,6869493521306452993,Chiara Zandegiacomo Bianco,Metto video a caso dove faccio cose,0,False,https://www.tiktok.com/@chiarazndgcm/video/7096185447055133958?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096185447055133958&source=h5_m,48292821,30353,45476,112843,4074470,7039388363748576005,7039388363748576005,72,7039388363748576005,original sound - kiramoviesx (Contains music from: The Era Of Relationships.7 - Sparkplugfn),"Contains music from: ""The Era Of Relationships.7""",7.004209312012912e+18,kira🧛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7039388396967430918.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c6b5b19e8621fe2b2d4064d1ff9fc3dc.json,False,False,Sparkplugfn,The Era Of Relationships.7,original sound - kiramoviesx (Contains music from: The Era Of Relationships.7 - Sparkplugfn),"Contains music from: ""The Era Of Relationships.7""",[],0,0,Colombia,#venezia #venice #biennaledivenezia #biennale2022 #danimarca #denmark,0,0,0,0,0,0,0,0,0,0
0,CO,7103228427041262853,1653849248,Las colombianas 🔥,6987931254185280518,gemelasabello2,"Colombianas 🇨🇴
Síguenos en Instagram 👇🏼",0,False,https://www.tiktok.com/@gemelasabello2/video/7103228427041262853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103228427041262853&source=h5_m,2253576,1112,783,3494,332835,7095019005370452778,7095019005370452778,72,7095019005370452778,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",7.024650886308431e+18,ur/gf,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095019029886274347.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9a2fe9bb843dac6dca05b56ec529a95a.json,False,False,Aomak,Titi me preguntó,Tití me preguntó (Contains music from: Titi me preguntó - Aomak),"Contains music from: ""Titi me preguntó""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
1,US,7103298690877492482,1653865609, ,6692533216942179334,Kissme,"Di 🦋
20 ❤️
Follow my Instagram: sheloveeeeeee 🚁👇",0,False,https://www.tiktok.com/@shelovee/video/7103298690877492482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103298690877492482&source=h5_m,1463550,242,1953,782,75693,7049022790225513222,7049022790225513222,72,7049022790225513222,original sound - buildingracie (Contains music from: Diablo Hace Frío - Dj pegamento),"Contains music from: ""Diablo Hace Frío""",6.630275484930998e+18,gracie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049022803748014853.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/19ee92d01a3b1d8890c57ab3fa831045.json,False,False,Dj pegamento,Diablo Hace Frío,original sound - buildingracie (Contains music from: Diablo Hace Frío - Dj pegamento),"Contains music from: ""Diablo Hace Frío""",[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
2,CA,7091985840410332422,1651231632,✨Eid Henna Inspo✨#eid #muslim #henna,6731120337356096518,Parisa,Staying away from tiktok was inevitable so here I am,0,False,https://www.tiktok.com/@parisas_henna_art/video/7091985840410332422?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091985840410332422&source=h5_m,64597682,29235,45965,155434,6875301,7075033522712464134,7075033522712464134,72,7075033522712464134,original sound - lanasmonkeys,Liveforlana_,6.983311437565855e+18,Liveforlana_,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075033531298122502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7eee79b2dcf4720ae2d4758bbc6ac9d0.json,False,False,,,,,[],0,0,Colombia,#eid #muslim #henna,0,0,0,0,0,0,0,0,0,0
3,US,7089969956456107310,1650762269,Mr. Science in the house! #thatlilttlepuff #puffknowsbetter #catsoftiktok #PringlesCanHands,6732255236565877766,ThatLittlePuff,👇Get Dashing Clothes for Your Pets👇,0,False,https://www.tiktok.com/@thatlittlepuff/video/7089969956456107310?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089969956456107310&source=h5_m,27203264,2161,15095,16688,2182220,7089969920615926570,7089969920615926570,72,7089969920615926570,original sound - thatlittlepuff,ThatLittlePuff,6.732255236565878e+18,ThatLittlePuff,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089969963682908971.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c65331729677e6b8088a6f7069ab1a65.json,False,False,,,,,[],0,0,Colombia,#thatlilttlepuff #puffknowsbetter #catsoftiktok #PringlesCanHands,0,0,0,0,0,0,0,0,0,0
4,AR,7075126439170854150,1647306244,@andreecuadros soy el remix de tus audios xd. SIGANME EN TWICH julisavioli #buenosaires #cita #ahre #kiss #argentina,6599841936495493126,Juli Savioli,"20 años ♒️♒️♒️
Bs As
@Trendsetters.ok
contrataciones@hellosaturday.club",0,False,https://www.tiktok.com/@julisavioli/video/7075126439170854150?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075126439170854150&source=h5_m,17978199,6863,9146,24519,2116800,7062632578763098885,7062632578763098885,72,7062632578763098885,original sound - andreecuadros,andreecuadros,6.775560936062879e+18,andreecuadros,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062845743844870918.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d179c3ca672376820ea0e3912481659.json,False,False,,,,,[],0,0,Colombia,#buenosaires #cita #ahre #kiss #argentina,0,0,0,0,0,0,0,0,0,0
5,CO,7100603769586552070,1653238148,@willgarciap,6810621656664179718,Luna isabel gil,,0,False,https://www.tiktok.com/@luna.gil/video/7100603769586552070?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100603769586552070&source=h5_m,1702207,317,520,662,76255,7084303665602775814,7084303665602775814,10036,7084303665602775814,"ULTRA SOLO (Solo y coronao ¿De qué sirve? Si no estás a mi lao' Por ti paso el día conectau, pendiente al cel, pendiente a ti, pendiente si subes una story)",Polimá Westcoast & Pailita,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4eaf8f22e4f543c08688d97f17b01b7c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fa51ec760d654f8caff512250d732b6d,False,True,,,,,[],0,0,Colombia,,0,0,0,0,0,0,0,0,0,0
6,EC,7076640331688627461,1647658725,#😭😞😓💔,6807493058658894854,JMSQ📸🎶,✨🐶😿✨,0,False,https://www.tiktok.com/@jmsq26/video/7076640331688627461?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076640331688627461&source=h5_m,36150273,2046,1674,12429,754387,7058458317941050118,7058458317941050118,72,7058458317941050118,original sound - evel_yn12 (Contains music from: No Te Olvidaré - Jayac),"Contains music from: ""No Te Olvidaré""",6.937465934840137e+18,♡ :( EvE_ 🥷♡:},False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7058458342838438662.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4d4fa7f5746fa1c58cac37a938bbfa10.json,False,False,Jayac,No Te Olvidaré,original sound - evel_yn12 (Contains music from: No Te Olvidaré - Jayac),"Contains music from: ""No Te Olvidaré""",[],0,0,Colombia,#😭😞😓💔,0,0,0,0,0,0,0,0,0,0
7,US,7099853721097489710,1653063513,Got him while cleaning  😂😂😂 @jlo1017 #fyp #couple #cleanup #thatlook #TopGunMode￼ #thebest #foryou,6599785674101489670,Lindy and Jlo,"💕 fun, love and laughter 💕
Lindy@select.co",0,False,https://www.tiktok.com/@mamalindy/video/7099853721097489710?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099853721097489710&source=h5_m,9190135,923,1304,509,380908,7073709565941925889,7073709565941925889,10033,7073709565941925889,Snatched,Big Boss Vette,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/619cbe5f8f48417eb2fb4e8a610f6be1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/113d83b5f26b4004b77e842630ba5834,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614925186', 'external_song_key': 'apple_song_id'}]",0,0,Colombia,#fyp #couple #cleanup #thatlook #TopGunMode￼ #thebest #foryou,0,0,1,0,1,0,0,0,0,0
