,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_satisfying,hash_trending,hash_viral,hash_xyzbca
2,US,7098517316299803950,1652752356,Part 1#foryoupage #viral #foryou #satisfying #storytime #foryou #fpy,7095355762761647150,6227boo,,0,False,https://m.tiktok.com/v/7098517316299803950.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098517316299803950&source=h5_m,2651546,991,211,657,168861,6910142493908650754,6910142493908650754,72,6910142493908650754,original sound - destinyy222,destiny <3,6.909426641417111e+18,destiny <3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6910142479287307010.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8df05bc31768c399638c70460ebb7f4d.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#foryoupage #viral #foryou #satisfying #storytime #foryou #fpy,0,2,1,0,0,0,1,0,1,0
3,US,7103344854494661931,1653876355,Mexican fast food turned into an EXTRAORDINARY Korean meal🇰🇷🥵 Thank you Chef @Kevin 🙏 #tteokbokki #koreanfood #michelinchef,6611640497603854341,Danny Kim,"got a lot of chef friends👨‍🍳
follow IG @dannygrubs
📬 danny@eatthecapital.com",0,False,https://m.tiktok.com/v/7103344854494661931.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103344854494661931&source=h5_m,257512,88,84,66,33614,7103345021696428846,7103345021696428846,72,7103345021696428846,original sound - dannygrubs,Danny Kim,6.611640497603854e+18,Danny Kim,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103345037714574126.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#tteokbokki #koreanfood #michelinchef,0,0,0,0,0,0,0,0,0,0
4,CA,7088025956136389893,1650309647,"Two employees, who’s better off? 👀 #MoneyToks #PersonalFinance #LifestyleCreep #LifestyleInflation #SpendingMoney #PaycheckToPaycheck #LearnOnTikTok",6777827801897026566,Steph & Den | Money Tips 💸,"💰 We make money simple
🎥 YouTube has the good stuff
⬇️ Our fav money tools",0,False,https://m.tiktok.com/v/7088025956136389893.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088025956136389893&source=h5_m,6174294,2460,1865,5517,1127570,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#MoneyToks #PersonalFinance #LifestyleCreep #LifestyleInflation #SpendingMoney #PaycheckToPaycheck #LearnOnTikTok,0,0,0,0,0,0,0,0,0,0
5,US,7103216004586573098,1653846355,We're obsessed with this look! @prestonperezz #TikTokFashion #summerstyle #styling #blockheels,6673736428327666694,Poshmark,"Buy, sell, and discover new 
and secondhand style. ⭐️",2,False,https://m.tiktok.com/v/7103216004586573098.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103216004586573098&source=h5_m,609,1,0,0,27,7089164613085924142,7089164613085924142,72,7089164613085924142,everyone using this sound is so hot..,sonora,7.065535364045997e+18,sonora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089164633784847147.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/3fc51cb31354e4ef82a864337607f4a9.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#TikTokFashion #summerstyle #styling #blockheels,0,0,0,0,0,0,0,0,0,0
6,GB,7100991814898814214,1653328496,"#pov everyone receives a gummy to reveal their destiny, she gets something odd",6613252425254600710,Selena Valentine ♡︎,"Be kind, always 
📩 Collab: ftselenaa@gmail.com

Subscribe to my YouTube 👇🏼",0,False,https://m.tiktok.com/v/7100991814898814214.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100991814898814214&source=h5_m,4917801,8187,211,811,586373,6915510754741455621,6915510754741455621,72,6915510754741455621,original sound - baileyspinn,Bailey,2347629.0,Bailey,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6990362213450255110.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a00727c83c407cbfcb3078d740a0245c.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#pov,0,0,0,0,0,0,0,0,0,0
7,PH,7102849614562266394,1653761048, ,6576561719111696385,AMBEAUTY SKIN MAIN,AMBeauty Skin Main,0,False,https://m.tiktok.com/v/7102849614562266394.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102849614562266394&source=h5_m,751,2,0,0,20,7063574438654200622,7063574438654200622,72,7063574438654200622,original sound - hyram,Hyram,6.756108693149206e+18,Hyram,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7063574453338278703.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c3d7df55152cc7e06ef21c8289afb445.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
0,US,7081082722952777006,1648693049,The Greatest Play 🤯 (PT. 1) #fyp #xyzbca #comedy #funny,6785723118272807942,Christian Barnes,"STL📍
Blessed 😇
Subscribe to my YouTube ⬇️",0,False,https://m.tiktok.com/v/7081082722952777006.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081082722952777006&source=h5_m,23946043,19702,31666,64633,4792407,6681731853256231686,6681731853256231686,74,6681731853256231686,Earth,Lil Dicky,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/66dd0397f2d148f2800dbe39295cf7ec,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/06a3931a1bc845098a45eb0d4c96f03d,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1459924966', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#fyp #xyzbca #comedy #funny,0,0,0,1,1,0,0,0,0,1
1,GB,7081303759560920326,1648744513,Bro chill😭 video:@YAF #foryoupage #foryou #fyp #ridersrepublic #steep #ubisoft #gtav #viral #gaming #trending #foru,6641289334384361477,MURDA10K,"Replying on Instagram👆
 -
Member of Ace Collective 
-
👇OG clips here",0,False,https://m.tiktok.com/v/7081303759560920326.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081303759560920326&source=h5_m,32749295,35171,40171,40040,4506489,7081303755714530054,7081303755714530054,72,7081303755714530054,original sound - murda10k,MURDA10K,6.641289334384361e+18,MURDA10K,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081303760038890245.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/79070c0f8ea14bf72b0f7331e827fc57.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#foryoupage #foryou #fyp #ridersrepublic #steep #ubisoft #gtav #viral #gaming #trending #foru,0,1,1,0,1,0,0,1,1,0
2,AE,7089522864478555398,1650658173,Thank you guys for the messages ❤️ Will be back stronger 🙏🏻💪🏻,6660915534395572230,Football Freestyle champion,Football match with Ronaldinho 🔥⚽️,0,False,https://m.tiktok.com/v/7089522864478555398.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089522864478555398&source=h5_m,13215957,1461,839,3706,464910,5000000001472346288,5000000001472346288,71,5000000001472346288,Ramenez la coupe à la maison,Vegedream,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/79b9140ded9e47d48a4645bbd8cf1df1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9728f991f1b64978be1d0c6edd45c5e0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1413378395', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
3,US,7076120024427056426,1647537580,#biggest #toy #chuckecheese #viral #viralvideo #voiceeffects #video #virall #viraltiktok #vairal #4u #4you #4upage #4yp #duet #,6984572877682361349,RichPat504,,0,False,https://m.tiktok.com/v/7076120024427056426.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076120024427056426&source=h5_m,3060173,378,201,298,245978,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#biggest #toy #chuckecheese #viral #viralvideo #voiceeffects #video #virall #viraltiktok #vairal #4u #4you #4upage #4yp #duet #,0,0,0,0,0,0,0,0,1,0
4,AU,7071523267927936257,1646467315,Which one is your mum more like? 😆❤️ #avnfam #musical,6707120964011983878,avneesha,"artist • songwriter • meme
📧bonnie@bornbredtalent.com
↓",0,False,https://m.tiktok.com/v/7071523267927936257.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071523267927936257&source=h5_m,5346761,4798,5365,28267,814628,7071523267177253634,7071523267177253634,72,7071523267177253634,original sound - avneesha_official,avneesha,6.707120964011984e+18,avneesha,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071523238441995010.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b324199371e4d4eb60c8e3aff937daf.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#avnfam #musical,0,0,0,0,0,0,0,0,0,0
5,CA,7080608236558241030,1648582574,"Ankle taping can help support your joint’s stability, add compression and reduce pain! Different versions exist but here is ours! Tapes used were Cramer tape underwrap (pretape) and Jaybird et Mais 1-1/2inch non-elastic athletic tape #sports #injury #fyp #football #Soccer #basketball #anklesprain #physicaltherapy #rigidtape",7072130767091221509,PHTips Physio,4 étudiants en physio qui vous balancent du contenu simplifié 🔥 stay tuned!!,0,False,https://m.tiktok.com/v/7080608236558241030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080608236558241030&source=h5_m,1439768,665,743,20,55444,6738456583379880706,6738456583379880706,25,6738456583379880706,love nwantinti (ah ah ah),CKay,6.733392183322625e+18,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3cfa653a618c42df8f6462bd4fdad281,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a82d760a97fb48f1a2ce7afe08add5e6,True,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#sports #injury #fyp #football #Soccer #basketball #anklesprain #physicaltherapy #rigidtape,0,0,0,0,1,0,0,0,0,0
6,US,7080044895481679146,1648451414,#dog #meme #funny #lol #viral #memes #fypシ #fyp,6888451214364001285,Daily_funny_memes,"None of what I post is mine. I post others videos.
Comment or Msg for credit.",0,False,https://m.tiktok.com/v/7080044895481679146.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080044895481679146&source=h5_m,10392116,10005,18378,41457,2504041,7080044808076725038,7080044808076725038,72,7080044808076725038,original sound - daily_funny_memess,Daily_funny_memes,6.888451214364001e+18,Daily_funny_memes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7080044864032869166.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/941da0bb26cde470b27f123c83f1f3ef.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#dog #meme #funny #lol #viral #memes #fypシ #fyp,0,0,0,1,1,1,0,0,1,0
7,AU,7103272065314098433,1653859409,Are you happy like Mr Happy?,6826566778802471942,Sticky Lollies,"Worlds most bogan candy-makers
Collab 💌 socials@sticky.com.au🍭
Shop+Socials⤵️",0,False,https://m.tiktok.com/v/7103272065314098433.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103272065314098433&source=h5_m,128727,101,13,20,16614,6448513875884608270,6448513875884608270,10009,6448513875884608270,Happy,Pharrell Williams,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d1ab768cf115415297f27cfd51c485ea,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/46c0d82a5d674c0a870a128f9592603f,True,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
0,US,7099504209309191470,1652982136,POV: the lady on the elevator gassing me up made me nervous 😩,274398,Castro😈,"Castro🇭🇹
Uncle & Nephew Duo🥳
We post nice pictures on",0,False,https://www.tiktok.com/@_cjkilla_/video/7099504209309191470?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099504209309191470&source=h5_m,391496,75,26,24,47093,7092938238754622250,7092938238754622250,72,7092938238754622250,TAG ME FOR DANCE CREDS (Contains music from: Foolish Chances Freestyle (Not Foolish) - Sway Burr),"Contains music from: ""Foolish Chances Freestyle (Not Foolish)""",7.009732940213241e+18,BarieSmackathotひ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092953250474871598.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/292ae3740cc99891172a125b93a8ab4b.json,False,False,Sway Burr,Foolish Chances Freestyle (Not Foolish),TAG ME FOR DANCE CREDS (Contains music from: Foolish Chances Freestyle (Not Foolish) - Sway Burr),"Contains music from: ""Foolish Chances Freestyle (Not Foolish)""",[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
1,JP,7102422884798188802,1653661693,忘れ物だ。,6807798991557084161,Thaovan,🤓,0,False,https://www.tiktok.com/@v.a.nnnn/video/7102422884798188802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102422884798188802&source=h5_m,68952,109,8,1,584,6750943969263257602,6750943969263257602,10033,6750943969263257602,HARUO SHIRASERU MONO ZOKU NATSUME YUUJINCHOUNO TEEMA (PianoSoloCover),Kaori Kinouchi,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/337e0cce76bb4a27a276821cbf7c1a9d?x-expires=1653914404&x-signature=taUDS4uGyumWnkMwhK%2BcVC1GbDs%3D,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
2,GB,7102700400997846278,1653726309,#mumandson#shocking#fyp#viral,6817001148793684998,isloveuk,"Management 📧 anna@grail-talent.com
Instagram: @isloveuk",0,False,https://www.tiktok.com/@isloveuk/video/7102700400997846278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102700400997846278&source=h5_m,1129863,615,280,477,184196,6841255111478478849,6841255111478478849,10033,6841255111478478849,Sad Emotional Piano,DS Productions,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bb742665754a4cdcb2f92d774a7e4fac,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a79029b4930049888944c5bc5fecc263,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1519846562', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",#mumandson#shocking#fyp#viral,0,0,0,0,1,0,0,0,1,0
3,GB,7098314010033933573,1652705022,New addition to the collection 🤩,7835848,JeremyLynch,"For more content follow me on Facebook, YouTube, Insta & Snapchat",0,False,https://www.tiktok.com/@jeremylynch/video/7098314010033933573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098314010033933573&source=h5_m,5727315,3666,9155,7345,762248,6891415340572477441,6891415340572477441,10033,6891415340572477441,"Something In The Way (From ""The Batman"")",Geek Music,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fcc3503f5028499a8c31cb62aeb36764,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e071abe53ae9410d978d81e861c457d6,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1531732979', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
4,US,7098328038571625771,1652708289, ,7038257532147221550,love fruits 🍇🥝🍏🍅,thank you for watching,0,False,https://www.tiktok.com/@fruits934/video/7098328038571625771?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098328038571625771&source=h5_m,6649745,1972,1139,4089,448502,7098327937497402158,7098327937497402158,24,7098327937497402158,original sound - fruits934,love fruits 🍇🥝🍏🍅,7.038257532147222e+18,love fruits 🍇🥝🍏🍅,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098328022541011758.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/e8aca33ddef6827344f2dda064741276.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
5,US,7103277544719289642,1653860683,Reply to @planetskatie hopefully they don’t eat eachother this time😅😅,15251627,Katie Feeney,"19🌟 follow my IG & YouTube ⬆️ 
👻katiefeeney
katie@thenetwork-effect.com",0,False,https://www.tiktok.com/@katiefeeneyy/video/7103277544719289642?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103277544719289642&source=h5_m,125927,90,10,0,18514,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,"Bonaire, Sint Eustatius and Saba",,0,0,0,0,0,0,0,0,0,0
6,US,7102619713917816106,1653707520,Instagram ajsowaveyyyofficial ❤️ #fyp #ajsowaveyyy,7070752404693861422,AJsoWaveyyy,"New Tiktok BANNED @ 360k+
Instagram : @ajsowaveyyyofficial
I make YouTube videos",0,False,https://www.tiktok.com/@famousajsowaveyyy/video/7102619713917816106?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102619713917816106&source=h5_m,70348,27,3,10,6522,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Leiner,Fury,taehyun is so bf (Contains music from: Fury - Leiner),"Contains music from: ""Fury""",[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #ajsowaveyyy,0,0,0,0,1,0,0,0,0,0
7,US,7085426758568152366,1649704474,Finally got it! #swimming & #diving in #puertorico #labradorretriever #goldenlab #divedog #dogsofttiktok,6998263445888631813,buster_luvpupper,The Brad Pitt of Dogs livin it up in PR/LV. 75% Lab 25% Golden 💯 Awesome,0,False,https://www.tiktok.com/@buster_luvpupper/video/7085426758568152366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085426758568152366&source=h5_m,32747270,33663,103033,53584,4397063,7085426732634737450,7085426732634737450,72,7085426732634737450,original sound - buster_luvpupper,buster_luvpupper,6.998263445888632e+18,buster_luvpupper,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085426761957329710.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2caaed6c820d16cf8ff3f3b4a67fb38a.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#swimming #diving #puertorico #labradorretriever #goldenlab #divedog #dogsofttiktok,0,0,0,0,0,0,0,0,0,0
0,US,7096257222963055918,1652226137,Fun emoji challenge 😍😍😍 #asmremoji#asmremojichallenge#emojichallenge#asmremojis#asmrbugs#asmriceglobes#asmrbeeswaxwraps#asmrstipple,6810436631393616901,ASMRDoctorWho,I Go Live Several Times a Week 💞,0,False,https://www.tiktok.com/@asmrdoctorwho/video/7096257222963055918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096257222963055918&source=h5_m,379641,181,45,277,30814,7096257195326573354,7096257195326573354,72,7096257195326573354,original sound - asmrdoctorwho,ASMRDoctorWho,6.810436631393617e+18,ASMRDoctorWho,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096257218416495406.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#asmremoji#asmremojichallenge#emojichallenge#asmremojis#asmrbugs#asmriceglobes#asmrbeeswaxwraps#asmrstipple,0,0,0,0,0,0,0,0,0,0
1,US,7081772611415543086,1648853676,BROO TYLER’S GOES HARD #turningred #pixar #disney #encanto,7053517482560947247,Angelo Bahu,"Yonutz😊
pls don’t click my insta😧😧
YoangeloloMGMT@gmail.com",0,False,https://www.tiktok.com/@yoangelolo/video/7081772611415543086?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081772611415543086&source=h5_m,5309490,5226,1022,2082,577049,7063288214429108226,7063288214429108226,10033,7063288214429108226,"Nobody Like U - From ""Turning Red""/Chorus",4*TOWN (From Disney and Pixar’s Turning Red),,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/81b89729cd4d43aab64578d9cbfd6cfb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9736049b95b443ed95cafc930aa40ae9,False,True,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#turningred #pixar #disney #encanto,0,0,0,0,0,0,0,0,0,0
2,US,7093866170176113966,1651669429,#funny #cats #dogs #funnyy #Wee #dog #fun #catlover #animal #animals #pet #cat #pets #wee #🤣🤣🤣 #weee,6958383884019975174,cute_cheese,,0,False,https://www.tiktok.com/@cute__cheese/video/7093866170176113966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093866170176113966&source=h5_m,17299116,8264,39741,63382,2053249,7093866096326871851,7093866096326871851,72,7093866096326871851,original sound - cute__cheese,cute_cheese,6.958383884019975e+18,cute_cheese,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093866142934043434.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/fd0cc9db0649a073ff815d3bd95aedf5.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#funny #cats #dogs #funnyy #Wee #dog #fun #catlover #animal #animals #pet #cat #pets #wee #🤣🤣🤣 #weee,0,0,0,1,0,0,0,0,0,0
3,GB,7072508777127300357,1646696772,Coconut cutting skills 😍👍 #fyp #foryou #mygoodvibes21💜,7002587059911345154,💕𝗠𝗬 𝗚𝗢𝗢𝗗 𝗩𝗜𝗕𝗘𝗦💕,"Media And Entertainment 😄🤓
Stay positive😊❤️",0,False,https://www.tiktok.com/@mygoodvibes21/video/7072508777127300357?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072508777127300357&source=h5_m,50727013,5081,16160,12527,3004513,7072508776099613445,7072508776099613445,72,7072508776099613445,original sound - mygoodvibes21,💕𝗠𝗬 𝗚𝗢𝗢𝗗 𝗩𝗜𝗕𝗘𝗦💕,7.002587059911345e+18,💕𝗠𝗬 𝗚𝗢𝗢𝗗 𝗩𝗜𝗕𝗘𝗦💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072508762150750982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d89da65f1c47f80c6330ddf4218e5ad7.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#fyp #foryou #mygoodvibes21💜,0,1,0,0,1,0,0,0,0,0
4,US,7075807537504996654,1647464824,My kids are far from comedians! #mom #dad #daughter #son #viral #fyp #foryou #foryoupage,6793914108284175365,The Furrha Family,"Business: furrhafamilybusiness@gmail.com
New videos every day",0,False,https://www.tiktok.com/@thefurrhafamily/video/7075807537504996654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075807537504996654&source=h5_m,8945949,1473,821,3472,949474,7075807527694388014,7075807527694388014,72,7075807527694388014,original sound - thefurrhafamily,The Furrha Family,6.793914108284175e+18,The Furrha Family,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075807552759499562.mp3,,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#mom #dad #daughter #son #viral #fyp #foryou #foryoupage,0,1,1,0,1,0,0,0,1,0
5,US,7095950618421972270,1652154751,#english #grammar #grammarlesson #tiktokclass #learnonline,6647626209814151173,Dr. Jamila Batassé,I’m a teacher and professor of English here to help you speak confidently!,0,False,https://www.tiktok.com/@doctor_jamila/video/7095950618421972270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095950618421972270&source=h5_m,1706482,5828,1358,6434,125983,7095950581597408046,7095950581597408046,72,7095950581597408046,original sound - doctor_jamila,Dr. Jamila Batassé,6.647626209814151e+18,Dr. Jamila Batassé,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095950614236023598.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7f7e01316a5164f27de56b1e643e0dfb.json,False,False,,,,,[],0,0,"Bonaire, Sint Eustatius and Saba",#english #grammar #grammarlesson #tiktokclass #learnonline,0,0,0,0,0,0,0,0,0,0
