,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_ai,hash_foryou,hash_fyp,hash_fypシ,hash_imparacontiktok,hash_italy,hash_neiperte,hash_parati,hash_perte,hash_viral
2,IT,7083430800292678917,1649239755,🇮🇹 VS 🇺🇸,6707294502405784581,☀️ M a r t i n a ☀️,"✨💕💕✨ 
🇮🇹 in 🇺🇸
Instagram: @martinaragozza
YouTube: iPantellas",0,False,https://www.tiktok.com/@martinaragozza/video/7083430800292678917?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083430800292678917&source=h5_m,12060127,3724,5016,7448,857924,7083430731959094022,7083430731959094022,72,7083430731959094022,original sound - martinaragozza,☀️ M a r t i n a ☀️,6.707294502405785e+18,☀️ M a r t i n a ☀️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083430738690935558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/563ec17cd99a57c23330b8d019705732.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
3,IT,7097191128293756166,1652443582,VOLUME BASSO? NESSUN PROBLEMA! #trucchiiphone #iphonetricks #iphone,6982263168794493953,NeilHal,su insta trovate l’extra <3 ↗️,0,False,https://www.tiktok.com/@neilhalofficial/video/7097191128293756166?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097191128293756166&source=h5_m,4420200,2405,16306,29561,415340,7097191093846035205,7097191093846035205,72,7097191093846035205,original sound - neilhalofficial,NeilHal,6.982263168794494e+18,NeilHal,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097191100233911046.mp3,,False,False,[],0,0,,,,,Italy,#trucchiiphone #iphonetricks #iphone,0,0,0,0,0,0,0,0,0,0
4,IT,7098301537218202885,1652702119,Che buono il succo 🙄           INSTA: danidanycabrass,6692774830314161158,Daniele Cabras,"IG: @danidanycabrass
📍Sardinia
Info e Collab: d.cabras@isoladegliartisti.it",0,False,https://www.tiktok.com/@danythegaggio/video/7098301537218202885?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098301537218202885&source=h5_m,4951918,4404,17979,9790,768134,7098301487545207558,7098301487545207558,72,7098301487545207558,original sound - danythegaggio,Daniele Cabras,6.692774830314161e+18,Daniele Cabras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098301500272200454.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,IT,7097217271675833605,1652449668,Quale parola devo fargli dire? C0mmenta @davvvvvv69 #foryou,6549463709612785670,fabiobonzani,"PRANK 🤟🏻 KATRINA !
Faccio scherzi 🐍
seguimi
collab: management@redpvt.com",0,False,https://www.tiktok.com/@fabiobonzanii/video/7097217271675833605?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097217271675833605&source=h5_m,2583513,487,474,558,231038,7097217250244250373,7097217250244250373,72,7097217250244250373,original sound - fabiobonzanii,fabiobonzani,6.549463709612786e+18,fabiobonzani,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097217242881985285.mp3,,False,False,[],0,0,,,,,Italy,#foryou,0,1,0,0,0,0,0,0,0,0
6,IT,7098302030724222214,1652702233,#ai#monti#lattari#😋😋😋😋😋neiperteeeeeeee #viraletiktokkkkk,6990634271836767238,Donato,"via pignasecca 10 
3896279596",0,False,https://www.tiktok.com/@donatodecaprio3/video/7098302030724222214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098302030724222214&source=h5_m,5055861,3283,2434,547,173897,7098302020406889222,7098302020406889222,72,7098302020406889222,original sound - donatodecaprio3,Donato,6.990634271836767e+18,Donato,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098301995819305733.mp3,,False,False,[],0,0,,,,,Italy,#ai#monti#lattari#😋😋😋😋😋neiperteeeeeeee #viraletiktokkkkk,1,0,0,0,0,0,0,0,0,0
7,US,7092159759868054826,1651272122,😝,6816739521494320134,EMILY RAINEY 👸🏼,"“Have courage & be kind” Cinderella
Actress, model, fitness
ENERGY🦋
Spread love",0,False,https://www.tiktok.com/@emilymakeitrainey/video/7092159759868054826?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092159759868054826&source=h5_m,8909629,4272,6713,276,491141,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,CO,7092167296294112518,1651273878,Hey daddy…! #fyp #usa_tiktok #tiktokusa #usa,7089109022200529925,Emily Abby,"Instagram☝🏻
i want to know you more 🥰
i got something for U on IG
Twitter👇🏻",0,False,https://www.tiktok.com/@emilyabby__/video/7092167296294112518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092167296294112518&source=h5_m,4566007,2325,3122,4349,150388,7016217834732735237,7016217834732735237,72,7016217834732735237,original sound - theboirayyy_,RAYMOND MK,6.628768370567807e+18,RAYMOND MK,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7016532217346198278.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2b7adf760871e9498496e476f65e537d.json,False,False,[],0,0,,,,,Italy,#fyp #usa_tiktok #tiktokusa #usa,0,0,1,0,0,0,0,0,0,0
1,IT,7103096676704931077,1653818574,Si è stoppato il video sul più bello😂,6661698806512861190,CallMeBucci,Seguimi anche su instagram perchè si,0,False,https://www.tiktok.com/@callmebucci/video/7103096676704931077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103096676704931077&source=h5_m,1414275,447,1140,636,157226,7103096646866569989,7103096646866569989,72,7103096646866569989,original sound - callmebucci,CallMeBucci,6.661698806512861e+18,CallMeBucci,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103096652709677829.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7102470350079823109,1653672745,Epica !!! #dualipa #milano #concerto,7039600879351923717,DavideLuci7,"Forza Inter 🖤💙
Travel ✈️🌏 
Concert Life 🤟🏻",0,False,https://www.tiktok.com/@davideluci10/video/7102470350079823109?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102470350079823109&source=h5_m,911636,320,1024,6,71147,7102470327413902086,7102470327413902086,72,7102470327413902086,original sound - davideluci10,DavideLuci7,7.039600879351924e+18,DavideLuci7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102470343490636550.mp3,,False,False,[],0,0,,,,,Italy,#dualipa #milano #concerto,0,0,0,0,0,0,0,0,0,0
3,IT,7095779048273480965,1652114804,CHE FASTIDIOOOO 🙄       INSTA: danidanycabrass,6692774830314161158,Daniele Cabras,"IG: @danidanycabrass
📍Sardinia
Info e Collab: d.cabras@isoladegliartisti.it",0,False,https://www.tiktok.com/@danythegaggio/video/7095779048273480965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095779048273480965&source=h5_m,3762103,3136,25052,14299,489247,7095779037900966662,7095779037900966662,72,7095779037900966662,original sound - danythegaggio,Daniele Cabras,6.692774830314161e+18,Daniele Cabras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095779040298339078.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
4,IT,7089379845666344197,1650624875,Rispondi a @stefaniadalcorso,7052320184581997574,Be kind,Like and follow 🙏grazie,0,False,https://www.tiktok.com/@bekind1234566/video/7089379845666344197?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089379845666344197&source=h5_m,7128302,2837,18415,12526,689027,7089379833741953798,7089379833741953798,72,7089379833741953798,original sound - bekind1234566,Be kind,7.052320184581998e+18,Be kind,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089379828889127685.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,IT,7093193912088546566,1651512905, ,6760612393031795717,Nonna Luigina,"✉️davidemoia.dm@gmail.com

“Bevi il caffè che diventa freddo”",0,False,https://www.tiktok.com/@nonnaluigina/video/7093193912088546566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093193912088546566&source=h5_m,4645811,2839,7135,6053,617696,7093193890190117637,7093193890190117637,72,7093193890190117637,original sound - nonnaluigina,Nonna Luigina,6.760612393031796e+18,Nonna Luigina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093193895726598918.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8828b33ab81cfdac9eb0231a690764f.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
6,US,7083609226836200706,1649281298,?,6692533216942179334,Kissme,"Di 🦋
20 ❤️
Follow my Instagram: sheloveeeeeee 🚁👇",0,False,https://www.tiktok.com/@shelovee/video/7083609226836200706?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083609226836200706&source=h5_m,13132849,2274,4384,3897,771030,6726375562752903942,6726375562752903942,72,6726375562752903942,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",6.682785956758685e+18,Кирилл,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1642181963988022.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/59ad7caae3718fcd8a11731c5634baa5.json,False,False,[],0,0,Miracle,Ozmodiar,original sound - boroda59 (Contains music from: Ozmodiar - Miracle),"Contains music from: ""Ozmodiar""",Italy,,0,0,0,0,0,0,0,0,0,0
7,IT,7102526183048318214,1653685745,@charli d’amelio perdonami 🤣🤣#perte #arte #viral,6958343667091424262,giuseppesantarsia,Per info e commissioni su ig: Gsantarsiart o fb: Giuseppe Santarsia,0,False,https://www.tiktok.com/@gsantarsiart/video/7102526183048318214?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102526183048318214&source=h5_m,683712,1937,445,268,40339,7027438135478962949,7027438135478962949,72,7027438135478962949,original sound - housedelban2.0,House del Ban,7.018953496025056e+18,House del Ban,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7027438309194337030.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cb738612a20fef6e5632843882c4e9b6.json,False,False,[],0,0,,,,,Italy,#perte #arte #viral,0,0,0,0,0,0,0,0,1,1
0,CL,7102038654700260613,1653572233, ,7100163282606654469,user1650413801946,💋💋👇👇👇💋💋,0,False,https://m.tiktok.com/v/7102038654700260613.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102038654700260613&source=h5_m,4291722,573,5972,5000,95839,7097113465415863045,7097113465415863045,72,7097113465415863045,Original sound (Contains music from: You Like My Bro - Bob tik),"Contains music from: ""You Like My Bro""",7.092402277512594e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097113491865144070.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a2db32a2426b8563e8bf73f96beed6ad.json,False,False,[],0,0,Bob tik,You Like My Bro,Original sound (Contains music from: You Like My Bro - Bob tik),"Contains music from: ""You Like My Bro""",Italy,,0,0,0,0,0,0,0,0,0,0
1,IT,7101662989043911941,1653484767,"#ad QUANDO DA BAMBINO RIENTRAVI A CASA PER BERE 🙄 CODICE: DANY10, 10% di sconto per 7 giorni da applicare su it.air-up.com   @airup #airup #adv",6692774830314161158,Daniele Cabras,"IG: @danidanycabrass
📍Sardinia
Info e Collab: d.cabras@isoladegliartisti.it",0,False,https://m.tiktok.com/v/7101662989043911941.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101662989043911941&source=h5_m,1372694,1093,1921,1163,184887,7101662954651355909,7101662954651355909,72,7101662954651355909,original sound - danythegaggio,Daniele Cabras,6.692774830314161e+18,Daniele Cabras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101662967602760454.mp3,,False,False,[],0,0,,,,,Italy,#ad #airup #adv,0,0,0,0,0,0,0,0,0,0
2,IT,7103520863399562502,1653917337,LIKE PER PARTE 2 #perte #foryou,6615030960562126854,Ayoubelbub,Per collaborazioni scrivimi amo,0,False,https://m.tiktok.com/v/7103520863399562502.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103520863399562502&source=h5_m,1063116,487,136,381,131956,7103520879581121286,7103520879581121286,72,7103520879581121286,original sound - ayoubelbub,Ayoubelbub,6.615030960562127e+18,Ayoubelbub,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103520890167708421.mp3,,False,False,[],0,0,,,,,Italy,#perte #foryou,0,1,0,0,0,0,0,0,1,0
3,IT,7098329798124113157,1652708698,MA L’ULTIMA REAZIONE 😅 #viral #fyp #funny #prank,258847888011870208,Vincenzo Borrelli,"INSTAGRAM: Vincy.borre 🖤
Collab: borrelliskills@gmail.com",0,False,https://m.tiktok.com/v/7098329798124113157.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098329798124113157&source=h5_m,3928597,1387,1918,2583,336611,7098329783989209862,7098329783989209862,72,7098329783989209862,original sound - vincenzoborrelli00 (Contains music from: Por Primera Vez - Mikel Mur Martinez),"Contains music from: ""Por Primera Vez""",2.588478880118702e+17,Vincenzo Borrelli,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098329794059766533.mp3,,False,False,[],0,0,Mikel Mur Martinez,Por Primera Vez,original sound - vincenzoborrelli00 (Contains music from: Por Primera Vez - Mikel Mur Martinez),"Contains music from: ""Por Primera Vez""",Italy,#viral #fyp #funny #prank,0,0,1,0,0,0,0,0,0,1
4,IT,7102880924538244357,1653768339,KIT KATS 😂😂 #fyp #italy #americans #americansinitaly #italian,7087899551911052293,meganandsigi,"american girl meets Italian while studying abroad
🇺🇸🧍🏻‍♀️+ 🇮🇹🧍🏽‍♂️🤍",0,False,https://m.tiktok.com/v/7102880924538244357.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102880924538244357&source=h5_m,1822000,971,3856,2221,271043,7102880913726032645,7102880913726032645,72,7102880913726032645,original sound - meganitalyy,meganandsigi,7.087899551911052e+18,meganandsigi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102880926246112006.mp3,,False,False,[],0,0,,,,,Italy,#fyp #italy #americans #americansinitaly #italian,0,0,1,0,0,1,0,0,0,0
5,IT,7102069147453967622,1653579333,🇮🇹🇺🇸@notaidenricklef @Mark Lucas,6799675004965192709,Christiandaloii_,"19🐍

Collab: christian.daloi@stardustrecords.it 📩⚡️",0,False,https://m.tiktok.com/v/7102069147453967622.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102069147453967622&source=h5_m,5122613,6677,11881,17511,688616,7096101702448728834,7096101702448728834,72,7096101702448728834,original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",7.04292060167404e+18,lucy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096101676121213698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0d7f09a4164a8b68cb39eed1d27de8a6.json,False,False,[],0,0,Akon,I Wanna Love You - Album Version (Edited),original sound - basinfilm (Contains music from: I Wanna Love You - Album Version (Edited) - Akon),"Contains music from: ""I Wanna Love You - Album Version (Edited)""",Italy,,0,0,0,0,0,0,0,0,0,0
6,IT,7095719769449581829,1652101003, ,6760612393031795717,Nonna Luigina,"✉️davidemoia.dm@gmail.com

“Bevi il caffè che diventa freddo”",0,False,https://m.tiktok.com/v/7095719769449581829.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095719769449581829&source=h5_m,5049753,5618,23686,17803,703793,7095719749488757509,7095719749488757509,72,7095719749488757509,original sound - nonnaluigina,Nonna Luigina,6.760612393031796e+18,Nonna Luigina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095719749476207366.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f7129144bd491e2d11f3eeac13065be.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
7,BR,7085038682335399173,1649614117,viciada nesse short.,96402384888725504,Gabriela Moura,📍brasil,0,False,https://m.tiktok.com/v/7085038682335399173.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085038682335399173&source=h5_m,27356636,17073,28441,43279,3438628,242635592474492928,242635592474492928,71,242635592474492928,Rompe,Reggaeton Latino Band,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/597a05b12e554cf69165e5c75d4eb62e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/baccde39ed984dadbcd48028c416a123,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '286759926', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,IT,7102477349005921541,1653674374,#stitch con @stramiaoo #stitch con @stramiaoo,6723591176535131141,Cristian Massarucci,Terni,0,False,https://www.tiktok.com/@cristianmassarucci/video/7102477349005921541?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102477349005921541&source=h5_m,1488295,1089,2562,1035,201809,7102477345031097093,7102477345031097093,72,7102477345031097093,original sound - cristianmassarucci,Cristian Massarucci,6.723591176535131e+18,Cristian Massarucci,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102477338319145733.mp3,,False,False,[],0,0,,,,,Italy,#stitch #stitch,0,0,0,0,0,0,0,0,0,0
1,IT,7085797472232066309,1649790787,È da lì fu amore a prima vista  @samuelllfortuna #fyp #neiperte #perte,6768523517979231238,Gaiaandronico,"📍MILAN
🙅🏻‍♀️20 y.o.
📸 @gaiaandronico
Profilo principale 150k disabilitato",0,False,https://www.tiktok.com/@mignon.gaiaandronico/video/7085797472232066309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085797472232066309&source=h5_m,2244782,458,3984,1354,85068,7050975577356143406,7050975577356143406,72,7050975577356143406,original sound - lilzboy7,Tik Toker,7.002469011608028e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7050975603960990510.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/138d816a9eda6cbde66035f3d328379b.json,False,False,[],0,0,,,,,Italy,#fyp #neiperte #perte,0,0,1,0,0,0,1,0,1,0
2,KZ,7100928001226935554,1653313639,😍,6792447423807669254,AZIZA 🐇,"❤️ I’ll waiting for you on my Instagram ❤️
Мой магазин @merandmaid.shop",0,False,https://www.tiktok.com/@merandmaid/video/7100928001226935554?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100928001226935554&source=h5_m,6666254,1761,410,1452,380323,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
3,IT,7098407959826320645,1652726896,Like e follow per la prossima parte!❤️ #iene,6946166356770587654,Ciro Esposito,Napoletan monkey⚪️🔵,0,False,https://www.tiktok.com/@ciruzzoinfermabbile/video/7098407959826320645?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098407959826320645&source=h5_m,4365817,2040,5001,2669,234287,7098408005746248454,7098408005746248454,72,7098408005746248454,original sound - ciruzzoinfermabbile,Ciro Esposito,6.946166356770588e+18,Ciro Esposito,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098408012108303109.mp3,,False,False,[],0,0,,,,,Italy,#iene,0,0,0,0,0,0,0,0,0,0
4,IT,7076787888645475590,1647693080,IMBARAZZI - LA POESIA PER LA FESTA DEL PAPÀ,6610270728426586117,Giuseppe Mandrake Ninno,Non sono un comico. Racconto solo la verità. È quella che fa ridere non io.,0,False,https://www.tiktok.com/@mandrake1984real/video/7076787888645475590?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076787888645475590&source=h5_m,2321165,1696,12570,6984,250104,7076787878457543430,7076787878457543430,72,7076787878457543430,original sound - mandrake1984real,Giuseppe Mandrake Ninno,6.610270728426586e+18,Giuseppe Mandrake Ninno,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076787894081342213.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/84edad4ba59b589c988534846d51f2e3.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
5,IT,7103506836279561477,1653914071,Se non ballo valle in qualsiasi posto non sono io 😂😍,6562055184686694405,franceska🥀,"Ca ke qe shef?
🦋🇦🇱
IG : _francesca_lecini_",0,False,https://www.tiktok.com/@lecinifranceska/video/7103506836279561477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103506836279561477&source=h5_m,362272,616,606,0,38323,7103506823583435525,7103506823583435525,72,7103506823583435525,original sound - lecinifranceska,franceska🥀,6.562055184686694e+18,franceska🥀,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103506805627652869.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
6,IT,7072720945684761861,1646746171,Fastidio parte 99177 🥲      INSTA: danidanycabrass,6692774830314161158,Daniele Cabras,"IG: @danidanycabrass
📍Sardinia
Info e Collab: d.cabras@isoladegliartisti.it",0,False,https://www.tiktok.com/@danythegaggio/video/7072720945684761861?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072720945684761861&source=h5_m,2073146,1918,12799,9733,336697,7072720902093425414,7072720902093425414,72,7072720902093425414,original sound - danythegaggio,Daniele Cabras,6.692774830314161e+18,Daniele Cabras,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072720944476867333.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
7,IT,7103580063030938886,1653931121, ,7033737825607173126,labirramoretti,insta: the.moretti,0,False,https://www.tiktok.com/@labirramoretti/video/7103580063030938886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103580063030938886&source=h5_m,228117,237,872,596,45089,7091410637179456262,7091410637179456262,72,7091410637179456262,original sound - uhurayedits,paulina,6.95817054921117e+18,paulina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091410630158830341.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/818796481abd8c9a91c98d1e7907d5bc.json,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
0,EC,7101111363954593030,1653356333,Lap clap 👋🏻 #fyp #twerk #usa #tiktok,6954492264509178886,valentinaof.4,"✨Cuenta secundaria ✨
⬇️⬇️⬇️⬇️⬇️⬇️⬇️",0,False,https://m.tiktok.com/v/7101111363954593030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101111363954593030&source=h5_m,3256454,1588,4866,163,208076,6898553301953284865,6898553301953284865,72,6898553301953284865,что это (Contains music from: Clap Life - DJ Puddu),"Contains music from: ""Clap Life""",6.841907769550816e+18,OWAR,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6898553185678478082.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8e4323efb8c87f319b7ce52acfaafffe.json,False,False,[],0,0,DJ Puddu,Clap Life,что это (Contains music from: Clap Life - DJ Puddu),"Contains music from: ""Clap Life""",Italy,#fyp #twerk #usa #tiktok,0,0,1,0,0,0,0,0,0,0
1,IT,7102299935319575813,1653728401,Colpo di scena finale! (MI DISSOCIO),6756264418197537797,Pera Toons,"Battute e freddure quotidiane!
Acquista il mio libro GIOCHI E RISATE:",0,False,https://m.tiktok.com/v/7102299935319575813.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102299935319575813&source=h5_m,2205839,769,10910,7703,139431,7102709339173014278,7102709339173014278,72,7102709339173014278,original sound - pera_toons,Pera Toons,6.756264418197538e+18,Pera Toons,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102709352154319622.mp3,,False,False,[],0,0,,,,,Italy,,0,0,0,0,0,0,0,0,0,0
2,IT,7103541364494765317,1653922111,#filmclips #film #ladra #truffatrice #inteligente #filmviral #parati #foryou,6827164893067592710,🎥🎥🍿,Vuoi vederti un bel film?scorri qui sotto👇🏼👇🏼🔽,0,False,https://m.tiktok.com/v/7103541364494765317.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103541364494765317&source=h5_m,464867,217,429,0,37172,7103541375316052742,7103541375316052742,72,7103541375316052742,original sound - ti_consiglio_un_film,🎥🎥🍿,6.827164893067593e+18,🎥🎥🍿,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103541377060981510.mp3,,False,False,[],0,0,,,,,Italy,#filmclips #film #ladra #truffatrice #inteligente #filmviral #parati #foryou,0,1,0,0,0,0,0,1,0,0
