,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_goviral,hash_tiktok,hash_trending,hash_viral
5,ZA,7094255826713529605,1651760152,I tried #Mrnt #NiceThings,6928051654269174789,Mr NT,"SmukDJ ft Dj Panther-Dance Grenade
                            👇🏽",0,False,https://www.tiktok.com/@mrnt_sa/video/7094255826713529605?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094255826713529605&source=h5_m,1204811,2719,2976,11450,135325,7070604752014428974,7070604752014428974,72,7070604752014428974,One Lege (Contains music from: One Leg - Jay Hover),"Contains music from: ""One Leg""",6.791090497566918e+18,Jay Hover,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7070604774584781614.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c26edb710fd800b34a4f3f7dafbef7d9.json,False,False,Jay Hover,One Leg,One Lege (Contains music from: One Leg - Jay Hover),"Contains music from: ""One Leg""",[],0,0,Equatorial Guinea,#Mrnt #NiceThings,0,0,0,0,0,0,0,0,0,0
6,US,7100433051045465390,1653198399,#comedy #laugh #comedyvideo #funnyvideo #funnymoments #funnytiktok #laughing #laughter #funny,7086166159465104430,Comedy challenger,"I want to hear you laugh
Laugh loudly and release your stress",0,False,https://www.tiktok.com/@comedychallenger007/video/7100433051045465390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100433051045465390&source=h5_m,6300060,2122,34561,83503,324716,7100432958321969962,7100432958321969962,72,7100432958321969962,original sound - comedychallenger007 (Contains music from: Rang Mahal - Isha Sharma),"Contains music from: ""Rang Mahal""",7.086166159465104e+18,Comedy challenger,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100433031919373099.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c03b469cf07b4e3ed3b6b112707ffb05.json,False,False,Isha Sharma,Rang Mahal,original sound - comedychallenger007 (Contains music from: Rang Mahal - Isha Sharma),"Contains music from: ""Rang Mahal""",[],0,0,Equatorial Guinea,#comedy #laugh #comedyvideo #funnyvideo #funnymoments #funnytiktok #laughing #laughter #funny,0,0,1,0,0,0,0,0,0,0
7,NG,7078609386976873734,1648117182,#khaby #emmanuelkings77 @emmanuelkings77 #@emmanuelkings77,6807493961273295878,Emmanuel kings,follow me on Instagram for more interesting videos  username @emmanuelkings577,0,False,https://www.tiktok.com/@emmanuelkings77/video/7078609386976873734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078609386976873734&source=h5_m,3420996,15,95,1987,21109,7025787825971562498,7025787825971562498,10033,7025787825971562498,Live Forever,Kayode,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f9cd0972ce3844378f9468134da8a985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8a9f6a7b7fda42d4930040af015f35a4,False,True,,,,,[],0,0,Equatorial Guinea,#khaby #emmanuelkings77 #@emmanuelkings77,0,0,0,0,0,0,0,0,0,0
0,NG,7101407217294920966,1653425215,Guitar girl at it again 🎸 lemme see you…💃💃,6741338692587275269,Adaba.d.guitarist,"🎸
Fashionista 
Entertainer
Please don’t likemore than 3posts🥺
For bookings👇🏾",0,False,https://m.tiktok.com/v/7101407217294920966.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101407217294920966&source=h5_m,1696024,6156,6631,31917,175481,7091561281357875202,7091561281357875202,10033,7091561281357875202,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0842b35245034d23bcb9fecca5fcf51b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e0874051643b4450bff6b0552ebfd7ad,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
1,ES,7090199501612354822,1650815716,😂🇪🇸 part2,7002550154521003013,Eduardo Camavinga,"Real Madrid 
Nike Athlete 
info@camavingaofficial.com",0,False,https://m.tiktok.com/v/7090199501612354822.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090199501612354822&source=h5_m,3105370,2027,1377,4730,374816,7090199495774178054,7090199495774178054,72,7090199495774178054,original sound - camavinga,Eduardo Camavinga,7.002550154521003e+18,Eduardo Camavinga,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090199506985257733.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
2,AE,7097285416272825606,1652465533,Aahhh why#fyp #trend #foryoupage #tiktokghana #makemeviral #tiktokindia #viralvideo #foryou #kumasitiktokers #goviral #fypシ゚viral #verifyme #makemefamous #tiktok,7054655518849369094,ibbanda,"Actor,comedian,advertising and more.The God of TikTok follow for more videos ❤️",0,False,https://m.tiktok.com/v/7097285416272825606.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097285416272825606&source=h5_m,3963973,461,1225,5934,64896,7061203984975301382,7061203984975301382,72,7061203984975301382,original sound - alli.nurudeen (Contains music from: Королева танцпола - Джаро & Ханза),"Contains music from: ""Королева танцпола""",6.658729408722321e+18,baddoo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061204001542474502.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/66012298f699f082ac18360eee9bdada.json,False,False,Джаро & Ханза,Королева танцпола,original sound - alli.nurudeen (Contains music from: Королева танцпола - Джаро & Ханза),"Contains music from: ""Королева танцпола""",[],0,0,Equatorial Guinea,#fyp #trend #foryoupage #tiktokghana #makemeviral #tiktokindia #viralvideo #foryou #kumasitiktokers #goviral #fypシ゚viral #verifyme #makemefamous #tiktok,1,1,0,0,1,1,1,1,0,1
3,OM,7097006725714185473,1652400647,he can out sing every male artist and that’s that truly 🤷‍♀️ #justinbieber #explore #fyp @justinbieber @tiktok,18187746,JustinBieber,🇴🇲,0,False,https://m.tiktok.com/v/7097006725714185473.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097006725714185473&source=h5_m,2388920,3654,3701,9884,230014,7097006739954600705,7097006739954600705,72,7097006739954600705,original sound - feverbieber,JustinBieber,18187746.0,JustinBieber,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097006723747089154.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#justinbieber #explore #fyp,0,0,0,0,1,0,0,0,0,0
4,NG,7099469696784682245,1652974101,@Kizz Daniel must see this 🤣🤣 #keykiller #fyp #foryou #foryoupage #viral #trending #nigerianidol2022 #idol #funny #funnyvideos #comedу #duet #nigeriancomedy,6811172483435283462,Akin Adewole Keykiller,"Full time Entertainer
Actor
Keykiller😂
Click link to watch my movie IB(Evil)",0,False,https://m.tiktok.com/v/7099469696784682245.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099469696784682245&source=h5_m,1862941,4949,12262,50262,153501,7099469702460345094,7099469702460345094,72,7099469702460345094,original sound - peterlee_akinadewole,Akin Adewole Keykiller,6.811172483435283e+18,Akin Adewole Keykiller,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099469718670543622.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/056478400ea39cf7f46bbe3d46fb76db.json,False,False,,,,,[],0,0,Equatorial Guinea,#keykiller #fyp #foryou #foryoupage #viral #trending #nigerianidol2022 #idol #funny #funnyvideos #comedу #duet #nigeriancomedy,1,1,1,0,1,0,0,0,1,1
5,GB,7082855990399487237,1649105920,#viral #tiktok #fypシ #viral #enterinment #fypage #fyp # 🇳🇬 🇳🇬 🇬🇧 🇬🇧 #,6849459114655220742,lilimichael,https://youtube.com/channel/UC1rc0hA7kT4l_aB3fz1gtXA,0,False,https://m.tiktok.com/v/7082855990399487237.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082855990399487237&source=h5_m,4118421,1673,10183,45300,77961,7082855976566639365,7082855976566639365,72,7082855976566639365,original sound - mukatonphy,lilimichael,6.849459114655221e+18,lilimichael,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082855954588404486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cba16b803a53227000122dc02f1ab7ae.json,False,False,,,,,[],0,0,Equatorial Guinea,#viral #tiktok #fypシ #viral #enterinment #fypage #fyp # #,0,0,0,0,1,1,0,1,0,2
6,FR,7092002723377302789,1651235568,Allaitement de Désirée 💖#bbb22 #jeunemaman,6766601931597186054,staccy,,0,False,https://m.tiktok.com/v/7092002723377302789.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092002723377302789&source=h5_m,6421784,5592,4805,3275,171198,7092002713885526790,7092002713885526790,72,7092002713885526790,original sound - staccylecointe,staccy,6.766601931597186e+18,staccy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092002716347648773.mp3,,False,False,,,,,[],0,0,Equatorial Guinea,#bbb22 #jeunemaman,0,0,0,0,0,0,0,0,0,0
7,GB,7084994294594997509,1649603783,Stepping Out! 😂🤣😂,6738769139652183045,ULISSESWORLD,"Insta: ULISSESWORLD 
Here To Inspire",0,False,https://m.tiktok.com/v/7084994294594997509.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084994294594997509&source=h5_m,978504,467,1663,8029,53717,7084994289217833734,7084994289217833734,72,7084994289217833734,original sound - ulissesworld (Contains music from: NFT - Maga),"Contains music from: ""NFT""",6.738769139652183e+18,ULISSESWORLD,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084994280946715398.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8096129400a923860091f4c85962c95a.json,False,False,Maga,NFT,original sound - ulissesworld (Contains music from: NFT - Maga),"Contains music from: ""NFT""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
0,US,7096943833002298629,1652386002,What do you think the guy in the back was thinking….🤣 #candyshop #danceinpublic #hollywood,6741606616121197574,enolabedard,"enolateam@enolabe.com 
CEO of dancing in public",0,False,https://www.tiktok.com/@enola.bedard/video/7096943833002298629?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096943833002298629&source=h5_m,12361049,4648,4203,10409,600114,6904111848841283585,6904111848841283585,10033,6904111848841283585,Candy Shop,50 Cent,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0fecd885b33247b7a3aa4ed2e345605a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/11f362af051943c0a8a47e353eb68c15,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '76121117', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#candyshop #danceinpublic #hollywood,0,0,0,0,0,0,0,0,0,0
1,GB,7100572992001887494,1653230982,#realtalk#fypシ,6781129265146971142,Esther,"Sharing relatable messages 
📍🇳🇬🇬🇧",0,False,https://www.tiktok.com/@astar4real/video/7100572992001887494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100572992001887494&source=h5_m,2030446,1224,9698,26344,134305,7084273343414733569,7084273343414733569,72,7084273343414733569,original sound - deargeet,Geet ❤️,6.67752476923311e+18,Geet ❤️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084273334523448066.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b9cebfc56798a63c45240dc4bdd80f4b.json,False,False,,,,,[],0,0,Equatorial Guinea,#realtalk#fypシ,0,0,0,0,0,1,0,0,0,0
2,SE,7102678480575286534,1653721208,Now I know what she does when I’m away #funnyvideos #family #familia #fypシ゚viral #viraltiktok #foryoupage #fördig #trending #couple #stan_ezege #blackcommunity #usa,6584432703009193989,Stanley,"Now that you’re here, kindly follow me I’ll definitely follow back.🇸🇪🇳🇬",0,False,https://www.tiktok.com/@stan_ezege/video/7102678480575286534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102678480575286534&source=h5_m,751356,163,124,1102,13739,7102084693285260034,7102084693285260034,72,7102084693285260034,original sound - serge.lb (Contains music from: La Mamá De La Mamá Del Sax (Saxo Tribal) - Dj Jhonaz),"Contains music from: ""La Mamá De La Mamá Del Sax (Saxo Tribal)""",1.468427833481134e+17,Serge Ayanian,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102088427276913409.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6594def2b635425d26a834f333d52a09.json,False,False,Dj Jhonaz,La Mamá De La Mamá Del Sax (Saxo Tribal),original sound - serge.lb (Contains music from: La Mamá De La Mamá Del Sax (Saxo Tribal) - Dj Jhonaz),"Contains music from: ""La Mamá De La Mamá Del Sax (Saxo Tribal)""",[],0,0,Equatorial Guinea,#funnyvideos #family #familia #fypシ゚viral #viraltiktok #foryoupage #fördig #trending #couple #stan_ezege #blackcommunity #usa,0,1,0,0,0,1,0,0,1,1
3,CO,7100317721144986886,1653171547,te paso el dato en mi perfil ✅ #viral #tiktok #xyzbca,7091657291188208646,knva8,"¿MAS INFORMACIÓN?
solo +17 Años
👇MANDAME UN DM?",0,False,https://www.tiktok.com/@knva8/video/7100317721144986886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100317721144986886&source=h5_m,7596868,4729,11455,12287,179975,224823283911897089,224823283911897089,71,224823283911897089,Mi tesoro (feat. Nicky Jam),Zion & Lennox,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/09ad808ab7584787abcacf125bdb99e2?x-expires=1653966210&x-signature=bYnY%2B5yewAEw44kdVgJVgyqxXFA%3D,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1148109162', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#viral #tiktok #xyzbca,0,0,0,0,0,0,0,1,0,1
4,GB,7103223060345507077,1653847999,“Here at NASA we all pee the same color” | Such a powerful scene from Hidden Figures #hiddenfigures #kevincostner #katherinejohnson #fyp #quotes #notoracism #nasa #foryou #hiddenfiguresmovie #moneymania24,7033695950116013062,MoneyMania24,"Follow if new 
Movie clips 🎬
Inspire people to do better ✨",0,False,https://www.tiktok.com/@moneymania24/video/7103223060345507077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103223060345507077&source=h5_m,6153297,3270,5538,11034,725546,6833934234948732941,6833934234948732941,25,6833934234948732941,Get You The Moon,Kina,,,True,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7bb0a250720f4a7f9be6a49574d518ab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9bf325e67b3a484893faf2054ca32e51,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1470415871', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#hiddenfigures #kevincostner #katherinejohnson #fyp #quotes #notoracism #nasa #foryou #hiddenfiguresmovie #moneymania24,1,0,0,0,1,0,0,0,0,0
5,NG,7103223443629362437,1653848088,#Adulthoodnascam#Molade#adulthoodchallenge#writtinglyrics#Comment#viral#foryou#foryoupage,6917595933459399685,YoshyBerry,"🎼 Writing lyrics
🎵Music lover 
Watch,Follow and like my Videos🙏❤️🥰🥰",0,False,https://www.tiktok.com/@yoshyberry/video/7103223443629362437?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103223443629362437&source=h5_m,439462,143,2248,19918,29028,7102487916613569285,7102487916613569285,72,7102487916613569285,Adulthood Anthem,Ladé,6.94946834848619e+18,Ladé,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102487923194432261.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/83cea3a80d7c3efbbe0c9618286f13ed.json,False,False,,,,,[],0,0,Equatorial Guinea,#Adulthoodnascam#Molade#adulthoodchallenge#writtinglyrics#Comment#viral#foryou#foryoupage,1,1,0,0,0,0,0,0,0,1
6,NG,7086427375348534534,1649937449,Reply to @mossi.sb  Bts 🎥 #danceglitch #dancemedy #pandemicbrothers #glitchyconcepts #officerglitch #teamglitch #kingofdancetrend #awilolongomba,6805086945682621445,DanceMEDIAN🤴,"Weirdo🤡
IG | YT: @𝗗𝗮𝗻𝗰𝗲𝗴𝗹𝗶𝘁𝗰𝗵
Dm on IG for promo
Subscribe |👇🏾",0,False,https://www.tiktok.com/@danceglitch/video/7086427375348534534?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086427375348534534&source=h5_m,9101039,5802,32760,215064,443832,6709399986766891009,6709399986766891009,10033,6709399986766891009,Coupé bibamba,Awilo Longomba,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd948f7697f44723b82d2dfdeb893e88,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ecd0b1db497147218e2026d7b4e942c1,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '711701975', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#danceglitch #dancemedy #pandemicbrothers #glitchyconcepts #officerglitch #teamglitch #kingofdancetrend #awilolongomba,0,0,0,0,0,0,0,0,0,0
7,NG,7096444404507987206,1652269721,#favorite #🇿🇦 #tarry #likemyallvideo #kenyatiktok #myfollowersarealwaysamazing #tredinng @tarryn.txc #blowup #myfollwers #tredinng #goviral #viralvi,6996627498042115077,baby_queen_x29,"A lovable girl❤️
  Don’t spam like please ❤️🌺
Please get me to 1000k guys 💋❤️",0,False,https://www.tiktok.com/@baby_queen_x29/video/7096444404507987206?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096444404507987206&source=h5_m,1673280,578,1837,22188,125292,6931746977289964293,6931746977289964293,72,6931746977289964293,original sound - thiamteranga220 (Contains music from: Untold Stories - Vigro Deep),"Contains music from: ""Untold Stories""",6.564045531026719e+18,Thiam Babel,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6931747020138908421.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f896d0d154bcae3b5eff9a71ac616e29.json,False,False,Vigro Deep,Untold Stories,original sound - thiamteranga220 (Contains music from: Untold Stories - Vigro Deep),"Contains music from: ""Untold Stories""",[],0,0,Equatorial Guinea,#favorite #🇿🇦 #tarry #likemyallvideo #kenyatiktok #myfollowersarealwaysamazing #tredinng #blowup #myfollwers #tredinng #goviral #viralvi,0,0,0,0,0,0,1,0,0,0
0,NG,7091218051126824198,1651052866,The lyrics says it all…Last post with makeup😌 back to my natural face biko😅 and this song must be played on my wedding day🌝❤️ it will say so much about me when I finally get married🌝@longevitygold2 #empresschi3402,7058235663681913861,🦋❤️Chioma🦋❤️,"❤️🦋CHIOMA🦋❤️
🦋Black ❤️Pearl💎
DM (IG) FOR PROMOTIONS",0,False,https://www.tiktok.com/@empresschi3402/video/7091218051126824198?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091218051126824198&source=h5_m,2711043,2948,13368,39776,150395,6740850684549138434,6740850684549138434,10033,6740850684549138434,You're Still The One,Shania Twain,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/97a48aa2f59a49669dc75bb24b0a9f8c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/75d696791725452b8ebef05fc0a1e91a,True,True,,,,,[],0,0,Equatorial Guinea,#empresschi3402,0,0,0,0,0,0,0,0,0,0
1,CA,7085118885770448134,1649632792,Man gets abused for praying in public 🙏🏼 #fyp #foryou #foryoupage #Ramadan #hate #racism #Love #hero #socialexperiment #thankyou #stranger #humanity #positivity,6811105181427581957,CJAY,"Changing the world 1 person at a time 🌎
Collabs: cjayy841@gmail.com",0,False,https://www.tiktok.com/@cjay011/video/7085118885770448134?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085118885770448134&source=h5_m,3632286,6845,2408,3217,246084,6841255111478478849,6841255111478478849,10033,6841255111478478849,Sad Emotional Piano,DS Productions,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/bb742665754a4cdcb2f92d774a7e4fac,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a79029b4930049888944c5bc5fecc263,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1519846562', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#fyp #foryou #foryoupage #Ramadan #hate #racism #Love #hero #socialexperiment #thankyou #stranger #humanity #positivity,1,1,0,0,1,0,0,0,0,0
2,GB,7102782519312944390,1653745427,#buga #bellabejj,6981720840455013382,Stylembybejj,"Fashion designer 
Create director @bellabejj 
Check us out @bellabejj on i.g",0,False,https://www.tiktok.com/@stylemebybejj/video/7102782519312944390?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102782519312944390&source=h5_m,280982,1,413,1405,8065,7091561281357875202,7091561281357875202,10033,7091561281357875202,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0842b35245034d23bcb9fecca5fcf51b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e0874051643b4450bff6b0552ebfd7ad,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#buga #bellabejj,0,0,0,0,0,0,0,0,0,0
3,DE,7098063568318254341,1652646711, ,6914663297137411074,Flashboy911,House of comedy 🎭,0,False,https://www.tiktok.com/@flashboy911/video/7098063568318254341?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098063568318254341&source=h5_m,827133,1892,5233,1015,72341,7098063583782734598,7098063583782734598,72,7098063583782734598,original sound - flashboy911,Flashboy911,6.914663297137411e+18,Flashboy911,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098063583895931654.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7476febd994ef83fba9da9febf4178ba.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
4,SE,7099040809302953222,1652874244, ,6820324918360015877,Favor Nakazwe,"🇿🇲🇳🇬🇸🇪
YOUTUBE : Nick n favor",0,False,https://www.tiktok.com/@favornakazwe/video/7099040809302953222?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099040809302953222&source=h5_m,1863096,1056,6085,23642,47644,7061404298495806214,7061404298495806214,72,7061404298495806214,original sound - isandrep (Contains music from: El Santo Cachón - Los Embajadores del Vallenato),"Contains music from: ""El Santo Cachón""",6.699857461380662e+18,andreina perdomo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061404344260086534.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/90f0172b32f9fef8f088f85daf2bbfed.json,False,False,Los Embajadores del Vallenato,El Santo Cachón,original sound - isandrep (Contains music from: El Santo Cachón - Los Embajadores del Vallenato),"Contains music from: ""El Santo Cachón""",[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
5,BR,7093161360137161990,1651505326,Que cílios maravilhoso #fyyypppp #viraaall #tiktokkkkkkk,6674286332188066821,✨ Edenilson_Edy  ✨,"Debochado/Tímido 
Brasil 🇧🇷 
Leonino ♌️ 
Segue no App vizinho",0,False,https://www.tiktok.com/@edysilva114oficial/video/7093161360137161990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093161360137161990&source=h5_m,7506331,22195,23190,67147,593240,7093161335264905990,7093161335264905990,72,7093161335264905990,original sound - edysilva114oficial,✨ Edenilson_Edy  ✨,6.674286332188067e+18,✨ Edenilson_Edy  ✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093161331320048390.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9f19c39bf91a7684faebd616572e394f.json,False,False,,,,,[],0,0,Equatorial Guinea,#fyyypppp #viraaall #tiktokkkkkkk,0,0,0,0,0,0,0,0,0,0
6,LB,7102442798502251777,1653666330,A mistake can cost your life 😂,146842783348113408,Serge Ayanian,"Lebanese 🇱🇧 / Armenian 🇦🇲
👤 Silent Comedy 👤
👇 Youtube channel link 👇",0,False,https://www.tiktok.com/@serge.lb/video/7102442798502251777?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102442798502251777&source=h5_m,586895,1430,300,1061,44336,7102398827793107714,7102398827793107714,72,7102398827793107714,original sound - serge.lb,Serge Ayanian,1.468427833481134e+17,Serge Ayanian,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102442039933258497.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f8c3808addf07acdd2a49676413b536.json,False,False,,,,,[],0,0,Equatorial Guinea,,0,0,0,0,0,0,0,0,0,0
7,US,7099135732404538670,1652896343,#foryou,7096861029405279275,Novia_Dutt,"Healthy Detox Weigh Lose patch.          
         👇👇👇",0,False,https://www.tiktok.com/@novia_dutt/video/7099135732404538670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099135732404538670&source=h5_m,195734,27,135,938,528,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Equatorial Guinea,#foryou,1,0,0,0,0,0,0,0,0,0
