,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_explore,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_tiktok,hash_trending,hash_viral,hash_اكسبلور
6,KW,7099215502257523969,1652914919, ,119272014527250432,pody,"Egyptian 🇪🇬🖤
live in Kuwait 🇰🇼🖤",0,False,https://m.tiktok.com/v/7099215502257523969.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099215502257523969&source=h5_m,16057911,3590,1095,7181,327505,7085133926729042694,7085133926729042694,72,7085133926729042694,original sound - mohhamedhelmy (Contains music from: Say Techno - Blazy),"Contains music from: ""Say Techno""",1.2827466596121395e+17,Mohamed Helmy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085133937122609925.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9575b02c4366e48e36f71d29269bf394.json,False,False,Blazy,Say Techno,original sound - mohhamedhelmy (Contains music from: Say Techno - Blazy),"Contains music from: ""Say Techno""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
7,GB,7097104329701592325,1652423373,Greasy drum #grease#drum#fyp#trending#blue#round#clamp#clean#satisfying#yum,7021847419719156742,GREASE KING,"🛻 TRUCK MECHANIC 🛻 
     🔧 WORK HARD 🔧 
    🤩 PLAY HARDER 🤩",0,False,https://m.tiktok.com/v/7097104329701592325.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097104329701592325&source=h5_m,13580008,3911,1355,2774,543443,7097104249854757637,7097104249854757637,72,7097104249854757637,original sound - _scotty_d,GREASE KING,7.021847419719157e+18,GREASE KING,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097104279638379269.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9d9f3dd7714791797edbc24fafdd29a6.json,False,False,,,,,[],0,0,Iraq,#grease#drum#fyp#trending#blue#round#clamp#clean#satisfying#yum,0,0,0,0,1,0,0,1,0,0
0,IQ,7081275958946237697,1648738041,#foryoupage #hawlar #saleman #foryou #salare_tato #سليماني 😅👻salarvip,6803414957095732230,😕𝙨𝙖𝙡𝙖𝙧🙁,وه لا عه يبه سنابت هه يه ومنت لا نيه 👻👈🏻(salarvip)لينكي سناپكم 👇🏻ئادي كه ن,0,False,https://m.tiktok.com/v/7081275958946237697.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081275958946237697&source=h5_m,1576599,444,586,2292,48989,7081275944849115905,7081275944849115905,72,7081275944849115905,original sound - salare_tato,😕𝙨𝙖𝙡𝙖𝙧🙁,6.803414957095732e+18,😕𝙨𝙖𝙡𝙖𝙧🙁,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081275915816192770.mp3,,False,False,,,,,[],0,0,Iraq,#foryoupage #hawlar #saleman #foryou #salare_tato #سليماني,0,1,1,0,0,0,0,0,0,0
1,DE,7099059801522556166,1652878665,#tiktok #trending #funny #viral #fypシ,6704007255437640709,بضحههههههاك,🔥100K🔥,0,False,https://m.tiktok.com/v/7099059801522556166.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099059801522556166&source=h5_m,4156672,2121,6522,465,56629,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#tiktok #trending #funny #viral #fypシ,0,0,0,0,0,1,1,1,1,0
2,LB,7101388720007351553,1653420908,مقلب غنينا و رقصنا قدام الناس part 3 😅 #lebanon #beirut #socialexperiment #viral #fyp #pranks,6684716516565812230,Project Yalla,"Our Mission is to spread Laughter 🇱🇧
Follow us on Insta!!
Full vidz on Youtube",0,False,https://m.tiktok.com/v/7101388720007351553.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101388720007351553&source=h5_m,9334647,3016,5541,18498,522300,7101388752610364161,7101388752610364161,72,7101388752610364161,original sound - projectyalla (Contains music from: Mani - Mulli Terh),"Contains music from: ""Mani""",6.684716516565812e+18,Project Yalla,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101388739145976578.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d9a3556ff395a5a253c73f671b93d303.json,False,False,Mulli Terh,Mani,original sound - projectyalla (Contains music from: Mani - Mulli Terh),"Contains music from: ""Mani""",[],0,0,Iraq,#lebanon #beirut #socialexperiment #viral #fyp #pranks,0,0,0,0,1,0,0,0,1,0
3,TW,7103544485904223514,1653922835, ,7097567263403213825,笑白白,嗨！,0,False,https://m.tiktok.com/v/7103544485904223514.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103544485904223514&source=h5_m,66857,163,294,174,8135,7103544481781189402,7103544481781189402,24,7103544481781189402,original sound - seruy1653,笑白白,7.097567263403214e+18,笑白白,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7103544496218688282.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
4,SA,7099772998445567233,1653044719,#explorer #explore #اكسبلور #اكسبلوررررر #الامارات #السعودية #الكويت #العراق #مصر #اليمن #عمان #البحرين #عمان #leekhaleeji#مصر #وناسه,6802988357913068550,leekhaleeji,"صيني يتكلم خليجي 
تابعوا يومياتي البرنامج الاصفر 230k👇🏻",0,False,https://m.tiktok.com/v/7099772998445567233.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099772998445567233&source=h5_m,5810306,2198,1511,4238,169872,7099772993852885762,7099772993852885762,72,7099772993852885762,original sound - leekhaleeji.official,leekhaleeji,6.802988357913069e+18,leekhaleeji,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099772968988936961.mp3,,False,False,,,,,[],0,0,Iraq,#explorer #explore #اكسبلور #اكسبلوررررر #الامارات #السعودية #الكويت #العراق #مصر #اليمن #عمان #البحرين #عمان #leekhaleeji#مصر #وناسه,1,0,0,0,0,0,0,0,0,1
5,IQ,7102828527547911425,1653756139,#وێناکان_لە_سناپ_بینەر_بن #سناپ_لە_بیۆ #hawlir #comet #comet #foryou #WORK_DAY #like #photo,6650078461217406982,sado_photograph✪,"تۆ هەر کەسێک بی منەتم بە بونت نیە
 ناوی بنێ ڕوح گەورەیو غروری😊",0,False,https://m.tiktok.com/v/7102828527547911425.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102828527547911425&source=h5_m,2081016,613,1587,2656,60761,7060144955134266113,7060144955134266113,72,7060144955134266113,original sound - buk__zava,Buk👰💍🤵zava,6.621802723099656e+18,Buk👰💍🤵zava,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7060144938771974913.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7a5e9815d0cbea1a92320432010b3f08.json,False,False,,,,,[],0,0,Iraq,#وێناکان_لە_سناپ_بینەر_بن #سناپ_لە_بیۆ #hawlir #comet #comet #foryou #WORK_DAY #like #photo,0,1,0,0,0,0,0,0,0,0
6,IQ,7079077306421103873,1648226127,@amediik97 😂❤️,6935867309203571717,N 👑🐆,Amedi 🧿,0,False,https://m.tiktok.com/v/7079077306421103873.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079077306421103873&source=h5_m,676960,112,395,51,15470,7067263943286754049,7067263943286754049,72,7067263943286754049,original sound - payvin1015,Payvin💛,6.981961190332204e+18,Payvin💛,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067263931202882305.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/30e005f88aedb54fdd7a0a73064bda15.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
7,IQ,7103292819829181698,1653864242,#s0ltan19♾پشتي هه ر خوشيه كي نه خوشيه كه 😂🥺# زاخو_دهوك__ئاکری_سيميل_اربيل#   #zaxo_duhok_hewler_slemani_hawler,6806662507123131397,❤️♾🦋,"❤️أّلَلَهِم صٌل عٌلَى مَحٌمَد وِأّل مَحٌمَد ❤️
❤️نزيكترين كه سي من خودييه ❤️",0,False,https://m.tiktok.com/v/7103292819829181698.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103292819829181698&source=h5_m,720663,148,225,62,27491,7103292775903251202,7103292775903251202,72,7103292775903251202,original sound - s0ltan19,❤️♾🦋,6.806662507123131e+18,❤️♾🦋,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103290979028978433.mp3,,False,False,,,,,[],0,0,Iraq,#s0ltan19♾پشتي # # #zaxo_duhok_hewler_slemani_hawler,0,0,0,0,0,0,0,0,0,0
0,IQ,7102400416788303105,1653656461,🥰🥰. #اكسبلور #ملاك_القيسي_ومروه_القيسي #صعدو_انزل_تكمله_🤣🤣🔥 #fypシ #fyp #اكسبلور,7101656792748278786,• ۿـَـدِئ ،  нυ∂α ⇣,⌯⎨ ظاهَـࢪي هادُئ وانيق .,0,False,https://m.tiktok.com/v/7102400416788303105.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102400416788303105&source=h5_m,2583211,2009,2214,7055,97956,7102400403895405313,7102400403895405313,72,7102400403895405313,original sound - 6llo9,• ۿـَـدِئ ،  нυ∂α ⇣,7.101656792748279e+18,• ۿـَـدِئ ،  нυ∂α ⇣,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102400370970807041.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/671f5c4d3e9d7919089a915f5af36b69.json,False,False,,,,,[],0,0,Iraq,#اكسبلور #ملاك_القيسي_ومروه_القيسي #صعدو_انزل_تكمله_🤣🤣🔥 #fypシ #fyp #اكسبلور,0,0,0,0,1,1,0,0,0,2
1,NP,7082727241196621083,1649075943,#xoro #😂😂😂😂😂 #fypシ #नेपाली_टिकटक,6591744045996589062,Susmita Adhikari,,0,False,https://m.tiktok.com/v/7082727241196621083.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082727241196621083&source=h5_m,15985495,29,33382,63363,288473,6737841746782309121,6737841746782309121,24,6737841746782309121,original sound - rishabhroy93040,Rishabh Roy,6.581736737234764e+18,Rishabh Roy,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/1644985339769889.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3e3122fb9462c1b3d82b34fa4cb628da.json,False,False,,,,,[],0,0,Iraq,#xoro #😂😂😂😂😂 #fypシ #नेपाली_टिकटक,0,0,0,0,0,1,0,0,0,0
2,GB,7101589360792898821,1653467625,#foryou #qwe57 #fyp,7096340277207827461,80ooiitt,"❤debajo del contacto de call
 ❤recibe una sorpresa 🔱 
⬇⬇⬇⬇⬇ ️",0,False,https://m.tiktok.com/v/7101589360792898821.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101589360792898821&source=h5_m,14833049,1425,2106,6129,293398,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#foryou #qwe57 #fyp,0,1,0,0,1,0,0,0,0,0
3,FR,7072033643387964678,1646586146,PRANK : Vous auriez fait quoi ? 🤣 | insta : senhamza,6810494715160265733,Senhamza,"Hamza | حمزة

📍Paris

📥 senhamza@outlook.com",0,False,https://m.tiktok.com/v/7072033643387964678.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072033643387964678&source=h5_m,12577245,2346,3303,869,805952,7072033641714535173,7072033641714535173,72,7072033641714535173,original sound - senhamza,Senhamza,6.810494715160266e+18,Senhamza,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072033643354557189.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ab5ecdd59615ccc97eb1f8246031b7c7.json,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
4,SA,7095675222799437058,1652090630, ,6955924411225703430,mll_ollh,..,0,False,https://m.tiktok.com/v/7095675222799437058.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095675222799437058&source=h5_m,12191883,2571,1667,4633,187381,7095675220828097281,7095675220828097281,72,7095675220828097281,original sound - mll_ollh,mll_ollh,6.955924411225703e+18,mll_ollh,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095675192394926849.mp3,,False,False,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
5,IQ,7097954977594789121,1652621427,#foryoupage #کورد #foryou #کسبور #fypage  #slemani #hawler #trending #tiktok #dhuk #couples #irbil #trend #bts #kurdisharmy #kurdistan #kurdm #karkuk #کورد #capcut #viral #fypシ  #like #comedy #follow #iraq,7097156425286484994,kurdistan._.magazine,j,0,False,https://m.tiktok.com/v/7097954977594789121.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097954977594789121&source=h5_m,1109807,158,160,734,22460,7094940580450880257,7094940580450880257,72,7094940580450880257,original sound - zhernus.stan (Contains music from: Para - Abba Karib),"Contains music from: ""Para""",7.04358055981813e+18,ژێرنووستان💕,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094940573106309889.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1de22e242456357ad0f5d8e94c672f0d.json,False,False,Abba Karib,Para,original sound - zhernus.stan (Contains music from: Para - Abba Karib),"Contains music from: ""Para""",[],0,0,Iraq,#foryoupage #کورد #foryou #کسبور #fypage #slemani #hawler #trending #tiktok #dhuk #couples #irbil #trend #bts #kurdisharmy #kurdistan #kurdm #karkuk #کورد #capcut #viral #fypシ #like #comedy #follow #iraq,0,1,1,0,0,1,1,1,1,0
6,IQ,7093586553754160386,1651604324,تۆزێ ئەکتیڤ بن #foryu #fe #اكسبلورexplore #فۆلۆ #لايك #blakkara #رانیە #سلێمانی #foryou #هەولێر #دوس_مرتين_على_الشاشه #متابع,6829052618595501062,💪💪💪,,0,False,https://m.tiktok.com/v/7093586553754160386.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093586553754160386&source=h5_m,1442421,332,374,103,21632,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#foryu #fe #اكسبلورexplore #فۆلۆ #لايك #blakkara #رانیە #سلێمانی #foryou #هەولێر #دوس_مرتين_على_الشاشه #متابع,0,1,0,0,0,0,0,0,0,0
7,US,7097601972211158314,1652539237,K9 Holland is a hugger 🫠🫠 #k9 #dogs #k9training #germanshepherd #lawenforcement #dogtraining,6780756712812856326,Astro Kennels 🐶,Follow if you love dogs 🐶,0,False,https://m.tiktok.com/v/7097601972211158314.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097601972211158314&source=h5_m,5936541,90,624,2786,47473,7050348108798151471,7050348108798151471,72,7050348108798151471,MAN SHUTCHO (Contains music from: Dans le vide - funzfbk),"Contains music from: ""Dans le vide""",7.040211785023161e+18,resizable,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7050348155116407598.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/608d33fc1422f50d038b7bf2c53ea3a5.json,False,False,funzfbk,Dans le vide,MAN SHUTCHO (Contains music from: Dans le vide - funzfbk),"Contains music from: ""Dans le vide""",[],0,0,Iraq,#k9 #dogs #k9training #germanshepherd #lawenforcement #dogtraining,0,0,0,0,0,0,0,0,0,0
0,AE,7096910931111775493,1652378342,صممولي عليها  ولزقو المسيقى يلا وروني ابداعاتكم 😂😂😂💔👌✅ يلي عليا سويتو #missdoua_جيش #missdouaa  insta:Missdouaa.official,23624608,missdouaa1,هون رقصة البطة 🐥 👇,0,False,https://m.tiktok.com/v/7096910931111775493.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096910931111775493&source=h5_m,3198089,4814,1267,3878,292535,7096910916905749254,7096910916905749254,72,7096910916905749254,original sound - missdouaa.officiel,missdouaa1,23624608.0,missdouaa1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096910933498415878.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/84b6ce6f885770db3c1f9e33108076e7.json,False,False,,,,,[],0,0,Iraq,#missdoua_جيش #missdouaa,0,0,0,0,0,0,0,0,0,0
1,IQ,7078208096929123585,1648023749,الفيديو شفتا ساعه شكدد#مروه #كركوك #fypシ #fyp #العراق_السعوديه_الاردن_الخليج #makeup #foryourpage #العراق_السعوديه_الاردن_الخليج #تيك_توك #foryourpage #yosoycreador #متابعيني_احبكم,7024626110504174594,Mroh | مروه,"KRKOK 📍
راسلوني انستا اجاوبكم
 xx__55_m
    قنـاتـًي  تــَلـُي 👇🏻",0,False,https://m.tiktok.com/v/7078208096929123585.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078208096929123585&source=h5_m,3604884,1954,2623,4161,160564,7078208095255890690,7078208095255890690,72,7078208095255890690,original sound - 11__738,Mroh | مروه,7.024626110504175e+18,Mroh | مروه,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078208097256573698.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/02c5a2899952d1986c4acfdc65bee72c.json,False,False,,,,,[],0,0,Iraq,#مروه #كركوك #fypシ #fyp #العراق_السعوديه_الاردن_الخليج #makeup #foryourpage #العراق_السعوديه_الاردن_الخليج #تيك_توك #foryourpage #yosoycreador #متابعيني_احبكم,0,0,0,0,1,1,0,0,0,0
2,VE,7101775182829817093,1653510889,😂😂😂😂😂😂,6950319804650669061,aliriomedina4330,suscríbete en mi canal de YouTube alirio medina y yo m suscribo al tuyo,0,False,https://m.tiktok.com/v/7101775182829817093.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101775182829817093&source=h5_m,2921038,120,1066,1874,12213,6642168923733101314,6642168923733101314,140,6642168923733101314,Funny Laugh no no no,Sound Effect,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c93f2e38c2d04b50be1e683d7c77a9be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/977cae6b18b74a3685035d98ada79060,False,True,,,,,[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
3,IT,7075790863481212166,1647460942,My wife came back from a business trip.  Scared me.#reverse #humor #funny,7068273991908459525,Likefollow,"follow me.Smile every day, life is indispensable.",0,False,https://m.tiktok.com/v/7075790863481212166.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075790863481212166&source=h5_m,34175710,936,2398,2382,633428,7075790859425352454,7075790859425352454,72,7075790859425352454,original sound - eeropahu,Likefollow,7.06827399190846e+18,Likefollow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075790854266424070.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/826f5adbed74fd9623d5be0c6911b2b3.json,False,False,,,,,[],0,0,Iraq,#reverse #humor #funny,0,0,0,0,0,0,0,0,0,0
4,CO,7096237613987761413,1652221573,"muchas veces la vieja escuela es más acertado y mucho más económico, con ustedes un vídeo de los geniales efectos prácticos utilizados en #DRAGMETOHELL (Arrástrame al infierno) de #SamRaimi¿Qué tal una ronda de 🪱? #Cine #Movies #efectosespeciales",6808924905033319430,Walter Yarce,"Soy un amante del #café, #cine y #Frikimalista.",0,False,https://m.tiktok.com/v/7096237613987761413.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096237613987761413&source=h5_m,25926137,6384,15342,16981,670320,7096237580177378053,7096237580177378053,72,7096237580177378053,original sound - walteryarce,Walter Yarce,6.808924905033319e+18,Walter Yarce,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096237569419135749.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0edb29d1e5faa9db6386a4bae350c614.json,False,False,,,,,[],0,0,Iraq,#DRAGMETOHELL #SamRaimi¿Qué #Cine #Movies #efectosespeciales,0,0,0,0,0,0,0,0,0,0
5,SA,7100174280192756993,1653138149,#fyp #fypシ #foryou #f #edit #اكسبلورexplore #اك #اكسبلور #طايفنا #تير #تيرا_مول #الخمسين #ukraine #لايك #edit #الطايف #الطايف_الان,6938126318483538950,﮼الحارثي 📷,"Taif📍
 10k ؟!",0,False,https://m.tiktok.com/v/7100174280192756993.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100174280192756993&source=h5_m,6784223,2450,3398,5622,116940,7001573625606572805,7001573625606572805,72,7001573625606572805,original sound - mohamed_libya97,mohamed_libya97,7.000493760274875e+18,mohamed_libya97,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7001573715511233286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/efcd0759cf8da24be7be33a5574a76de.json,False,False,,,,,[],0,0,Iraq,#fyp #fypシ #foryou #f #edit #اكسبلورexplore #اك #اكسبلور #طايفنا #تير #تيرا_مول #الخمسين #ukraine #لايك #edit #الطايف #الطايف_الان,0,1,0,0,1,1,0,0,0,1
6,IQ,7098037881108843777,1652640730,#😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂، #تيم مرحبا,6985230393952961537,حمودي المصمم 🇮🇶🙂,"حتا وأن كنت تمشي في طريق مستقيم ستجد من ينتقد ضلك المائل🌉🖤
ابن الساده النعيم ?",0,False,https://m.tiktok.com/v/7098037881108843777.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098037881108843777&source=h5_m,2738324,408,102,1022,28641,7098037869339953922,7098037869339953922,72,7098037869339953922,original sound - hamoday90,حمودي المصمم 🇮🇶🙂,6.985230393952962e+18,حمودي المصمم 🇮🇶🙂,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098037848305765122.mp3,,False,False,,,,,[],0,0,Iraq,#😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂، #تيم,0,0,0,0,0,0,0,0,0,0
7,TR,7095465017943919873,1652041688,#عندما #ترى #شخص #💔😔,6737921960246871046,♡حــنــونــة♡,"هي أرق من أَن تلام  وأحن من أن توذى تنجو دائما بلين قلبها
♡منشوراتي مجرد زوق♡",0,False,https://m.tiktok.com/v/7095465017943919873.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095465017943919873&source=h5_m,7630817,1231,35310,184528,193939,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Iraq,#عندما #ترى #شخص #💔😔,0,0,0,0,0,0,0,0,0,0
0,IQ,7103542181616438529,1653922300,#brwastayl #brwa #brwastayle,7100096204806194178,Brwa style,سناپي بروا ستايلي 👇👇,0,False,https://www.tiktok.com/@saimonakam/video/7103542181616438529?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103542181616438529&source=h5_m,387280,166,286,448,17731,7103542171105594113,7103542171105594113,72,7103542171105594113,original sound - saimonakam,Brwa style,7.100096204806194e+18,Brwa style,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103542160309390082.mp3,,False,False,,,,,[],0,0,Iraq,#brwastayl #brwa #brwastayle,0,0,0,0,0,0,0,0,0,0
1,KR,7098336072832142593,1652710158, ,6848414499272623105,小师妹団体,"小师妹第二 次逆袭, 期待与你们一起见证! 感恩曾经, 现 在, 每一次的相遇! 一切冒充小师妹, 加你的均是骗子, 望家人们误上 当受骗!👧🏻🇨🇳",0,False,https://www.tiktok.com/@wanyomori4515/video/7098336072832142593?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098336072832142593&source=h5_m,7578819,1850,1024,1064,166037,7098336057539824385,7098336057539824385,24,7098336057539824385,original sound - wanyomori4515 (Contains music from: 我的小可爱 - MC愿愿),"Contains music from: ""我的小可爱""",6.848414499272623e+18,小师妹団体,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098336048949840641.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/205dffeadf65fd8d757d9b4101311994.json,False,False,MC愿愿,我的小可爱,original sound - wanyomori4515 (Contains music from: 我的小可爱 - MC愿愿),"Contains music from: ""我的小可爱""",[],0,0,Iraq,,0,0,0,0,0,0,0,0,0,0
