,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_food,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humour,hash_pourtoi,hash_tahiti,hash_viral
4,NG,7102138320913698053,1653595439,#makemefamouse #khabylame #khaby,6807493961273295878,Emmanuel kings,follow me on Instagram for more interesting videos  username @emmanuelkings577,0,False,https://www.tiktok.com/@emmanuelkings77/video/7102138320913698053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102138320913698053&source=h5_m,4814216,675,1307,2152,168005,6950784728488299270,6950784728488299270,72,6950784728488299270,"original sound - tiktoktalent_j (Contains music from: Bre, Petrunko (Ho! Dear Petroona) - Koutev Bulgarian National Ensemble)","Contains music from: ""Bre, Petrunko (Ho! Dear Petroona)""",6.902449882915014e+18,JOSUE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6950784850332896006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4419bfdb27c1f93c200680ef269742b0.json,False,False,Koutev Bulgarian National Ensemble,"Bre, Petrunko (Ho! Dear Petroona)","original sound - tiktoktalent_j (Contains music from: Bre, Petrunko (Ho! Dear Petroona) - Koutev Bulgarian National Ensemble)","Contains music from: ""Bre, Petrunko (Ho! Dear Petroona)""",[],0,0,French Polynesia,#makemefamouse #khabylame #khaby,0,0,0,0,0,0,0,0,0,0
5,FR,7083884344279944453,1649345352,#learnfromlatraces #latraces @latraces,6793430350955807750,Latracesduweb,"Technologie, science, innovation, divertissement, Latracesduweb commence ici !🚀",0,False,https://www.tiktok.com/@latraces/video/7083884344279944453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083884344279944453&source=h5_m,48800824,936,5046,6700,1397506,7083446144583486214,7083446144583486214,72,7083446144583486214,original sound - latraces (Contains music from: Me Wa Mata - EFKTO),"Contains music from: ""Me Wa Mata""",6.793430350955808e+18,Latracesduweb,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083446171645102853.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/86fdb9fbb80ba077d61564cd3a98584d.json,False,False,EFKTO,Me Wa Mata,original sound - latraces (Contains music from: Me Wa Mata - EFKTO),"Contains music from: ""Me Wa Mata""",[],0,0,French Polynesia,#learnfromlatraces #latraces,0,0,0,0,0,0,0,0,0,0
6,DE,7100677909571980550,1653255409,#viralvideos #viraltiktok #fyfy,7084973224127710213,mc_egi,"Lachen = Gesund 😃
Thank you for your support 🫡",0,False,https://www.tiktok.com/@mc_egi/video/7100677909571980550?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100677909571980550&source=h5_m,11841578,38,135,177,113590,7100678178204699398,7100678178204699398,72,7100678178204699398,original sound - mc_egi,mc_egi,7.08497322412771e+18,mc_egi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100678199168420613.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f061768b2a30f1ede6e6b0000e3e00fe.json,False,False,,,,,[],0,0,French Polynesia,#viralvideos #viraltiktok #fyfy,0,0,0,0,0,0,0,0,0,0
7,JP,7101938971051101442,1653549023,Burying eggs in salt keeps them from cracking!卵を塩の中に埋めると割れない！？#lifehack  #funny #funnyvideo #comedy #comedia #stitch #viral #remix #challenge #respect  #Verification #再現 #検証,72416538129,ISSEI/No War,"Makes you smile!😆
I'm going to become famous around the world.
世界で有名になる男",0,False,https://www.tiktok.com/@issei0806/video/7101938971051101442?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101938971051101442&source=h5_m,742181,242,43,155,60446,7101938987501112065,7101938987501112065,24,7101938987501112065,original sound - issei0806 (Contains music from: Ritmo Vocal Zocoleo - DJ Beatbox),"Contains music from: ""Ritmo Vocal Zocoleo""",72416538129.0,ISSEI/No War,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101938971546143490.mp3,,False,False,DJ Beatbox,Ritmo Vocal Zocoleo,original sound - issei0806 (Contains music from: Ritmo Vocal Zocoleo - DJ Beatbox),"Contains music from: ""Ritmo Vocal Zocoleo""",[],0,0,French Polynesia,#lifehack #funny #funnyvideo #comedy #comedia #stitch #viral #remix #challenge #respect #Verification #再現 #検証,0,0,0,0,0,0,0,0,0,1
0,PF,7103073794910113025,1653813249,Bravo bonde de P..t..e😏Si pey tu veut me voir ou si tu veut mon Mari prévient moi 😌NE cherche pas à gâcher ma réputation 🤣,7057708524835030017,Khammany Manate,,0,False,https://www.tiktok.com/@khammanymanate/video/7103073794910113025?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103073794910113025&source=h5_m,2171,4,0,0,103,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
1,PF,7076646266523913474,1647660108,"C’est n’importe quoi 🤣, bon @Abel_lagirafe on a essayé 🤣",6784885173781185542,Cheryl Watanabe,"Polynesian 🇵🇫 
From: Takapoto & Tahiti 🌴🌺 
instagram: cheryl.watanaber ✨",0,False,https://www.tiktok.com/@cherylwatanaber/video/7076646266523913474?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076646266523913474&source=h5_m,86723,67,18,168,6149,7069981752382671618,7069981752382671618,72,7069981752382671618,original sound - tonton_ken,Ton Ton Ken,6.776471812438427e+18,Ton Ton Ken,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7069981660174945026.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5a19f7295dbd79d8f3948b4b3b14ed61.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,DE,7100591210422717697,1653235223,😵‍💫,6709890801240114182,🌜РАДМИР🌛,"☻
radmir.cooperation@gmail.com",0,False,https://www.tiktok.com/@rad.miru/video/7100591210422717697?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100591210422717697&source=h5_m,9636060,3278,1041,1679,848729,7100591218303765250,7100591218303765250,72,7100591218303765250,original sound - rad.miru,🌜РАДМИР🌛,6.709890801240114e+18,🌜РАДМИР🌛,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100591192626285314.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6d991947dfc13fbdfa18b7621ad7ff6a.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
3,JP,7083739674199510273,1649311670,@marvel_45637 への返信  Love this song!! @elleyduhe @shayneorok #tiktokfood,6742459250268832769,バヤシ🥑Bayashi,"‼️More video on YouTube‼️
Subscribe to my channel ⬇️",0,False,https://www.tiktok.com/@bayashi.tiktok/video/7083739674199510273?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083739674199510273&source=h5_m,34932507,26197,20461,48881,5034165,7080219184470165506,7080219184470165506,10033,7080219184470165506,Middle of the Night - Japanese Version,Shayne Orok & Curse,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a1ef47ffcb76419e9a8c05daa88c0873,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d8b8348019b6492d8247ab686b36a14f,False,True,,,,,[],0,0,French Polynesia,#tiktokfood,0,0,0,0,0,0,0,0,0,0
4,US,7082442088809319723,1649009551,#fyp #foryourpage #brows #eyebrows #eyebrowtutorial #michigancheck #arizona #beauty #threadingeyebrows #satisfying #transformation #AFairShotWithBlock #jlo,6787864637690889222,_browsbyash,"Insta: @_BROWSBYASH
🌍 Scottsdale,AZ • Sterling Heights,MI
Bookings: 586.883.762",0,False,https://www.tiktok.com/@_browsbyash/video/7082442088809319723?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082442088809319723&source=h5_m,52290792,20768,17798,11713,3112269,6992997071570372609,6992997071570372609,10033,6992997071570372609,Nour El Ein,Amr Diab,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8bf0d0e21dc4fdda49727fe94646ad5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f4e9dfeb80cb4bb8a20e27e8e607a612,False,True,,,,,[],0,0,French Polynesia,#fyp #foryourpage #brows #eyebrows #eyebrowtutorial #michigancheck #arizona #beauty #threadingeyebrows #satisfying #transformation #AFairShotWithBlock #jlo,0,0,0,0,1,0,0,0,0,0
5,FR,7095774798785072389,1652113815,Bravo mon fils 🥰🥰 #lesconfrères #petanque,6840872383273305094,𝕐𝕒𝕡𝕦Ձ𝕔𝕠𝕔𝕒,"ѕυ∂ιѕтє🏖🏝
Pᴇ́ᴛᴀɴqᴜᴇ Rugbyman 🏉 XV XIII",0,False,https://www.tiktok.com/@yapu2coca/video/7095774798785072389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095774798785072389&source=h5_m,985240,787,424,0,55800,7067190437592696833,7067190437592696833,10033,7067190437592696833,Suavemente,Soolking,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6b8242e1803b4373a58656a1b8d841d7,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1ef42430cc444b14b5abd933457bc27a,False,True,,,,,[],0,0,French Polynesia,#lesconfrères #petanque,0,0,0,0,0,0,0,0,0,0
6,FR,7095772972908154117,1652113390,Venez on va rire un peu 😆 j espere qu il ne se reconnaitra pas 😆 #mumlife #foryou #islandboys #tahitianboy #marquisienne 🌺,6809719397407114246,Vaekehu,"Marquisienne de Pouau 🤙🏾❤💛🖤🤙🏾
insta: inake_987 🌺💅🌺
Facebook : Inake 💅",0,False,https://www.tiktok.com/@hakahetau/video/7095772972908154117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095772972908154117&source=h5_m,59190,353,117,0,7539,7095772988443872006,7095772988443872006,72,7095772988443872006,original sound - hakahetau,Vaekehu,6.809719397407114e+18,Vaekehu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095773002583509766.mp3,,False,False,,,,,[],0,0,French Polynesia,#mumlife #foryou #islandboys #tahitianboy #marquisienne,0,0,1,0,0,0,0,0,0,0
7,US,7092124867192999211,1651263998,🏴‍☠️ Diving into Davey Jones locker. #underwater #scubadiving #treasurehunting #ocean #pirate #scary #diving #treasurehunter #shipwreck,6923977910849471493,Joe Oceanside,"Underwater Adventurer
Doing Crazy Florida Stuff",0,False,https://www.tiktok.com/@joeoceanside/video/7092124867192999211?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092124867192999211&source=h5_m,508599,256,35,129,17430,7089113905653368834,7089113905653368834,10033,7089113905653368834,Hide and Seek,Lerion & Lauren Paley,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b285092bb8364e30b94b2fe845b7de88,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7d0ce51f2e85418e8fdf200bfa891aba,True,True,,,,,[],0,0,French Polynesia,#underwater #scubadiving #treasurehunting #ocean #pirate #scary #diving #treasurehunter #shipwreck,0,0,0,0,0,0,0,0,0,0
0,PF,7096711144253033729,1652331826,Je l’aime trop!!! 💖💖💖 @haniandnui @moana.tutavaeguenett #pourtoi #couple #justforfun #tahiti,6999768813861651458,iamjacobtut,« 𝐎𝐍𝐋𝐘 𝐆𝐎𝐃 𝐂𝐀𝐍 𝐉𝐔𝐃𝐆𝐄 𝐌𝐄 »,0,False,https://m.tiktok.com/v/7096711144253033729.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096711144253033729&source=h5_m,50034,14,15,2,3511,7091955019209100038,7091955019209100038,72,7091955019209100038,original sound - leofirst31,leofirst,6.833189270649456e+18,leofirst,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091960760774953733.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e529e88642bc2e486c9215b7d93f3fc8.json,False,False,,,,,[],0,0,French Polynesia,#pourtoi #couple #justforfun #tahiti,0,0,0,0,0,0,0,1,1,0
1,PF,7098853525077118210,1652830639,無事tahitiに到着したよん！,6593130444630392834,moeka,楽天roomに私の使っているものでオススメなもの載せてます！⬇︎,0,False,https://m.tiktok.com/v/7098853525077118210.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098853525077118210&source=h5_m,39456,24,6,0,2959,7085410109181938438,7085410109181938438,72,7085410109181938438,Tiuzni,Zoé,7.003162424024286e+18,Zoé,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085410113946749702.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1fa6568c1b282c2cbfdbea1a461b2002.json,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
2,FR,7101561247019060485,1653461082,#humour #spectacle #sketch #comédie,6846095800797021190,Zepekshow,"Un sketch par jour, du rire, du fun.",0,False,https://m.tiktok.com/v/7101561247019060485.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101561247019060485&source=h5_m,868048,718,3973,8,115207,7101561226748119813,7101561226748119813,72,7101561226748119813,original sound - zepekshow01,Zepekshow,6.846095800797021e+18,Zepekshow,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101561251477703429.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/854338ed6afa7955b7f553d6ab362dd1.json,False,False,,,,,[],0,0,French Polynesia,#humour #spectacle #sketch #comédie,0,0,0,0,0,0,1,0,0,0
3,FR,7096929962896182534,1652382773,#souleymane_civ1 @kandiacisse @souleyman_2 @tchoube.9,6935116066897658886,Fait t’as vie,"📩Skaramoko00225@gmail.com

Deuxième compte  : Souleyman_2",0,False,https://m.tiktok.com/v/7096929962896182534.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096929962896182534&source=h5_m,1266511,106,66,26,47562,7096930825519008517,7096930825519008517,72,7096930825519008517,original sound - souleymane_civ1,Fait t’as vie,6.935116066897659e+18,Fait t’as vie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096930827430415110.mp3,,False,False,,,,,[],0,0,French Polynesia,#souleymane_civ1,0,0,0,0,0,0,0,0,0,0
4,FR,7093764714328640773,1651645810, ,6915503796451116037,Boss Dmh GTAV,follow ma intagramme ❤,0,False,https://m.tiktok.com/v/7093764714328640773.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093764714328640773&source=h5_m,19684986,5522,1615,423,914988,7093764641779747590,7093764641779747590,72,7093764641779747590,original sound - gtav_funny17,Boss Dmh GTAV,6.915503796451116e+18,Boss Dmh GTAV,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093764643184790278.mp3,,False,False,,,,,[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
5,FR,7103476435066572037,1653906994,The elite will recognize at the 1 ! #piano #music #blindtest #challenge #netflix #strangerthings,6843548821910504453,Skilltwoo,"Piano performance 🎹
- Challenge
- Cover
- Blindtest
- Tuto",0,False,https://m.tiktok.com/v/7103476435066572037.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103476435066572037&source=h5_m,153591,404,33,2,13300,7103476410857097989,7103476410857097989,72,7103476410857097989,original sound - skilltwoo,Skilltwoo,6.843548821910504e+18,Skilltwoo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103476388724132614.mp3,,False,False,,,,,[],0,0,French Polynesia,#piano #music #blindtest #challenge #netflix #strangerthings,0,0,0,0,0,0,0,0,0,0
6,DE,7101669255476677893,1653486226,This sound is epic ! Wait for it !,24708389,Falco,"🦋BE CREATIVE🦋
🌹AquariusΨ | German | Video-Creator |🌹",0,False,https://m.tiktok.com/v/7101669255476677893.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101669255476677893&source=h5_m,3469893,6599,4630,828,464343,7094399428458531586,7094399428458531586,72,7094399428458531586,STAVE MIDDLE OF THE NIGHT UNOFFICIAL REMIX (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",6.639286770981044e+18,STAVE,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094399393532611329.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a04574ea17be623c280cf2c7f88360c3.json,False,False,Elley Duhé,MIDDLE OF THE NIGHT,STAVE MIDDLE OF THE NIGHT UNOFFICIAL REMIX (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
7,GB,7102138909601074437,1653595576,Where is she? 😂 #babyreels #13monthold #babyvideo,6760551633949754374,Ottilie Rose,"Mama to a 13 month old Cystic Fibrosis warrior!
@thelittledreameruk our journey!",0,False,https://m.tiktok.com/v/7102138909601074437.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102138909601074437&source=h5_m,2740217,807,11404,3376,171879,7085502800214051630,7085502800214051630,72,7085502800214051630,original sound - laurenagans,Lauren Agans,7.003098358437873e+18,Lauren Agans,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085502822363466538.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a149d3f1327429b6118c50042f907b98.json,False,False,,,,,[],0,0,French Polynesia,#babyreels #13monthold #babyvideo,0,0,0,0,0,0,0,0,0,0
0,PF,7070726348003675394,1646281768,Boulette mouillé c’est la technique de l’élite 🪖. #pourtoi #fypシ,6785422856320009221,_manu_fts,"BRINGS OUT THA GUD VIBZ 💦
CREATIVE VIDÉO 🎬",0,False,https://www.tiktok.com/@_manu_fts/video/7070726348003675394?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070726348003675394&source=h5_m,58817,75,58,1,5997,7057993740719606533,7057993740719606533,72,7057993740719606533,original sound - special_opss,🇨🇵⚜️FRENCH LEGION⚜️🇨🇵,6.910705802194273e+18,🇨🇵⚜️FRENCH LEGION⚜️🇨🇵,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057993765151410950.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bf306e3c631c757c83cb5c4c349b6eab.json,False,False,,,,,[],0,0,French Polynesia,#pourtoi #fypシ,0,0,0,0,0,1,0,1,0,0
1,PF,7081766881337658625,1648852344,"Finichhh les VACANCES😭😭 ps:Faotizz en 2h30 le tatoo😵, On va commencer petit après faama mei le tiapaiii😂😂 toy sa fait mal🤣🤣🤣 #TatoueurMarquisien🖤 #fypシ  #bonweek_end🎶🔥 #djhalove🔥 #LesGuys🖖 #moorea🇵🇫",225170481446879232,🍁 D A D O U 🍁,T H R E E ⚜ N I N E,0,False,https://www.tiktok.com/@heirani_mai/video/7081766881337658625?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081766881337658625&source=h5_m,85087,65,54,174,3435,7060808521163524865,7060808521163524865,72,7060808521163524865,original sound - josephstylah,Daddy🥵,6.867617302508439e+18,Daddy🥵,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7067399074210794242.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/feb204d67e2ff7d1d624a9297e403cbb.json,False,False,,,,,[],0,0,French Polynesia,#TatoueurMarquisien🖤 #fypシ #bonweek_end🎶🔥 #djhalove🔥 #LesGuys🖖 #moorea🇵🇫,0,0,0,0,0,1,0,0,0,0
2,US,7085498108938915114,1649721087,#repair #flooring #rubioflooring #fyp #👍🏽 #ImoniCarly #trending,6795305387169039366,Rubioasael,Más contenido en Instagram y YouTube ⏬✌🏽,0,False,https://www.tiktok.com/@rubioflooring/video/7085498108938915114?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085498108938915114&source=h5_m,66063361,7872,15020,21539,2658995,7085498109941402414,7085498109941402414,72,7085498109941402414,original sound - rubioflooring,Rubioasael,6.795305387169039e+18,Rubioasael,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7085498127431600938.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4477518f1ff382fc08b5838b77ae1aea.json,False,False,,,,,[],0,0,French Polynesia,#repair #flooring #rubioflooring #fyp #👍🏽 #ImoniCarly #trending,0,0,0,0,1,0,0,0,0,0
3,GB,7072508777127300357,1646696772,Coconut cutting skills 😍👍 #fyp #foryou #mygoodvibes21💜,7002587059911345154,💕𝗠𝗬 𝗚𝗢𝗢𝗗 𝗩𝗜𝗕𝗘𝗦💕,"Media And Entertainment 😄🤓
Stay positive😊❤️",0,False,https://www.tiktok.com/@mygoodvibes21/video/7072508777127300357?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072508777127300357&source=h5_m,51123359,5149,16250,12980,3026077,7072508776099613445,7072508776099613445,72,7072508776099613445,original sound - mygoodvibes21,💕𝗠𝗬 𝗚𝗢𝗢𝗗 𝗩𝗜𝗕𝗘𝗦💕,7.002587059911345e+18,💕𝗠𝗬 𝗚𝗢𝗢𝗗 𝗩𝗜𝗕𝗘𝗦💕,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072508762150750982.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d89da65f1c47f80c6330ddf4218e5ad7.json,False,False,,,,,[],0,0,French Polynesia,#fyp #foryou #mygoodvibes21💜,0,0,1,0,1,0,0,0,0,0
4,US,7100571730472668418,1653230687,#outdoor #eel #fyp #foryou,6940582092845761541,aaronlucky2001,"Outdoor adventure lovers
Fishing 🎣 EEL
It's my job to catch eels,just you fish.",0,False,https://www.tiktok.com/@aaronlucky2001/video/7100571730472668418?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100571730472668418&source=h5_m,1791541,150,114,244,51889,7100571744230034177,7100571744230034177,72,7100571744230034177,original sound - aaronlucky2001,aaronlucky2001,6.940582092845762e+18,aaronlucky2001,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100571742774512385.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d5a839ab28e72a8d4c45314626b8571c.json,False,False,,,,,[],0,0,French Polynesia,#outdoor #eel #fyp #foryou,0,0,1,0,1,0,0,0,0,0
5,FR,7081662945108806913,1648828143,#fyp ! Aller ✨🔥 c’est parti ! Je suis de retour ! 😂,6630665763634413573,🔥.•~ √ ﾑ ł - 986 ~•.🔥,🔥*•~.ᗪ卂ᗪᗪㄚ~🧸丂爪ㄖㄖㄒ卄几乇丂丂 🧸.~•*🔥VANNES (France)🇼🇫🇵🇫,0,False,https://www.tiktok.com/@vai_986/video/7081662945108806913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081662945108806913&source=h5_m,107011,94,41,8,13662,7066967870684564271,7066967870684564271,72,7066967870684564271,original sound - sinatra_01 (Contains music from: the information sir melody - zuck marzucki),"Contains music from: ""the information sir melody""",6.863127814377768e+18,Tonio,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7066967871951473455.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8fcd57f688bc0b4ee4d464ac6d576431.json,False,False,zuck marzucki,the information sir melody,original sound - sinatra_01 (Contains music from: the information sir melody - zuck marzucki),"Contains music from: ""the information sir melody""",[],0,0,French Polynesia,#fyp,0,0,0,0,1,0,0,0,0,0
6,FR,7094559442070473989,1651830846, ,6861266353005888518,La tictokeuse 869,latiktokeuse869🦄,0,False,https://www.tiktok.com/@latiktokeuse869/video/7094559442070473989?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094559442070473989&source=h5_m,4455065,803,1144,181,85523,7089852793955093254,7089852793955093254,72,7089852793955093254,original sound - michelreye12 (Contains music from: Si Te Sabes El TikTok Baila 24 - La Tiktoker),"Contains music from: ""Si Te Sabes El TikTok Baila 24""",6.864252856251516e+18,Reychel Salinas79,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089852248733338373.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f2e702090fcc6ffb1a65d18133c912ee.json,False,False,La Tiktoker,Si Te Sabes El TikTok Baila 24,original sound - michelreye12 (Contains music from: Si Te Sabes El TikTok Baila 24 - La Tiktoker),"Contains music from: ""Si Te Sabes El TikTok Baila 24""",[],0,0,French Polynesia,,0,0,0,0,0,0,0,0,0,0
7,US,7092023542686125358,1651240408,Cheeseburger Pizza #pizza,6852492533143553030,albert_cancook,"BUSINESS team@undercurrent.net

CHECK MY LINKS 👇🏻👇🏼👇🏾👇🏿",0,False,https://www.tiktok.com/@albert_cancook/video/7092023542686125358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092023542686125358&source=h5_m,17352081,4667,4567,18013,1348081,7092023459001256747,7092023459001256747,72,7092023459001256747,original sound - albert_cancook (Contains music from: Bezos I - Bo Burnham),"Contains music from: ""Bezos I""",6.852492533143553e+18,albert_cancook,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092023524969220907.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8f4439333020cd39a3d319d48d1f73c2.json,False,False,Bo Burnham,Bezos I,original sound - albert_cancook (Contains music from: Bezos I - Bo Burnham),"Contains music from: ""Bezos I""",[],0,0,French Polynesia,#pizza,0,0,0,0,0,0,0,0,0,0
