,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fy,hash_fyp,hash_fypシ,hash_johnnydepp,hash_pourtoi,hash_viral,hash_xyzbca
5,BE,7091865672656932101,1651203655,He rearranged her cable 😿#johnnydepp #justiceforjohnnydepp #fyp #foryou #foryoupage #fypシ #fypシ゚viral #pourtoi #pourtoipage #viral #justice #humble #polite #cute,6929211762915607558,Diaries,"If u show hate or put mean comments on my videos, you will be blocked got it? 😌",0,False,https://www.tiktok.com/@thgt41/video/7091865672656932101?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091865672656932101&source=h5_m,9238802,2845,2381,3247,930002,6740851366618499073,6740851366618499073,10033,6740851366618499073,Lover,Taylor Swift,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a16be0af6b2e4b61b46adbc569efb562,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d63350d8b5254500b755d24f084a60b9,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1468058173', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#johnnydepp #justiceforjohnnydepp #fyp #foryou #foryoupage #fypシ #fypシ゚viral #pourtoi #pourtoipage #viral #justice #humble #polite #cute,1,1,0,0,1,2,1,1,2,0
6,BE,7083983142096342278,1649368356,The dictator,7073561086536434693,Flash Back,The place for everything,0,False,https://www.tiktok.com/@jokefuun/video/7083983142096342278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083983142096342278&source=h5_m,190324,175,199,306,12626,6749405407854200834,6749405407854200834,10033,6749405407854200834,Einaudi: Experience,Ludovico Einaudi & Daniel Hope & I Virtuosi Italiani,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/09323e1cd5444c56b456313fb085f376,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bc1cf33a3869429185c3d7e718dc4511,True,True,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
7,US,7100578590894460166,1653232286,It happens too often 🤭 #asmr #asmrtiktok #hatersgonnahate #sleep #fypdongggggggg #trending #trendingsound #pov #plants #plantsoftiktok #plantlover #planttiktok,7024492723940787206,🄼🄰🅇 🅁🄴🄻🄰🅇,"23 y/o ♌️ with Tourette’s
#RunTeamRun 🦁🪐
Socials & support👇🏼",0,False,https://www.tiktok.com/@max_relax_asmr/video/7100578590894460166?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100578590894460166&source=h5_m,7803089,1731,255,561,459446,7095492979259820805,7095492979259820805,72,7095492979259820805,original sound - ex7stence,</3,7.043108937957672e+18,</3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095493007696775941.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bb71369bbb9323214a5d7bac6b60e49f.json,False,False,,,,,[],0,0,Belgium,#asmr #asmrtiktok #hatersgonnahate #sleep #fypdongggggggg #trending #trendingsound #pov #plants #plantsoftiktok #plantlover #planttiktok,0,0,0,0,0,0,0,0,0,0
0,CA,7075780541898853637,1647458538,#cheat #fun #test repost with credits @mementoe,7029834254943306757,rockhard95,"Love to play ball 🏀🏀
Thanks all of you guys for 1m likes I appreciate the love",0,False,https://m.tiktok.com/v/7075780541898853637.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075780541898853637&source=h5_m,9688973,6742,21044,47754,1509913,7075780515563178758,7075780515563178758,72,7075780515563178758,original sound - hacksguy4 (Contains music from: THE SCOTTS - THE SCOTTS & Travis Scott & Kid Cudi),"Contains music from: ""THE SCOTTS""",7.029834254943307e+18,rockhard95,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075780524517755653.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/49603ac9b3606c952a811ded819497e2.json,False,False,THE SCOTTS & Travis Scott & Kid Cudi,THE SCOTTS,original sound - hacksguy4 (Contains music from: THE SCOTTS - THE SCOTTS & Travis Scott & Kid Cudi),"Contains music from: ""THE SCOTTS""",[],0,0,Belgium,#cheat #fun #test,0,0,0,0,0,0,0,0,0,0
1,AU,7082950309793795334,1649127881,it's all about perspective #productphotographyidea #productphotographyathome #iphonephotographytips #iphonephotographytip #perspectivephotography #phototutorials,6800287880599110661,Thu Wedekind,"📸 PHOTOGRAPHER
IG @no_luggage
📧 hello@thu-wedekind.com
⬇️ more tutorials",0,False,https://m.tiktok.com/v/7082950309793795334.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082950309793795334&source=h5_m,10853321,1003,4633,17574,611606,7023061500537341954,7023061500537341954,10033,7023061500537341954,Enemy - from the series Arcane League of Legends,Imagine Dragons & JID & Arcane & League Of Legends,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/760815f4dd6843d496e74093f2b012f8,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0327cafb16fe49b6945dd0e77050d270,False,True,,,,,[],0,0,Belgium,#productphotographyidea #productphotographyathome #iphonephotographytips #iphonephotographytip #perspectivephotography #phototutorials,0,0,0,0,0,0,0,0,0,0
2,ZA,7070567086665370882,1646244687,What’s under my cover ? 🤷‍♂️Did the sound throw you off ?? 😂🤣 #shitboxorsupercar #cars #supercars #satorque #neocinematics,6759259421086057477,Neocinematics,"•Brining you the dopest car content🔥
•Events and Automotive Media 🏁
•A45 AMG💎",0,False,https://m.tiktok.com/v/7070567086665370882.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070567086665370882&source=h5_m,12115276,23812,877,3466,907148,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#shitboxorsupercar #cars #supercars #satorque #neocinematics,0,0,0,0,0,0,0,0,0,0
3,GB,7084057066385509637,1649385568,#fyp #foryou #foryoupage #foryourpage #wwe #johncena #undertaker #referee #tell #WrestleMania #shock #shocking #unexpected #goat,266868941313196032,TJ STYLESS,"🔥WWE CONTENT🔥
👻SUB TO MY YT CHANNEL👻
⭐️FOLLOW MY INSTAGRAM⭐️
✅400K??✅",0,False,https://m.tiktok.com/v/7084057066385509637.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084057066385509637&source=h5_m,10691500,1648,765,5669,687374,6797641613045663745,6797641613045663745,10033,6797641613045663745,Hislerim,Serhat Durmus,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fb0cf30b8b17416cb5c20998aaa56b44,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/faeeed7b8b4645cf92776c04d42a9b2d,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1475500495', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#fyp #foryou #foryoupage #foryourpage #wwe #johncena #undertaker #referee #tell #WrestleMania #shock #shocking #unexpected #goat,1,1,0,0,1,0,0,0,0,0
4,AU,7077278968155524353,1647807419,Aw what? My bubble!,6826566778802471942,Sticky Lollies,"Worlds most bogan candy-makers
Collab 💌 socials@sticky.com.au🍭
Shop+Socials⤵️",0,False,https://m.tiktok.com/v/7077278968155524353.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077278968155524353&source=h5_m,26687463,1363,926,3842,1397002,7077278946445904642,7077278946445904642,72,7077278946445904642,original sound - stickyaustralia,Sticky Lollies,6.826566778802472e+18,Sticky Lollies,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7077278930809506562.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a434bd41e5b5da67ca7a609916815f3e.json,False,False,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
5,BE,7075371373039766790,1647363272,"2 generations, 2 vibes",6917739013130699781,Ed People,"Can you teach me your favorite dance move? 💃
Support the project 👇",0,False,https://m.tiktok.com/v/7075371373039766790.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075371373039766790&source=h5_m,3399919,1399,1579,2979,607344,7075371355348208390,7075371355348208390,72,7075371355348208390,original sound - edpeople (Contains music from: En Barranquilla Me Quedo - Joe Arroyo & La Verdad),"Contains music from: ""En Barranquilla Me Quedo""",6.9177390131307e+18,Ed People,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075371364504374021.mp3,,False,False,Joe Arroyo & La Verdad,En Barranquilla Me Quedo,original sound - edpeople (Contains music from: En Barranquilla Me Quedo - Joe Arroyo & La Verdad),"Contains music from: ""En Barranquilla Me Quedo""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
6,BE,7094118160000879878,1651728102,He passed the vibe check #vine #better #tikok #fyp #foryou,7007025796502504453,0.0,If i don’t post anymore that means i’m banned😭,0,False,https://m.tiktok.com/v/7094118160000879878.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094118160000879878&source=h5_m,3994653,611,1430,2677,314943,7094118079831034630,7094118079831034630,72,7094118079831034630,original sound - someonesbronobody,0.0,7.007025796502504e+18,0.0,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094118088622344965.mp3,,False,False,,,,,[],0,0,Belgium,#vine #better #tikok #fyp #foryou,1,0,0,0,1,0,0,0,0,0
7,IT,7075683880346438918,1647436034,Exploring different pencil hardness. Today we see a 6B one! #macro #invisibleworld #zoom #satisfying #microscope #art #pencil #draw,6959286793351513094,InVisibleWorld,"👨🏻‍🔬In_influencer👨🏻‍🔬
🔬Exploring the invisible🦠",0,False,https://m.tiktok.com/v/7075683880346438918.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075683880346438918&source=h5_m,35476760,8334,6422,38986,3128008,6704992801559414786,6704992801559414786,10033,6704992801559414786,Infinity,Jaymes Young,,,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7861e9af59e04a7aa61cb096ab7a5652,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/1cd7ba384ad84c2d8dd663b398df1127,True,True,,,,,[],0,0,Belgium,#macro #invisibleworld #zoom #satisfying #microscope #art #pencil #draw,0,0,0,0,0,0,0,0,0,0
0,US,7102801074683251969,1653749747,dance with me,6561695017990504449,Krutika 🐥,"Just a weeb that likes anime, kdrama and games 🤡",0,False,https://www.tiktok.com/@themermaidscale/video/7102801074683251969?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102801074683251969&source=h5_m,321231,723,73,345,64856,7102801071689108226,7102801071689108226,24,7102801071689108226,original sound - themermaidscale (Contains music from: Somebody - HQ),"Contains music from: ""Somebody""",6.561695017990504e+18,Krutika 🐥,False,True,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102801065519270658.mp3,,False,False,HQ,Somebody,original sound - themermaidscale (Contains music from: Somebody - HQ),"Contains music from: ""Somebody""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
1,US,7099501414111628587,1652981485,Now the fun part… We go to work. #ManInBlack #BlackAdam⚡️ 10.21.22 ⚡️,6745191554350760966,The Rock,CEO of #RockTok,0,False,https://www.tiktok.com/@therock/video/7099501414111628587?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099501414111628587&source=h5_m,17949483,18327,13253,14346,2598974,7099501338173721387,7099501338173721387,72,7099501338173721387,original sound - therock (Contains music from: Wolf Totem - The HU),"Contains music from: ""Wolf Totem""",6.745191554350761e+18,The Rock,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099501398320204590.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c167a52d4a04e50be0b5454f252615f4.json,False,False,The HU,Wolf Totem,original sound - therock (Contains music from: Wolf Totem - The HU),"Contains music from: ""Wolf Totem""",[],0,0,Belgium,#ManInBlack #BlackAdam⚡️,0,0,0,0,0,0,0,0,0,0
2,VN,7099671137927335194,1653021001,yé☕:))#memestiktok #memes #fypシ #fyp,7061507710223041562,Trọngツ,UwU,0,False,https://www.tiktok.com/@_d.twzrong07_/video/7099671137927335194?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099671137927335194&source=h5_m,20742387,8072,2844,14469,1866448,7078175400072891163,7078175400072891163,24,7078175400072891163,GORENG2 by Dj Sopan (Contains music from: Goreng Goreng - Dj Bai),"Contains music from: ""Goreng Goreng""",2.3835635650266317e+17,RikoBeban🥀,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7078175399527664410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/deae1f6070e608353c4440ef4ec86087.json,False,False,Dj Bai,Goreng Goreng,GORENG2 by Dj Sopan (Contains music from: Goreng Goreng - Dj Bai),"Contains music from: ""Goreng Goreng""",[],0,0,Belgium,#memestiktok #memes #fypシ #fyp,0,0,0,0,1,1,0,0,0,0
3,AR,7096069328520465670,1652182392,#DIY #craft #handmade,6724635885730464773,Jarrisan,"Gracias a Tds,me gusta compartirles cosas de manualidades, x dia algo nuevo",0,False,https://www.tiktok.com/@jarrisan/video/7096069328520465670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096069328520465670&source=h5_m,25551163,5673,58129,267333,1163953,6981869640796342274,6981869640796342274,10033,6981869640796342274,STAY,The Kid LAROI & Justin Bieber,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a8aeeef70d1f4748bb055f3b32a10dd8,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5cd82bcc61e4abb8592d336dc65321c,True,True,,,,,[],0,0,Belgium,#DIY #craft #handmade,0,0,0,0,0,0,0,0,0,0
4,US,7087035563408330030,1650079052,Why do you think he was so shook? 😂 #fyp #FitTok #gymtok,6818631443230180357,Nicole Osoria,"Gym addict in Miami 🌴
I like to interrupt ppl in between their sets 
dc: 👇🏼",0,False,https://www.tiktok.com/@nicoleosoria_/video/7087035563408330030?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087035563408330030&source=h5_m,38307055,17697,18516,13689,5361631,6828389849687394305,6828389849687394305,10033,6828389849687394305,Son Of A Gun,Key Glock,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/af248d53db05433ab55cc4110d20cdb0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0eb55a160aeb4ea888ed204cf032d00e,False,True,,,,,[],0,0,Belgium,#fyp #FitTok #gymtok,0,0,0,0,1,0,0,0,0,0
5,BE,7099149860858825990,1652899633,Elle ne s’y attendait pas🤣  w// @Mbarc00 #barcelona #funny #lol #mdrrr,6760567091294209029,Ferjani Safi,"insta: ferjani_safi 
👻:ferjaniii
📍🇹🇳in BELGIUM
📥--> ferjanisafi@hotmail.com",0,False,https://www.tiktok.com/@ferjani_safiii/video/7099149860858825990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099149860858825990&source=h5_m,13419737,162,386,847,125361,7057739817069267759,7057739817069267759,72,7057739817069267759,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",6.822375090220434e+18,key 💋,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057739848668678958.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0142754e7b4a77df46fa045fc39c0298.json,False,False,Standly & El Barto,Mi Gata,toma tussi (Contains music from: Mi Gata - Standly & El Barto),"Contains music from: ""Mi Gata""",[],0,0,Belgium,#barcelona #funny #lol #mdrrr,0,0,1,0,0,0,0,0,0,0
6,BE,7079069410870168837,1648224288,Arnold Schwarzenegger tells you the easiest way to make moneyy. Oh wait...,6925048732476900357,The Wealth School | Finance,"Helping you succeed. 💸
Join our Instagram 👇",0,False,https://www.tiktok.com/@thewealthschool/video/7079069410870168837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079069410870168837&source=h5_m,177670,157,179,647,28261,7079069391077362438,7079069391077362438,72,7079069391077362438,original sound - thewealthschool (Contains music from: Lost Forever - Sergio Valentino),"Contains music from: ""Lost Forever""",6.9250487324769e+18,The Wealth School | Finance,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079069408873712390.mp3,,False,False,Sergio Valentino,Lost Forever,original sound - thewealthschool (Contains music from: Lost Forever - Sergio Valentino),"Contains music from: ""Lost Forever""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
7,US,7103315089733717291,1653869425,💭💭💭 #pizza #easy #deep #life #fypシ #sallyslices,6663139232943849477,Sal,CEO of inspiration 👍❤️,0,False,https://www.tiktok.com/@sallyslices/video/7103315089733717291?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103315089733717291&source=h5_m,264481,620,435,361,38490,7072498254994212866,7072498254994212866,10033,7072498254994212866,Jugaste Y Sufri (Slowed + Reverb),Alwet,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7c5c4b7fd8e54db998213de1a84f6867,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b334bfed6fb64846b0c6dd38d405d450,False,True,,,,,[],0,0,Belgium,#pizza #easy #deep #life #fypシ #sallyslices,0,0,0,0,0,1,0,0,0,0
0,GB,7102849269161364742,1653760969,Definition of TEAM 😍 #justiceforjohnnydepp #johnnydepp #closingstatement #benchew #camillevasquez,6574109802149904389,Jojo,,0,False,https://www.tiktok.com/@raluuuup/video/7102849269161364742?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102849269161364742&source=h5_m,5085539,1736,783,34,316120,7076766123529636635,7076766123529636635,24,7076766123529636635,7 years latch sped up,legis adrie,6.964647262917068e+18,legis adrie,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076766116609411867.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed50abf24cd42ed6430ad69e7a170a98.json,False,False,,,,,[],0,0,Belgium,#justiceforjohnnydepp #johnnydepp #closingstatement #benchew #camillevasquez,0,0,0,0,0,0,1,0,0,0
1,US,7079578271146347818,1648342766,😌👹,6780564068844880902,Mia K.,Immigrant 🇱🇧 Not Malala. Inquiries@Myotis.co,0,False,https://www.tiktok.com/@miakhalifa/video/7079578271146347818?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079578271146347818&source=h5_m,29064621,24190,11627,16564,3109121,6980344033805617926,6980344033805617926,72,6980344033805617926,u can hold my hand (Contains music from: Big Girls Don't Cry (Personal) - Fergie),"Contains music from: ""Big Girls Don't Cry (Personal)""",6.718885463874127e+18,judi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6991707692557454082.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0af7bf34ed5111ef329022cc5dc78ecc.json,False,False,Fergie,Big Girls Don't Cry (Personal),u can hold my hand (Contains music from: Big Girls Don't Cry (Personal) - Fergie),"Contains music from: ""Big Girls Don't Cry (Personal)""",[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
2,CH,7103242612286508294,1653852551,Love story between a North Korean and a South Korean #crashlandingonyou #hyunbin #sonyejin #fyp #kdrama,6938504522299360262,PILΛR,"She/her
I watched the whole kdrama industry
SPAM=BLOCKED 🖤
✌🏻nd acc: jcwkoo",0,False,https://www.tiktok.com/@jcw00k/video/7103242612286508294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103242612286508294&source=h5_m,862328,595,1317,5616,227446,6752003167417796610,6752003167417796610,10033,6752003167417796610,Don’t Blame Me,Taylor Swift,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/428e0e11cb3b44cbaa3aaeada69b2d15,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6db81216f21b47f49c65a12a677b1f92,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1274999997', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#crashlandingonyou #hyunbin #sonyejin #fyp #kdrama,0,0,0,0,1,0,0,0,0,0
3,TH,7097475254267710747,1652509733,Princess of Spain 🇪🇸 #princessleonor #เจ้าหญิงเลโอนอร์ #infantasofia #เจ้าหญิงโซเฟีย #kingfelipevi #queenletizia #leonorysofia #leonordeborbon #สเปน🇪🇸 #spain🇪🇸 #fypシ,7087489703578715163,🇪🇸ʟᴇᴏɴᴏʀ ꜱᴏꜰɪᴀ🇪🇸,"༻♡༺ 
🦋ʟᴇᴏɴᴏʀ ꜱᴏꜰɪᴀ🦋",0,False,https://www.tiktok.com/@sofialenonorr/video/7097475254267710747?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097475254267710747&source=h5_m,24020515,8036,6377,26004,2901687,7092397401222187802,7092397401222187802,24,7092397401222187802,original sound - laksika2000,𝕃𝕒𝕜𝕤𝕚𝕜𝕒.𝟚𝟘𝟘𝟘,6.9572264154161e+18,𝕃𝕒𝕜𝕤𝕚𝕜𝕒.𝟚𝟘𝟘𝟘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7092397414757321498.mp3,https://sf77-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e4ecab6f1cf05ed88371fbce21b99cb0.json,False,False,,,,,[],0,0,Belgium,#princessleonor #เจ้าหญิงเลโอนอร์ #infantasofia #เจ้าหญิงโซเฟีย #kingfelipevi #queenletizia #leonorysofia #leonordeborbon #สเปน🇪🇸 #spain🇪🇸 #fypシ,0,0,0,0,0,1,0,0,0,0
4,AU,7099131866187435265,1652895443,28/60 w/ @alienandcoco #Ramadan #melbourne Don’t wait for others to bring the change. Be the change and bring the change.,6761615944726184966,Rustam Raziev,"talent@neuralle.com
🇦🇺🇰🇿
Follow and stay tuned ⬇️
@alienandcoco",0,False,https://www.tiktok.com/@rus.alien/video/7099131866187435265?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099131866187435265&source=h5_m,61675135,19020,9537,31216,8135898,7099131861657520897,7099131861657520897,72,7099131861657520897,original sound - rus.alien,Rustam Raziev,6.761615944726185e+18,Rustam Raziev,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099131834788793090.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f4b52eb518bc5451b724616aca434e1.json,False,False,,,,,[],0,0,Belgium,#Ramadan #melbourne,0,0,0,0,0,0,0,0,0,0
5,BE,7071309633956138245,1646417574,Poetin will not see us coming,6532030726999638018,Eduardo Almeida,Follow me on insta yall,0,False,https://www.tiktok.com/@edualma/video/7071309633956138245?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071309633956138245&source=h5_m,212975,174,230,320,11942,7041921629911304962,7041921629911304962,10036,7041921629911304962,Say It Right - Sped Up Remix,Nelly Furtado & Speed Radio,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5e01190004ee45df92edbc4935bec747,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0c167e45ed64462ba4294a53ca608b24,False,True,,,,,[],0,0,Belgium,,0,0,0,0,0,0,0,0,0,0
6,BE,7075745590306409734,1647450401,Some midweek choreo 😂🕺🏼 #clubbrugge #football,6784777121971373061,Club Brugge,The official account of Club Brugge. 𝗫𝗩🏆🏆🏆 times Champion of Belgium.,0,False,https://www.tiktok.com/@clubbrugge/video/7075745590306409734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075745590306409734&source=h5_m,183689,189,252,239,15943,7075745564364638981,7075745564364638981,72,7075745564364638981,original sound - clubbrugge (Contains music from: Gentleman (Cover) - MIX SHOW DJ'S),"Contains music from: ""Gentleman (Cover)""",6.784777121971373e+18,Club Brugge,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075745571167996678.mp3,,False,False,MIX SHOW DJ'S,Gentleman (Cover),original sound - clubbrugge (Contains music from: Gentleman (Cover) - MIX SHOW DJ'S),"Contains music from: ""Gentleman (Cover)""",[],0,0,Belgium,#clubbrugge #football,0,0,0,0,0,0,0,0,0,0
7,GB,7073951736083385605,1647032737,Too quick 😮‍💨🔥 #UnitedOnTikTok #MUFC #ManUtd #CristianoRonaldo #Ronaldo,6769222452972422149,Manchester United,The home of Manchester United on TikTok 📱,0,False,https://www.tiktok.com/@manutd/video/7073951736083385605?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073951736083385605&source=h5_m,44358297,11146,10840,55888,3736228,7073951710552574725,7073951710552574725,72,7073951710552574725,original sound - manutd,Manchester United,6.769222452972422e+18,Manchester United,False,True,https://sf77-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073951728307358470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04831f35f9450e3f67d4c6985a69e461.json,False,False,,,,,[],0,0,Belgium,#UnitedOnTikTok #MUFC #ManUtd #CristianoRonaldo #Ronaldo,0,0,0,0,0,0,0,0,0,0
0,FR,7094306564076522757,1651771966,Répondre à @charlotte_srnnn  Et si les expressions dans les débats était au 1er degré 😇 #politique #debat #expression #montagevideo,6796327653012997126,Elouen Rolland,Beaucoup trop d’idées farfelues dans ma tête 😅,0,False,https://www.tiktok.com/@elouen_la_baleine/video/7094306564076522757?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094306564076522757&source=h5_m,8282621,7420,39424,113,819611,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf77-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,Belgium,#politique #debat #expression #montagevideo,0,0,0,0,0,0,0,0,0,0
