,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_korean,hash_movie,hash_viral,hash_xyzbca,hash_이어찍기,hash_추천
0,KR,7090829916622671106,1650962495,결혼1일차,6998366045623845890,링콩이,"인스타:99__ji_ji
링콩이라이브
 콩패밀리",0,False,https://www.tiktok.com/@lovekong15/video/7090829916622671106?_r=1&u_code=0&region=US&mid=7041990670688815878&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090829916622671106&source=h5_t,40387767,33938,82028,3617,2905707,7041990670688815878,7041990670688815878,72,7041990670688815878,247 (Contains music from: 24/7 (feat. JC Stewart) - Billen Ted),"Contains music from: ""24/7 (feat. JC Stewart)""",6.816240399918319e+18,Billen Ted,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7041990664204520198.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/303fc5d91e4c64c087670b33991da158.json,False,False,Billen Ted,24/7 (feat. JC Stewart),247 (Contains music from: 24/7 (feat. JC Stewart) - Billen Ted),"Contains music from: ""24/7 (feat. JC Stewart)""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
1,KR,7099850727849282817,1653062816,계절이 바뀌는 소리,6901583870194566146,/,,0,False,https://www.tiktok.com/@rwndiwdfy/video/7099850727849282817?_r=1&u_code=0&region=US&mid=6757904319992825857&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099850727849282817&source=h5_t,491156,792,1068,23,120447,6757904319992825857,6757904319992825857,10033,6757904319992825857,One Summer's Day,Smyang Piano,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ea3d6f0a8404cdfa31f02ab82aa65b9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/388d6f99f068485e9ca04d306eb4c157,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1465958948', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
2,CA,7097228226795195654,1652452218,"Idk, what do you think?",6813560925275128838,Kris HC,"Daily Subpar Content
🇨🇦
Kallmekris@wearetrival.com
⬇️YT Channel & Business⬇️",0,False,https://www.tiktok.com/@kallmekris/video/7097228226795195654?_r=1&u_code=0&region=US&mid=7048082090398599983&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097228226795195654&source=h5_t,7503415,33315,424,557,886806,7048082090398599983,7048082090398599983,72,7048082090398599983,Follow me if you like skiing,Isaac,6.662891547179106e+18,Isaac,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7048082112318901039.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e3849696e58d791a6201e63dad6d2a4a.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
3,KR,7097954785017548034,1652621382,#와플 #양상추 #와플성애자,6994399127992779777,와플에미친사람,"youtube: 야미와플
와플에미친사람입니다.
여러가지 이상한 거 만듭니다.",0,False,https://www.tiktok.com/@issue_0917/video/7097954785017548034?_r=1&u_code=0&region=US&mid=7090727903398300443&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097954785017548034&source=h5_t,1269389,8240,97,1,44428,7090727903398300443,7090727903398300443,24,7090727903398300443,Touch me I scream remix,Kats_plays882,7.08903893227335e+18,Kats_plays882,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7090727950269549338.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/10e506c903aca75e2108c5f32028fa59.json,False,False,,,,,[],0,0,"Korea, Republic of",#와플 #양상추 #와플성애자,0,0,0,0,0,0,0,0,0,0
4,GB,7103664755751144710,1653950841, ,6918513092150363138,F•R•I•E•N•D•S,"90% Friends, 10% other shows 💙
I’m reposting old content because I have EXAMS",0,False,https://www.tiktok.com/@friendsobsession/video/7103664755751144710?_r=1&u_code=0&region=US&mid=7103664750201998085&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103664755751144710&source=h5_t,111018,12,6,19,6967,7103664750201998085,7103664750201998085,72,7103664750201998085,original sound - F•R•I•E•N•D•S,F•R•I•E•N•D•S,6.918513092150363e+18,F•R•I•E•N•D•S,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103664741549181702.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
5,KR,7078631927120514305,1648122429,💤😴💤 #asmr #catvoices #호섭이 #cat #catsoftikok,6984841269063549953,hoseobiiiiiii._.0410,"2020.04.10 김호섭 male 男
Hoseob Kim . Korean🇰🇷
I don’t have douyin抖音 account",0,False,https://www.tiktok.com/@hoseobiiiiiii._.0410/video/7078631927120514305?_r=1&u_code=0&region=US&mid=7078631918786382593&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078631927120514305&source=h5_t,14387557,36556,127109,114382,2960014,7078631918786382593,7078631918786382593,24,7078631918786382593,original sound - hoseobiiiiiii._.0410,hoseobiiiiiii._.0410,6.98484126906355e+18,hoseobiiiiiii._.0410,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7078631914554313474.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7aea3bf76dc0d890ec001817b2f0cb5b.json,False,False,,,,,[],0,0,"Korea, Republic of",#asmr #catvoices #호섭이 #cat #catsoftikok,0,0,0,0,0,0,0,0,0,0
6,KR,7098593750921841922,1652770154,She went to the doctors office and he did WHAT??? #seoul #southkorea #streetinterview #livinginseoul #livinginsouthkorea,7094714585295619073,k.explorer,"I Make Street Interview Videos About Korea
Full Videos Are Available On Youtube",0,False,https://www.tiktok.com/@k.explorer/video/7098593750921841922?_r=1&u_code=0&region=US&mid=7098593741606980354&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098593750921841922&source=h5_t,2198063,2674,316,358,278789,7098593741606980354,7098593741606980354,24,7098593741606980354,original sound - k.explorer,k.explorer,7.094714585295619e+18,k.explorer,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7098593747230870274.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#seoul #southkorea #streetinterview #livinginseoul #livinginsouthkorea,0,0,0,0,0,0,0,0,0,0
7,US,7101481447281773867,1653442497,More tricks,7005369836625265670,Ivan,No bio yet,0,False,https://www.tiktok.com/@chacondeeznutterz/video/7101481447281773867?_r=1&u_code=0&region=US&mid=7073036425435843354&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101481447281773867&source=h5_t,384380,1124,227,154,118233,7073036425435843354,7073036425435843354,24,7073036425435843354,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",7.060505385828124e+18,amber ✘,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073036415197793050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e274011ed7003c4e9c00460babdda416.json,False,False,Kwixou,I Love You,taehyun is so bf (Contains music from: I Love You - Kwixou),"Contains music from: ""I Love You""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
0,GB,7086965454136151302,1650062729,Eye test #fyp #foryou #foryoupage #eyetest #viral #fypシ,6781429908074988549,Reece Thompson,"25 years old
Nottingham",0,False,https://t.tiktok.com/i18n/share/video/7086965454136151302/?region=US&mid=7076519022287948590&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086965454136151302&source=h5_t,13771235,99231,38165,8770,1393691,7076519022287948590,7076519022287948590,72,7076519022287948590,original sound - Zaniya<3 (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",7.044932123037304e+18,Zaniya<3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076519052264426282.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/dc226c7f56adde4e6e100a4001d1ee96.json,False,False,Joseline Hernandez,Vegas (I Wanna Ride),original sound - Zaniya<3 (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",[],0,0,"Korea, Republic of",#fyp #foryou #foryoupage #eyetest #viral #fypシ,1,1,1,1,0,0,1,0,0,0
1,US,7078864040792952106,1648176471,HONEYY BOO BOO OK NICKY🤣#stepsisters #netflix #makeitviral😎 #fupシ,7065349035630625838,Mahari🤎👜,"Brand Ambassador 
   Hairstylist 
Email: aridastallion@icloud.com
Click link👇🏾",0,False,https://t.tiktok.com/i18n/share/video/7078864040792952106/?region=US&mid=7078864027715226411&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078864040792952106&source=h5_t,13995651,22767,55435,23050,3166899,7078864027715226411,7078864027715226411,72,7078864027715226411,original sound - Mahari🤎👜,Mahari🤎👜,7.065349035630626e+18,Mahari🤎👜,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078864055888300842.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4927e139dadd4c558e71f4ec72e155c7.json,False,False,,,,,[],0,0,"Korea, Republic of",#stepsisters #netflix #makeitviral😎 #fupシ,0,0,0,0,0,0,0,0,0,0
2,LV,7093129334143159557,1651497870,new story!🤭💜🧼 #cleaning #pennycleaning #penny #story #pt1,7092036609688257541,penny cleaning,"I clean pennys/coints
I follow back💕🧼",0,False,https://t.tiktok.com/i18n/share/video/7093129334143159557/?region=US&mid=6961535202518960902&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093129334143159557&source=h5_t,4382718,412,166,713,394518,6961535202518960902,6961535202518960902,72,6961535202518960902,original sound - Ayanna Sabrina,Ayanna Sabrina,6.778880015427323e+18,Ayanna Sabrina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6961535291052034821.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7bb95ae58cf1856e317bfdef3341e7e6.json,False,False,,,,,[],0,0,"Korea, Republic of",#cleaning #pennycleaning #penny #story #pt1,0,0,0,0,0,0,0,0,0,0
3,GB,7091491819858431237,1651116609,#filmclips,7090484532171949061,movieszz102,Group-buy Netflix account lowest price,0,False,https://t.tiktok.com/i18n/share/video/7091491819858431237/?region=US&mid=6817209887651530754&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091491819858431237&source=h5_t,14798815,3458,786,4086,1137000,6817209887651530754,6817209887651530754,10036,6817209887651530754,For movie / picture / action / suspense,G-axis sound music,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1b003a4cc802449486748e5e37ae834f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/130a4c9a9ca34489b8c2df7905c8b775,False,True,,,,,[],0,0,"Korea, Republic of",#filmclips,0,0,0,0,0,0,0,0,0,0
4,KR,7097595384771448065,1652537703,하이틴 졸사 컨셉으로 입을건데 었덤??#관리자님_추천좀 #추천 #하핫 #에이블리 #뱃살은애교 #옷평가좀,6998435325194519553,바부 몽총히…,( ͡° ͜ʖ ͡°),0,False,https://t.tiktok.com/i18n/share/video/7097595384771448065/?region=US&mid=7075729123557100294&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097595384771448065&source=h5_t,104218,427,30,0,5214,7075729123557100294,7075729123557100294,10036,7075729123557100294,Jiggle Jiggle,Duke & Jones & Louis Theroux,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/84fc699b425e4f8f8468af75e7906d7f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53d5df68e49f406d83b5031f70853539,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1623742151', 'external_song_key': 'apple_song_id'}]",0,0,"Korea, Republic of",#관리자님_추천좀 #추천 #하핫 #에이블리 #뱃살은애교 #옷평가좀,0,0,0,0,0,0,0,0,0,1
5,CA,7098315722350234885,1652705421,Queen B @brielle_the_icon,6733975211593221126,Jessica Cordell,💞 Be your own kind of beautiful 💞,0,False,https://t.tiktok.com/i18n/share/video/7098315722350234885/?region=US&mid=7015311109951376133&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098315722350234885&source=h5_t,17549155,7725,58836,10680,2165306,7015311109951376133,7015311109951376133,72,7015311109951376133,Mfkn Star,girls,6.743935286751692e+18,girls,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7015311138288470789.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/36e55ef3e3b229013ddc36cbcc25c915.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,US,7102953422122470702,1653785218,hal’s dress>>>,6996688358206407686,B🤍,getting closer to milf status one day at a time,0,False,https://t.tiktok.com/i18n/share/video/7102953422122470702/?region=US&mid=7073906138529434414&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102953422122470702&source=h5_t,59513,8,4,2,1201,7073906138529434414,7073906138529434414,72,7073906138529434414,original sound - kei (Contains music from: Don't Play That - King Von & 21 Savage),"Contains music from: ""Don't Play That""",6.997804337276634e+18,kei,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073906161325460270.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7021cbe5c3061fd7a5c9984e79ca1f8f.json,False,False,King Von & 21 Savage,Don't Play That,original sound - kei (Contains music from: Don't Play That - King Von & 21 Savage),"Contains music from: ""Don't Play That""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
7,CA,7102570348398300421,1653696028,Gotta let them develop a personality first eh? #greenscreen #darkhumour #comedy #guncontrol #trynottolaugh #justajoke,6963650080477840390,BigHerc,"🇨🇦
Find your Tarot Card Match on 🦊 TanTan 
👇",0,False,https://t.tiktok.com/i18n/share/video/7102570348398300421/?region=US&mid=7092712534100626182&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102570348398300421&source=h5_t,741442,2663,3713,3357,158457,7092712534100626182,7092712534100626182,72,7092712534100626182,original sound - ⁉️ ARYA ⁉️ (Contains music from: Hell Shell - Young Nudy),"Contains music from: ""Hell Shell""",6.983684216546592e+18,⁉️ ARYA ⁉️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092712569042897670.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/43d202b8bae5a9850d9fefb503eb739c.json,False,False,Young Nudy,Hell Shell,original sound - ⁉️ ARYA ⁉️ (Contains music from: Hell Shell - Young Nudy),"Contains music from: ""Hell Shell""",[],0,0,"Korea, Republic of",#greenscreen #darkhumour #comedy #guncontrol #trynottolaugh #justajoke,0,0,0,0,0,0,0,0,0,0
0,KR,7076704609926008065,1647673691,여러분 제발 도와주세요 전원 껏는데 다시 킬려고 눌렀는데 계속 이모양 이에요ㅜㅜ 컨셉아니고 진짜 누가좀 도와주세요ㅜㅜㅜㅜㅜㅜㅜㅜㅜ엄빠한테 들키면 저 안되요ㅜㅜ잠깐 홈화면으로 돌아왔다가 다시 이화면으로 돌아와요ㅠㅠ 해결책아시는분?? 그리고 아이폰 12에요ㅜㅜ,6991738929620304897,둥둥님찐팬😍😍😍,,0,False,https://www.tiktok.com/@dyptkabfb87r/video/7076704609926008065?_r=1&u_code=0&region=US&mid=6996549022060202754&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076704609926008065&source=h5_t,43112,157,1,4,917,6996549022060202754,6996549022060202754,24,6996549022060202754,original sound - J_jm!,J_jm!,6.990200489318516e+18,J_jm!,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6996549007929592578.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/db4c84b43bde619218a663a75985589e.json,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
1,GB,7103485882891504901,1653909193,#movie,7093514469863326725,ryde,"📺📺TIKTOK FILMS🇬🇧🇬🇧
Daily updates of exciting movies",0,False,https://www.tiktok.com/@ryde841/video/7103485882891504901?_r=1&u_code=0&region=US&mid=6817476355106572289&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103485882891504901&source=h5_t,207228,41,8,34,10053,6817476355106572289,6817476355106572289,10036,6817476355106572289,Sports Music (60 Sec),TimTaj,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7e98108a71ea4cc289a99442b85c88d2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/0f9366aac9cd4883a0188e3c53229acf,False,True,,,,,[],0,0,"Korea, Republic of",#movie,0,0,0,0,0,1,0,0,0,0
2,GB,7078249214303603973,1648033323,this guy does good thing for this girlhe approached their window aggressively,6962559862359540742,mhizedith209,"Dream👉girl 
love laughing alot 😆 😄",0,False,https://www.tiktok.com/@creamy.b209/video/7078249214303603973?_r=1&u_code=0&region=US&mid=7078249192124713733&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078249214303603973&source=h5_t,1566544,299,28,153,36450,7078249192124713733,7078249192124713733,72,7078249192124713733,original sound - mhizedith209,mhizedith209,6.962559862359541e+18,mhizedith209,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078249189796317957.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
3,KR,7093670592875859202,1651623891,The ENTIRE country???,6700067668719223809,Haichsey Queen Tetas,"LIVE moved to Twitch: @qtmilkbuns 
HSYinKorea@gmail.com
Instagram: SYSY.96",0,False,https://www.tiktok.com/@qtmilkbuns/video/7093670592875859202?_r=1&u_code=0&region=US&mid=7059665219190180654&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093670592875859202&source=h5_t,383143,427,82,132,51332,7059665219190180654,7059665219190180654,72,7059665219190180654,original sound - =) † (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",7.05964917730581e+18,=) †,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7061078875496975151.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/509b234c9e7773da67ff8d4a88f772c6.json,False,False,Dayin,Shut Up and Bend Over,original sound - =) † (Contains music from: Shut Up and Bend Over - Dayin),"Contains music from: ""Shut Up and Bend Over""",[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
4,GB,7074573908443237637,1647177598,Part 1,7067035744032375813,like10086,"Thank you for your attention.
Wonderful movies share daily updates!",0,False,https://www.tiktok.com/@like10086/video/7074573908443237637?_r=1&u_code=0&region=US&mid=6792987346162681858&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074573908443237637&source=h5_t,10148592,1562,1319,4470,888659,6792987346162681858,6792987346162681858,10033,6792987346162681858,Say So (Instrumental Version) [Originally Performed by Doja Cat],Elliot Van Coup,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2ee3e88d1e164df2b260533977dae98a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f18e1621c4084320bddc8508843ac070,False,True,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
5,KR,7089899410309680430,1650745844,💀 idk why I said that,6734408959006098437,Krys Tha Sis,"Beyoncé Ibnidas 💅🏽
Stop Asian Hate
797k Baddies ❤️
🇵🇭🇰🇷🇺🇸",0,False,https://www.tiktok.com/@beyonceibnidas/video/7089899410309680430?_r=1&u_code=0&region=US&mid=7089899375404813102&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089899410309680430&source=h5_t,1464183,1164,546,13,345786,7089899375404813102,7089899375404813102,72,7089899375404813102,original sound - Krys Tha Sis,Krys Tha Sis,6.734408959006098e+18,Krys Tha Sis,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089899404483775274.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",,0,0,0,0,0,0,0,0,0,0
6,GB,7101947127063940358,1653550925,Going for a bounce x #fyp #dog #funny,6655716664153800709,Molls,"The girl with the kangaroo / dog, still unsure x",0,False,https://www.tiktok.com/@molly_le/video/7101947127063940358?_r=1&u_code=0&region=US&mid=6979947618109507585&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101947127063940358&source=h5_t,7514211,7052,99162,12343,1087107,6979947618109507585,6979947618109507585,10033,6979947618109507585,Puppy Walk,Puppy Songs,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/24b29b52cef64003898ff9147a8d2bf6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/63fa57b6aaa448fdb0855eb6e3fc36ee,False,True,,,,,[],0,0,"Korea, Republic of",#fyp #dog #funny,0,0,1,0,0,0,0,0,0,0
7,KR,7100492052130958594,1653212136,문워크 한복 ver. 💖👟🙇🏻‍♀️ #라이징히어로 #댄스 #한복 #문워크 #moonwalk #hanbok #korea #seoul,6907104676149724162,세진 SEJIN⚡️,"📩 park208405@naver.com
SEJIN 👟 어디든….. 💖🔥",0,False,https://www.tiktok.com/@sejin.kr/video/7100492052130958594?_r=1&u_code=0&region=US&mid=7100492050293885697&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100492052130958594&source=h5_t,7885685,4171,6651,38895,1307610,7100492050293885697,7100492050293885697,24,7100492050293885697,original sound - 세진 SEJIN⚡️,세진 SEJIN⚡️,6.907104676149724e+18,세진 SEJIN⚡️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100491999316314882.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/958367b79afddd80e15e8f13d2ef938c.json,False,False,,,,,[],0,0,"Korea, Republic of",#라이징히어로 #댄스 #한복 #문워크 #moonwalk #hanbok #korea #seoul,0,0,0,0,0,0,0,0,0,0
0,KR,7071202665992178945,1646392669,#iykyk #duolingo #duolingobird @duolingo #learnchinese #chinese #中文 #中文学习 #nihao #xiexie #woaini 💗,6710768937841656833,Audrey in Seoul,"my daily life in Seoul 🇰🇷 & job @medicube🤓💅🏻
(Discount code in my linktree)",0,False,https://t.tiktok.com/i18n/share/video/7071202665992178945/?region=US&mid=6864728011715939078&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071202665992178945&source=h5_t,10744340,9696,23429,19827,2501919,6864728011715939078,6864728011715939078,72,6864728011715939078,original sound - Liberty V Justice,Liberty V Justice,6.547401821119136e+18,Liberty V Justice,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6864727979914742533.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f1cf5044186b732e379df247d297cb5a.json,False,False,,,,,[],0,0,"Korea, Republic of",#iykyk #duolingo #duolingobird #learnchinese #chinese #中文 #中文学习 #nihao #xiexie #woaini,0,0,0,0,0,0,0,0,0,0
1,KR,7102662760948960513,1653717545,#fyp @Dasha Kim,6508602804265140226,Gemjem,,0,False,https://t.tiktok.com/i18n/share/video/7102662760948960513/?region=US&mid=7086064670603594497&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102662760948960513&source=h5_t,930462,222,554,791,78386,7086064670603594497,7086064670603594497,24,7086064670603594497,original sound - 연서 (Contains music from: Sub Urban Cradles Special - Relaxing Music),"Contains music from: ""Sub Urban Cradles Special""",6.918414589655107e+18,연서,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086064665909840642.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/72d144f2b8ccb3419756d70cefaf6270.json,False,False,Relaxing Music,Sub Urban Cradles Special,original sound - 연서 (Contains music from: Sub Urban Cradles Special - Relaxing Music),"Contains music from: ""Sub Urban Cradles Special""",[],0,0,"Korea, Republic of",#fyp,0,0,1,0,0,0,0,0,0,0
2,KR,7103504467554880773,1653913525,Me:      #Olympics #SportsTok #synchronizedswimming,6754011909617894406,Olympics,"The Olympics, like never before",0,False,https://t.tiktok.com/i18n/share/video/7103504467554880773/?region=US&mid=6769567924446300162&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103504467554880773&source=h5_t,156722,77,59,1,25892,6769567924446300162,6769567924446300162,10036,6769567924446300162,EVERY DAY,TruFeelz,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dc68e271628848008e20906a12bbe4e3,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f2f0912d71054a97b3206d9d5ac95d87,False,True,,,,,[],0,0,"Korea, Republic of",#Olympics #SportsTok #synchronizedswimming,0,0,0,0,0,0,0,0,0,0
3,KR,7095375089520168194,1652020750,#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,6869286989888406529,원정맨 WonJeong,"🇰🇷 Korean 🇰🇷
 ▼ MAMAAAA ▼
SOONENT
🔽 원정맨 클래스 🔽",0,False,https://t.tiktok.com/i18n/share/video/7095375089520168194/?region=US&mid=7095375102342122241&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095375089520168194&source=h5_t,12337412,2740,968,3951,1131067,7095375102342122241,7095375102342122241,24,7095375102342122241,original sound - 원정맨 WonJeong,원정맨 WonJeong,6.869286989888407e+18,원정맨 WonJeong,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095375065738447617.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/26bf653ca9ef771bcdf2f43ce9bfc348.json,False,False,,,,,[],0,0,"Korea, Republic of",#stitch #이어찍기 #추천 #fyp #viral #xyzbca #korean #おすすめ,0,0,1,0,1,0,1,1,1,1
4,GB,7095757398626848006,1652109764,Part 1 #fyp #cat #catsoftiktok #catlover #angry #ferral #ferralcat,7089893822075618310,Animal_flix,"Follow for entertainment 
Appreciate the support of our wildlife❤️",0,False,https://t.tiktok.com/i18n/share/video/7095757398626848006/?region=US&mid=7095757397284621062&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095757398626848006&source=h5_t,27613256,25651,13516,13501,2844546,7095757397284621062,7095757397284621062,72,7095757397284621062,original sound - Animal_flix,Animal_flix,7.089893822075618e+18,Animal_flix,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095757395137186566.mp3,,False,False,,,,,[],0,0,"Korea, Republic of",#fyp #cat #catsoftiktok #catlover #angry #ferral #ferralcat,0,0,1,0,0,0,0,0,0,0
