,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_duet,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_ghanatiktok,hash_tiktok,hash_tiktokghana,hash_trending,hash_viral
5,US,7093258183006883077,1651527870,You will you kill me 😂😂😂,6734260577537737734,Charles Nii Armah Me,,0,False,https://www.tiktok.com/@shattawaleking/video/7093258183006883077?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093258183006883077&source=h5_m,367137,795,952,4624,38996,7093258172974320389,7093258172974320389,72,7093258172974320389,original sound - shattawaleking,Charles Nii Armah Me,6.734260577537738e+18,Charles Nii Armah Me,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093258163654363909.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/028880d162fcc451aac3ea61d6ba7a39.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
6,GH,7099287953481977094,1652931788,We day in Vegas,7052884115306415109,Lallipop Liv,,0,False,https://www.tiktok.com/@lallipopliv/video/7099287953481977094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099287953481977094&source=h5_m,220882,282,1196,8969,15205,6773640268248795137,6773640268248795137,10033,6773640268248795137,Laughing,Gianluca Marino,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/fd3ef83fd8514daf9bad47f9094f7167,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d5752a49d7b84905a4edcb72d955f1bf,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390061916', 'external_song_key': 'apple_song_id'}]",0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
7,GH,7100977299566136582,1653325117,#susanchanelbeauty,6798996960818267142,Jackie Appiah,📸 IG @jackieappiah,0,False,https://www.tiktok.com/@realjackieappiah/video/7100977299566136582?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100977299566136582&source=h5_m,990934,561,517,4024,79305,7066689774240811781,7066689774240811781,72,7066689774240811781,original sound - agudie03,AGUDIE 1,6.968045917367223e+18,AGUDIE 1,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066689783422077701.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/16fa2774eeb533bcc314f8c2e24913d5.json,False,False,,,,,[],0,0,Ghana,#susanchanelbeauty,0,0,0,0,0,0,0,0,0,0
0,GH,7103485273299750149,1653909052,Reply to @kikipalmer35 Did this to her to see her reaction 😂😂😂 @Mensah charity #emmaifeanyi,6890732833414775814,Emma Ifeanyi,"Welcome to my page🥰
WE ALMOST THERE GUYS😩❤️
A follow 4rm U will make it work🙏",0,False,https://www.tiktok.com/@emmaifeanyi/video/7103485273299750149?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103485273299750149&source=h5_m,392449,364,25,254,46497,7103485219772173061,7103485219772173061,72,7103485219772173061,original sound - emmaifeanyi (Contains music from: love nwantiti (feat. ElGrande Toto) [North African Remix] - CKay),"Contains music from: ""love nwantiti (feat. ElGrande Toto) [North African Remix]""",6.890732833414776e+18,Emma Ifeanyi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103485259429563142.mp3,,False,False,CKay,love nwantiti (feat. ElGrande Toto) [North African Remix],original sound - emmaifeanyi (Contains music from: love nwantiti (feat. ElGrande Toto) [North African Remix] - CKay),"Contains music from: ""love nwantiti (feat. ElGrande Toto) [North African Remix]""",[],0,0,Ghana,#emmaifeanyi,0,0,0,0,0,0,0,0,0,0
1,GH,7095421997080939781,1652031672,Who’s spoiling my sis tho Eii 💔🥀🤣,6642454398343905285,Shol🔥❤️,"330𝗸 𝗼𝗻 𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺
SNAP : shol.69
INSTAGRAM: @eric_shol",0,False,https://www.tiktok.com/@eric_shol/video/7095421997080939781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095421997080939781&source=h5_m,1364373,756,474,8015,167728,7087315468888886021,7087315468888886021,72,7087315468888886021,Ir sais dream girl speed up (Contains music from: Uh oh uh - Saino Freedoni),"Contains music from: ""Uh oh uh""",6.865703020425315e+18,Y.U.K.I.O,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087315469623544581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e1983d6619b8c2775c28f71ddfae6411.json,False,False,Saino Freedoni,Uh oh uh,Ir sais dream girl speed up (Contains music from: Uh oh uh - Saino Freedoni),"Contains music from: ""Uh oh uh""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,GH,7102328899631123717,1653639815, ,7034062652863955974,ohema369,With God all things are possible 🙏,0,False,https://www.tiktok.com/@ohema369/video/7102328899631123717?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102328899631123717&source=h5_m,793894,860,2981,19287,39123,7088742431281367854,7088742431281367854,72,7088742431281367854,original sound - ozkar_wrld (Contains music from: Kwahu Bepo (feat. Naa Agyeman) - Nana Ama),"Contains music from: ""Kwahu Bepo (feat. Naa Agyeman)""",6.794326583311517e+18,HIGHLIFE KING🤴🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7088742473031289646.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/27d42732147a01cddce598d67c7eee72.json,False,False,Nana Ama,Kwahu Bepo (feat. Naa Agyeman),original sound - ozkar_wrld (Contains music from: Kwahu Bepo (feat. Naa Agyeman) - Nana Ama),"Contains music from: ""Kwahu Bepo (feat. Naa Agyeman)""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
3,GH,7098001481411939590,1652632255,Buga 24/7 @kcreietin #erkuahofficial #fyp #viral #bugachallenge,6679886495132910597,erkuahofficial 🤪,"This is my only account!!!
I’m here to make you smile ☺️
Thank you for 2.7M 🎉",0,False,https://www.tiktok.com/@erkuahofficial/video/7098001481411939590?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098001481411939590&source=h5_m,2207958,1569,1269,11940,216180,7098001475577711366,7098001475577711366,72,7098001475577711366,original sound - erkuahofficial (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",6.679886495132911e+18,erkuahofficial 🤪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098001482343025413.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7ccfced1a3d59b9f32d4543ab6f9d137.json,False,False,Kizz Daniel & Tekno,Buga (Lo Lo Lo),original sound - erkuahofficial (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",[],0,0,Ghana,#erkuahofficial #fyp #viral #bugachallenge,0,0,0,1,0,0,0,0,0,1
4,NG,7095644510033595653,1652083485,🤣 watch out link on my bio #viral #foryou #explor,6823184849832477702,Kiriku,Click this link 👇🏽 to watch KIRIKU IN THE CITY Episode 8,0,False,https://www.tiktok.com/@kirikuofficial/video/7095644510033595653?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095644510033595653&source=h5_m,10772914,1846,8800,105347,613072,7095644470296824581,7095644470296824581,72,7095644470296824581,original sound - kirikuofficial,Kiriku,6.823184849832478e+18,Kiriku,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095644450822638341.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/af438213620abf75052b4df610f13355.json,False,False,,,,,[],0,0,Ghana,#viral #foryou #explor,0,1,0,0,0,0,0,0,0,1
5,CM,7088253853338012933,1650362710,I fucked up. Mentenn madam ne veux plus#answer,6823470299054605317,Laphash ( fotso brandon),500k obj. Booking 679987450,0,False,https://www.tiktok.com/@laphash.official/video/7088253853338012933?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088253853338012933&source=h5_m,5301579,732,1164,28808,223125,7081205964560501510,7081205964560501510,10036,7081205964560501510,Kwaku the Traveller,Black Sherif,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a5dd74d2a6b484fa2bc480d6312f92d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c59526bb39c941fab5656a50a2f49593,False,True,,,,,[],0,0,Ghana,#answer,0,0,0,0,0,0,0,0,0,0
6,GH,7099163225031183622,1652902744,Mbaa 🤣🤣🤣🤣🤣#goviraltiktok #goviral #real_fiifi10,6813019801210307589,Real_Fiifi,"I love ❤️ you all
Lets hit 50k guys, we can do this 🥰🥰🥰",0,False,https://www.tiktok.com/@real_fiifi10/video/7099163225031183622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099163225031183622&source=h5_m,620600,261,1360,12597,29309,7099163207767444229,7099163207767444229,72,7099163207767444229,original sound - real_fiifi10,Real_Fiifi,6.813019801210308e+18,Real_Fiifi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099163223319972613.mp3,,False,False,,,,,[],0,0,Ghana,#goviraltiktok #goviral #real_fiifi10,0,0,0,0,0,0,0,0,0,0
7,DE,7095028028526316805,1651939944,I HAD TO DO THAT IN NEW YORK🤣🔥     👕: @defshop,6602305457589895174,KOOLKIDNELLY⚡️,"📍BERLIN
📧 nellzusmik@gmail.com",0,False,https://www.tiktok.com/@koolkidnelly/video/7095028028526316805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095028028526316805&source=h5_m,15298603,7715,14806,7017,1800170,6990766058684664581,6990766058684664581,10036,6990766058684664581,Armadilha,Guélcio Smith,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/35440ce1dd0a4ab4a203a68152c5fe9d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81545c4a0de84d91b3886b25cdf4aa2b,False,True,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
0,US,7103274458592316715,1653859965,TikTok Police come and arrest this lady @kwartengabigail25 #trending #foryou #fypシ #foryoupage #viralvideo #fyp,7016444733368124421,EMMANUEL OBENG OFOSU BAAKO,"PLS FOLLOW ME ON INSTAGRAM DOCTORDRILL.
AM HERE TO HAVE FUN.
❤️U ADWOAPRETTY01",0,False,https://www.tiktok.com/@doctordrillobeng/video/7103274458592316715?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103274458592316715&source=h5_m,308888,601,162,869,6493,7103274414329973547,7103274414329973547,72,7103274414329973547,original sound - doctordrillobeng,EMMANUEL OBENG OFOSU BAAKO,7.016444733368124e+18,EMMANUEL OBENG OFOSU BAAKO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7103274445971950382.mp3,,False,False,,,,,[],0,0,Ghana,#trending #foryou #fypシ #foryoupage #viralvideo #fyp,0,1,1,1,1,0,0,0,1,0
1,GH,7103231088591392006,1653849868, ,6801608194106344453,OhemaaAma🫅❤️🌹,"Instagram: iamnanaamadee 
Email:deesclothinggh@gmail.com
Snapchat: mizzbrendy",0,False,https://www.tiktok.com/@deedhor38/video/7103231088591392006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103231088591392006&source=h5_m,68123,132,58,250,6308,7092911702219508485,7092911702219508485,72,7092911702219508485,Chakutum Mixed By LotusBeatz,lotusbeatz,6.963992794612483e+18,lotusbeatz,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092911714295155462.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4bcb6b09797999d0b3f903502584bb8a.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,NG,7085275446283160837,1649669244,Nothing Happened 😂 Guys do you think nothing really happened? What are your thoughts? 🤔,230094074794422272,SamSpedy,"AFRICAN HOME SERIES
Snapchat @sam_spedy",0,False,https://www.tiktok.com/@samspedy/video/7085275446283160837?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085275446283160837&source=h5_m,9046201,15194,46148,177810,645303,7085275474657544966,7085275474657544966,72,7085275474657544966,original sound - samspedy,SamSpedy,2.3009407479442227e+17,SamSpedy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085275406999374598.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e81025f920bf8f9da58cf62c2a965177.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
3,GH,7096765030342855942,1652344375,Reply to @user8391781562373  😂😂LOML🥰💫 #fyp #foryoupage,7037958382805058566,African_Barbie,barbie africaine💦💦,0,False,https://www.tiktok.com/@paula_ekua/video/7096765030342855942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096765030342855942&source=h5_m,4566042,3067,3652,28193,178172,7086565365081328390,7086565365081328390,10036,7086565365081328390,Sugarcane - Remix,Camidoh & Mayorkun & Darkoo,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7c00fc9fc4e6447d855a50d83cd3a261,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ab1bb18c75314d4bbc95d0c495e5fd4f,False,True,,,,,[],0,0,Ghana,#fyp #foryoupage,0,0,1,1,0,0,0,0,0,0
4,NG,7099837850270649606,1653059819,Choose ur choice with the flag that killed it #iamblexxed08 #fyp#fy#viral #buga#greatvado #kizzdaniel @greatvado #nigeria #ghana #tiktokuniverse,7052767724842697734,NURSE BLESSING🩺,"CERTIFIED NURSE🩺
NIGERIANCHALLENGE
CONTENTCREATOR
HEALTHTIPs
NO SPAM LIKE PLS🙏",0,False,https://www.tiktok.com/@i_am_nurse_b/video/7099837850270649606?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099837850270649606&source=h5_m,484494,2630,68,157,51942,7094606055795182342,7094606055795182342,72,7094606055795182342,original sound - meez_tori_ (Contains music from: Buga - Tekno),"Contains music from: ""Buga""",6.763621678813464e+18,Meez_tori,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094672736014584581.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/aab9110ee76c0085b385188cd7ea1412.json,False,False,Tekno,Buga,original sound - meez_tori_ (Contains music from: Buga - Tekno),"Contains music from: ""Buga""",[],0,0,Ghana,#iamblexxed08 #fyp#fy#viral #buga#greatvado #kizzdaniel #nigeria #ghana #tiktokuniverse,0,0,0,1,0,0,0,0,0,1
5,GH,7091273811588369670,1651065849,See the nonsense I was doing 😂😂,6768515019991876614,Bintu_Hajia,"IG@Bintu_hajia
Snap @h_bintu2019
Twitter @bintuhajia1
YouTube-hajiabintugh
🇬🇭",0,False,https://www.tiktok.com/@bintu_hajia/video/7091273811588369670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091273811588369670&source=h5_m,1631852,765,1065,9168,94646,7057260084216204037,7057260084216204037,72,7057260084216204037,Gentility sped up (Contains music from: Gentility - melvitto & Wande Coal),"Contains music from: ""Gentility""",6.786231898425738e+18,A💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057260095536712453.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/50968a43ede14ebd998d4f5c3aaedd3d.json,False,False,melvitto & Wande Coal,Gentility,Gentility sped up (Contains music from: Gentility - melvitto & Wande Coal),"Contains music from: ""Gentility""",[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
6,GH,7102869759636589830,1653765739,Nti wo Nf3re 🤧 #kcreietin #ghanahighschool,6810370883530671109,Kcreietin Cummin.gs ✨💦,"I want a bestie 😢Pls Dm me on Instagram 
TheHighSchoolMaker
Ads Dm on Instagram",0,False,https://www.tiktok.com/@kcreietin/video/7102869759636589830?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102869759636589830&source=h5_m,284043,315,137,1700,36416,7084534691193293573,7084534691193293573,72,7084534691193293573,original sound - adwoasikah,Adwoa Sikah,7.053231648435848e+18,Adwoa Sikah,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084534681760303877.mp3,,False,False,,,,,[],0,0,Ghana,#kcreietin #ghanahighschool,0,0,0,0,0,0,0,0,0,0
7,NG,7102766158448692485,1653741619,All thanks to God almighty and to all my friends and family who made my day a success 🌹🌹❤️#fyp #holy_kiss1 #virel #fakelife #tranding,6969353312950141957,Kiss,"I'm a content creator, skit maker, director, editor, and  also D.O.P  (G.O.E.)",0,False,https://www.tiktok.com/@holy_kiss1/video/7102766158448692485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102766158448692485&source=h5_m,2736690,1720,1456,17688,101962,7079960523550378758,7079960523550378758,72,7079960523550378758,original sound - puwojenifer,J3nny_Jo3😍💋🇿🇦,1.3057702596207002e+17,J3nny_Jo3😍💋🇿🇦,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079960545192856326.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3daa57e96f146c41ef1cfb97c1ea64ea.json,False,False,,,,,[],0,0,Ghana,#fyp #holy_kiss1 #virel #fakelife #tranding,0,0,0,1,0,0,0,0,0,0
0,GH,7102152258103627013,1653598684,#payola #fyp,6964680798369825798,ABENAA YOLA❤️,guys plz follow me on IG Abena Payola ❤️🙏,0,False,https://www.tiktok.com/@abenapayola5/video/7102152258103627013?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102152258103627013&source=h5_m,1340421,1292,382,3682,82505,7097926370902952710,7097926370902952710,72,7097926370902952710,original sound - floralmakeover24 (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",6.96262658356886e+18,user1660136145974,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097926358394866437.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/802feab4b8c45ce2370341db1fab53a8.json,False,False,Kizz Daniel & Tekno,Buga (Lo Lo Lo),original sound - floralmakeover24 (Contains music from: Buga (Lo Lo Lo) - Kizz Daniel & Tekno),"Contains music from: ""Buga (Lo Lo Lo)""",[],0,0,Ghana,#payola #fyp,0,0,0,1,0,0,0,0,0,0
1,GH,7078567424169102598,1648107412,WhatsApp 0553572710 or DM @thelencyonfire to order your dress,6786539522182087685,Nana Abena Korkor Ad,"Biz on IG
@missabenakorkor
@naturalbyabk
@fashionbyabk",0,False,https://www.tiktok.com/@missabenakorkor_/video/7078567424169102598?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078567424169102598&source=h5_m,270505,163,140,1058,10581,7057939896933174062,7057939896933174062,72,7057939896933174062,original sound - ephraimboakye76,Ephraim Boakye,6.722925204169246e+18,Ephraim Boakye,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7057939953661102894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1e7d895058b7b81b024e8b362d438175.json,False,False,,,,,[],0,0,Ghana,,0,0,0,0,0,0,0,0,0,0
2,CA,7100986100348488965,1653327167,Sorry not sorry 🤪#duchesspriscilla #ex #exboyfriend #nigeriantiktok #fyp #trending #tiktok,6809049245787538437,DUCHESS PRISCILLA,"#self love 💗
🇳🇬 🇨🇦
Snap: @duchessprissy01
Collab: Duchesstouch29@gmail.com",0,False,https://www.tiktok.com/@duchesspriscilla/video/7100986100348488965?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100986100348488965&source=h5_m,1811668,1195,705,5605,89803,7098321761296517894,7098321761296517894,72,7098321761296517894,Message To My Ex,👑Energy Queen👑,6.818817924141532e+18,👑Energy Queen👑,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098644542378806021.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6f282dbea4e57d47b532c9cbee904c33.json,False,False,,,,,[],0,0,Ghana,#duchesspriscilla #ex #exboyfriend #nigeriantiktok #fyp #trending #tiktok,0,0,0,1,0,0,1,0,1,0
