,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_gaming,hash_minecraft,hash_minecraftbuilding,hash_pourtoi,hash_trend,hash_viral
6,MG,7071979637034716421,1646573572,😂😂,6985112401092920325,gabriella,TikTok Malagasy 🇲🇬🇲🇬,0,False,https://www.tiktok.com/@gabriellaparmenti2/video/7071979637034716421?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071979637034716421&source=h5_m,682201,42,372,1996,41401,7050148133841750790,7050148133841750790,72,7050148133841750790,original sound - gabriellemarieoffi,gabriellemarieoffi,6.800457819176895e+18,gabriellemarieoffi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050148162610285317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ce668df7c0baa06cf63744dfabbbb396.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
7,US,7093233198917897514,1651522052,The 21st century. Link in bio. 🗣🍑🎙🎬,6821294369859273734,Daniel Gonzalez,"Ig: danieljohngonzalez
Twitter: MultiMillMind",0,False,https://www.tiktok.com/@danieljohngonzalez/video/7093233198917897514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093233198917897514&source=h5_m,3562416,3317,27603,70751,338034,7093233149693709102,7093233149693709102,72,7093233149693709102,original sound - danieljohngonzalez,Daniel Gonzalez,6.821294369859274e+18,Daniel Gonzalez,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093233196984208174.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c4b0970fcf324a9fdb564a608cfe2466.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
0,CA,7085439081546566918,1649707343,My neighbours probably think I’m weird #dance #dancechallenge #tutorial  #tutorials,206449984714461184,Bizzy Boom,"Dance/Lifestyle
Inquiries: bizzy@viralnationtalent.com
🇨🇦🇬🇭🇬🇩",0,False,https://www.tiktok.com/@bizzyboom/video/7085439081546566918?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085439081546566918&source=h5_m,577460,252,665,3864,40083,6978936259662154501,6978936259662154501,72,6978936259662154501,Look At Me Now (Contains music from: Look At Me Now (feat. Lil' Wayne & Busta Rhymes) - Chris Brown),"Contains music from: ""Look At Me Now (feat. Lil' Wayne & Busta Rhymes)""",6.917466274193262e+18,Daniiel Ortegaa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6978936356449848069.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6cedb62f4aa35770a92432a4106bede0.json,False,False,[],0,0,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Look At Me Now (Contains music from: Look At Me Now (feat. Lil' Wayne & Busta Rhymes) - Chris Brown),"Contains music from: ""Look At Me Now (feat. Lil' Wayne & Busta Rhymes)""",Madagascar,#dance #dancechallenge #tutorial #tutorials,0,0,0,0,0,0,0,0,0,0
1,DE,7101058224534637829,1653343959,#catbaby #littlecat #babykitten #kitten #handaufzucht #sweetcat #catkitten #fosterkittensoftiktok #cutekitten #catslovers #fosterkitten #fosterkittens #lion #catlion,6943892872010040325,maramieze,"Misho Fosterkitten found May 2022
Kira found April 2022
Nila born 28.04.2018",0,False,https://www.tiktok.com/@maramieze/video/7101058224534637829?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101058224534637829&source=h5_m,1050167,856,8006,100,69154,7075452961564003115,7075452961564003115,72,7075452961564003115,original sound - tinytownkittens (Contains music from: Abyss - Carlos Colleen),"Contains music from: ""Abyss""",6.920397168885646e+18,tinytown kittens 🐱,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075452991758781227.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e3846be54685b59d694b83623d1161a9.json,False,False,[],0,0,Carlos Colleen,Abyss,original sound - tinytownkittens (Contains music from: Abyss - Carlos Colleen),"Contains music from: ""Abyss""",Madagascar,#catbaby #littlecat #babykitten #kitten #handaufzucht #sweetcat #catkitten #fosterkittensoftiktok #cutekitten #catslovers #fosterkitten #fosterkittens #lion #catlion,0,0,0,0,0,0,0,0,0,0
2,PH,7074374288039496986,1647131120,Good morning. Eto na naman po ako😂 #jagjeansph @jagjeansph,6915381504173032450,Shuvee Etrata,"Hiii, keep on smiling😄",0,False,https://www.tiktok.com/@smilingshuvee/video/7074374288039496986?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074374288039496986&source=h5_m,704844,470,175,1339,66089,7064884950239070977,7064884950239070977,72,7064884950239070977,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",7.042141458783487e+18,❤️‍🔥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7064887206300666626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b0b64d91ba02c2dcb7c2850cc3026c2.json,False,False,[],0,0,Justin Bieber,Love Yourself,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",Madagascar,#jagjeansph,0,0,0,0,0,0,0,0,0,0
3,IT,7101350936471244038,1653412111, ,144247351811911680,irene,ig: em.ire,0,False,https://www.tiktok.com/@em.ire/video/7101350936471244038?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101350936471244038&source=h5_m,1411027,1561,3678,20638,226636,6902868608632769285,6902868608632769285,72,6902868608632769285,7 bill ppl and not one crush (Contains music from: Pargoy Tak Jelas - Yang Lagi Viral),"Contains music from: ""Pargoy Tak Jelas""",6.718850535833585e+18,kat,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6902868462834666245.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5cbea879d60fa27150ec1d8fb8f2c652.json,False,False,[],0,0,Yang Lagi Viral,Pargoy Tak Jelas,7 bill ppl and not one crush (Contains music from: Pargoy Tak Jelas - Yang Lagi Viral),"Contains music from: ""Pargoy Tak Jelas""",Madagascar,,0,0,0,0,0,0,0,0,0,0
4,NG,7091649169852468485,1651153242,I always thought I sounded really good 😂😂😂 #Roommate #singing #whatithinkisoundlike #teamtennie,6707711898941473797,I_am_tjan,"🇳🇬 
GOD first 🤍
African
Very DYNAMIC 
Follow my Instagram @i_am_tjan",0,False,https://www.tiktok.com/@i_am_tjan/video/7091649169852468485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091649169852468485&source=h5_m,1983169,1634,5401,8843,186609,7031187298913962757,7031187298913962757,72,7031187298913962757,original sound - slightproduction,Slightproduction,6.799747386072761e+18,Slightproduction,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7031187365972429573.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b28329ae595dc9a2c7be95192b4a4aee.json,False,False,[],0,0,,,,,Madagascar,#Roommate #singing #whatithinkisoundlike #teamtennie,0,0,0,0,0,0,0,0,0,0
5,MG,7101959061687569670,1653553704, ,6988795184130720774,fanirysoa316,Je suis là pour m’amuser 💕😅,0,False,https://www.tiktok.com/@fanirysoa316/video/7101959061687569670?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101959061687569670&source=h5_m,21215,23,27,77,597,7099365850180356869,7099365850180356869,72,7099365850180356869,original sound - sophie_randria,Sophie Randria,6.7821751275482e+18,Sophie Randria,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099365859033991941.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dc8aaa63445f211860aaff9f06a617b6.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
6,MG,7098762639530085638,1652809476,#drole #pourtoi #khabylame #fypシ゚viral #humour #foryou #Tiktokvideo #drolevideo #rire #LearnOnTikTok #videoviral #fyp,7048322004794360838,Pamphilou,"🔔 Follow Me And Subscribe 🔔
 Je Publie Des Vidéos Drôles & Étonnantes
Go 10K ?",0,False,https://www.tiktok.com/@pamphilouu/video/7098762639530085638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098762639530085638&source=h5_m,307082,288,3871,8588,12426,7098762627534408453,7098762627534408453,72,7098762627534408453,original sound - pamphilouu,Pamphilou,7.048322004794361e+18,Pamphilou,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098762620013955845.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b73a30e2d3eec625160b573a17754fc0.json,False,False,[],0,0,,,,,Madagascar,#drole #pourtoi #khabylame #fypシ゚viral #humour #foryou #Tiktokvideo #drolevideo #rire #LearnOnTikTok #videoviral #fyp,1,0,1,1,0,0,0,1,0,1
7,DE,7100520338672356614,1653218724,Food lover 🤌🏼 #FoodLover #funnyvideos #fyp,63540133341257729,Lena Wi,🇩🇪• 32 • 🌈,0,False,https://www.tiktok.com/@_lenawi__/video/7100520338672356614?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100520338672356614&source=h5_m,1042740,411,3800,113,64662,7071327514966313774,7071327514966313774,72,7071327514966313774,Diets Be Stressin Me Out (Contains music from: Sometimes - Jungleboy),"Contains music from: ""Sometimes""",6.788243207064274e+18,TheHamburglar🍔,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7071327570364582702.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/defedf52610910e32d531074038813f0.json,False,False,[],0,0,Jungleboy,Sometimes,Diets Be Stressin Me Out (Contains music from: Sometimes - Jungleboy),"Contains music from: ""Sometimes""",Madagascar,#FoodLover #funnyvideos #fyp,0,0,1,0,0,0,0,0,0,0
0,US,7103577687645506862,1653930566,🌟2nd @ has a crush on u😂😂#LearnOnTikTok #hygienistoftiktok #hygienist #dentalhygienist #rdh,6612726765507772422,Dental Hygienist,"📫inquires.avalener@gmail.com
😷Dental Hygienist
📍NYC
⬇️Best braces color⬇️",0,False,https://www.tiktok.com/@avalene.r/video/7103577687645506862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103577687645506862&source=h5_m,101555,530,37,39,10075,7064884950239070977,7064884950239070977,72,7064884950239070977,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",7.042141458783487e+18,❤️‍🔥,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7064887206300666626.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8b0b64d91ba02c2dcb7c2850cc3026c2.json,False,False,[],0,0,Justin Bieber,Love Yourself,Love Yourself (Drill Remix) (Contains music from: Love Yourself - Justin Bieber),"Contains music from: ""Love Yourself""",Madagascar,#LearnOnTikTok #hygienistoftiktok #hygienist #dentalhygienist #rdh,0,0,0,0,0,0,0,0,0,0
1,SA,7091700705404177665,1651165241,👁👁,6841218425982649349,🃏,"《smile its sunnah🤝🏻》
I post anything I like 🕴🏼",0,False,https://www.tiktok.com/@rsh_rsh1/video/7091700705404177665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091700705404177665&source=h5_m,3863527,3492,3457,8956,572945,7090620336214952706,7090620336214952706,72,7090620336214952706,Pretty the way u are,🃏,6.841218425982649e+18,🃏,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090620308083739393.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/26c1499b888fa4180a7aaceffdd0e4fa.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
2,DE,7098969046137195781,1652857537,#fypシ #thaiseries #thailand #розовыйгрех #розовыйгрехлакорн #thaiserie #fyp #trabarbseechompoo #trabarbseechompooedit,7054283570160436230,𖠌,">Korean Contant<
ᴇᴅɪᴛᴏʀ🎞
sʜᴇᴇఌ
𝐶𝑎𝑛𝑐𝑒𝑟♋️",0,False,https://www.tiktok.com/@doramloverr/video/7098969046137195781?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098969046137195781&source=h5_m,882913,732,602,307,143451,7098968981725350661,7098968981725350661,72,7098968981725350661,original sound - doramloverr,𖠌,7.054283570160436e+18,𖠌,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098968968207076101.mp3,,False,False,[],0,0,,,,,Madagascar,#fypシ #thaiseries #thailand #розовыйгрех #розовыйгрехлакорн #thaiserie #fyp #trabarbseechompoo #trabarbseechompooedit,0,0,1,1,0,0,0,0,0,0
3,DE,7082091897535106309,1648928016,time to rewatch🧎‍♀️#christiangrey #jamiedornan #fiftyshadesofgrey,6648328080141123590,Sina :),"18 | 🇩🇪
she/her
i use after effects 
tysm for 1.7M 🙏🏼
@editsstilesbackup",0,False,https://www.tiktok.com/@editsstiles/video/7082091897535106309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082091897535106309&source=h5_m,4263209,7683,9587,586,796508,7082093865863318277,7082093865863318277,72,7082093865863318277,original sound - editsstiles (Contains music from: Gito Nachi Ei Paro - Hino),"Contains music from: ""Gito Nachi Ei Paro""",6.648328080141124e+18,Sina :),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082093862726028037.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/892bcb8f909535f767ac7e66c18069d6.json,False,False,[],0,0,Hino,Gito Nachi Ei Paro,original sound - editsstiles (Contains music from: Gito Nachi Ei Paro - Hino),"Contains music from: ""Gito Nachi Ei Paro""",Madagascar,#christiangrey #jamiedornan #fiftyshadesofgrey,0,0,0,0,0,0,0,0,0,0
4,PH,7074865766541053211,1647245551,I tried hahahaha,16616140,Aiah Arceta,biniph.official@gmail.com,0,False,https://www.tiktok.com/@bini_aiah/video/7074865766541053211?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074865766541053211&source=h5_m,442988,1124,870,1270,48898,6941986827163142913,6941986827163142913,24,6941986827163142913,Touch X Dougie Remix Challenge (Contains music from: Touch - Little Mix),"Contains music from: ""Touch""",6.794102846188275e+18,Joshua Mijares,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6941986782519053057.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1763110b2a1677ed11ccb7bd59f773b5.json,False,False,[],0,0,Little Mix,Touch,Touch X Dougie Remix Challenge (Contains music from: Touch - Little Mix),"Contains music from: ""Touch""",Madagascar,,0,0,0,0,0,0,0,0,0,0
5,MG,7086846138611010822,1650034952,"On nous leurre avec les crédits carbone, les fonds pour l'environnement mais conrètement les malagasy ils souffrent du des conséquence du changement climatique auquel ils ne participent que trè peu. #cop26 #climate #climatechange #giec #humour #ironie #irony #humor #montreuxcomedy #ayemriclampret #madagascar #malagasytiktok #trend #nature #environnement",7074440655213282310,Masindahy,"Réedit: Pop culture, memes, environnement, anime. 
Abonne-toi✔️,1K?
🇲🇬🇺🇸🇨🇵",0,False,https://www.tiktok.com/@masindahy_/video/7086846138611010822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086846138611010822&source=h5_m,46261,209,254,584,2055,7049295094381283330,7049295094381283330,10033,7049295094381283330,CANADA,1PLIKÉ140,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/48261e9622e045f89a3fc171515b4f69,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/81538fc885fc49b6a837b74d25909494,False,True,[],0,0,,,,,Madagascar,#cop26 #climate #climatechange #giec #humour #ironie #irony #humor #montreuxcomedy #ayemriclampret #madagascar #malagasytiktok #trend #nature #environnement,0,0,0,0,0,0,0,0,1,0
6,MG,7092419284688735494,1651332548,#minecraft #minecraftbuilding #foryou #fypシ #gaming #viral,7011799037910500358,"Minecraft pixel art,memes",Hi,0,False,https://www.tiktok.com/@dream_offi/video/7092419284688735494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092419284688735494&source=h5_m,66166,469,141,211,7515,7053769242491079450,7053769242491079450,24,7053769242491079450,HEAT WAVES,liriiklagu,6.822964716483118e+18,liriiklagu,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7053769239425633051.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee30a697a946d0df813168fb858d7b9f.json,False,False,[],0,0,,,,,Madagascar,#minecraft #minecraftbuilding #foryou #fypシ #gaming #viral,1,0,0,1,1,1,1,0,0,1
7,US,7092090280458931502,1651255946,Oooo he tried to get me…👀😂 #fyp #funny @voozhydrate #voozhydrate #couplegoals #Love #cute #viral,6739644267280696326,Jaylin & Makayla💕,"THANK YALL FOR 6MILLION FAMILY MEMBERS😭 WE LOVE ALL OF YALL😭❤️
@bangenergy",0,False,https://www.tiktok.com/@makayla.domagalski1/video/7092090280458931502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092090280458931502&source=h5_m,388623,97,77,407,51369,6803416485067868934,6803416485067868934,72,6803416485067868934,Yo mans still around,Don ⍟,6.712498152677672e+18,Don ⍟,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1660991467963445.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/68b24a9d43af9f30f636fe50c43c1dc2.json,False,False,[],0,0,,,,,Madagascar,#fyp #funny #voozhydrate #couplegoals #Love #cute #viral,0,0,1,0,0,0,0,0,0,1
0,VN,7100073163438034203,1653114605,I’m handsome 🤣🤣#ytietofficial #ytietofficial #iamhandsome #soytietnumbersong,6795887138875720706,Ytiet Official,Contact book page & Sing number song birthday Cameo:  📩 soytiet41@gmai.com,0,False,https://www.tiktok.com/@ytietofficial/video/7100073163438034203?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100073163438034203&source=h5_m,3002743,4857,28974,24434,246298,7100073170526325531,7100073170526325531,24,7100073170526325531,original sound - ytietofficial,Ytiet Official,6.795887138875721e+18,Ytiet Official,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7100073171627248410.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/095b76fa181e4bd6bc8d3c9bd56dd1ad.json,False,False,[],0,0,,,,,Madagascar,#ytietofficial #ytietofficial #iamhandsome #soytietnumbersong,0,0,0,0,0,0,0,0,0,0
1,US,7085438429307391278,1649707191,Yall all be tens baby,97614653324771328,Selena Gomez,REVELACIÓN is out now: http://smarturl.it/REVELACIONSG,0,False,https://www.tiktok.com/@selenagomez/video/7085438429307391278?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085438429307391278&source=h5_m,24904552,13752,231843,5220,2548286,6958450048980060933,6958450048980060933,72,6958450048980060933,original sound - custom_motion,Custom Motion,6.745584704458458e+18,Custom Motion,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6958450156568054534.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/a2c61a2d0299ce3296c95c2501101d9f.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
2,BE,7089093343711333638,1650558167,Which one is your fav?,6917739013130699781,Ed People,"Can you teach me your favorite dance move? 💃
Support the project 👇",0,False,https://www.tiktok.com/@edpeople/video/7089093343711333638?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089093343711333638&source=h5_m,11420817,2199,2387,22475,1758309,7089093334412577541,7089093334412577541,72,7089093334412577541,original sound - edpeople,Ed People,6.9177390131307e+18,Ed People,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089093336640523013.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f229d39c4051ecc4176c040913a4a969.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
3,FR,7099494926542589189,1652979976,quand c'est les devoirs avec les goss 🤣🤣❤️,6809705897670657030,Soso Sofia,"délire avec ma famille ❤❤
🇹🇳🇹🇳🇹🇳",0,False,https://www.tiktok.com/@sososofia7/video/7099494926542589189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099494926542589189&source=h5_m,1051621,385,1623,222,42223,6950299789724617478,6950299789724617478,72,6950299789724617478,original sound - droledesketchs,Vidéos drôles - Humoristes,6.924669223475152e+18,Vidéos drôles - Humoristes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6950299890752834310.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/571739177bdb2f8af16e314105634b09.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
4,FR,7096158163229052166,1652203074,Pour vous les fille💚💙,6532064574873567233,Compte conseil girl❤️💙💚,💚 compte pour fille 🧔🏻‍♂️partez,0,False,https://www.tiktok.com/@by_esthetique2/video/7096158163229052166?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096158163229052166&source=h5_m,1217412,1187,2326,210,105938,7050844228410575621,7050844228410575621,72,7050844228410575621,original sound - linda.lenda,Linda,6.858158913226442e+18,Linda,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7050847713797212934.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/edb3155c35b1f5c58f529d0e6ac34d50.json,False,False,[],0,0,,,,,Madagascar,,0,0,0,0,0,0,0,0,0,0
5,MG,7097668853739572485,1652554808,Bonsoir#fyp #malagasy #challenge,6923169134219265030,Rajerison Tendry,"Girl just wanna have fun
🇲🇬🇲🇬🇲🇬",0,False,https://www.tiktok.com/@cesttendryyyyyyyyyyyyy/video/7097668853739572485?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097668853739572485&source=h5_m,85327,178,84,182,6194,6742199989981678342,6742199989981678342,72,6742199989981678342,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",2381819.0,molly 💛,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646046236596230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/300aaff96976f5891d3ce79259304b7f.json,False,False,[],0,0,Andre Swilley & Cookie Cutters,Pistol,whyisthisaudiofamous (Contains music from: Pistol - Andre Swilley & Cookie Cutters),"Contains music from: ""Pistol""",Madagascar,#fyp #malagasy #challenge,0,0,1,0,0,0,0,0,0,0
6,MG,7079332107134192902,1648285453,Brouillon🗑 #lessecretsdedumbledore #couple #pourtoi #trend,6632621294876704773,Louka bébéw,"✨2005✨
insta: louka_ayo_bébéw❤",0,False,https://www.tiktok.com/@louka_bebew/video/7079332107134192902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079332107134192902&source=h5_m,32997,11,15,1,1543,7066800178145397510,7066800178145397510,72,7066800178145397510,original sound - mvrvyn22___ (Contains music from: Freestyle Hors-Série 2 - Mougli),"Contains music from: ""Freestyle Hors-Série 2""",6.840605012624737e+18,LaaVV22__,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7066800877499124486.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4a1aa5e40d9371d99a2296252d7f037e.json,False,False,[],0,0,Mougli,Freestyle Hors-Série 2,original sound - mvrvyn22___ (Contains music from: Freestyle Hors-Série 2 - Mougli),"Contains music from: ""Freestyle Hors-Série 2""",Madagascar,#lessecretsdedumbledore #couple #pourtoi #trend,0,0,0,0,0,0,0,1,1,0
7,KR,7099406952060554498,1652959492,오랜만에 몸 좀 풀어볼까 #키위랩 #kiwelab #최시원 #siwonchoi,7029632302582072321,최시원 • Siwon Choi,"MCN 키위랩
contact@kiwelab.com",0,False,https://www.tiktok.com/@davidsiwonchoi/video/7099406952060554498?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099406952060554498&source=h5_m,18757310,33606,18606,22306,2389946,7099406947278949122,7099406947278949122,24,7099406947278949122,original sound - davidsiwonchoi (Contains music from: Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster) - Britney Spears),"Contains music from: ""Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster)""",7.029632302582072e+18,최시원 • Siwon Choi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099406918178884353.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ddac68e1492868eabfdc2f340315b6ea.json,False,False,[],0,0,Britney Spears,Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster),original sound - davidsiwonchoi (Contains music from: Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster) - Britney Spears),"Contains music from: ""Toxic (Bloodshy & Avant's Intoxicated Remix - 2009 Remaster)""",Madagascar,#키위랩 #kiwelab #최시원 #siwonchoi,0,0,0,0,0,0,0,0,0,0
0,FR,7103560134625922309,1653926481,#requin #cyrilchauquet #bkrepost #documentaireanimalier #reportage #animaux #nature,6992178612590347270,REPORTAGE ANIMALIER 🐱 ECO,"Les meilleurs reportages animaliers🐼
TOUT SAVOIR SUR LES ANIMAUX🦍
ABONNE TOI ❤",0,False,https://www.tiktok.com/@bk_repost/video/7103560134625922309?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103560134625922309&source=h5_m,96625,4,2,0,1269,7103560128485657349,7103560128485657349,72,7103560128485657349,original sound - bk_repost,REPORTAGE ANIMALIER 🐱 ECO,6.992178612590347e+18,REPORTAGE ANIMALIER 🐱 ECO,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103560133245995782.mp3,,False,False,[],0,0,,,,,Madagascar,#requin #cyrilchauquet #bkrepost #documentaireanimalier #reportage #animaux #nature,0,0,0,0,0,0,0,0,0,0
