,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_asmr,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_movie,hash_oscarsathome,hash_polytiktok,hash_viral
5,US,7082349040180022570,1648987891,Opening a jar of chicken thighs from two years ago 🤤 #farmlife #homestead #canningtiktok #rebelcanner #rebelcanning #fyp #canningtok #bethelhaven #growyourownfood,6577526091987812357,Pam Parish,Jesus ❤️ Family ❤️ Foster Care ❤️ Farming ❤️ Friends,0,False,https://www.tiktok.com/@pamparish/video/7082349040180022570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082349040180022570&source=h5_m,13196940,64645,66493,22,1291865,6777331815179880449,6777331815179880449,10036,6777331815179880449,Paper Birds (3 min),Jordan Halpern Schwartz,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8991638eb9704ce8ab6abd7c75c5bd9f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c447318aeba9465faaa4906a9949a15f,False,True,,,,,[],0,0,American Samoa,#farmlife #homestead #canningtiktok #rebelcanner #rebelcanning #fyp #canningtok #bethelhaven #growyourownfood,0,0,0,0,1,0,0,0,0,0
6,US,7100563143474171179,1653228688,#foryou #satisfying #fyp,7033435910415254534,satisxiaoen,Hi😁✌🏻,0,False,https://www.tiktok.com/@satisxiaoen/video/7100563143474171179?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100563143474171179&source=h5_m,4228552,1712,4452,2770,195233,6728562975734515713,6728562975734515713,10036,6728562975734515713,Love You So,The King Khan & BBQ Show,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6a790bec1bf640c185753440ca131a7e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e9e77e939b244f8094dfea801e7683b0,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '297284611', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#foryou #satisfying #fyp,0,1,0,0,1,0,0,0,0,0
7,US,7102441924648291630,1653666126,Portillo’s Italian Beef Sandwich #portillos #italian #beefsandwich,6758495542861808645,nick.digiovanni,"Anyone can cook.
NickDiGiovanniTeam@unitedtalent.com",0,False,https://www.tiktok.com/@nick.digiovanni/video/7102441924648291630?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102441924648291630&source=h5_m,665048,344,132,88,90625,7102441874731846443,7102441874731846443,72,7102441874731846443,original sound - nick.digiovanni,nick.digiovanni,6.758495542861809e+18,nick.digiovanni,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102441916385495851.mp3,,False,False,,,,,[],0,0,American Samoa,#portillos #italian #beefsandwich,0,0,0,0,0,0,0,0,0,0
0,AS,7080394348654890286,1648532775,Draft😴🤍#OscarsAtHome #InstaxChallenge,6675941328343729158,Kasia💨❤️,"🤓💛
WDIF🫶🏻💗",0,False,https://www.tiktok.com/@itz_kasii_13/video/7080394348654890286?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080394348654890286&source=h5_m,2343,0,0,1,199,7060639113560886021,7060639113560886021,72,7060639113560886021,original sound - chloefaulknernew1,Chloefaulkner,6.637494090123526e+18,Chloefaulkner,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7060639167365057286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/77d29d8d159968dc246ba19a034e6965.json,False,False,,,,,[],0,0,American Samoa,#OscarsAtHome #InstaxChallenge,0,0,0,0,0,0,0,1,0,0
1,AS,7080699761199729963,1648603883,That body lookin’ nice🤌🏾😩 #fypシ #UnsealTheMeal #herefornothing 💀 sis kae ifo Fai meaoga gae💀,6762774542013957126,Meh_Naww,Idek why am on this app🥴🤡,0,False,https://www.tiktok.com/@mnoga07/video/7080699761199729963?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080699761199729963&source=h5_m,11193,38,0,0,741,7077683242283076398,7077683242283076398,72,7077683242283076398,original sound - akiteputepu (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",3148678.0,Aki Teputepu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077683263770872622.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a21e46d24a5fd3d5d71d9894e30da169.json,False,False,Megan Thee Stallion & Dua Lipa,Sweetest Pie,original sound - akiteputepu (Contains music from: Sweetest Pie - Megan Thee Stallion & Dua Lipa),"Contains music from: ""Sweetest Pie""",[],0,0,American Samoa,#fypシ #UnsealTheMeal #herefornothing,0,0,0,0,0,1,0,0,0,0
2,AU,7075428980257574145,1647376685,Think you could handle it?,6826566778802471942,Sticky Lollies,"Worlds most bogan candy-makers
Collab 💌 socials@sticky.com.au🍭
Shop+Socials⤵️",0,False,https://www.tiktok.com/@stickyaustralia/video/7075428980257574145?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075428980257574145&source=h5_m,6956136,3309,1262,2022,1144677,6777299168986662914,6777299168986662914,10036,6777299168986662914,Up and Away (Vocalese),GHOSTLAND,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a364b866678640c8915fe094063304bf,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5c0a0dedb7724c45bd7c761b33dfc409,False,True,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
3,US,7099560682747645230,1652995284,Insecurities Girls Have That Guys Don’t Care About 😩😈 #fyp #foryou #foryoupage #girls,7000062193527424005,PrettyXBoi,"San Diego 🌴
Ortizxadrian@gmail.com
⬇️The Dating Survival Guide⬇️",0,False,https://www.tiktok.com/@prettyxboi/video/7099560682747645230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099560682747645230&source=h5_m,4523554,4980,3603,9441,911314,7084006982138480642,7084006982138480642,10033,7084006982138480642,First Class,Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/8712eb155ead4a259d0556ce2249f72f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/5d7c6d06714845a7bcd898dea16c5b97,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1618136917', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#fyp #foryou #foryoupage #girls,0,1,1,0,1,0,0,0,0,0
4,US,7098710616801660203,1652797364,#outdoors  #foryou  #eel  #fishing,7062720750417380398,Angler,"👉🏻 Follow me ✍🏻
👀Thanks for watching videos👀
❤️ Like & share more videos ❤️",0,False,https://www.tiktok.com/@angler_eel/video/7098710616801660203?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098710616801660203&source=h5_m,13346547,829,854,627,305156,7098710519372319534,7098710519372319534,72,7098710519372319534,original sound - angler_eel,Angler,7.06272075041738e+18,Angler,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098710598732548910.mp3,,False,False,,,,,[],0,0,American Samoa,#outdoors #foryou #eel #fishing,0,1,0,0,0,0,0,0,0,0
5,GB,7102113251231632646,1653589601,the alpha #fyp #pushkin,6990255529131181061,Jennnnnnnnnnns,im obsessed with my dog,0,False,https://www.tiktok.com/@jennnnnnnnnnns/video/7102113251231632646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102113251231632646&source=h5_m,9785336,12714,78539,61727,1821187,6965978022080023301,6965978022080023301,72,6965978022080023301,original sound - icecreamsandwichguy,ice cream sandwich,6.628758584179245e+18,ice cream sandwich,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6965978092913445637.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a0e06ccb1437a360aacce5d2ff0c1b9f.json,False,False,,,,,[],0,0,American Samoa,#fyp #pushkin,0,0,0,0,1,0,0,0,0,0
6,NG,7089090739203738886,1650557561, ,6825552723507020806,THE WISDOM MAN😎,"CEO of the WISDOM SOCIETY😎
🇳🇬
Dm on IG for promos💰
 Visit  sidegig.co",0,False,https://www.tiktok.com/@r0dn3y_/video/7089090739203738886?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089090739203738886&source=h5_m,10588107,9155,16505,59850,1515910,6730554487431285510,6730554487431285510,72,6730554487431285510,original sound - .no.snap,NoSnap,6.629764714087039e+18,NoSnap,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1643202274549797.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6be81a01fb2e4b0061c29ecb51efc3d6.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
7,US,7081460270236732714,1648780953,#turtlesoup #disney,6694705256359920645,Jonah Wendt,Oh hey. I didn’t see you there 😉,0,False,https://www.tiktok.com/@jonahwendt/video/7081460270236732714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081460270236732714&source=h5_m,27149210,24926,199274,29426,6654436,7081460275869682478,7081460275869682478,72,7081460275869682478,original sound - jonahwendt,Jonah Wendt,6.694705256359921e+18,Jonah Wendt,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081460285713779499.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/2a2e3cd09bc2e22fd2cd8efd36c64cd5.json,False,False,,,,,[],0,0,American Samoa,#turtlesoup #disney,0,0,0,0,0,0,0,0,0,0
0,AS,7075507149056658734,1647394884,#foryou #hot #toolsinaction#diablotools#tools#metalwork#automotive#wood#woodworking#carpentry#projects#carpentry#handmade#woodworking#cutmetal,7074010154728424494,APegatec,Thank you for your attention,0,False,https://www.tiktok.com/@aapegatec/video/7075507149056658734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075507149056658734&source=h5_m,1002938,52,24,51,6507,7075507129448237867,7075507129448237867,72,7075507129448237867,original sound - aapegatec (Contains music from: Crown (feat. Tyler Graves) - BIJOU & Tyler Graves),"Contains music from: ""Crown (feat. Tyler Graves)""",7.074010154728424e+18,APegatec,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075507155847203630.mp3,,False,False,BIJOU & Tyler Graves,Crown (feat. Tyler Graves),original sound - aapegatec (Contains music from: Crown (feat. Tyler Graves) - BIJOU & Tyler Graves),"Contains music from: ""Crown (feat. Tyler Graves)""",[],0,0,American Samoa,#foryou #hot #toolsinaction#diablotools#tools#metalwork#automotive#wood#woodworking#carpentry#projects#carpentry#handmade#woodworking#cutmetal,0,1,0,0,0,0,0,0,0,0
1,AS,7097701909343112494,1652562504,Cheers to finishing spring semester✨✅ #EarlyMorningTingz #LENOVOJUSTBEYOU #TittiesOut,6730096800487752709,Honorina ✨,Only here for the fun,0,False,https://www.tiktok.com/@tafuarina/video/7097701909343112494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097701909343112494&source=h5_m,4085,2,0,1,201,7074803121545055022,7074803121545055022,72,7074803121545055022,original sound - sydsspam1 (Contains music from: Love in This Club (feat. Young Jeezy) - Usher),"Contains music from: ""Love in This Club (feat. Young Jeezy)""",7.026069561795741e+18,🕺🏼🕺🏼🕺🏼,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7074803172170156846.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/5301b70ba05a884afd7d75164219240c.json,False,False,Usher,Love in This Club (feat. Young Jeezy),original sound - sydsspam1 (Contains music from: Love in This Club (feat. Young Jeezy) - Usher),"Contains music from: ""Love in This Club (feat. Young Jeezy)""",[],0,0,American Samoa,#EarlyMorningTingz #LENOVOJUSTBEYOU #TittiesOut,0,0,0,0,0,0,0,0,0,0
2,AU,7095584839386025218,1652069587,Had some fun today #hairroulette #hairchallenge #friends #oscarsathome #fypシ #fyp #hairdresser #fanola #articfox,6798305835933975557,Ashley Hill,"💙Wife to Andrew 💙
Mum 💗💗💗💗💙💙
Aunty 💙💙💙💗",0,False,https://www.tiktok.com/@mzsqu1rtle91/video/7095584839386025218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095584839386025218&source=h5_m,4677939,400,580,94,246465,7011475274836281345,7011475274836281345,10033,7011475274836281345,Big Energy,Latto,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d7aea65b223d4002953e6642be4ab20f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/802ca7733d664fa5855fdb2a6641c500,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1585434932', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#hairroulette #hairchallenge #friends #oscarsathome #fypシ #fyp #hairdresser #fanola #articfox,0,0,0,0,1,1,0,1,0,0
3,GB,7099354682966985990,1652947327,#movie #film #fyp #viral #love,7085770872972133382,Lindalulu,Follow me🌈Daily update 🌈variable style🌈More attention 💋More updates,0,False,https://www.tiktok.com/@lindalulu777/video/7099354682966985990?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099354682966985990&source=h5_m,2112005,252,161,941,95232,6817209887651530754,6817209887651530754,10036,6817209887651530754,For movie / picture / action / suspense,G-axis sound music,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1b003a4cc802449486748e5e37ae834f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/130a4c9a9ca34489b8c2df7905c8b775,False,True,,,,,[],0,0,American Samoa,#movie #film #fyp #viral #love,0,0,0,0,1,0,1,0,0,1
4,US,7079180593338109226,1648250175,"911 call of the incident at Icon Park Free Fall amusement park Thursday evening. The video may be emotionally provoking, remember to love those closes to you. Let them know at all opportunities. #iconpark #iconparkorlando #911 #911calls #amusementpark #orlando #fyp #viral",6879195753488499717,Travis Mack,A veteran warrior fighting against the stigma!,0,False,https://www.tiktok.com/@confidentinnovation/video/7079180593338109226?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079180593338109226&source=h5_m,11295802,7922,7916,896,789480,7079180591115143982,7079180591115143982,72,7079180591115143982,original sound - confidentinnovation,Travis Mack,6.8791957534885e+18,Travis Mack,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079180601793956654.mp3,,False,False,,,,,[],0,0,American Samoa,#iconpark #iconparkorlando #911 #911calls #amusementpark #orlando #fyp #viral,0,0,0,0,1,0,0,0,0,1
5,GB,7100166093217598725,1653136244,I probably forgot to close it but when I tell you my heart sank seeing it open #luciddreaming #luciddreams #insomniac #dreamtok,6873634992842884102,Andy,"Brighton
I have weird dreams",0,False,https://www.tiktok.com/@andyfayette/video/7100166093217598725?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100166093217598725&source=h5_m,23982547,42540,8376,19259,4775416,7022055453072902918,7022055453072902918,72,7022055453072902918,she knows,Tik Toker,7.020805822591206e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7022055501131188998.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f7337cd428aa1b7bdf0696ea652ba585.json,False,False,,,,,[],0,0,American Samoa,#luciddreaming #luciddreams #insomniac #dreamtok,0,0,0,0,0,0,0,0,0,0
6,US,7101737419615243566,1653502095,Reply to @lanz51656 idk how you guys are confused…it’s pretty obvious 😂 #tesla #modelx #teslatok #karen #fyp,6614876484773969926,TeslaTok,"⚡️🚗TESLATOK🚗⚡️
🔋DAILY Tesla Videos🔋
@BangEnergy
⬇️contact & other socials⬇️",0,False,https://www.tiktok.com/@tesla.flex/video/7101737419615243566?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101737419615243566&source=h5_m,2257124,410,60,85,84044,7101737392872196906,7101737392872196906,72,7101737392872196906,original sound - tesla.flex,TeslaTok,6.61487648477397e+18,TeslaTok,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101737406646405934.mp3,,False,False,,,,,[],0,0,American Samoa,#tesla #modelx #teslatok #karen #fyp,0,0,0,0,1,0,0,0,0,0
7,AU,7100126233123392769,1653126962,Babe wanted Gozleme for lunch #cooking #foodie #foodtiktok #viraltiktok,6809829058550072326,Andy Hearnden,"featuring good food
Insta: andyhearnden
Management: e.larkins@bornbredtalent.com",0,False,https://www.tiktok.com/@andy_cooks/video/7100126233123392769?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100126233123392769&source=h5_m,3317550,1234,1090,1291,277277,6832618984580335617,6832618984580335617,10033,6832618984580335617,Stuck In The Middle,Tai Verdes,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a1dd33fca7d24b5e979fd8cdb121254f,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f5413e29e2184d9ca7afff2a30f6a81a,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1516057958', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#cooking #foodie #foodtiktok #viraltiktok,0,0,0,0,0,0,0,0,0,0
0,AS,7080526010755697922,1648563430,#чечня95 #аллах1уакбар☝️ #ахматсила,7029365553320084482,ПРОСТОЙ СМЕРТНИК🐺,ЯГУАР 95,0,False,https://www.tiktok.com/@jaguar.995/video/7080526010755697922?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080526010755697922&source=h5_m,585796,669,269,607,15544,7080525981308144386,7080525981308144386,72,7080525981308144386,original sound - jaguar.995,ПРОСТОЙ СМЕРТНИК🐺,7.029365553320084e+18,ПРОСТОЙ СМЕРТНИК🐺,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7080525966467943170.mp3,,False,False,,,,,[],0,0,American Samoa,#чечня95 #аллах1уакбар☝️ #ахматсила,0,0,0,0,0,0,0,0,0,0
1,AS,7084445824322637099,1649476082,Been a min 😝❤️ #fyp #likes #EasyWithAdobeExpress #goodvibes,6744916277573698566,Lei😉,🇹🇴🇦🇸,0,False,https://www.tiktok.com/@_niah.05/video/7084445824322637099?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084445824322637099&source=h5_m,2697,0,0,0,177,7071748356799810306,7071748356799810306,72,7071748356799810306,original sound - t_4_tai,Faafetai Petana,6.806754710083651e+18,Faafetai Petana,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7071748324134587137.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/abde198ae5933b0f85042341ea855c5a.json,False,False,,,,,[],0,0,American Samoa,#fyp #likes #EasyWithAdobeExpress #goodvibes,0,0,0,0,1,0,0,0,0,0
2,US,7077623426168442155,1647887619,Just my average lunchtime meal 😌( Vc: @Deborah yowa ),6606762660112924678,Avery,"Avery
She/her
Mgmt: eric@undercurrent.net",0,False,https://www.tiktok.com/@averycyrus/video/7077623426168442155?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077623426168442155&source=h5_m,29869949,37745,21415,8595,2354097,7077623406950959918,7077623406950959918,72,7077623406950959918,original sound - averycyrus,Avery,6.606762660112925e+18,Avery,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077623419340294958.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/4c533418939aca7ee1b153db8945e2f5.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
3,US,7102061175873080622,1653577476,Truth Talk.,6661997344219529221,Jesse J. Pedigo,"Positivity Tour in the works!
👇Merch store Just Opened 👇",0,False,https://www.tiktok.com/@creatingwonders/video/7102061175873080622?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102061175873080622&source=h5_m,748480,2259,7244,8660,108230,7102061093459135275,7102061093459135275,72,7102061093459135275,original sound - creatingwonders,Jesse J. Pedigo,6.661997344219529e+18,Jesse J. Pedigo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102061159947373358.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0b4bebbeddee631f3dfc2838bd730fb6.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
4,GB,7095047352947395845,1651944443,#movies #fyp #foryou,7005931118647247878,Tik Toker,"❤️Thank you for your attention and love, and thank you for Tik Tok.❤️",0,False,https://www.tiktok.com/@rcppkshan364/video/7095047352947395845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095047352947395845&source=h5_m,1072428,233,98,1633,47146,6754855767905421314,6754855767905421314,10033,6754855767905421314,Silence 1 Minute,"Silent Meditation, No Sound Pause Breaks",,,False,True,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/367983515686405fbbca3610609173ef?x-expires=1653898950&x-signature=CxdtmDd0%2B8DlABF06Qg2RgPatGc%3D,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '478202864', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#movies #fyp #foryou,0,1,0,0,1,0,0,0,0,0
5,DE,7102153830892113158,1653599050,IG: nordic_scott 📸 // better couple poses 😉 #fyp #fy #couple #coupleposes #photography #photoideas #posing #fürdich #creative #posingideas #creativephotography #couplephotoshoot,6808289861595595782,Nordic_Scott,"IG: @nordic_scott 📸🙋🏼‍♂️
Photography & Mensfashion",0,False,https://www.tiktok.com/@nordic_scott/video/7102153830892113158?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102153830892113158&source=h5_m,3694202,2268,20197,746,213285,7030869625311086594,7030869625311086594,10033,7030869625311086594,Sunroof,Nicky Youre & dazy,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/986dfec9a96747239819231f7dc93931,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a118c1899d5b40d1a5c6c65c307b0e2d,True,True,,,,,[],0,0,American Samoa,#fyp #fy #couple #coupleposes #photography #photoideas #posing #fürdich #creative #posingideas #creativephotography #couplephotoshoot,0,0,0,0,1,0,0,0,0,0
6,US,7091032602483625259,1651009686,the end 😂,8133246,Lucas and Marcus,"hi
Biz : dobretwinsbusiness@gmail.com",0,False,https://www.tiktok.com/@dobretwins/video/7091032602483625259?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091032602483625259&source=h5_m,9085190,1860,818,2873,929346,7091032584712604462,7091032584712604462,72,7091032584712604462,original sound - dobretwins,Lucas and Marcus,8133246.0,Lucas and Marcus,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7091032617360853802.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/52b8af32caadf145e09eb09420724778.json,False,False,,,,,[],0,0,American Samoa,,0,0,0,0,0,0,0,0,0,0
7,GB,7081732467777916165,1648844329,just some cheeky tics while out🙈💜 #TS #foryou #tourettessyndrome #tourettes #foryoupage #disabilityawareness,144268990985478144,evie meg💜,"📧EvieMeg@sixteenth.co
fighting my brain 🧠 
I WROTE A BOOK!👇🏼",0,False,https://www.tiktok.com/@thistrippyhippie/video/7081732467777916165?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081732467777916165&source=h5_m,10985626,2220,1508,3182,924423,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,American Samoa,#TS #foryou #tourettessyndrome #tourettes #foryoupage #disabilityawareness,0,1,1,0,0,0,0,0,0,0
0,AS,7095625205006994731,1652078987,until I realized… #fypシ #LizzosBigGrrrls,53722338285862912,Gladys-Fa'aitaita Aita,,0,False,https://www.tiktok.com/@rarizzz8/video/7095625205006994731?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095625205006994731&source=h5_m,9714,8,0,1,715,7087687131858062085,7087687131858062085,72,7087687131858062085,Love of My Life (Marry Me),d_puzzles,6.777888538614875e+18,d_puzzles,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087687136060656389.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fbeaa35201b2294f27917a14f16eebeb.json,False,False,,,,,[],0,0,American Samoa,#fypシ #LizzosBigGrrrls,0,0,0,0,0,1,0,0,0,0
1,AS,7086706041546771758,1650002332,🏀 🔥 #americansamoa #pagopago #PassTheBIC #ComeDanceWithMe #methfreezone #drugfree,6810624303408579590,user3696621888557,,0,False,https://www.tiktok.com/@stevo684/video/7086706041546771758?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086706041546771758&source=h5_m,5491,2,4,0,179,7049703905860651782,7049703905860651782,72,7049703905860651782,original sound - celebritiess.com,✨CELEBRITIES✨,6.821313117101704e+18,✨CELEBRITIES✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7049703945178057478.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/48fd62c3ff1c5006175160671a8c52b9.json,False,False,,,,,[],0,0,American Samoa,#americansamoa #pagopago #PassTheBIC #ComeDanceWithMe #methfreezone #drugfree,0,0,0,0,0,0,0,0,0,0
