,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_movie,hash_tiktok,hash_viral,hash_xyzbca,hash_zepeto
6,CA,7095049115607829765,1651944854,perks of having multiple pupils,6590567131488813062,Jess,"Program: After Effects
Business Inquiries: jessechrisss@bas.media
ily all 🤍",0,False,https://www.tiktok.com/@jessechrisss/video/7095049115607829765?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095049115607829765&source=h5_m,56841287,49643,35536,36456,7240700,7.086800893949267e+18,7.086800893949267e+18,72.0,7.086800893949267e+18,Head First Then Eyes (Contains music from: Body Party - Ciara),"Contains music from: ""Body Party""",7.051618895137392e+18,B7,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086800891747126022.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c460641a9353eda1e567e34147507fde.json,False,False,Ciara,Body Party,Head First Then Eyes (Contains music from: Body Party - Ciara),"Contains music from: ""Body Party""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
7,US,7080627909152558379,1648587154,WHY DID HOPE PAN TO MY FEET 😭😭 but me with all the pov characters i’ve made,2347629,Bailey,"i make povs & more :)
all socials @ baileyspinn 
baileyspinnmgmt@gmail.com",0,False,https://www.tiktok.com/@baileyspinn/video/7080627909152558379?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080627909152558379&source=h5_m,6566318,7535,3377,3410,748815,7.076278610289544e+18,7.076278610289544e+18,72.0,7.076278610289544e+18,I WANNA RIDE (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",6.971310566104417e+18,♡︎,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076278638555056942.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/199e1472b8ac1256a43e0bb853b41ad9.json,False,False,Joseline Hernandez,Vegas (I Wanna Ride),I WANNA RIDE (Contains music from: Vegas (I Wanna Ride) - Joseline Hernandez),"Contains music from: ""Vegas (I Wanna Ride)""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
0,TH,7096728415381785883,1652335845,ปู#อาหาร,7096397000656110618,ของกิน,รักชีวิต รักอาหาร,0,False,https://www.tiktok.com/@delicioua0/video/7096728415381785883?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096728415381785883&source=h5_m,65406001,94380,238823,226438,2055568,7.09672841209355e+18,7.09672841209355e+18,72.0,7.09672841209355e+18,original sound - delicioua0,ของกิน,7.096397000656111e+18,ของกิน,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7096728428998773531.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/03859f67a7f73b8ed3286516d4afb8f7.json,False,False,,,,,[],0.0,0,Bouvet Island,#อาหาร,0,0,0,0,0,0,0,0,0,0
1,US,7100654041860033794,1653249852, ,6692533216942179334,Kissme,"Di 🦋
20 ❤️
Follow my Instagram: sheloveeeeeee 🚁👇",0,False,https://www.tiktok.com/@shelovee/video/7100654041860033794?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100654041860033794&source=h5_m,3637990,1067,1361,1510,358070,7.057315929235e+18,7.057315929235e+18,72.0,7.057315929235e+18,los amoooo,dome mí religion 🍭,6.929561982162175e+18,dome mí religion 🍭,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7057315971526150917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/050d5d8b95002133063f4b31b2606c25.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
2,BR,7095879209968520454,1652138126,Wait till the end! 🇮🇳🤣🇮🇳🤣 #LearningLanguages #LearnEnglish,6861308970537174022,iFluent,📩 ifluent.global@gmail.com,0,False,https://www.tiktok.com/@ifluent/video/7095879209968520454?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095879209968520454&source=h5_m,12277714,18112,9662,449,1790397,7.095879216645836e+18,7.095879216645836e+18,72.0,7.095879216645836e+18,original sound - ifluent,iFluent,6.861308970537174e+18,iFluent,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095879225634261765.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#LearningLanguages #LearnEnglish,0,0,0,0,0,0,0,0,0,0
3,GB,7095312378631343366,1652006150, ,6989431965099410437,nextf1ick,"Movie Fan Page
Playing Games on Live",0,False,https://www.tiktok.com/@nextf1ick/video/7095312378631343366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095312378631343366&source=h5_m,13691223,1924,988,265,985624,6.971171312509618e+18,6.971171312509618e+18,10033.0,6.971171312509618e+18,Holiday,KSI,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3684d62d0bb84c5bbc79fc48ab61c2be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/43884a6ae8bf4bc586306faea2473fe7,True,True,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
4,AU,7100925636247571714,1653313087,#ad Only boba can save me🧋😅🥹 @halara_official #halaracouple #halaraeveryday #halaragirls,6771309331738051589,Nick&Carrie,"👦🏻All the couple things👧🏻
✉️ nickandcarrie.collab@gmail.com
New YT video⬇️",0,False,https://www.tiktok.com/@nickandcarrie/video/7100925636247571714?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100925636247571714&source=h5_m,2126135,742,995,2088,320689,7.100925643629596e+18,7.100925643629596e+18,72.0,7.100925643629596e+18,original sound - nickandcarrie,Nick&Carrie,6.771309331738052e+18,Nick&Carrie,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100925638311217921.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#ad #halaracouple #halaraeveryday #halaragirls,0,0,0,0,0,0,0,0,0,0
5,DE,7095084102281383174,1651953000,Part 22) Nabba🇰🇷 Bodybuilding Pro Division @kang_min_kim 🔥#foryoupage #respect #fy #fit_work_hard #foryou,6758817493562999813,FK™ fitness,DOMINATE YOUR SPORT💪,0,False,https://www.tiktok.com/@fit__work_hard/video/7095084102281383174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095084102281383174&source=h5_m,12192975,13175,14627,877,1300281,6.959332106996583e+18,6.959332106996583e+18,72.0,6.959332106996583e+18,original sound - edits_randoms_01,Edits Randoms,6.885896990150215e+18,Edits Randoms,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6959332201301281542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e932dfa404cbf3b7e4e055dcec83808c.json,False,False,,,,,[],0.0,0,Bouvet Island,#foryoupage #respect #fy #fit_work_hard #foryou,1,1,1,0,0,0,0,0,0,0
6,US,7101487219784912171,1653443841,I promise he loves me😅😂 #marriedlife #comedy #reaction #fyp #foryou,6806875252179928070,Ricky & Nikki,"hi friends!
we love you!!💕
✨join the fam✨
📩: th3simpsonfamily@gmail.com",0,False,https://www.tiktok.com/@_thesimpsonfamily_/video/7101487219784912171?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101487219784912171&source=h5_m,15130139,9855,112288,38860,1568647,7.10148720173266e+18,7.10148720173266e+18,72.0,7.10148720173266e+18,original sound - _thesimpsonfamily_,Ricky & Nikki,6.806875252179928e+18,Ricky & Nikki,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101487234473265963.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4bde01364c2da0148c381f5ad8d0c843.json,False,False,,,,,[],0.0,0,Bouvet Island,#marriedlife #comedy #reaction #fyp #foryou,1,0,0,1,0,0,0,0,0,0
7,GB,7089372740624387334,1650623221,Reply to @thatdudeklajdi I don’t think Tommy approved of the white air forces @Nike #fyp #funny #viral #tortoise #TommyShellby #shoe #bonk,6917323930975060994,PhatOnions,"Official Page for Tommy Shellby 🐢 

Business: xicurtisixbusiness@gmail.com",0,False,https://www.tiktok.com/@phatonions/video/7089372740624387334?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089372740624387334&source=h5_m,26933124,72976,163435,142498,3320094,7.089372695577628e+18,7.089372695577628e+18,72.0,7.089372695577628e+18,original sound - phatonions,PhatOnions,6.917323930975061e+18,PhatOnions,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089372708294642438.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4c02178704084549a40e68001a2a20d1.json,False,False,,,,,[],0.0,0,Bouvet Island,#fyp #funny #viral #tortoise #TommyShellby #shoe #bonk,0,0,0,1,0,0,0,1,0,0
0,US,7101522811243728174,1653452128,Recycling pop cans 😆 #sprite #pop #notsoda #little #big #bighands #jeffdabe💪💪💪 #tiktok #bighandchallenge #fyp #fypシ #trending #recycle #can,6873995542294627333,Jeff Dabe MN Armwrestler,FB: Jeff Dabe MN Armwrestler,0,False,https://www.tiktok.com/@jeffdabe/video/7101522811243728174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101522811243728174&source=h5_m,18068667,11163,15644,7546,1272344,7.101522774962753e+18,7.101522774962753e+18,72.0,7.101522774962753e+18,original sound - jeffdabe,Jeff Dabe MN Armwrestler,6.873995542294627e+18,Jeff Dabe MN Armwrestler,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101522795800333102.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#sprite #pop #notsoda #little #big #bighands #jeffdabe💪💪💪 #tiktok #bighandchallenge #fyp #fypシ #trending #recycle #can,0,0,0,1,1,0,1,0,0,0
1,IT,7103128112971500805,1653825893,Now she will stop bothering me😂🤦🏻‍♀️📱 #recommendations #4you #iphone #fyp,280483223279755264,your anime girl👑,"IG: @fesch6 
Cooperation: feschenko090@gmail.com
YELLOW MUKBANG🤤🍜👇🏻",0,False,https://www.tiktok.com/@fesch6/video/7103128112971500805?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103128112971500805&source=h5_m,280632,708,38,260,62203,6.729959230851254e+18,6.729959230851254e+18,10033.0,6.729959230851254e+18,Che La Luna,Louis Prima,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1de1f9fae2d74986b60bc778451b18c5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f2fd034403fe4bb09327e4657188b3fa,False,True,,,,,[],0.0,0,Bouvet Island,#recommendations #4you #iphone #fyp,0,0,0,1,0,0,0,0,0,0
2,BE,7099093925549395205,1652886610,Best footworks w/ @Silvia González Recio @Souktouin Charles @Brando Pérez @Basim @Jadeeee @🥵🥶,6917739013130699781,Ed People,"Can you teach me your favorite dance move? 💃
Support the project 👇",0,False,https://www.tiktok.com/@edpeople/video/7099093925549395205?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099093925549395205&source=h5_m,17985784,5056,7055,24431,3204132,7.099093917575974e+18,7.099093917575974e+18,72.0,7.099093917575974e+18,original sound - edpeople (Contains music from: Paguan Paguan (La Patineta) - Cali Flow Latino),"Contains music from: ""Paguan Paguan (La Patineta)""",6.9177390131307e+18,Ed People,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099093915256507142.mp3,,False,False,Cali Flow Latino,Paguan Paguan (La Patineta),original sound - edpeople (Contains music from: Paguan Paguan (La Patineta) - Cali Flow Latino),"Contains music from: ""Paguan Paguan (La Patineta)""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
3,US,7084024778851437870,1649378049,#Haters Always be 🗣💩 I Say Show Them What Your Made Of‼️ Do The Impossible. Become #UnStopable #Beastmode 😤 #bossupyourgame 😎,7013945407374345222,Will #DMF #WE,"POBox2401 E.32ndStreet,10-390Joplin,Mo64804 Cash.app$Willybob77PayPal Willybob77",0,False,https://www.tiktok.com/@i_am_me_77_2.0/video/7084024778851437870?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084024778851437870&source=h5_m,26545024,45471,25952,1471,1543177,6.940173020073822e+18,6.940173020073822e+18,10033.0,6.940173020073822e+18,IMMORTAL,PlayaPhonk,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/abc2c1d92fe8410ba0920b13891609fe,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ab4a884f8e154f5cbfa117f21b29c387,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1558630144', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#Haters #UnStopable #Beastmode #bossupyourgame,0,0,0,0,0,0,0,0,0,0
4,GB,7098331034575506693,1652708986,#movie #foryou,7097973391832089606,fymovie5,"Take you into the movie life 🎬
Thank you for your attention and likes 💕💕",0,False,https://www.tiktok.com/@fymovie5/video/7098331034575506693?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098331034575506693&source=h5_m,1072617,58,87,756,20794,7.09833105721341e+18,7.09833105721341e+18,72.0,7.09833105721341e+18,original sound - fymovie5,fymovie5,7.09797339183209e+18,fymovie5,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098331035083164421.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#movie #foryou,1,0,0,0,0,1,0,0,0,0
5,MX,7097203271743376641,1652446407,all to ourselves,6813223304011285510,Ebony Shield,"bit of me, more of my dogs",0,False,https://www.tiktok.com/@ebonyyshield/video/7097203271743376641?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097203271743376641&source=h5_m,13161878,24058,23822,33173,2386639,7.097203263434477e+18,7.097203263434477e+18,72.0,7.097203263434477e+18,original sound - ebonyyshield,Ebony Shield,6.813223304011286e+18,Ebony Shield,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097203268471851778.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d8d079998cd4feb5c69c0216e3edefa9.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
6,CA,7102960974159793413,1653786981, ,7023896459130160134,hi <3,"love yall <33 
🇵🇹/🇨🇦 
⬇️add my snap⬇️",0,False,https://www.tiktok.com/@notmikaylacampinos/video/7102960974159793413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102960974159793413&source=h5_m,707175,621,51,107,103291,7.051770555447447e+18,7.051770555447447e+18,72.0,7.051770555447447e+18,Hot N Cold (Contains music from: Hot N Cold - Katy Perry),"Contains music from: ""Hot N Cold""",7.051037848224613e+18,Sped up songs ⚡️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7051770581892549382.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/955c0b471f4931fc86cc0197402e9c54.json,False,False,Katy Perry,Hot N Cold,Hot N Cold (Contains music from: Hot N Cold - Katy Perry),"Contains music from: ""Hot N Cold""",[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
7,AU,7081567900921892098,1648806014,Expectations versus reality #iloveyou  #disappointment #grandmafail,6625460436283441157,Kim Langsworth,"mosesandattila Insta
Day to day life in Sydney Australia, with family and pets🥰",0,False,https://www.tiktok.com/@fatcatanddog/video/7081567900921892098?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081567900921892098&source=h5_m,17700237,21448,74838,61946,3539030,7.081567895725018e+18,7.081567895725018e+18,72.0,7.081567895725018e+18,original sound - fatcatanddog,Kim Langsworth,6.625460436283441e+18,Kim Langsworth,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7081567891337857794.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e05fb013cf981bf669afecdddfc49733.json,False,False,,,,,[],0.0,0,Bouvet Island,#iloveyou #disappointment #grandmafail,0,0,0,0,0,0,0,0,0,0
0,GB,7102083159797353734,1653582596, ,6963983333907383302,mary,you support me I’ll do like wise 💘💖💘💖💘 Backup account follow please 🥀🥀,0,False,https://www.tiktok.com/@maryywiggins77/video/7102083159797353734?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102083159797353734&source=h5_m,6804843,5118,12518,3297,739725,7.102083139081752e+18,7.102083139081752e+18,72.0,7.102083139081752e+18,original sound - maryywiggins77,mary,6.963983333907383e+18,mary,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102083155632360198.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
1,NL,7102733474250951942,1653734009,Sending love from Lisbon,7629048,Indy Koele,"queer, PR life @spicepr and terrible dances
he/they",0,False,https://www.tiktok.com/@indykoele/video/7102733474250951942?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102733474250951942&source=h5_m,8065002,449,1759,818,132808,7.02679286528903e+18,7.02679286528903e+18,10033.0,7.02679286528903e+18,Material Girl (Bass Boosted),Saucy Santana,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2aa077acc23147648b5eb7c9ebe5599a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/856a5f18a66a49659693ca5aaa59d013,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1593727804', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
2,US,7086227168954436865,1649890835,❗️Fake kiss ❗️,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7086227168954436865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086227168954436865&source=h5_m,15047309,2962,3715,18535,967083,7.08622714860541e+18,7.08622714860541e+18,72.0,7.08622714860541e+18,original sound - xoteam,XO Team,6.80664819731982e+18,XO Team,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086227168425937665.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/42d49f2e3d4d0fcb119375d89ef33dc6.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
3,US,7094731489086049578,1651870900, ,6747006948531209222,Carl Dawson,"PART 2 ON INSTA❗️@kingcarlx

Business inquiries : kingcarlxmanagement@gmail.com",0,False,https://www.tiktok.com/@kingcarlx/video/7094731489086049578?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094731489086049578&source=h5_m,6904832,8565,8019,6040,1185016,7.094731474015882e+18,7.094731474015882e+18,72.0,7.094731474015882e+18,original sound - kingcarlx,Carl Dawson,6.747006948531209e+18,Carl Dawson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7094731507289393966.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
4,US,7096556421780737323,1652295801,#cops #lol,6764899664149726213,Jay C,,0,False,https://www.tiktok.com/@jay____o/video/7096556421780737323?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096556421780737323&source=h5_m,20741724,8592,20926,359,2003510,6.892113460000197e+18,6.892113460000197e+18,10033.0,6.892113460000197e+18,Bad Boys (Theme from COPS),Inner Circle,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/39909034c2104b159cb943298cba2f8c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2c04d79eccb043e58230bafadf70573a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '406186301', 'external_song_key': 'apple_song_id'}]",0.0,0,Bouvet Island,#cops #lol,0,0,0,0,0,0,0,0,0,0
5,AE,7092503328550112513,1651352117, ,6741997035425596421,ملك الوحوش 🇦🇪,"🇦🇪ملك الوحوش
Uae_lionking 👈My snap👻سنابي",0,False,https://www.tiktok.com/@uae_lionking/video/7092503328550112513?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092503328550112513&source=h5_m,64954631,5690,12839,72801,1562735,7.092503313924869e+18,7.092503313924869e+18,72.0,7.092503313924869e+18,original sound - uae_lionking,ملك الوحوش 🇦🇪,6.741997035425596e+18,ملك الوحوش 🇦🇪,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7092503270404475650.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0f70081bea509aa45dff2a4bbd0f9385.json,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
6,DE,7096924315953777925,1652381458,#fyp #viral #foryou #foryoupage #feetcare,6850402101039645701,karpfen63,⛔SUPPORT⛔ UPCOMING 🎥VIDEOS🎥⬇️,0,False,https://www.tiktok.com/@perf0rmanceclips/video/7096924315953777925?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096924315953777925&source=h5_m,35839669,14136,51625,1326,960460,7.096924319578918e+18,7.096924319578918e+18,72.0,7.096924319578918e+18,original sound - perf0rmanceclips,karpfen63,6.850402101039646e+18,karpfen63,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096924318470376197.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/add5e5c084de88a690034ff45aeb0728.json,False,False,,,,,[],0.0,0,Bouvet Island,#fyp #viral #foryou #foryoupage #feetcare,1,1,0,1,0,0,0,1,0,0
7,US,7081348485815012651,1648754927,#stitch with @cookingwithcarter7,6770811947673404422,Spicy Cam,"Spice King
Spicyycam@gmail.com (Personal)
Spicyycam@carter-agency.com (Inquires)",0,False,https://www.tiktok.com/@spicyycam_/video/7081348485815012651?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081348485815012651&source=h5_m,26338859,11824,32474,19646,3168266,7.08134846135796e+18,7.08134846135796e+18,72.0,7.08134846135796e+18,original sound - spicyycam_,Spicy Cam,6.770811947673404e+18,Spicy Cam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7081348481574587178.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/898aa910c6a2e26cf0e9dcca612d6de3.json,False,False,,,,,[],0.0,0,Bouvet Island,#stitch,0,0,0,0,0,0,0,0,0,0
0,US,7102143966140943662,1653596752,avani has lost all talent for dancing also HI FRANCE,79609045006872576,avani,if you don’t love me i love you,0,False,https://www.tiktok.com/@avani/video/7102143966140943662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102143966140943662&source=h5_m,5500523,3732,2663,6219,873445,7.095938597865672e+18,7.095938597865672e+18,10036.0,7.095938597865672e+18,We Not Humping - Remix,Monaleo & Flo Milli,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8fbfbc9ca7a448e8ac0c5b7f398a66e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/2947d74154a34450b975e0eabaab6b35,True,True,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
1,US,7102862798341950763,1653764118,You should try it out💀,6726681425444226053,,"an Italian & an American 🇮🇹🤍🇺🇸
Carlo speaks only in Italian to me⬇️",0,False,https://www.tiktok.com/@carloandsarah/video/7102862798341950763?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102862798341950763&source=h5_m,6519839,1648,24712,4459,451736,7.102862768692366e+18,7.102862768692366e+18,72.0,7.102862768692366e+18,original sound - carloandsarah,,6.726681425444226e+18,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102862790091639598.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,,0,0,0,0,0,0,0,0,0,0
2,GB,7103089701539695878,1653816950,Intense #foryou #fyp,7050658457905169413,Funny,"Thankful to everyone
Update every day 
For fun",0,False,https://www.tiktok.com/@relaxfilmclips/video/7103089701539695878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103089701539695878&source=h5_m,78722,12,6,0,4567,7.103089667213463e+18,7.103089667213463e+18,72.0,7.103089667213463e+18,original sound - relaxfilmclips,Funny,7.050658457905169e+18,Funny,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103089693280996101.mp3,,False,False,,,,,[],0.0,0,Bouvet Island,#foryou #fyp,1,0,0,1,0,0,0,0,0,0
3,US,7095843346228202798,1652129774,Two can play that game😜😎 #fyp #couples #couplescomedy #pov #relationships #funny #comedy #imnotabaker #dad #mom #wifeandhusbandcomedy,6760032961770587141,Gesta,"✨thanks for being here

 💫 mostly jokes 

🦋 insta : Gesta.m",0,False,https://www.tiktok.com/@gestamullai/video/7095843346228202798?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095843346228202798&source=h5_m,10606727,2713,9625,10366,1360192,6.904164448941346e+18,6.904164448941346e+18,72.0,6.904164448941346e+18,original sound - gemmaprice7 (Contains music from: Skin (feat. Chantal) - Alaskan Tapes),"Contains music from: ""Skin (feat. Chantal)""",1.4263615732174029e+17,Gemma,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6904164401557818113.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7b2b4b7293a8dfeab062203060e6a3b7.json,False,False,Alaskan Tapes,Skin (feat. Chantal),original sound - gemmaprice7 (Contains music from: Skin (feat. Chantal) - Alaskan Tapes),"Contains music from: ""Skin (feat. Chantal)""",[],0.0,0,Bouvet Island,#fyp #couples #couplescomedy #pov #relationships #funny #comedy #imnotabaker #dad #mom #wifeandhusbandcomedy,0,0,0,1,0,0,0,0,0,0
