,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_kuwait,hash_tiktok,hash_viral,hash_اكسبلور,hash_الشعب_الصيني_ماله_حل
4,MY,7103027362819738906,1653802434,Tu maknanya kau tak goodlooking #fyp #foryour #mandown,6602212784624189442,🥀,Sec,0,False,https://www.tiktok.com/@ipangalauu/video/7103027362819738906?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103027362819738906&source=h5_m,93984,368,516,725,15221,7083880912001223450,7083880912001223450,24,7083880912001223450,original sound - bukantulisan,sadvibes🥀,6.911966527559042e+18,sadvibes🥀,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7083880924919745306.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e0dc673bfdeb923ed576a1b8de3e1b1c.json,False,False,,,,,[],0,0,Kuwait,#fyp #foryour #mandown,0,0,0,1,0,0,0,0,0,0
5,US,7073700389912137006,1646974216,🥢🥜,6763517179218330630,otakoyakisoba,"Your favorite Family of EEDJIOTS.
⬇️ TRY EXPRESS VPN 7 DAYS FREE TRIAL NOW!",0,False,https://www.tiktok.com/@otakoyakisoba/video/7073700389912137006?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073700389912137006&source=h5_m,8029112,1218,1470,2602,508066,7073700341891533611,7073700341891533611,72,7073700341891533611,original sound - otakoyakisoba,otakoyakisoba,6.763517179218331e+18,otakoyakisoba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7073700377333418795.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2fb59e770f95122bfaae007ea6a473fd.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
6,SA,7099891645704916225,1653072343,🍬👴🏽#tnt#tntproductionsofficial #ridealongtnt #fyp #foryoupage #viral#carpool #bts,6794297504748143622,TNT,"A dynamite duo💥
Looking to spread good vibes 
#ridealongtnt",0,False,https://www.tiktok.com/@tntproductionsofficial/video/7099891645704916225?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099891645704916225&source=h5_m,6441091,7817,10107,13286,868733,7099891642580126466,7099891642580126466,72,7099891642580126466,original sound - tntproductionsofficial,TNT,6.794297504748144e+18,TNT,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099891633570777857.mp3,,False,False,,,,,[],0,0,Kuwait,#tnt#tntproductionsofficial #ridealongtnt #fyp #foryoupage #viral#carpool #bts,0,1,0,1,0,0,0,1,0,0
7,CL,7073405718560279813,1646905609,●●●●●●●●●●@tap_on_me8,7073389431203857454,Delli571,,0,False,https://www.tiktok.com/@delli571/video/7073405718560279813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073405718560279813&source=h5_m,58847180,6978,30579,137853,923141,7073405617691478789,7073405617691478789,72,7073405617691478789,original sound - delli571,Delli571,7.073389431203857e+18,Delli571,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073405660306344710.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/33be430416778f90d4b85a5e99556d48.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
0,KW,7099414866406001926,1652961337,#kuwait #foryoupage #viral #foryou #fyp,6775159066052445190,s,🌟,0,False,https://www.tiktok.com/@notshahad111/video/7099414866406001926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099414866406001926&source=h5_m,1317675,2801,1293,35,41604,7079019457934297857,7079019457934297857,72,7079019457934297857,original sound - meme65xx (Contains music from: Second Life - HUBBA),"Contains music from: ""Second Life""",2.034347896460165e+17,Meme 🌸💗,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079019440104377090.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/fb82c5584aa5e9447aa81d4126781c55.json,False,False,HUBBA,Second Life,original sound - meme65xx (Contains music from: Second Life - HUBBA),"Contains music from: ""Second Life""",[],0,0,Kuwait,#kuwait #foryoupage #viral #foryou #fyp,1,1,0,1,0,1,0,1,0,0
1,AE,7102633578684484865,1653710750,#2022 #dut #dubai #💞 #foryou,6691319496333362182,Lana Rose 2222,enjoy,0,False,https://www.tiktok.com/@lanarose22220/video/7102633578684484865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102633578684484865&source=h5_m,6005824,967,581,2289,97524,7102633554291067649,7102633554291067649,72,7102633554291067649,original sound - lanarose22220,Lana Rose 2222,6.691319496333362e+18,Lana Rose 2222,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102633522594810625.mp3,,False,False,,,,,[],0,0,Kuwait,#2022 #dut #dubai #💞 #foryou,1,0,0,0,0,0,0,0,0,0
2,US,7101541572042444075,1653456497,A persons smile or laughter is everything in this world. That’s how I remember people. #ayalahighschool #chinohills #graduation2022 #MentalHealthAwareness #fyp #rose #albertsons #congratulations #random #strangers #rememberwhen #thankyou,6892034939719222277,Alex Lauren Castillo,Sup 🌹,0,False,https://www.tiktok.com/@alexfilmsstuf/video/7101541572042444075?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101541572042444075&source=h5_m,1674683,939,451,818,183543,7101541492551912234,7101541492551912234,72,7101541492551912234,original sound - alexfilmsstuf,Alex Lauren Castillo,6.892034939719222e+18,Alex Lauren Castillo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7101541553734191915.mp3,,False,False,,,,,[],0,0,Kuwait,#ayalahighschool #chinohills #graduation2022 #MentalHealthAwareness #fyp #rose #albertsons #congratulations #random #strangers #rememberwhen #thankyou,0,0,0,1,0,0,0,0,0,0
3,US,7095198057595407662,1651979531,Shout out to the pilots and flight attendants who got us on the ground safely @American Airlines @SkyWest Airlines #americanairlines #skywestairlines #SearchForWonderMom #LaurelRoad4Nurses,6802387533277053958,Hannah Ziller,"Probably something about travel, horses, or Disneyland 🏰 ✨ Keyholder 🗝",0,False,https://www.tiktok.com/@hannahziller/video/7095198057595407662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095198057595407662&source=h5_m,5539035,1651,4060,1610,77711,7095198020215589675,7095198020215589675,72,7095198020215589675,original sound - hannahziller,Hannah Ziller,6.802387533277054e+18,Hannah Ziller,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7095198044701920042.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/34de681c113755e8514a611e3879ed33.json,False,False,,,,,[],0,0,Kuwait,#americanairlines #skywestairlines #SearchForWonderMom #LaurelRoad4Nurses,0,0,0,0,0,0,0,0,0,0
4,AU,7083764522594356482,1649317455,WOW!! @heli_jones 😳 #sydney #australia,6652029399490363398,Ash Magic💜,"follow for a cookie💜
sydney🇦🇺
💌Milena.Gattegno@img.com
Learn Magic👇🔮",0,False,https://www.tiktok.com/@ashmagic/video/7083764522594356482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083764522594356482&source=h5_m,3786868,78,86,304,53116,7083764507600177922,7083764507600177922,72,7083764507600177922,original sound - ashmagic (Contains music from: Thinking with My Dick (feat. Juicy J) - Kevin Gates),"Contains music from: ""Thinking with My Dick (feat. Juicy J)""",6.652029399490363e+18,Ash Magic💜,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083764486091442946.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b8975d8c88469f76a1dcecd381291570.json,False,False,Kevin Gates,Thinking with My Dick (feat. Juicy J),original sound - ashmagic (Contains music from: Thinking with My Dick (feat. Juicy J) - Kevin Gates),"Contains music from: ""Thinking with My Dick (feat. Juicy J)""",[],0,0,Kuwait,#sydney #australia,0,0,0,0,0,0,0,0,0,0
5,KW,7099736068466986242,1653036120,ang cute ng trend nato😍💃🏻,6833898426146194438,Lucita,LAMSAT GIGI SALON JABRIYA BLOCK 3B ST.7 BUILDING 44 ☎️99340559/51165105 🇰🇼,0,False,https://www.tiktok.com/@lucita_xd/video/7099736068466986242?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099736068466986242&source=h5_m,1496517,392,311,522,96165,7088411031361424154,7088411031361424154,24,7088411031361424154,original sound - maimai140203 (Contains music from: 想某人新版 - 王优秀),"Contains music from: ""想某人新版""",7.053076560430384e+18,Mai,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7088411061535263514.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/351022c88c298f886143b08c8782e500.json,False,False,王优秀,想某人新版,original sound - maimai140203 (Contains music from: 想某人新版 - 王优秀),"Contains music from: ""想某人新版""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
6,AE,7080571286241414402,1648573971,Inst: mimisskate,6765439695927100422,Kate Shumskaya,"📟Your Kate📟
💌cooperation: pr.mimisskate@gmail.com
📍Dubai📍
Check it👇🏻",0,False,https://www.tiktok.com/@mimisskate/video/7080571286241414402?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080571286241414402&source=h5_m,6042245,1064,621,1836,271413,7046760557633915653,7046760557633915653,10036,7046760557633915653,Captain (whistle),Nutcase22,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a2d4950f26f14f45978ba826d0661df0,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/15cbe867144e4b1985e855ae1a164b7e,False,True,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
7,GB,7102314897676995845,1653636554,#lol #fyp,6922105035057120258,bikermarc636,,0,False,https://www.tiktok.com/@bikermarc/video/7102314897676995845?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102314897676995845&source=h5_m,4231785,1741,41434,44067,206763,7102314855188695814,7102314855188695814,72,7102314855188695814,original sound - bikermarc,bikermarc636,6.92210503505712e+18,bikermarc636,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102314864256846598.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/666d77c636ec161b2c5dd30f19bba8d3.json,False,False,,,,,[],0,0,Kuwait,#lol #fyp,0,0,0,1,0,0,0,0,0,0
0,KW,7079872486770330881,1648411269,#duet with @halal..humor2,6742920230630818821,Bibi Alabdulmohsen,شصاير؟,0,False,https://www.tiktok.com/@bibii_63/video/7079872486770330881?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079872486770330881&source=h5_m,647665,210,141,511,29059,7074662422476917509,7074662422476917509,72,7074662422476917509,original sound - halal..humor2,Halal..humor2 ✪,7.018179948520556e+18,Halal..humor2 ✪,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074662422074346246.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c37ee10aa8c020fcdd14888806946a30.json,False,False,,,,,[],0,0,Kuwait,#duet,0,0,0,0,0,0,0,0,0,0
1,EC,7103285740703943941,1653862594, ,7064639428841014277,Zz Fake,zzfakes69@gmail.com,0,False,https://www.tiktok.com/@zzfake6.9/video/7103285740703943941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103285740703943941&source=h5_m,3072666,418,854,1644,116602,6694697147134118661,6694697147134118661,25,6694697147134118661,My Type,Saweetie,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/6fb5a8bbba6248e2a395bf68dd68d080,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d4bdca1f69cc4254873c2761498f62f3,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1457133274', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
2,IT,7071259830018706694,1646405979, ,6820745298080875526,Mario Rinaldi,Una persona pure che muore l'importante è che ha la salute apposto❤,0,False,https://www.tiktok.com/@mariorinaldi5/video/7071259830018706694?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7071259830018706694&source=h5_m,119378095,44158,818483,761971,1278576,7026870632872921902,7026870632872921902,72,7026870632872921902,original sound - lucaszeraora,Lucas Zeraora,6.773567507833587e+18,Lucas Zeraora,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7026870699084106542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c723f5f588bb37d55ba8ab01d3695bf0.json,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
3,FR,7086398219462216966,1649930661,Elle est grave 😂😂😂😂😂 #kouakromariclyonnais @eloise_nyame @kouakromariclyo11 #fyp #prtoiiii #viral #kouak #kouakromariclyonnais #humours #rires #drolesvideo,6814510983060554757,Romaric,"FOLLOW MY INSTAGRAM 👉 Kouakromaric 
            👻 : Roma225 
PARTENARIAT DM IG",0,False,https://www.tiktok.com/@kouakromariclyonnais/video/7086398219462216966?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086398219462216966&source=h5_m,31625852,5976,60196,26114,373190,6743450452571998982,6743450452571998982,72,6743450452571998982,original sound - mhyar._.2003 (Contains music from: Favourite Girl - Pyrelli),"Contains music from: ""Favourite Girl""",6.635984298343105e+18,Mhyar 2018,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1646485450923046.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6d981b8efcb8daa37502f91228ac192a.json,False,False,Pyrelli,Favourite Girl,original sound - mhyar._.2003 (Contains music from: Favourite Girl - Pyrelli),"Contains music from: ""Favourite Girl""",[],0,0,Kuwait,#kouakromariclyonnais #fyp #prtoiiii #viral #kouak #kouakromariclyonnais #humours #rires #drolesvideo,0,0,0,1,0,0,0,1,0,0
4,KW,7072563716608380161,1646709566,everyone can fight 🤙#مواي_تاي #muaythai #اكسبلورexplore  #اكشن #كويت #q8,7036270884672406533,كابتن عبدالله الساعي,"MuayThai coach and pro fighter🇰🇼
Tigers squad gym owner 🇰🇼",0,False,https://www.tiktok.com/@tiger_coach91/video/7072563716608380161?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072563716608380161&source=h5_m,108170,57,86,97,1582,6987050676949878786,6987050676949878786,10033,6987050676949878786,INDUSTRY BABY,Lil Nas X & Jack Harlow,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0873a1fab6d54a24843a7d7cda25f293,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/f7b414aa8ffc4df5a1da5cf5dfe66574,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1576552565', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#مواي_تاي #muaythai #اكسبلورexplore #اكشن #كويت #q8,0,0,0,0,0,0,0,0,0,0
5,BH,7090089038954171649,1650789996,😂😂😂,6989033330533237766,sayed9497,,0,False,https://www.tiktok.com/@sayed9497/video/7090089038954171649?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090089038954171649&source=h5_m,2976194,1006,9348,13464,56554,7090089022118202113,7090089022118202113,72,7090089022118202113,original sound - sayed9497 (Contains music from: Astronaut In The Ocean - Masked Wolf),"Contains music from: ""Astronaut In The Ocean""",6.989033330533238e+18,sayed9497,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090089013771537153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/af7a3da87b853fcc303b878bce889a5e.json,False,False,Masked Wolf,Astronaut In The Ocean,original sound - sayed9497 (Contains music from: Astronaut In The Ocean - Masked Wolf),"Contains music from: ""Astronaut In The Ocean""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
6,QA,7101633788807089410,1653477968,Ok 😅😅 #malteyam #foryoupage #filipinagermancouple #funnycouple #funnyvideos #tiktokqatar #couplestiktok,6592298083123822594,MalteandYam,"🇩🇪❤🇵🇭💍
📍🇶🇦
📧: collab.malteyam@gmail.com",0,False,https://www.tiktok.com/@malteandyam/video/7101633788807089410?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101633788807089410&source=h5_m,161752,62,126,146,6952,6970745047604349701,6970745047604349701,72,6970745047604349701,original sound - sarahjaneunderwood,Sarah Underwood,6.787311686379701e+18,Sarah Underwood,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6970745106282433285.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3da2c9703e906a2da37af44401b2dd6e.json,False,False,,,,,[],0,0,Kuwait,#malteyam #foryoupage #filipinagermancouple #funnycouple #funnyvideos #tiktokqatar #couplestiktok,0,1,0,0,0,0,0,0,0,0
7,MY,7102987601744809243,1653793176,selamat berhujung minggu mt time c55..#pusatpakaianharihari,229592990456111104,Shuhazlinda,,0,False,https://www.tiktok.com/@shuhazlindaishak/video/7102987601744809243?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102987601744809243&source=h5_m,247256,1022,859,0,8427,7102987585533856539,7102987585533856539,24,7102987585533856539,original sound - shuhazlindaishak,Shuhazlinda,2.295929904561111e+17,Shuhazlinda,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7102988878990117658.mp3,,False,False,,,,,[],0,0,Kuwait,#pusatpakaianharihari,0,0,0,0,0,0,0,0,0,0
0,AR,7101349644407475462,1653411810,@artistomg,7046542321773544454,Calligraphy Videos,"CalligraphyVideo 8M+ on IG 
All owners have their credits ✍️
#calligraphyvideo",0,False,https://www.tiktok.com/@calligraphy.video/video/7101349644407475462?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101349644407475462&source=h5_m,7644004,4147,4980,11418,110782,7007815894923610885,7007815894923610885,72,7007815894923610885,original sound - user80756482318 (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",7.007529085543974e+18,🤍.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7007815982219873029.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724fd98621682c2fec45420415b80d15.json,False,False,Glass Animals,Heat Waves,original sound - user80756482318 (Contains music from: Heat Waves - Glass Animals),"Contains music from: ""Heat Waves""",[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
1,AE,7102347434235415810,1653644126,#foryou #weightlosscheck #bellyfat,7101320507157660677,mamet007,"ك القهوة
من السهل خفض الدهون
☕️☕️☕️☕️☕️
     👇👇👇",0,False,https://www.tiktok.com/@mamet0074/video/7102347434235415810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102347434235415810&source=h5_m,1865978,557,3495,655,25582,7102347439507507969,7102347439507507969,72,7102347439507507969,original sound - mamet0074,mamet007,7.101320507157661e+18,mamet007,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102347397799611138.mp3,,False,False,,,,,[],0,0,Kuwait,#foryou #weightlosscheck #bellyfat,1,0,0,0,0,0,0,0,0,0
2,US,7092298273674906923,1651304375,#fyp #baby #funny #2022,7076257019712390190,user8911190269047,"Video of the same product, please enter the link below to get
👇 Shop Now👇",0,False,https://www.tiktok.com/@rinne772/video/7092298273674906923?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092298273674906923&source=h5_m,21619125,3476,15173,35421,436936,7092298085803526958,7092298085803526958,72,7092298085803526958,original sound - rinne772,user8911190269047,7.07625701971239e+18,user8911190269047,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092298226971233066.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/34428241dd140f6d2407d9fd81a919e6.json,False,False,,,,,[],0,0,Kuwait,#fyp #baby #funny #2022,0,0,1,1,0,0,0,0,0,0
3,BR,7093897581880757505,1651676741, ,7006494457663898651,Limuns,,0,False,https://www.tiktok.com/@limaohun/video/7093897581880757505?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093897581880757505&source=h5_m,9645752,113,626,3704,90903,7093897576361003778,7093897576361003778,24,7093897576361003778,original sound - limaohun,Limuns,7.006494457663899e+18,Limuns,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7093897565195799297.mp3,,False,False,,,,,[],0,0,Kuwait,,0,0,0,0,0,0,0,0,0,0
4,BH,7101963602566892802,1653554758,romance #muhammaddidar4 #trending #video,6740512442680001541,GYM LOVERS💪,verified✅,0,False,https://www.tiktok.com/@muhammaddidar4/video/7101963602566892802?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101963602566892802&source=h5_m,728230,73,794,50,20048,224719062142943232,224719062142943232,71,224719062142943232,Saanson Ko,Sharib Toshi & Arijit Singh,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ac5db5e54a944a4bc78ff174665b2b9,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/b1aa921da7b04ccea29b8fa888441639,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '938663082', 'external_song_key': 'apple_song_id'}]",0,0,Kuwait,#muhammaddidar4 #trending #video,0,0,0,0,0,0,0,0,0,0
