,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.external_song_info,music.binded_challenge_id,bodydance_score,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,loc,test,hash_duet,hash_ethiopia,hash_ethiopian_tik_tok,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_habesha,hash_habeshatiktok,hash_viral
2,DE,7087243262355885317,1650127412,#eritrea #eritreantiktok #tgray #tgraytiktok #eritrean @johnblakno,6868276195600712709,ዋካ ዋካ 🎵,"ሰብ ሓሳብ ክበኒ እንበር, ክልውጠኒ ኣይክእልን !🥰 thanks🙏  😘🙌🏾",0,False,https://www.tiktok.com/@eri_news1/video/7087243262355885317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087243262355885317&source=h5_m,395556,540,1607,26,5222,7087243280399878918,7087243280399878918,72,7087243280399878918,original sound - eri_news1,ዋካ ዋካ 🎵,6.868276195600713e+18,ዋካ ዋካ 🎵,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087243292785593093.mp3,,False,False,[],0,0,,,,,Ethiopia,#eritrea #eritreantiktok #tgray #tgraytiktok #eritrean,0,0,0,0,0,0,0,0,0,0
3,ET,7073200624438955270,1646857855,#duet with @lij_muhe1,6641165783982604294,Kaleb Arayaslasia,YouTube ☝️☝️,0,False,https://www.tiktok.com/@kalebarayaslasia/video/7073200624438955270?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073200624438955270&source=h5_m,853755,0,994,13624,41810,7072267580601404162,7072267580601404162,72,7072267580601404162,original sound - muhe_arsenal (Contains music from: Yetizitaye Enat - Daniel Wolde Gebriel),"Contains music from: ""Yetizitaye Enat""",6.6255381651292e+18,Lij muhe1,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072267577011079938.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7db7b70513bf85e1c3d54c575f578f8a.json,False,False,[],0,0,Daniel Wolde Gebriel,Yetizitaye Enat,original sound - muhe_arsenal (Contains music from: Yetizitaye Enat - Daniel Wolde Gebriel),"Contains music from: ""Yetizitaye Enat""",Ethiopia,#duet,1,0,0,0,0,0,0,0,0,0
4,ET,7102036417949322501,1653571714,#mekdes_debesay #ale #viral #fyp,6818276698895811590,user7834958186347,,0,False,https://www.tiktok.com/@ermi54/video/7102036417949322501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102036417949322501&source=h5_m,830145,229,290,1452,15047,7102036397229378310,7102036397229378310,72,7102036397229378310,original sound - ermi54,user7834958186347,6.818276698895812e+18,user7834958186347,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102036418049919750.mp3,,False,False,[],0,0,,,,,Ethiopia,#mekdes_debesay #ale #viral #fyp,0,0,0,0,0,1,0,0,0,1
5,ET,7094691356974533894,1651861557,ማሜ ምርጥ #ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹,6876746737411834885,bini GiGi,ሞት አለ መኖር ይቀጥላል... ...... 🥵🥵😜😜😜,0,False,https://www.tiktok.com/@binigigi/video/7094691356974533894?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094691356974533894&source=h5_m,268144,237,183,2139,22062,7094691351127673606,7094691351127673606,72,7094691351127673606,original sound - binigigi,bini GiGi,6.876746737411835e+18,bini GiGi,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094691340575886086.mp3,,False,False,[],0,0,,,,,Ethiopia,#ኢትዮጵያ_ለዘለዓለም_ትኑር🇪🇹🇪🇹🇪🇹,0,0,0,0,0,0,0,0,0,0
6,MX,7102022403869412613,1653568451, ,7102020344165581829,😍 You Like My B1O 💞,🍑 Wait For You 👇,0,False,https://www.tiktok.com/@fiancg/video/7102022403869412613?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102022403869412613&source=h5_m,2280803,248,2701,2478,24023,7094179885190908678,7094179885190908678,72,7094179885190908678,original sound - vvcstk,Tik Toker,7.094174843196868e+18,Tik Toker,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7094179932762295046.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8cab0bac42836768496beb1b0dc43785.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,ET,7101947522029063429,1653551018,Reply to @xoxogali ይቅርብኝ ❌❌  #legeta #protestantmezmur #fyp,6941743306594583558,𝕾𝖆𝖒𝖚𝖊𝖑 𝕭𝖎𝖟𝖚𝖜𝖔𝖗𝖐,"💙𝟏𝟎𝟎𝐤______🏃‍♂️🏃‍♂️__𝟓𝟎𝐤💙
🎧በጌታ ፍቅር የYoutube ቻናሌ ቤተሰብ ይሁኑ🥺🎧",0,False,https://www.tiktok.com/@samazion/video/7101947522029063429?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101947522029063429&source=h5_m,109420,474,136,931,10606,7032313465868045062,7032313465868045062,72,7032313465868045062,original sound - bellisima_segenyifter (Contains music from: Kante Gara - Ephrem Alemu),"Contains music from: ""Kante Gara""",6.914316442197034e+18,Segen Yifter,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7032365394719410949.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/69956fd45ecb55c0bcbab51195038fe0.json,False,False,[],0,0,Ephrem Alemu,Kante Gara,original sound - bellisima_segenyifter (Contains music from: Kante Gara - Ephrem Alemu),"Contains music from: ""Kante Gara""",Ethiopia,#legeta #protestantmezmur #fyp,0,0,0,0,0,1,0,0,0,0
0,ET,7102022953436564741,1653568579,#duet with @comed_88 @lu_gebremariam #comedia #ethiopian_tik_tok #ethiopian #funny #habeshatiktok,6635903319149756421,Mikopido,IG miko_pido_official_1 ❤,0,False,https://www.tiktok.com/@mikopido/video/7102022953436564741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102022953436564741&source=h5_m,275624,103,211,1378,7932,6939081893619026690,6939081893619026690,24,6939081893619026690,original sound - ning6966 (Contains music from: What Are You Laughing At - Emmembe),"Contains music from: ""What Are You Laughing At""",6.890376487535887e+18,ning6966,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6939081839936097025.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cada312fafb8383d88d29117d697756a.json,False,False,[],0,0,Emmembe,What Are You Laughing At,original sound - ning6966 (Contains music from: What Are You Laughing At - Emmembe),"Contains music from: ""What Are You Laughing At""",Ethiopia,#duet #comedia #ethiopian_tik_tok #ethiopian #funny #habeshatiktok,1,0,1,0,0,0,0,0,1,0
1,ET,7090748204844682502,1650943472,Issa Vibe 🤗 #lifeofabel #ylyc #dubai #travel #enjoy #nature #fyp #foryou,6674899405142868997,LIFEOFABEL,"Dare me to do anything, and I’ll do it 😁",0,False,https://www.tiktok.com/@life.of_abel/video/7090748204844682502?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090748204844682502&source=h5_m,1393891,1420,755,256,65117,7090748162100529926,7090748162100529926,72,7090748162100529926,original sound - life.of_abel,LIFEOFABEL,6.674899405142869e+18,LIFEOFABEL,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090748185609521926.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8cb64d7e6c7f4d36ecbfdf9e8646672c.json,False,False,[],0,0,,,,,Ethiopia,#lifeofabel #ylyc #dubai #travel #enjoy #nature #fyp #foryou,0,0,0,1,0,1,0,0,0,0
2,CO,7078468765544959237,1648084440,Responder a @jrthenino23 para poder dejar descansar un poquito la pared 🤣 #parati #🏳️‍🌈,6772354398396924934,yurneilys,"Publicidad al
Dm en Instagram",0,False,https://www.tiktok.com/@yuyu_r5/video/7078468765544959237?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078468765544959237&source=h5_m,6075121,1892,2713,25649,290866,7073906039069936390,7073906039069936390,72,7073906039069936390,original sound - stivenpreciado5,Stiven P'reciado,6.888369483992712e+18,Stiven P'reciado,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7073906023450413830.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ed85d438e1dcb3fc7b77d3896adbd46b.json,False,False,[],0,0,,,,,Ethiopia,#parati #🏳️‍🌈,0,0,0,0,0,0,0,0,0,0
3,ET,7097683983852408069,1652558332, ,6924646253839090694,Israel Molla403,"ወደ ሮሜ 8
1፤ እንግዲህ በክርስቶስ ኢየሱስ ላሉት አሁን ኵነኔ የለባቸውም።

6k🏃🏃🏃",0,False,https://www.tiktok.com/@israelsinger11/video/7097683983852408069?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097683983852408069&source=h5_m,336015,640,731,8770,26168,7097684011015506694,7097684011015506694,72,7097684011015506694,original sound - israelsinger11,Israel Molla403,6.924646253839091e+18,Israel Molla403,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097683995000982277.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c6848cef6e40341d793bc90565ec8dc8.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
4,ET,7102445728919768326,1653667013, ,6651281889100005382,Adam Sandler is bae,"God first ✝️
Roasting y’all second 🙂",0,False,https://www.tiktok.com/@sambusachick/video/7102445728919768326?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102445728919768326&source=h5_m,244157,481,51,38,14187,7095721775929002757,7095721775929002757,72,7095721775929002757,original sound - 143dbeki,bakina,6.935088258411349e+18,bakina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095721773362744070.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e7548046abf1be2a26bf46e7640beb79.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
5,DE,7086618216667057413,1649981882,#oromotiktok,6819990999856153605,Tik Toker,GegeKiya,0,False,https://www.tiktok.com/@gegekiya1/video/7086618216667057413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086618216667057413&source=h5_m,537370,104,230,37,14588,7076115378698586886,7076115378698586886,72,7076115378698586886,original sound - spotify_et,Lyrics,7.000242311376979e+18,Lyrics,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076115378673339141.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/315501de699702a4d2b63062c352fbb5.json,False,False,[],0,0,,,,,Ethiopia,#oromotiktok,0,0,0,0,0,0,0,0,0,0
6,ET,7075682635300785413,1647435743,@hernailboutique #mahider_k #Mahider,6816302649844712454,mahi keb,"CEO of ምንአስ👅በህ ነው
I am that ቅመም 🥵🌶you need in your life ❤️",0,False,https://www.tiktok.com/@mahider_k/video/7075682635300785413?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075682635300785413&source=h5_m,582066,908,460,2003,35622,7075682612819266310,7075682612819266310,72,7075682612819266310,original sound - mahider_k,mahi keb,6.816302649844712e+18,mahi keb,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7075682600140032773.mp3,,False,False,[],0,0,,,,,Ethiopia,#mahider_k #Mahider,0,0,0,0,0,0,0,0,0,0
7,KE,7096002095555316998,1652166740,😳 #supermarket #fyp #lunatic,7050212636538160133,lunatic+wazimu,"Actor/MCee/lunatician/
0715909371 
GOD IS GOOD
Instagram @nduruuman",0,False,https://www.tiktok.com/@nduruuman/video/7096002095555316998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096002095555316998&source=h5_m,4729539,3131,3058,41555,201483,7096002049065700101,7096002049065700101,72,7096002049065700101,original sound - nduruuman,lunatic+wazimu,7.05021263653816e+18,lunatic+wazimu,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096002068200131334.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b49047f2ab70fdc2e974c1c067543a0b.json,False,False,[],0,0,,,,,Ethiopia,#supermarket #fyp #lunatic,0,0,0,0,0,1,0,0,0,0
0,ET,7101379894260681989,1653418854,#habeshatiktok #ሀበሻtiktok #new #ethiopiantiktok #semere #ኢትዮጵያ🇪🇹 #ኢትዮጵያንቲክቶክ #viral #fyp #ethiopia #semerebariaw #addisababatiktok #ሠመረባርያ #ሰመረባርያው #fypage #ኢትዮጵያ #ምንትላለች,6817835965438002182,Semere Bariaw,"Born in Addis and raised in Ethiopia
Aware + Educated + Free Spirited
MUSIC FAN",0,False,https://m.tiktok.com/v/7101379894260681989.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101379894260681989&source=h5_m,133395,0,89,15,3635,7101379886174030597,7101379886174030597,72,7101379886174030597,original sound - semerebariaw,Semere Bariaw,6.817835965438002e+18,Semere Bariaw,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101379917236964101.mp3,,False,False,[],0,0,,,,,Ethiopia,#habeshatiktok #ሀበሻtiktok #new #ethiopiantiktok #semere #ኢትዮጵያ🇪🇹 #ኢትዮጵያንቲክቶክ #viral #fyp #ethiopia #semerebariaw #addisababatiktok #ሠመረባርያ #ሰመረባርያው #fypage #ኢትዮጵያ #ምንትላለች,0,1,0,0,0,1,0,0,1,1
1,ET,7084110690583137542,1649398055,ሌላ ታሪክ ላይ ነን🕺😂#neba4kilo #4kilo_entertainment #ethiopian #fypシ @neba4kiloo,6971073371879179269,nebyuzerihunn,በእግሬ መሄድ አዘወትራለሁ! የታክሲ ከሌለኝ🤣,0,False,https://m.tiktok.com/v/7084110690583137542.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084110690583137542&source=h5_m,978990,843,909,163,83900,7084110623042276102,7084110623042276102,72,7084110623042276102,original sound - neba4kiloo (Contains music from: One Leg - JAY HOVER),"Contains music from: ""One Leg""",6.971073371879179e+18,nebyuzerihunn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7084110629967055621.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/abc8ff0de2a2030f84d46fdc6502873a.json,False,False,[],0,0,JAY HOVER,One Leg,original sound - neba4kiloo (Contains music from: One Leg - JAY HOVER),"Contains music from: ""One Leg""",Ethiopia,#neba4kilo #4kilo_entertainment #ethiopian #fypシ,0,0,0,0,0,0,1,0,0,0
2,ET,7086156335535967494,1649874341,ኸረ ወገን ወዴት እየሄድን ነው 🥺#ethiopian_tik_tok #foryou #habesha #xyzbca,6870243658551215110,facts 💔🧠,"ከሰው የሚሻል ሰው እንጂ,ከሰው የሚበልጥ ሰው የለም!!",0,False,https://m.tiktok.com/v/7086156335535967494.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086156335535967494&source=h5_m,227664,49,92,1088,3314,7086156324592978693,7086156324592978693,72,7086156324592978693,original sound - official_abell,facts 💔🧠,6.870243658551215e+18,facts 💔🧠,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086156326509808389.mp3,,False,False,[],0,0,,,,,Ethiopia,#ethiopian_tik_tok #foryou #habesha #xyzbca,0,0,1,1,0,0,0,1,0,0
3,ET,7102782596106521862,1653745445,ጎበዝ #fanalamrot,7045700644884497414,user5911164282014,ለሰው ልጅ ክብር ይኑረን,0,False,https://m.tiktok.com/v/7102782596106521862.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102782596106521862&source=h5_m,622565,0,573,10812,20109,7102782626276461318,7102782626276461318,72,7102782626276461318,original sound - unique_unique7,user5911164282014,7.045700644884497e+18,user5911164282014,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102782627190541062.mp3,,False,False,[],0,0,,,,,Ethiopia,#fanalamrot,0,0,0,0,0,0,0,0,0,0
4,ET,7103373428643613958,1653883012,❤❤❤❤🥺@jordanacadamy1,7086361709094781957,Jordanlight,love,0,False,https://m.tiktok.com/v/7103373428643613958.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103373428643613958&source=h5_m,279134,26,23,313,2738,6955575855984708354,6955575855984708354,72,6955575855984708354,Myuzgaza (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",6.864944409013831e+18,الكابتن ميوز ( 7M ) دعم حسبات,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6955575784828357377.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5f2dad67b71722138b8c0f6dc41acc8a.json,False,False,[],0,0,Enya,Only Time,Myuzgaza (Contains music from: Only Time - Enya),"Contains music from: ""Only Time""",Ethiopia,,0,0,0,0,0,0,0,0,0,0
5,ET,7093498962602102022,1651583932,#saronayelign #cuteactress #edeleworktassew  #besties #Love #friendshipgoals 🤍💛🤍💛 @princessyordanos1 🤎,6771362200936514565,Saron Ayelign ❣️,Actress and model and ceo of /shiro/ ሺሮ😂🥰 self confident queen 👸 💙🧿No ዘረኝነት,0,False,https://m.tiktok.com/v/7093498962602102022.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093498962602102022&source=h5_m,1340390,2,349,331,50533,7061640434195876614,7061640434195876614,72,7061640434195876614,original sound - mclyq (Contains music from: Abusadamente - MC Gustta & MC DG),"Contains music from: ""Abusadamente""",6.92400059062839e+18,mclyq,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061640432756853510.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/354fda8b8a6c00f0b5cb31b95cb7e5a0.json,False,False,[],0,0,MC Gustta & MC DG,Abusadamente,original sound - mclyq (Contains music from: Abusadamente - MC Gustta & MC DG),"Contains music from: ""Abusadamente""",Ethiopia,#saronayelign #cuteactress #edeleworktassew #besties #Love #friendshipgoals,0,0,0,0,0,0,0,0,0,0
6,ET,7090557262493682949,1650899014,ቆጨኝ😂😂😂,6904132778527343621,Fruit,"go 50k💃💃
        follow me Instagram ☝️🙋‍♂️🤝",0,False,https://m.tiktok.com/v/7090557262493682949.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090557262493682949&source=h5_m,735387,1693,719,3181,55327,7090557241920817926,7090557241920817926,72,7090557241920817926,original sound - fruitag,Fruit,6.904132778527344e+18,Fruit,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090557240159062790.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ac01796d94727a62b29fbd11ef163c9f.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
7,ET,7096104657239526661,1652190617,#duet with @frez2116,6862306769320100869,Wubalem kedir negeso,Eyesus ye hiwete ngus ❤️,0,False,https://m.tiktok.com/v/7096104657239526661.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096104657239526661&source=h5_m,178263,0,125,942,10226,7093826803453709061,7093826803453709061,72,7093826803453709061,original sound - frez2116,Orthodox haymanote,7.085288619808425e+18,Orthodox haymanote,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093826796008819461.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/57ba0cac176cc3f5df0cf8c144e934bb.json,False,False,[],0,0,,,,,Ethiopia,#duet,1,0,0,0,0,0,0,0,0,0
0,ET,7098703908750494982,1652795802,#ethiopian_tik_tok #habesha #habeshatiktok,6792177971601310725,Nahom Tadesse,"follow my instagram
🙂🙃",0,False,https://www.tiktok.com/@nahom_tade/video/7098703908750494982?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098703908750494982&source=h5_m,557174,1477,4472,10729,24184,7098703871216438022,7098703871216438022,72,7098703871216438022,original sound - nahom_tade,Nahom Tadesse,6.792177971601311e+18,Nahom Tadesse,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098703884297816838.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d5fc85d951bba40a5f68169b465efb2d.json,False,False,[],0,0,,,,,Ethiopia,#ethiopian_tik_tok #habesha #habeshatiktok,0,0,1,0,0,0,0,1,1,0
1,ET,7082072184688053510,1648923426,weyena kkkkkkk,6917962826280174594,bela yebuza lej,,0,False,https://www.tiktok.com/@user8847516091278/video/7082072184688053510?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082072184688053510&source=h5_m,1796001,1001,3674,3094,31655,7082072199565232901,7082072199565232901,72,7082072199565232901,original sound - user8847516091278,bela yebuza lej,6.917962826280175e+18,bela yebuza lej,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082072204058381062.mp3,,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
2,SA,7099826538857696514,1653057184,Reply to @lemlem892  አልፈራም የቀበሌን ዛቻ 😂😂,7033805710341538817,Carlos Biber💪🏽,🔵▀▄▀▄▀▄ 🅲🅰🆁🅻🅾🆂 ▀▄▀▄▀▄🔵,0,False,https://www.tiktok.com/@carlos_biber/video/7099826538857696514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099826538857696514&source=h5_m,294305,348,286,3795,11728,7099826540770347778,7099826540770347778,72,7099826540770347778,original sound - carlos_biber,Carlos Biber💪🏽,7.033805710341539e+18,Carlos Biber💪🏽,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099826527865129730.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/86b1e44a83476a103565b71b7caf2f87.json,False,False,[],0,0,,,,,Ethiopia,,0,0,0,0,0,0,0,0,0,0
