,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_israel,hash_trending,hash_viral,hash_פוריו,hash_اكسبلور,hash_فلسطين
3,DE,7100295608241573125,1653166398,#stitch mit @msbeanieofficial schoklatta@lea.gpt,6801819118599062533,Umar,🇸🇾,0,False,https://www.tiktok.com/@umarundso/video/7100295608241573125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100295608241573125&source=h5_m,2322560,9960,2043,100,370462,7100295910269618950,7100295910269618950,72,7100295910269618950,original sound - umarundso,Umar,6.801819118599063e+18,Umar,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100295912513227525.mp3,,False,False,,,,,[],0,0,Israel,#stitch,0,0,0,0,0,0,0,0,0,0
4,IL,7101641387795287297,1653479736,هاي بارت تور بدكو الثالث 😂💔#fyp #fyp ##fyp #fyp #foryou #fypシ #fyp,6934430445548176390,في اشي 💔😂,فـلـســ𝒑𝒂𝒍𝒆𝒔𝒕𝒊𝒏𝒆ـطـيـنّ. ⁽🇵🇸🔥₎.,0,False,https://www.tiktok.com/@remas683/video/7101641387795287297?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101641387795287297&source=h5_m,93329,598,563,11,5328,7101641407290411777,7101641407290411777,72,7101641407290411777,original sound - remas683,في اشي 💔😂,6.934430445548176e+18,في اشي 💔😂,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102350847526308610.mp3,,False,False,,,,,[],0,0,Israel,#fyp #fyp ##fyp #fyp #foryou #fypシ #fyp,1,0,5,1,0,0,0,0,0,0
5,IL,7089810289796844801,1650725094,אבל הוויב שלי ושל פריאל ביחד>>> #foryou #viral #וויב,6823772275985138694,Agam nahum,"1.49 של שמחת חיים
מחקו לי עמוד עם 10,000 עוקבים😩",0,False,https://www.tiktok.com/@agam_nahum25/video/7089810289796844801?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089810289796844801&source=h5_m,661907,917,539,612,46359,7089810276668771073,7089810276668771073,72,7089810276668771073,original sound - agam_nahum25,Agam nahum,6.823772275985139e+18,Agam nahum,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089810270679321346.mp3,,False,False,,,,,[],0,0,Israel,#foryou #viral #וויב,1,0,0,0,0,0,1,0,0,0
6,IL,7099793301443726594,1653049446,הגב ל-@winer190 אין על הציניות שלו תראו את הפרצופים#יוחאיחוזר,6754038141185606662,Edencohen188,No bio yet,0,False,https://www.tiktok.com/@edencohen188/video/7099793301443726594?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099793301443726594&source=h5_m,819653,1572,891,698,62015,7099793289478163201,7099793289478163201,72,7099793289478163201,original sound - edencohen188,Edencohen188,6.754038141185607e+18,Edencohen188,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099793281055214337.mp3,,False,False,,,,,[],0,0,Israel,#יוחאיחוזר,0,0,0,0,0,0,0,0,0,0
7,US,7072958842165808430,1646801560,The feeling when u know ur gonna annihilate leg day 😇 #LinkBudsNeverOff #gymtok #Fitnesstok #gymlife #gains #workout #fit #fitness #motivation,6804173659683521541,Gabriela👽,"Goals, gainz, & vibes 🛸",0,False,https://www.tiktok.com/@gabigainz/video/7072958842165808430?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072958842165808430&source=h5_m,2157479,520,841,1364,147569,6989603405350062853,6989603405350062853,72,6989603405350062853,original sound - and_reea6,🏍️andreea🏍️,6.718563072561087e+18,🏍️andreea🏍️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6989603532882053894.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/60351dc803a6054d4eea65166738e012.json,False,False,,,,,[],0,0,Israel,#LinkBudsNeverOff #gymtok #Fitnesstok #gymlife #gains #workout #fit #fitness #motivation,0,0,0,0,0,0,0,0,0,0
0,IL,7083152583744916738,1649174977,"1, 2, 3, it’s Golani for me 🤩",6842146855779681286,IDF,Official TikTok of the Israel Defense Forces 🇮🇱,0,False,https://www.tiktok.com/@idf/video/7083152583744916738?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083152583744916738&source=h5_m,118968,583,87,141,9114,6555285280163632143,6555285280163632143,72,6555285280163632143,Magic Door Challenge ,lea,6.543978117013181e+18,lea,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6881511547621968645.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7e09ca7ffa70abb592ced922e77e4a0a.json,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
1,IL,7103147263051959554,1653830350,@jacob rott All the time…🥰,162683527011057664,G R I N C E S S,📍Israel 🇮🇱,0,False,https://www.tiktok.com/@grincesslera/video/7103147263051959554?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103147263051959554&source=h5_m,244404,225,103,318,39570,6628150951398083334,6628150951398083334,72,6628150951398083334,original sound - trv.mx (Contains music from: Atlantis - Seafret),"Contains music from: ""Atlantis""",9.305711844593664e+16,𝖙𝖗𝖆-𝖒𝖞©,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1618200923960485,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/45f2f78474ee6224c3af80ea74ead967.json,False,False,Seafret,Atlantis,original sound - trv.mx (Contains music from: Atlantis - Seafret),"Contains music from: ""Atlantis""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
2,IL,7103245811571625217,1653853295,😂😂😂😂#fypシ #palestine,6675337400909087750,asool33._.,لَستَ لأحَد، اكتَفِ بفِلَسطينيتك وَنَفسك، وَقَدسهمَا❤️🇵🇸!,0,False,https://www.tiktok.com/@asool33._3/video/7103245811571625217?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103245811571625217&source=h5_m,206412,364,1047,13,16096,7103245796321659650,7103245796321659650,72,7103245796321659650,original sound - asool33._3,asool33._.,6.675337400909088e+18,asool33._.,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103245772158307074.mp3,,False,False,,,,,[],0,0,Israel,#fypシ #palestine,0,0,0,1,0,0,0,0,0,0
3,IL,7102058952958938369,1653576958,Ok?!!?????  @lizzo,6832171634351637510,Noa Kirel,Dale Promo is OUT ! 🔥,0,False,https://www.tiktok.com/@noakirel/video/7102058952958938369?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102058952958938369&source=h5_m,542139,901,267,311,52516,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,US,7073947002979175726,1647031634, ,6762120950487860230,tabby 🍓💫,"19
🇵🇷 x 🇷🇺
 Patreon in Insta b!o👆🏼",0,False,https://www.tiktok.com/@strawberrytabby/video/7073947002979175726?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073947002979175726&source=h5_m,1225194,6462,1267,573,90960,7062808665870519087,7062808665870519087,72,7062808665870519087,SUAVEE (Contains music from: Lost Silence - Minc),"Contains music from: ""Lost Silence""",7.052101042729731e+18,aileen,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7062808715128212270.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/87345e4f9244c03ea4600eb0162909f0.json,False,False,Minc,Lost Silence,SUAVEE (Contains music from: Lost Silence - Minc),"Contains music from: ""Lost Silence""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7101661685013875970,1653484462,#والله لعمل اكسبلور انتا حلفت😂❤️‍🔥,7018481371330151430,💕صاحب رينو😎,"الثقه بالله نجاح❤️
النونا اكس لديكم لا خوف عليكم
مدام رينو بظهري اخت يلي بكرهني",0,False,https://www.tiktok.com/@nonax_2/video/7101661685013875970?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101661685013875970&source=h5_m,436486,492,2109,184,27296,7088358100759104261,7088358100759104261,72,7088358100759104261,original sound - nanda_filo_ (Contains music from: قدسنا - محمد حسين خليل),"Contains music from: ""قدسنا""",6.719114160204695e+18,nanda_filo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088358109806103302.mp3,,False,False,محمد حسين خليل,قدسنا,original sound - nanda_filo_ (Contains music from: قدسنا - محمد حسين خليل),"Contains music from: ""قدسنا""",[],0,0,Israel,#والله,0,0,0,0,0,0,0,0,0,0
6,IL,7094697511704612097,1651862989,#ilikefood,6877143259148682242,Maayan🤠,מעיין עם שתי י׳,0,False,https://www.tiktok.com/@maayannnnn_/video/7094697511704612097?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094697511704612097&source=h5_m,417180,609,231,3,16292,6915583076915480577,6915583076915480577,10033,6915583076915480577,Food,Aira,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/464093649dbb4103a39e731b062f2a3d,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9110f28742a44cd2b6c9ab46c7d23580,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1548054641', 'external_song_key': 'apple_song_id'}]",0,0,Israel,#ilikefood,0,0,0,0,0,0,0,0,0,0
7,CY,7092382573300567301,1651324001,Insta: romeo18_private #fyp #firsttime,6933583250645337093,Romeo,"he/him 
All the links on Insta😜",0,False,https://www.tiktok.com/@romeo_twi/video/7092382573300567301?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092382573300567301&source=h5_m,2683178,2132,1604,2179,282271,6872754197712866050,6872754197712866050,72,6872754197712866050,If you use my sound plz follow,Elliott Shek,6.608558758069289e+18,Elliott Shek,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6872754164385581826.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f1fcfbd23ccaacb29d50c26a524a51dd.json,False,False,,,,,[],0,0,Israel,#fyp #firsttime,0,0,1,0,0,0,0,0,0,0
0,CA,7103175240565443841,1653836864,اذا جيتوا عكندا روحوا على مونتريال 👌🏼#عرب #foryou #fyp,319265247037378560,Karine,"🇱🇧🇵🇸
📍🇨🇦",0,False,https://m.tiktok.com/v/7103175240565443841.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103175240565443841&source=h5_m,416452,300,91,10,25735,7092499725546507013,7092499725546507013,72,7092499725546507013,original sound - jojoomoh0 (Contains music from: احمد سعد | اعلان زين العيد 2022 - Art House),"Contains music from: ""احمد سعد | اعلان زين العيد 2022""",6.785863707760117e+18,Music 🎧,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092499731976342277.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b6507e7341a6559fc77bec4b030fb926.json,False,False,Art House,احمد سعد | اعلان زين العيد 2022,original sound - jojoomoh0 (Contains music from: احمد سعد | اعلان زين العيد 2022 - Art House),"Contains music from: ""احمد سعد | اعلان زين العيد 2022""",[],0,0,Israel,#عرب #foryou #fyp,1,0,1,0,0,0,0,0,0,0
1,AU,7103451831937944833,1653901264,#fyp,7093723346454332417,Tiah,"Aussie girl 💕
Check out my Insta bio 😉👆",0,False,https://m.tiktok.com/v/7103451831937944833.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103451831937944833&source=h5_m,115405,35,57,90,2940,7097418813482126123,7097418813482126123,72,7097418813482126123,original sound - devine.rose,Devin Duncan,6.708536835318679e+18,Devin Duncan,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097418827474144046.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/84b0c92c97a6d09861e86a9ff04a4101.json,False,False,,,,,[],0,0,Israel,#fyp,0,0,1,0,0,0,0,0,0,0
2,IL,7103258944205851906,1653856354,وقفت تصويرها احترامآ للاذان ،،، وبيجي حدا يحكيلك ما تترحموا عليها 🙂🙂… الله يرحمها ويغفرلها ويتقبلها من الشهداء ♥️🇵🇸 #شيرين_ابو_عاقلة #SherineAbuAqleh #لروحك_الطاهرة_الف_سلام #ShireenAbuAkleh#shireenabuakleh #fyp #fypシ #foryou #🍯400k🌸 #مشاهير_تيك_توك,6752146909362963462,ايلاف ♥️,"، من ألالفه والمحبه 

Elaf. ♥️🇵🇸🐋",0,False,https://m.tiktok.com/v/7103258944205851906.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103258944205851906&source=h5_m,138869,173,168,459,4963,7103258942897212162,7103258942897212162,72,7103258942897212162,original sound - elaafsamer,ايلاف ♥️,6.752146909362963e+18,ايلاف ♥️,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103258918402509570.mp3,,False,False,,,,,[],0,0,Israel,#شيرين_ابو_عاقلة #SherineAbuAqleh #لروحك_الطاهرة_الف_سلام #ShireenAbuAkleh#shireenabuakleh #fyp #fypシ #foryou #🍯400k🌸 #مشاهير_تيك_توك,1,0,1,1,0,0,0,0,0,0
3,US,7092629293746097454,1651381445,😳 !!!!,6817404248420451334,Gefilte Fish,Started From The Bottom Now We Here,0,False,https://m.tiktok.com/v/7092629293746097454.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092629293746097454&source=h5_m,148535,931,522,404,6376,7092629262804470574,7092629262804470574,72,7092629262804470574,original sound - hasidimofbrooklyn,Gefilte Fish,6.817404248420451e+18,Gefilte Fish,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092629285885823787.mp3,,False,False,,,,,[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
4,FR,7079785199659175174,1648390946, ,6752451240984511494,Saafiir,"Surprise on my Instagram 
🇩🇿🇪🇬
Saafiirmanagement@gmail.com",0,False,https://m.tiktok.com/v/7079785199659175174.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079785199659175174&source=h5_m,22909935,4870,16276,583,1755703,7061271396685056774,7061271396685056774,72,7061271396685056774,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",7.060564211961742e+18,Spe3d_up_songs,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7061271416649304837.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7b182c7614667851fe872d5217f0532f.json,False,False,Justin Bieber,Baby,Baby (Contains music from: Baby - Justin Bieber),"Contains music from: ""Baby""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
5,IL,7094998955779476737,1651933175,#ابن #خالتي #تحياتي #متابعين #אכסבלור #ברוכים #نسخ #رابط,6971489388770329601,ابن خالتي,اللهم صلي على سيدنا محمد,0,False,https://m.tiktok.com/v/7094998955779476737.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094998955779476737&source=h5_m,639303,897,2643,2054,16286,7094998954178185986,7094998954178185986,72,7094998954178185986,original sound - raed_salah95,ابن خالتي,6.97148938877033e+18,ابن خالتي,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7094998954244311810.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f5a6b17c825f03326904fb6389f1ba1a.json,False,False,,,,,[],0,0,Israel,#ابن #خالتي #تحياتي #متابعين #אכסבלור #ברוכים #نسخ #رابط,0,0,0,0,0,0,0,0,0,0
6,IL,7093053210629344514,1651480146,חחחחחחחחחחחח איך שחף מתרכז,6557757840197877766,Afik gelberg,"Hi 
180k?",0,False,https://m.tiktok.com/v/7093053210629344514.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093053210629344514&source=h5_m,255922,231,279,4,7633,7061646739501058817,7061646739501058817,72,7061646739501058817,original sound - dionanekotik (Contains music from: Barbie Girl - Aqua),"Contains music from: ""Barbie Girl""",6.832645860448339e+18,я,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7061646726012193538.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a8b5468b077c771442f455032d17d2e7.json,False,False,Aqua,Barbie Girl,original sound - dionanekotik (Contains music from: Barbie Girl - Aqua),"Contains music from: ""Barbie Girl""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
7,US,7100405498138135854,1653191983,evil twin 😈,7029346752550831151,soph,"🌺 🐋🌿 🫶🏼 🌞🦋🍊
19",0,False,https://m.tiktok.com/v/7100405498138135854.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100405498138135854&source=h5_m,3798726,4921,3894,3640,538545,7089570059206773550,7089570059206773550,72,7089570059206773550,EVIL TWINNN (Contains music from: Detroit Flow - Liberia Sig),"Contains music from: ""Detroit Flow""",6.9086059735321e+18,D🐐,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089568456416299822.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/27b98a00d2b09d03c76c2d55e2e82770.json,False,False,Liberia Sig,Detroit Flow,EVIL TWINNN (Contains music from: Detroit Flow - Liberia Sig),"Contains music from: ""Detroit Flow""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
0,IL,7073890028698586370,1647018370,Calling your crush for the first time🥰 @niko,162683527011057664,G R I N C E S S,📍Israel 🇮🇱,0,False,https://m.tiktok.com/v/7073890028698586370.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073890028698586370&source=h5_m,38206885,56792,41297,119274,6769937,6943043555006958342,6943043555006958342,72,6943043555006958342,OK (Contains music from: Okay - Mike Mogis & Nathaniel Walcott),"Contains music from: ""Okay""",6.834222528132548e+18,Coby 👾♉️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6943043763124161286.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9459c981f78f62ea74e56ebe4328a0c1.json,False,False,Mike Mogis & Nathaniel Walcott,Okay,OK (Contains music from: Okay - Mike Mogis & Nathaniel Walcott),"Contains music from: ""Okay""",[],0,0,Israel,,0,0,0,0,0,0,0,0,0,0
