,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bolivia,hash_comedia,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_humor,hash_parati,hash_tiktok,hash_viral
5,BO,7076580301119671558,1647644747,#bella #mujer  me considero para mí😃🥰,6916873939981517829,Albertina Sacaca Cal,bienvenidos esta es mi única cuenta  en tik tok ❤😊,0,False,https://www.tiktok.com/@albertinasacaca1/video/7076580301119671558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076580301119671558&source=h5_m,2730495,592,312,201,143305,6976856140009179138,6976856140009179138,10033,6976856140009179138,Bella Mujer,CHILA JATUN,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7a7fb425d8d74ccba5b4a43f873aacb6,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9601cd9bb53e4cc9accfbab978205a4c,False,True,,,,,[],0,0,"Bolivia, Plurinational State of",#bella #mujer,0,0,0,0,0,0,0,0,0,0
6,BO,7074693541913562373,1647205452,Furra no soy 🌚 #furros #furra #?,6791889087899206661,yaoianime21,"⚠️NO SPAM DE LIKES⚠️
Thank You 317 k ✨❤️
⬇️Cuenta secundaria ⬇️",0,False,https://www.tiktok.com/@yaoi.y.anime/video/7074693541913562373?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074693541913562373&source=h5_m,9763892,14840,14487,34463,923924,7074693514231024389,7074693514231024389,72,7074693514231024389,original sound - yaoi.y.anime (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",6.791889087899207e+18,yaoianime21,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7074693528701438725.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c2c4a079651002ea581202d83fac2e2c.json,False,False,Jonny McGovern,Man Areas,original sound - yaoi.y.anime (Contains music from: Man Areas - Jonny McGovern),"Contains music from: ""Man Areas""",[],0,0,"Bolivia, Plurinational State of",#furros #furra #?,0,0,0,0,0,0,0,0,0,0
7,MD,7092661686385003782,1651388991,#volleyball #volleyballdrills #volleyballboys #volleyballdays #volleyballattack,6909830123551015941,Random Player,"Thx for 20k🤩❤️❤️
Road to 40k🏄‍♂️
⬇️Shop Link⬇️",0,False,https://www.tiktok.com/@volleyball_empire3/video/7092661686385003782?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092661686385003782&source=h5_m,4834911,63,1189,1410,33767,6788784989656926981,6788784989656926981,10036,6788784989656926981,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],Conkarah,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/f8bdb47a5e734d45bf680a65ece96211,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/698874d59e3c4c85b86a8ad834660c48,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1513485569', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#volleyball #volleyballdrills #volleyballboys #volleyballdays #volleyballattack,0,0,0,0,0,0,0,0,0,0
0,US,7097994395831586094,1652630605,Esque yo Los amo 🥺🥺🥺❤️‍🩹❤️‍🩹🐙🐬🌊✨🌴🐬🐙🌊🌅🌅🌅🌅🌅🌅,158438610466201600,Karol G,,0,False,https://www.tiktok.com/@karolg/video/7097994395831586094?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097994395831586094&source=h5_m,39650844,37960,23313,52708,5212877,7097994343722142507,7097994343722142507,72,7097994343722142507,original sound - karolg,Karol G,1.584386104662016e+17,Karol G,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7097994394623626027.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/49b84ab4056c84c8593f97f3298e58b8.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
1,CO,7098864386911079685,1652833168,PROVENZA🌈🇨🇴mi admiración y respeto para ti bichota 👏🏽💪🏻😀 @karolg #viral #parati #tiktok #provenza #indigena #colombia #mocoaputumayo,6947461017719833606,La Nativa,"🇨🇴🦋🌻De Mocoa Putumayo Para el Mundo🌎
suma iuai🙇suma rimai💋suma kaugsai",0,False,https://www.tiktok.com/@la_nativa1296/video/7098864386911079685?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098864386911079685&source=h5_m,18468240,18297,52694,62939,1144398,7089239707401325317,7089239707401325317,72,7089239707401325317,original sound - midnightmood_oficial (Contains music from: PROVENZA - KAROL G),"Contains music from: ""PROVENZA""",6.863511103490704e+18,Midnight Mood,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089239697393814277.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9580d35fd73c97081aeb79c3a05df0a7.json,False,False,KAROL G,PROVENZA,original sound - midnightmood_oficial (Contains music from: PROVENZA - KAROL G),"Contains music from: ""PROVENZA""",[],0,0,"Bolivia, Plurinational State of",#viral #parati #tiktok #provenza #indigena #colombia #mocoaputumayo,0,0,0,0,0,0,0,1,1,1
2,US,7093579645949381931,1651602716,Where are all my #DiamondBeliebers at? 💎🐐@justinbieber #newgrillzalert #kingofbling #johnnydang #belieber,6748445064898479109,Johnny Dang,"💯 Official Tik Tok for King of Bling, Johnny Dang 💯",0,False,https://www.tiktok.com/@therealjohnnydangandco/video/7093579645949381931?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093579645949381931&source=h5_m,9411989,1715,1420,1954,413838,7093579583055858478,7093579583055858478,72,7093579583055858478,original sound - therealjohnnydangandco,Johnny Dang,6.748445064898479e+18,Johnny Dang,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7093579631529298734.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#DiamondBeliebers #newgrillzalert #kingofbling #johnnydang #belieber,0,0,0,0,0,0,0,0,0,0
3,US,7083382514471013633,1649228513, ,6806648197319820294,XO Team,"XO TEAM FAMILY 
INST: @the_xo_team 
✉️ xoteam@xoagency.co
OUR REALITY 👇🏼",0,False,https://www.tiktok.com/@xoteam/video/7083382514471013633?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083382514471013633&source=h5_m,30768740,9984,10862,57294,2264441,7083382506132736770,7083382506132736770,72,7083382506132736770,original sound - xoteam,XO Team,6.80664819731982e+18,XO Team,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083382471961725697.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/601ca94ebe6fd41c493ec8f050bb2a63.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
4,MX,7082536773200432389,1649031597,No hay agua 💧 #fyp #parati #xyzbca #pelodeoro,6776005685626192901,Bella Dueñas,"💜Amo el cabello, duos y tips 🥰
⬇️ Mis redes sociales ⬇️",0,False,https://www.tiktok.com/@belladuenas/video/7082536773200432389?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082536773200432389&source=h5_m,26036005,4103,3215,18918,1717833,7040251771482065670,7040251771482065670,10036,7040251771482065670,Caraluna,Bacilos,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d2daf929845f48cf8ba89177b107f0f5,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c215e82785fa4c96a674f41358c5cf59,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '280875718', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#fyp #parati #xyzbca #pelodeoro,0,0,0,0,1,0,0,1,0,0
5,BO,7083466002528242949,1649247950,#parati #lentejas #viral #fyp,6527073890517128192,Daniela Nuñez Martinez,"Mi otra cuenta dani_ lapotra😈
siganme mis amores♥️🇧🇴",0,False,https://www.tiktok.com/@daninmt_oficial/video/7083466002528242949?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083466002528242949&source=h5_m,983138,719,853,8038,89391,6827183486001089285,6827183486001089285,72,6827183486001089285,original sound - idmedina1,Medina,6.566930256157901e+18,Medina,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/065168a476c8405d1b9d5704decb7e6e.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/724c40d5a31a2d31425068815dde7c8d.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#parati #lentejas #viral #fyp,0,0,0,0,1,0,0,1,0,1
6,BO,7079622053548117254,1648352962,#paizes#con#mayor#poblacion😏😅,6908041219122250757,Jhojan Dominiķ,"no juzgues a un libro por su portada 📕
Cochabamba Bolivia 🇧🇴
17 años 🌝👋",0,False,https://www.tiktok.com/@jhojanzu02/video/7079622053548117254?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079622053548117254&source=h5_m,1433778,2890,1012,2876,126336,7079623034483264261,7079623034483264261,72,7079623034483264261,original sound - jhojanzu02 (Contains music from: No Lie - Remix - Dylan Emanuel),"Contains music from: ""No Lie - Remix""",6.908041219122251e+18,Jhojan Dominiķ,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079623039880579846.mp3,,False,False,Dylan Emanuel,No Lie - Remix,original sound - jhojanzu02 (Contains music from: No Lie - Remix - Dylan Emanuel),"Contains music from: ""No Lie - Remix""",[],0,0,"Bolivia, Plurinational State of",#paizes#con#mayor#poblacion😏😅,0,0,0,0,0,0,0,0,0,0
7,BO,7077026014722903302,1647748524,Menciona a tu amiga de puros agarres😹 #fyp #contenido #humor #agarre #cortejo #bañarse #nomebaño #indirecta #amiga,6985259586896102406,gissireyes2,"Santa Cruz-Bolivia🇧🇴
📨Marcas:
contrataciones@hellosaturday.club",0,False,https://www.tiktok.com/@gissireyes2/video/7077026014722903302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077026014722903302&source=h5_m,560778,184,326,3804,33862,7077025956782787334,7077025956782787334,72,7077025956782787334,original sound - gissireyes2,gissireyes2,6.985259586896102e+18,gissireyes2,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077025985652165381.mp3,,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#fyp #contenido #humor #agarre #cortejo #bañarse #nomebaño #indirecta #amiga,0,0,0,0,1,0,1,0,0,0
0,EC,7100602945728695558,1653237956,Ponme musica feliz😅😅😅,254484958671454208,Kelvyn Elias Bacilio🇨🇺,Amor por los carros 🔑🔥🔥🔥,0,False,https://www.tiktok.com/@kelvynbacilio/video/7100602945728695558?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100602945728695558&source=h5_m,12628715,4337,16864,20238,274696,7100602925667470085,7100602925667470085,72,7100602925667470085,original sound - kelvynbacilio,Kelvyn Elias Bacilio🇨🇺,2.544849586714542e+17,Kelvyn Elias Bacilio🇨🇺,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100602950216862470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f0815172c704d85d9245a64d1a6030e.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
1,CA,7089622934951726342,1650681475, ,6963725826979677190,Odaa Roba,I am a Journalist,0,False,https://www.tiktok.com/@odaa81/video/7089622934951726342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089622934951726342&source=h5_m,25438336,31287,124605,76426,3014555,7089622888956889862,7089622888956889862,72,7089622888956889862,original sound - odaa81,Odaa Roba,6.963725826979677e+18,Odaa Roba,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7089622912914836230.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4449f74e78b56a834eada82fd7650582.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
2,KH,7092235745749929242,1651289814,#cdrama,6793353674984768514,DL*,* Drama Lovers 💖,0,False,https://www.tiktok.com/@mingjie09/video/7092235745749929242?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092235745749929242&source=h5_m,7294203,204,360,3500,269220,6937739443671402498,6937739443671402498,10033,6937739443671402498,Apollo,Nightcore High,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1b737e89a6c7460caf6797a0331fb21b,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8f23c764be4c429188fa76d865c5fc73,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1557429571', 'external_song_key': 'apple_song_id'}]",0,0,"Bolivia, Plurinational State of",#cdrama,0,0,0,0,0,0,0,0,0,0
3,JP,7097082030197869825,1652418180,#tiktokfood,6742459250268832769,バヤシ🥑Bayashi,"‼️More video on YouTube‼️
Subscribe to my channel ⬇️",0,False,https://www.tiktok.com/@bayashi.tiktok/video/7097082030197869825?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097082030197869825&source=h5_m,31892480,16663,42063,91844,3932245,6943901692224899074,6943901692224899074,10033,6943901692224899074,Young Girl A,siinamota,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/256e406845fe4ba198f5dca57fcfe759,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/9454a3b28d81469ea21e3fbbc58b60d0,False,True,,,,,[],0,0,"Bolivia, Plurinational State of",#tiktokfood,0,0,0,0,0,0,0,0,0,0
4,US,7098891712843517230,1652839527,You never know these hacks until you see watch them here #ThatLittlePuff #puffknowsbetter #catsoftiktok,6732255236565877766,ThatLittlePuff,👇Get Dashing Clothes for Your Pets👇,0,False,https://www.tiktok.com/@thatlittlepuff/video/7098891712843517230?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098891712843517230&source=h5_m,15745975,1155,2076,10370,1130001,7098891695286143790,7098891695286143790,72,7098891695286143790,original sound - thatlittlepuff,ThatLittlePuff,6.732255236565878e+18,ThatLittlePuff,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098891713615514414.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b6df1c0a9e2b2a31d5ed019b76e79a7a.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#ThatLittlePuff #puffknowsbetter #catsoftiktok,0,0,0,0,0,0,0,0,0,0
5,BO,7100591195952368902,1653235221,No critiquen mucho,6735464359643071494,Marielita Pinto,"Sígueme en Instagram 🔝
Pregunta y responde",0,False,https://www.tiktok.com/@marielitapinto_7/video/7100591195952368902?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100591195952368902&source=h5_m,642489,170,68,806,35252,7084303665602775814,7084303665602775814,10036,7084303665602775814,"ULTRA SOLO (Solo y coronao ¿De qué sirve? Si no estás a mi lao' Por ti paso el día conectau, pendiente al cel, pendiente a ti, pendiente si subes una story)",Polimá Westcoast & Pailita,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/4eaf8f22e4f543c08688d97f17b01b7c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/fa51ec760d654f8caff512250d732b6d,False,True,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
6,BO,7096965802020064518,1652391117, ,7088065514244981766,candygirl,"Sigueme en mi nueva cuenta de IG ( candygirl.of ) 👈🏻🔥 

Mi azul 👇🏻💦🔞",0,False,https://www.tiktok.com/@candygirl.dd.03/video/7096965802020064518?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096965802020064518&source=h5_m,587941,138,141,1507,27499,7072756285149563649,7072756285149563649,24,7072756285149563649,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",6.976755863927686e+18,aypiks,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7072756285778692866.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/bd8ee86f0ce6e10e634ac00f80c9e7de.json,False,False,Lil.Man,6 Legendary Spoons,original sound - willson_samp (Contains music from: 6 Legendary Spoons - Lil.Man),"Contains music from: ""6 Legendary Spoons""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
7,PE,7101056351454989573,1653343523,Créditos al original@marvalvoice,6807789337066947590,Santos Nole,"😂🎭😂𝗙𝗨𝗟𝗟 𝗖𝗢𝗠𝗘𝗗𝗜𝗔😂🎭😂
😂SOLO HUMOR😂
😂🤣DIVIERTETE🤣😂",0,False,https://www.tiktok.com/@nole_veas/video/7101056351454989573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101056351454989573&source=h5_m,10814352,5553,14781,34389,622896,6899246159748025094,6899246159748025094,72,6899246159748025094,original sound - marvalvoice,Marvalvoice,6.532279019663e+18,Marvalvoice,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6899246032434039557.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/ff8fdea77f7f69156387476aa10d8e1b.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
0,BR,7100010595344207109,1653100040,#models vs #celebrities,7077789867400283142,Icon Moments,fashion and models,0,False,https://m.tiktok.com/v/7100010595344207109.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100010595344207109&source=h5_m,23531765,3726,2034,8391,2367478,6924866031743765253,6924866031743765253,72,6924866031743765253,original sound - djprecise,DJ Precise,6.780923368507868e+18,DJ Precise,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6924866035933842182.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3385897ee2609c61c7c9024e8a8215d5.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#models #celebrities,0,0,0,0,0,0,0,0,0,0
1,US,7098499884944248106,1652748297,Me gustan mucho las.. mi novia 😅@FashionNovaMEN by @FashionNova (FLOW MIAMI) #🇩🇴 #🇵🇷,6680860150209135621,Miketoks,"🇩🇴
Bang Energy elite ⭐️
Miketoks.contact@gmail.com",0,False,https://m.tiktok.com/v/7098499884944248106.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098499884944248106&source=h5_m,13788932,2956,6567,7898,1967992,7098444062482500395,7098444062482500395,72,7098444062482500395,original sound - miketoks (Contains music from: Tití Me Preguntó - Bad Bunny),"Contains music from: ""Tití Me Preguntó""",6.680860150209136e+18,Miketoks,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7098498718311271214.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/c3cca37cdf2cba7b4a1b4a86c11f96e9.json,False,False,Bad Bunny,Tití Me Preguntó,original sound - miketoks (Contains music from: Tití Me Preguntó - Bad Bunny),"Contains music from: ""Tití Me Preguntó""",[],0,0,"Bolivia, Plurinational State of",#🇩🇴 #🇵🇷,0,0,0,0,0,0,0,0,0,0
2,US,7102877837803425070,1653767620,Me despido por hoy amigos 😂😂😂😂,6527462849919325184,JuanDeMontreal (PakBambang),"Dios Primero 🙏  Ya salió mi nuevo video 
RAICES aqui 👇🏻👇🏻👇🏻👇🏻👇🏻",0,False,https://m.tiktok.com/v/7102877837803425070.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102877837803425070&source=h5_m,2991608,4164,1709,1786,335285,7102877798347426603,7102877798347426603,72,7102877798347426603,original sound - juandemontrealoficial (Contains music from: Wait - Beatrix Slyein),"Contains music from: ""Wait""",6.527462849919325e+18,JuanDeMontreal (PakBambang),False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102877830832261930.mp3,,False,False,Beatrix Slyein,Wait,original sound - juandemontrealoficial (Contains music from: Wait - Beatrix Slyein),"Contains music from: ""Wait""",[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
3,BR,7090947690552511750,1650989917,Estourando a bolsa do parto empelicado #asmrmedical #partoempelicado #partonormal #medicina #sweetcarol,6756271110604669958,Sweet Carol,"Maior ASMRtist do Brasil 
Confira meu canal
https://youtube.com/c/SweetCarol",0,False,https://m.tiktok.com/v/7090947690552511750.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090947690552511750&source=h5_m,50503591,49136,69944,62524,2490753,7090947679626676997,7090947679626676997,72,7090947679626676997,original sound - sweetcarolyt,Sweet Carol,6.75627111060467e+18,Sweet Carol,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090947685645126406.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c5f1412104dc545ca2ebd9b12d2e3486.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#asmrmedical #partoempelicado #partonormal #medicina #sweetcarol,0,0,0,0,0,0,0,0,0,0
4,CR,7102037595974028550,1653571987,De nuevo por qué tik tok lo borro. 🙄🤣#pyfツ,6960108751240889349,MEMO 😐🫡,,0,False,https://m.tiktok.com/v/7102037595974028550.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102037595974028550&source=h5_m,33217214,22502,201912,155543,2212091,7102037557466139397,7102037557466139397,72,7102037557466139397,original sound - no_es_gracioso69,MEMO 😐🫡,6.960108751240889e+18,MEMO 😐🫡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102037559362718469.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/406f320e797cd3dd2a9cf816a584335d.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",#pyfツ,0,0,0,0,0,0,0,0,0,0
5,BO,7080978427381075206,1648668766,Un buen sartenazo ggg🤣🤣,6896942891014472705,Pame MRojas,,0,False,https://m.tiktok.com/v/7080978427381075206.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080978427381075206&source=h5_m,3526682,2893,26457,55343,124948,7080978420771097350,7080978420771097350,72,7080978420771097350,original sound - pamemrojas,Pame MRojas,6.896942891014473e+18,Pame MRojas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080978415448378118.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c3e2245fc62d1ec990ffd6503d94ba2e.json,False,False,,,,,[],0,0,"Bolivia, Plurinational State of",,0,0,0,0,0,0,0,0,0,0
6,BO,7081019600133033222,1648678353,Guía de ejercicios 🏃🏻‍♀️Desde Casa 🏡  Haz Click en mi perfil 👆🏼 #abdomen #piernas #GlowUp #video #usa #challenge #ejercicio #viral #chicas #rutina #encasa,6638625258168467461,ErikaVaca,"👙Bajé 20Kg. Te enseño👙
    Beneficios y costos📲
👇DALE CLICK AQUÍ 👇",0,False,https://m.tiktok.com/v/7081019600133033222.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081019600133033222&source=h5_m,158235,29,602,4106,5963,7075534292511689498,7075534292511689498,72,7075534292511689498,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7075534269686369050.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d652b7d2c3a023db6f701ec06bf98baa.json,False,False,Ginuwine,Pony,Cool for summer x Pony (Contains music from: Pony - Ginuwine),"Contains music from: ""Pony""",[],0,0,"Bolivia, Plurinational State of",#abdomen #piernas #GlowUp #video #usa #challenge #ejercicio #viral #chicas #rutina #encasa,0,0,0,0,0,0,0,0,0,1
7,JP,7097345250108230914,1652479465,#iscream 撮影の裏側👀　#流行りに乗ってみた #嫁ちゃん大好きマン #おすすめにのりたい #ハムハム夫婦 #国際夫婦 #台湾人妻,6819860506871432194,嫁ちゃん大好きマン,"日台国際夫婦の嫁ちゃん大好きマンです🇯🇵🇹🇼
寄り添い合える夫婦を目指しています😊
🎥YouTubeは無加工で投稿していますので是非w",0,False,https://m.tiktok.com/v/7097345250108230914.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097345250108230914&source=h5_m,76566977,14717,4551,14580,4437712,7082391746126154498,7082391746126154498,24,7082391746126154498,i scream (Contains music from: environmenter - Clemencia Stgerard IV),"Contains music from: ""environmenter""",7.033293459751093e+18,sped up audios <3,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7082391698369809153.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8dbf6f9c40f7eadfb311612290358635.json,False,False,Clemencia Stgerard IV,environmenter,i scream (Contains music from: environmenter - Clemencia Stgerard IV),"Contains music from: ""environmenter""",[],0,0,"Bolivia, Plurinational State of",#iscream #流行りに乗ってみた #嫁ちゃん大好きマン #おすすめにのりたい #ハムハム夫婦 #国際夫婦 #台湾人妻,0,0,0,0,0,0,0,0,0,0
0,MX,7098083881122925829,1652651441,Y mi papá…? 😂😂😂 #coreana #chinguamiga #familia,6793822572599559173,Chingu Amiga,"chingu@stayonsocial.com
Somos chingus✨
Nuevo video en YT💕👇",0,False,https://m.tiktok.com/v/7098083881122925829.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098083881122925829&source=h5_m,21920195,13816,4971,21775,3431075,6840993131886856965,6840993131886856965,72,6840993131886856965,original sound - tiagofernandez11 (Contains music from: Baila Como Twerk - Tendencia & Baile Para Chicas & DANCE & Twerking),"Contains music from: ""Baila Como Twerk""",2.5243724827989606e+17,Tiago Fernandez.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6840993021215918854.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4435d3dac2140b888d47067c34b7e355.json,False,False,Tendencia & Baile Para Chicas & DANCE & Twerking,Baila Como Twerk,original sound - tiagofernandez11 (Contains music from: Baila Como Twerk - Tendencia & Baile Para Chicas & DANCE & Twerking),"Contains music from: ""Baila Como Twerk""",[],0,0,"Bolivia, Plurinational State of",#coreana #chinguamiga #familia,0,0,0,0,0,0,0,0,0,0
