,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_jamaicatiktok,hash_love,hash_movie,hash_trending,hash_viral
6,US,7099093173510655274,1652886435,Grillz Filter #fyp #LENOVOJUSTBEYOU￼ #grillz #foryoupage #foryou #jermatic,7045726951869056005,Tatted Jermatic,LINK TO MERCH,0,False,https://www.tiktok.com/@tattedjermatic_official/video/7099093173510655274?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099093173510655274&source=h5_m,843752,230,39,59,21943,7099093110990408491,7099093110990408491,72,7099093110990408491,original sound - tattedjermatic_official,Tatted Jermatic,7.045726951869056e+18,Tatted Jermatic,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7099093147984186155.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5c1019118b523ae2d68b1a51f42103bf.json,False,False,,,,,[],0,0,Antigua and Barbuda,#fyp #LENOVOJUSTBEYOU￼ #grillz #foryoupage #foryou #jermatic,1,1,0,1,0,0,0,0,0,0
7,US,7079950890588785963,1648429523,I can’t wait to move out of this apartment 🙃🙅🏼‍♀️,59520862332153856,Maddy,,0,False,https://www.tiktok.com/@maddypanic/video/7079950890588785963?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079950890588785963&source=h5_m,10324586,6224,10300,2747,1437673,7079951036483488558,7079951036483488558,72,7079951036483488558,original sound - maddypanic,Maddy,5.952086233215386e+16,Maddy,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079951058339908398.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
0,US,7078840234812656942,1648170929,When Your family gets into a argument Pt.1 😂🤦🏾‍♂️💯💯,6774002873186419717,Jontavian Barber,"Ig-TheOfficialJontavian
YouTube - Jontavian Barber
@alareescha404 💙",0,False,https://m.tiktok.com/v/7078840234812656942.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7078840234812656942&source=h5_m,4662837,2281,6149,2525,650294,7078840239522859819,7078840239522859819,72,7078840239522859819,original sound - theofficialjontavian,Jontavian Barber,6.77400287318642e+18,Jontavian Barber,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7078840254739876654.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/54f923502357874dcf75bc78de3ef82c.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
1,NG,7077887328215158022,1647949064,In a field of dandelions 🖤.      Birthday gift idea for him  #twillxart #giftboxideas #abujagiftshop #abujagiftvendor #lagosgiftshop #giftboxforhim #birthdaygiftforhim #fypsounds #dandelions,6618563301248286725,Twill Gifts 🎁,"-Personalized gift boxes 🎀🇳🇬 
Click link to order 👇🏻🛍",0,False,https://m.tiktok.com/v/7077887328215158022.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077887328215158022&source=h5_m,1500632,250,2714,664,110886,6717100600091215873,6717100600091215873,10033,6717100600091215873,Dandelions,Ruth B.,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/41e479697eb348a5aac7724efcabae7c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bccef0a0b02a4a1daa91452778a99168,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1219506529', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#twillxart #giftboxideas #abujagiftshop #abujagiftvendor #lagosgiftshop #giftboxforhim #birthdaygiftforhim #fypsounds #dandelions,0,0,0,0,0,0,0,0,0,0
2,US,7079676644700474670,1648365672,It all jokes but my big brother is crazy #viral #siblingLove #Uncle Duties,6895561335687103493,Givemia_kiss,,0,False,https://m.tiktok.com/v/7079676644700474670.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079676644700474670&source=h5_m,3204860,4836,5611,516,702151,7079676548466494254,7079676548466494254,72,7079676548466494254,original sound - givemia_kiss,Givemia_kiss,6.895561335687103e+18,Givemia_kiss,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7079676610558970667.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#viral #siblingLove #Uncle,0,0,0,0,0,0,0,0,0,1
3,US,7080331406102121770,1648518119,#fyp #loceducation #loctok #details,1963083,NaturalBae,"Plant Based
Loc Repair Specialist 
Holistic Lifestyle Advocate
📍Mishawaka, IN📍",0,False,https://m.tiktok.com/v/7080331406102121770.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080331406102121770&source=h5_m,784974,977,381,60,48374,6758682765761185793,6758682765761185793,10033,6758682765761185793,Haircut,Gmac Cash,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1f7350df5d544a17bda4c806c9ce67a1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6e783d9bfdd84a82a6c33f04303df4e2,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1487756844', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#fyp #loceducation #loctok #details,0,0,0,1,0,0,0,0,0,0
4,US,7079518410190687531,1648328829,You know I had to jump on this trend!!! #fyp #prank #eyebrowprank #husbandprank #couplespranks #couples #marriage #relationships #joke,7014179278661846021,T and K,"If you’re lost, just follow us 😉
Tkfam73@gmail.com",0,False,https://m.tiktok.com/v/7079518410190687531.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079518410190687531&source=h5_m,234483,103,83,97,28786,6859153853636413441,6859153853636413441,10033,6859153853636413441,Zou Bisou Bisou,Gillian Hills,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/0a25dbc8544a4005809f2ef12c305401,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/cb18559f2e0b4feeb8823efd8ce590bb,False,True,,,,,[],0,0,Antigua and Barbuda,#fyp #prank #eyebrowprank #husbandprank #couplespranks #couples #marriage #relationships #joke,0,0,0,1,0,0,0,0,0,0
5,NG,7102363939379399941,1653647971,❤️ #clintianoo,7101692481725350918,Clinton,"My backup page❤️
Incase the main one gets📌",0,False,https://m.tiktok.com/v/7102363939379399941.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102363939379399941&source=h5_m,541657,749,82,1177,58870,7089429907150834437,7089429907150834437,72,7089429907150834437,Why (Contains music from: Do Like That - Korede Bello),"Contains music from: ""Do Like That""",7.075831896256693e+18,YOUR BESTIE,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098731748347169542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ee198939ee989d90fbb2933b1ddc5c35.json,False,False,Korede Bello,Do Like That,Why (Contains music from: Do Like That - Korede Bello),"Contains music from: ""Do Like That""",[],0,0,Antigua and Barbuda,#clintianoo,0,0,0,0,0,0,0,0,0,0
6,US,7092399568347876650,1651327957,#trudenpenris #son #grounded #motorcycleriding #yesorno #peteytvprof #baddad,6748794519657530373,PeteyTVprof,"I make “humorous” videos with my son. 
Biz email:PeteyTVprof@gmail.com",0,False,https://m.tiktok.com/v/7092399568347876650.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092399568347876650&source=h5_m,6199492,189856,427,1064,622888,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#trudenpenris #son #grounded #motorcycleriding #yesorno #peteytvprof #baddad,0,0,0,0,0,0,0,0,0,0
7,GB,7102760956538686726,1653740408,Our pregnancy journey 💙 #OurPrince #PregnancyJourney @karamsingh26,101906245250338816,gkgill_,"K 🔐 
WMAS 🚑
Psychologist 👩🏽‍⚕️",0,False,https://m.tiktok.com/v/7102760956538686726.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102760956538686726&source=h5_m,476947,417,576,5,38181,6988104574611540763,6988104574611540763,72,6988104574611540763,original sound - alishbahanjum,Lishay,9.344112074702848e+16,Lishay,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/6988104552285211419.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8bac8bc857c4123614820a0d634ee8ba.json,False,False,,,,,[],0,0,Antigua and Barbuda,#OurPrince #PregnancyJourney,0,0,0,0,0,0,0,0,0,0
0,NG,7102707762940923141,1653728024,Some time woman first #wiztom#fyp #tikokfrance #tikfam,6877897326750548998,Thomas the engineer ☂️,"I love you all streaming #pain ❤️☂️

If I follow you means I feel you die 🥺🥺🎤",0,False,https://m.tiktok.com/v/7102707762940923141.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102707762940923141&source=h5_m,350983,255,630,5228,35044,7094628328523286530,7094628328523286530,10033,7094628328523286530,Overloading (OVERDOSE),Mavins & Crayon & Ayra Starr,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2efd83ab1b2340b9b484697570c82be2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/e33be31f219c4dd3a035fd787c8b9cd6,False,True,,,,,[],0,0,Antigua and Barbuda,#wiztom#fyp #tikokfrance #tikfam,0,0,0,1,0,0,0,0,0,0
1,US,7102829544373013802,1653756377,Had a little girls lunch at Nordstrom Cafe yesterday😍 #blw #babyledweaning #pizza #momtok #MomsofTikTok #babiesoftiktok #babytok,6555624037731537935,Kadyn,"👋🏻😊🤍
kadynsmithcollabs@yahoo.com
PO Box 1256 
San Juan Capistrano, Ca 92693",0,False,https://m.tiktok.com/v/7102829544373013802.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102829544373013802&source=h5_m,1366469,1419,2846,1800,66245,7102829530020072238,7102829530020072238,72,7102829530020072238,original sound - kadynsmithsmith,Kadyn,6.555624037731538e+18,Kadyn,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7102829552908487470.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#blw #babyledweaning #pizza #momtok #MomsofTikTok #babiesoftiktok #babytok,0,0,0,0,0,0,0,0,0,0
2,PH,7076722094356073754,1647677760, ,27980954,Nana Silayro,"24 | YT, IG, TW, FB 👇🏽
✨@nanasilayro✨

nanasilayro@gmail.com
📍Iloilo, PH 🇵🇭",0,False,https://m.tiktok.com/v/7076722094356073754.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076722094356073754&source=h5_m,5374933,4810,1504,5485,1079568,7076722139457407771,7076722139457407771,24,7076722139457407771,original sound - nanasilayro,Nana Silayro,27980954.0,Nana Silayro,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076722138433981210.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
3,GB,7100498236489731334,1653213579,..#fyp#bebopandbebeneedsourhelp#peopleneedtoseethis#bebopandbebe#foryou#help?,7100146402463237125,are they ok?,"hi
4671 beautiful people follow me x
started- 21/5/2022",0,False,https://m.tiktok.com/v/7100498236489731334.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100498236489731334&source=h5_m,539622,438,60,136,34516,6817208513685620738,6817208513685620738,10036,6817208513685620738,"Spooky, quiet, scary atmosphere piano songs",Skittlegirl Sound,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/e1f873ceb95b433c807dbdd2c0c14602,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d44020564b964ece8fc7d53a8b75ea5b,True,True,,,,,[],0,0,Antigua and Barbuda,#fyp#bebopandbebeneedsourhelp#peopleneedtoseethis#bebopandbebe#foryou#help?,1,0,0,1,0,0,0,0,0,0
4,US,7076972528639561003,1647736069, ,6613369085705699333,Eddie,"VR & Comedy! 👆🇲🇽
Youtube: @EddieVR",0,False,https://m.tiktok.com/v/7076972528639561003.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7076972528639561003&source=h5_m,9758461,16060,18299,29362,1413522,7076972507999685418,7076972507999685418,72,7076972507999685418,original sound - sauceddie,Eddie,6.613369085705699e+18,Eddie,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7076972530258463534.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cbaae393e623f0d25320bd8b0784c15e.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
5,US,7073214560425086250,1646861100,🍑🍑🍑🍑 #vegangloss #lipglossdrip,6786813809908925445,stellaxxcosmetics,"Welcome boss babes🍒
VEGAN CRUELTY FREE LIP GLOSS
Shop now ! Website in bio ⤵️",0,False,https://m.tiktok.com/v/7073214560425086250.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7073214560425086250&source=h5_m,26713973,264,433,2933,669831,5000000001409962603,5000000001409962603,10009,5000000001409962603,EX,Kiana Ledé,,,True,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ad451a05d7a64375b0bc2f05af12dda1,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/a5088ab8dc1a48cf9e72d6c06201ee9c,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1457271395', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#vegangloss #lipglossdrip,0,0,0,0,0,0,0,0,0,0
6,AU,7097858435231927554,1652598950,*WAIT FOR IT 😉 #plottwist #throwback #aussiethings #whatyourshoessayaboutyou #eshay #shoereview #sneakerheads #adelaide #southaustralia #perth #syd #melbs #victoria #southaussie #brissy #bne #austok #eshays,6624646554530168838,PARSL3Y,"JOIN THE LIVE! 🎉 
& follow @PARSL3Y on insta for a kiss 😘",0,False,https://m.tiktok.com/v/7097858435231927554.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097858435231927554&source=h5_m,813557,667,1061,873,45288,7097858428109966081,7097858428109966081,72,7097858428109966081,original sound - parsl3y,PARSL3Y,6.624646554530169e+18,PARSL3Y,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097858386531781378.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#plottwist #throwback #aussiethings #whatyourshoessayaboutyou #eshay #shoereview #sneakerheads #adelaide #southaustralia #perth #syd #melbs #victoria #southaussie #brissy #bne #austok #eshays,0,0,0,0,0,0,0,0,0,0
7,CA,7097705093419519237,1652563247,I’M DJing IN MONTREAL FOR THE FIRST TIME TONIGHT! #torontodj #dancehallmusic #barbados #montreal #zess #jamaicatiktok #djnaturalwav,6723583366031000581,djnatural.wav,"MUSIC PACKS FOR DOWNLOAD IN BIO
contact me to work/promo 
natural.wav@gmail.com",0,False,https://m.tiktok.com/v/7097705093419519237.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097705093419519237&source=h5_m,174025,288,197,2205,37326,7097705084913552133,7097705084913552133,72,7097705084913552133,original sound - djnatural.wav (Contains music from: Feel It - Yung Bredda & optimus Productionstt),"Contains music from: ""Feel It""",6.723583366031001e+18,djnatural.wav,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097705094283660038.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ffd7a14226fbd718c19719602f4e2099.json,False,False,Yung Bredda & optimus Productionstt,Feel It,original sound - djnatural.wav (Contains music from: Feel It - Yung Bredda & optimus Productionstt),"Contains music from: ""Feel It""",[],0,0,Antigua and Barbuda,#torontodj #dancehallmusic #barbados #montreal #zess #jamaicatiktok #djnaturalwav,0,0,0,0,0,1,0,0,0,0
0,US,7075864011186801966,1647477972, ,6776738643170149381,Dyon Brooks,"Stand-up comedian & Actor. 
FOLLOW MY IG GETS FUNNIER  (Mojobrookzz) 🙃😂",0,False,https://m.tiktok.com/v/7075864011186801966.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7075864011186801966&source=h5_m,2511278,9720,84486,1224,453685,7075864008477199146,7075864008477199146,72,7075864008477199146,original sound - mojobrookzz,Dyon Brooks,6.776738643170149e+18,Dyon Brooks,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075864024109353770.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/b01e7e0cd9063590a445e1a4acdf32b1.json,False,False,,,,,[],0,0,Antigua and Barbuda,,0,0,0,0,0,0,0,0,0,0
1,GB,7099992820181650693,1653095902,Dave the 🐐 for this #ukrap#dave #fyp,6978186142290805765,I AM NEXT,"Formed in the mosh pit.
‼️NLE CHOPPA LONDON TICKETS IN BIO BELOW ‼️⬇️",0,False,https://m.tiktok.com/v/7099992820181650693.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099992820181650693&source=h5_m,304563,115,98,83,29828,7099992848354822918,7099992848354822918,72,7099992848354822918,original sound - iamnextplatform,I AM NEXT,6.978186142290806e+18,I AM NEXT,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099992850792008453.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#ukrap#dave #fyp,0,0,0,1,0,0,0,0,0,0
2,US,7096659501792693547,1652319801,My updated seafood boil recipe🦞✨ #fyp #seafoodboilrecipe #seafood #SelfCare #shrimpboilrecipe #learnontiktok,6811953305922061317,Sharmineats,"Michigan 📍
Bengali 🇧🇩
Recipes & Mukbangs 🥘
🤍",0,False,https://m.tiktok.com/v/7096659501792693547.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096659501792693547&source=h5_m,664002,615,2657,5349,70979,7086201843973621762,7086201843973621762,10033,7086201843973621762,About Damn Time,Lizzo,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/2e6ee9db9c1440ec88118a965e786985,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/aec693bde8934a379590f77837e0bb52,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1619162353', 'external_song_key': 'apple_song_id'}]",0,0,Antigua and Barbuda,#fyp #seafoodboilrecipe #seafood #SelfCare #shrimpboilrecipe #learnontiktok,0,0,0,1,0,0,0,0,0,0
3,US,7082506281042349355,1649024497,Damn he got really lucky 😩 #fy #fyp #viral #sharingiscaring #ADWL #AFairShotWithBlock,6784922292641629189,PettyLaBelle,"WELCOME TO THE FAMiLY🥰
-ADWL ❤️
📍 MIA, FL 🌴",0,False,https://m.tiktok.com/v/7082506281042349355.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7082506281042349355&source=h5_m,586174,1927,6861,293,57683,7082506263267003179,7082506263267003179,72,7082506263267003179,original sound - pettylabelle100,PettyLaBelle,6.784922292641629e+18,PettyLaBelle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7082506295927933742.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#fy #fyp #viral #sharingiscaring #ADWL #AFairShotWithBlock,0,0,0,1,0,0,0,0,0,1
4,DE,7099494151128993030,1652979795,if he wants to he will 🫶🏼 #boyfriend #couple #couplegoals #ily #iloveyou #cute #birthday #couple #fy #fyp #foryou,6841250788830036998,Kim-Halina🦋,"𝒘𝒆𝒍𝒄𝒐𝒎𝒆 𝒕𝒐 𝒎𝒚 𝒑𝒆𝒓𝒔𝒐𝒏𝒂𝒍 𝒅𝒊𝒂𝒓𝒚 🦋
•Gym•selflove•lifestyle•",0,False,https://m.tiktok.com/v/7099494151128993030.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099494151128993030&source=h5_m,2409387,620,2588,9,448193,6951084758759754502,6951084758759754502,72,6951084758759754502,original sound - juliacatellaaaa,Jul ♡,6.742930273417872e+18,Jul ♡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6951084818700569349.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/84468a413ffda4746d7626e14ad4c49c.json,False,False,,,,,[],0,0,Antigua and Barbuda,#boyfriend #couple #couplegoals #ily #iloveyou #cute #birthday #couple #fy #fyp #foryou,1,0,0,1,0,0,0,0,0,0
5,MX,7097201607170985221,1652446021,#pegar un video de @ady2.olivarez #MensajeInesperado,7088429519439234054,user199534788066,LÉÉR IG😎😊😊,0,False,https://m.tiktok.com/v/7097201607170985221.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097201607170985221&source=h5_m,1372471,244,456,4655,31541,7097201556923206405,7097201556923206405,72,7097201556923206405,MÍS MÜSLØS DËSNÜDŌS ÉÑ PËRFÌL,user199534788066,7.088429519439234e+18,user199534788066,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097201586858674950.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#pegar #MensajeInesperado,0,0,0,0,0,0,0,0,0,0
6,US,7094370830016171306,1651786927,best part of nursing school is 100% all the hands on skills! 💉 #nursingstudent #nursingschool #fyp #shots #medicine #medadmin #nursetok #student #nurse #stemlife #collegelife #futurenurse,6792027910595560453,ur favorite nursing student,"nursing student & icu tech!
survive nursing school with me! 🤪🩺",0,False,https://m.tiktok.com/v/7094370830016171306.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7094370830016171306&source=h5_m,2097009,490,219,386,98811,7091321384639006722,7091321384639006722,10036,7091321384639006722,For the Builders,Walker Music,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/22c433e908b84884b6b3412661b93064?x-expires=1653906805&x-signature=WFGHDRigXNQFUDeIawI9xawzKdo%3D,False,True,,,,,[],7090675362392178689,0,Antigua and Barbuda,#nursingstudent #nursingschool #fyp #shots #medicine #medadmin #nursetok #student #nurse #stemlife #collegelife #futurenurse,0,0,0,1,0,0,0,0,0,0
7,US,7074836329304952110,1647238698,🥲. #fyp #viral #trending #TheAdamProject #story #foryou #greenscreenvideo #greenscreen #fypシ,6809003388018213894,JonNiece May,"Choose happy💛
💌:jonniecemay1@gmail.com",0,False,https://m.tiktok.com/v/7074836329304952110.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074836329304952110&source=h5_m,30451914,4000,5734,3939,3928373,7031357708913707781,7031357708913707781,72,7031357708913707781,use this if youre gay (Contains music from: No Ammends - Drako Santino),"Contains music from: ""No Ammends""",6.597126785774191e+18,alex ᥫ᭡,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7031363534844267269.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/39e07a7a42c64fd5c7d6ccb461885bde.json,False,False,Drako Santino,No Ammends,use this if youre gay (Contains music from: No Ammends - Drako Santino),"Contains music from: ""No Ammends""",[],0,0,Antigua and Barbuda,#fyp #viral #trending #TheAdamProject #story #foryou #greenscreenvideo #greenscreen #fypシ,1,0,0,1,1,0,0,0,1,1
0,US,7086131344501181739,1649868523,She saved up cash and found a star note!!! #cash #moneytoks #thecoinchannel #foru beginning vid cred- @Marie,6820364864121259014,Eric Miller,"The 🥇 place for coins 🪙 & currency 💵
Click here⬇️ Link for everything",0,False,https://m.tiktok.com/v/7086131344501181739.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086131344501181739&source=h5_m,825692,963,2848,319,69225,6817665487665629186,6817665487665629186,10036,6817665487665629186,Chopin Nocturne No. 2 Piano Mono,moshimo sound design,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7776172bb19a49c89a9506853c72a930,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/048d06b24d194ba2997cd69ee708c1c7,False,True,,,,,[],0,0,Antigua and Barbuda,#cash #moneytoks #thecoinchannel #foru,0,0,0,0,0,0,0,0,0,0
1,GB,7087145463329082630,1650104642,#Car #drift #technology #tiktok #cool,6963919433896166406,dgjp36,🔻,0,False,https://m.tiktok.com/v/7087145463329082630.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087145463329082630&source=h5_m,11986810,930,12874,43177,255351,6893922963406473986,6893922963406473986,72,6893922963406473986,original sound - chantii.k16 (Contains music from: Wir sind wieder da - Andy Bar),"Contains music from: ""Wir sind wieder da""",6.573745822750786e+18,Chantii😛,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6893922920251689729.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0cc0d12226b53ee1e0613dc99a7513a9.json,False,False,Andy Bar,Wir sind wieder da,original sound - chantii.k16 (Contains music from: Wir sind wieder da - Andy Bar),"Contains music from: ""Wir sind wieder da""",[],0,0,Antigua and Barbuda,#Car #drift #technology #tiktok #cool,0,0,0,0,0,0,0,0,0,0
2,GB,7103313578920332549,1653869076,Name something that people eat raw #ElectrifyTheMini#HolidayModeActivated#joke#laugh#steveharvey#familyfeud#uk#usa#tvshow#fypシ#viral@crazygirl_773,7074653607018513414,Ez6161,Funny videos,0,False,https://m.tiktok.com/v/7103313578920332549.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103313578920332549&source=h5_m,90215,19,6,0,2305,7103313572956064518,7103313572956064518,72,7103313572956064518,original sound - ez6161,Ez6161,7.074653607018513e+18,Ez6161,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103313596393720581.mp3,,False,False,,,,,[],0,0,Antigua and Barbuda,#ElectrifyTheMini#HolidayModeActivated#joke#laugh#steveharvey#familyfeud#uk#usa#tvshow#fypシ#viral@crazygirl_773,0,0,0,0,1,0,0,0,0,1
